editors_choice,hotness,time_modified,title,uuid,url,price,picture_url,category,shipping,description,time_published
,3,,Baytek 110-lb. Digital Luggage Scale,2169404,https://www.dealnews.com/Baytek-110-lb.-Digital-Luggage-Scale-for-7-free-shipping/2169404.html,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgnv06tjrxkj8zgye2kz",LUGGAGE & TRAVEL GEAR,free shipping,"iTech Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169404"">Baytek 110-lb. Digital Luggage Scale</a> for $7.99. Coupon code ""DNBAYTEK7"" cuts the price to <strong>$6.99</strong>. With <strong>free shipping</strong>, that's $3 under the lowest price we could find for a similar scale sold elsewhere. Features include a 1.4"" LCD display, temperature sensor, battery indicator, and rubber handle. Deal ends January 4.",2018-01-01T09:12:07-05:00
True,3,2018-01-01T11:41:05-05:00,"Toshiba 1TB SATA 6Gbps 3.5"" Internal HDD",2169410,https://www.dealnews.com/Toshiba-1-TB-SATA-6-Gbps-3.5-Internal-HDD-for-30-pickup-at-Micro-Center/2169410.html,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5vyd9ajurfxpjrgau8q",INTERNAL HARD DRIVES,pickup at Micro Center,"For in-store pickup only, Micro Center again offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169410"">Toshiba P300 1TB Serial ATA 6Gb/s 3.5"" Internal Hard Drive</a> for <strong>$29.99</strong>. That's tied with its Black Friday mention and the best deal we could find by $20. (It's also a very low price for a 1TB 7200 rpm HDD in general.) It runs at 7200 rpm and has a 64MB cache. Deal ends January 7.",
,2,,Avianca Airlines Fares to South America,2169401,https://www.dealnews.com/Avianca-Airlines-Fares-to-South-America-from-358-roundtrip/2169401.html,from $358 roundtrip,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f57ue7bbwf08mpxskdnj",AIRFARE,,"Avianca Airlines offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169401"">Avianca Airlines Roundtrip Flights to Central and South America</a> with prices starting from <b>$358.03</b>, as seen on Travelzoo. That's the lowest price we could find for select routes by at least $46. This price is valid on flights departing on January 29 from Newark, NJ, (EWR) with arrival in Guatemala City, Guatemala, (GUA) and return on February 6. Book this travel deal by January 4 for travel from January 22 through May 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication. <img class=""lazy-img"" src=""https://dealnews.a.ssl.fastly.net/images/spacer.png"" data-src=""https://adfarm.mediaplex.com/ad/tr/27136-200829-54150-0?mpt=123456"" style=""width: 1px; height: 1px; border-width: 0;"" alt=""*"">",2018-01-01T09:07:53-05:00
True,4,2018-01-01T11:40:32-05:00,Special K Cereal 12.5-oz. Box,2169398,https://www.dealnews.com/Special-K-Cereal-12.5-oz.-Box-for-1-w-25-purchase-free-shipping/2169398.html,$1 w/ $25 purchase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfrw9tteu8vbyapvss69",GROCERIES,free shipping,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169398"">Special K Fruit and Yogurt Cereal 12.5-oz. Box</a> for $1.95. Clip the 30% off coupon to cut that price to <strong>$1.36</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with an order of $25 or more.",
,,,Chase Freedom Unlimited® Card,2168615,"https://www.dealnews.com/lw/click.html?20,2,2168615",Earn a $150 bonus,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",CREDIT CARDS,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168615"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089688,2168615"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-31T00:01:00-05:00
True,3,2018-01-01T11:39:55-05:00,Batman: Return to Arkham for Xbox One,2169395,https://www.dealnews.com/Batman-Return-to-Arkham-for-Xbox-One-for-10-w-XBL-Gold/2169395.html,$10 w/ XBL Gold,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xmbj3btknjch4njtokld",GAMES,,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169395"">Batman: Return to Arkham for Xbox One</a> for <strong>$10</strong>. That's $5 under last month's mention and the lowest price we've seen. (It's the best today by $10.)",
True,3,2018-01-01T11:39:42-05:00,Little Nightmares for Xbox One,2169392,https://www.dealnews.com/Little-Nightmares-for-Xbox-One-for-10-w-XBL-Gold/2169392.html,$10 w/ XBL Gold,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/trbu66ytfx8rjkimhg7i",GAMES,,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169392"">Little Nightmares for Xbox One</a> for <b>$10</b>. That's the lowest price we could find by $10. Deal ends January 5.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090339,2169392"">Little Nightmares: The Complete Edition for Xbox One</a> is also available for <b>$17.99</b> for Xbox Live Gold members. That's the best deal we could find by $2.",
,3,,SwissGear ScanSmart Laptop Backpack,2169155,https://www.dealnews.com/Swiss-Gear-Scan-Smart-Laptop-Backpack-from-35-pickup-at-Sams-Club/2169155.html,from $35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/el4uezxydg9az3irizlf",LAPTOP BAGS,pickup at Sam's Club,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169155"">SwissGear ScanSmart Laptop Backpack</a> for <strong>$34.98</strong>. (Non-members pay a $3.49 surcharge.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $17 under the lowest price we could find for a similar model elsewhere. It features a shoulder phone pocket, organizer pocket, water bottle pocket, sunglasses pocket, and padded 17"" laptop compartment. Deal ends January 28.",2018-01-01T08:45:22-05:00
,3,,Proxelle Portable Waterproof Wireless Speaker,2169389,https://www.dealnews.com/Proxelle-Portable-Waterproof-Wireless-Speaker-for-17-free-shipping-w-Prime/2169389.html,$17,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i5ebaounp6n8bbkjcpi5",PORTABLE SPEAKERS,free shipping w/ Prime,"Proxelle via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169389"">Proxelle Portable Waterproof Wireless Speaker</a> in Green for $24.99. Coupon code ""67JJC5GA"" cuts it to <strong>$17.49</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $14. It features IP67 rated water proofing, 33-foot range, Bluetooth 4.0, hands free calling, and a 10-hour playtime. Deal ends April 14.",2018-01-01T08:42:43-05:00
,,,8 Things to Buy in January (and 3 Things to Wait On),2165831,https://www.dealnews.com/features/what-to-buy-in-january/,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",WHAT TO BUY IN JANUARY,,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",2018-01-01T08:00:01-05:00
,3,,Tacklife 12V Li-Ion Cordless Drill/Driver,2169386,https://www.dealnews.com/Tacklife-12-V-Li-Ion-Cordless-Drill-Driver-for-39-free-shipping/2169386.html,$39,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vvacg23x7pitlv3lrjtk",POWER TOOLS,free shipping,"TacklifeDirect via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169386"">Tacklife 12-volt Lithium-Ion Cordless Drill/Driver Kit</a> for $45.97. Coupon code ""2NPHPHCG"" cuts it to <strong>$39.07</strong>. With <strong>free shipping</strong>, that's $3 under our mention from last November and the lowest price we could find by $14 today. It comes with six drill bits, six driver bits, extension bit holder, charger, and carrying case. Deal ends January 4.",2018-01-01T07:58:36-05:00
,3,,Man's Search for Meaning Kindle eBook,2169383,https://www.dealnews.com/Mans-Search-for-Meaning-Kindle-eBook-for-2/2169383.html,$2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpddnxhhfbgybyuydnd2",EBOOKS,,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169383"">Viktor E. Frankl's <i>Man's Search for Meaning</i> Kindle eBook</a> for <strong>$1.99</strong>. (Barnes & Noble charges the same for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090309,2169383"">Nook version</a>.) That's $11 less than the best price we could find for a physical copy.",2018-01-01T07:52:25-05:00
,4,2018-01-01T11:46:12-05:00,Tacklife Pocket Folding Knife,2169380,https://www.dealnews.com/Tacklife-Pocket-Folding-Knife-for-4-free-shipping-w-Prime/2169380.html,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vstekzvbirdpmtcama5y",KNIVES & MULTITOOLS,free shipping w/ Prime,"TacklifeDirect via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169380"">Tacklife FK02 Pocket Folding Knife</a> for $8.97. Coupon code ""9Z3ZV4QV"" cuts it to <strong>$4.48</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. It measures 4.7"" when closed and features a textured handle and a belt clip. Deal ends January 4.<br>
<br>
Note: the same code as above drops the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090303,2169380"">Tacklife FK04 Pocket Folding Knife</a> to <strong>$4.98</strong> or the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090306,2169380"">Tacklife FK03 Pocket Folding Knife</a> to <strong>$5.49</strong>, both with <strong>free shipping</strong> for Prime members.",
,3,,Champion Sports Medicine Ball Tree,2169374,https://www.dealnews.com/Champion-Sports-Medicine-Ball-Tree-for-40-free-shipping/2169374.html,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehsjnplbaoiticgmv3ei",SPORTS & FITNESS,free shipping,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169374"">Champion Sports Medicine Ball Tree</a> for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It holds up to five medicine balls and measures 15"" x 11"" x 52"". Deal ends today.",2018-01-01T07:11:53-05:00
,,,BankAmericard® Credit Card,2168627,"https://www.dealnews.com/lw/click.html?20,2,2168627",0% intro fee,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/neoa6i4qkb20kr8rjl1e",CREDIT CARDS,,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168627"">BankAmericard® Credit Card</a> and receive a <strong>$0 Intro balance transfer fee</strong> for the first 60 days your account is open. After that, the fee for future balance transfers is 3% (min. $10). There's also <strong>no penalty APR</strong>. Paying late won't automatically raise your interest rate (APR). You can also <strong>access your FICO Score</strong> for free within Online Banking or your Mobile Banking app. Plus, the <strong>Zero Liability Fraud protection</strong> insures you're not responsible for any fraudulent charges made on your account. Also, the BankAmericard® credit card features chip technology for enhanced security at chip-enabled merchant terminals. Other account pricing and terms apply. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2018-01-01T00:01:00-05:00
,5,2018-01-01T11:20:52-05:00,Alpine Swiss Men's Niko Down Jacket,2169377,https://www.dealnews.com/Alpine-Swiss-Mens-Niko-Down-Jacket-for-25-free-shipping/2169377.html,$25,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tzbvc0sbqma9ftdg38cm",COATS,free shipping,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169377"">Alpine Swiss Men's Niko Down Jacket</a> in Green for <strong>$24.99</strong> with <strong>free shipping</strong>. That's tied with our mention from November and the lowest price we could find by $6 today. It's available in sizes S to XXL.",
,,,8 Things That Will Be LESS Expensive in 2018,2167511,https://www.dealnews.com/features/Items-That-Will-Be-Less-Expensive-in-2018/,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dv1yhxejy53h6qsoplfc",CONSUMER NEWS,,"Gear up for 2018 shopping, because all of these <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Items-That-Will-Be-Less-Expensive-in-2018/"">products are likely to cost less this year</a>. Get ready to shop for 4K TVs, VR headsets, used cars, and more.",2018-01-01T07:00:01-05:00
,5,2018-01-01T11:20:39-05:00,Kobalt 19-Piece SAE Mechanic's Tool Set,2169368,https://www.dealnews.com/Kobalt-19-Piece-SAE-Mechanics-Tool-Set-for-20-free-shipping/2169368.html,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/auzzzl3mavnudekppd64",HAND TOOLS,free shipping,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169368"">Kobalt 19-Piece SAE Mechanic's Tool Set</a> for <b>$19.98</b>. Plus, MyLowe's members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090285,2169368"">join</a>.) That's tied with last week's mention and the lowest price we could find today by $44. It includes 16 common shallow and deep SAE sockets, a ratchet, extension, universal joint, and blow-molded case.",
,4,2018-01-01T11:43:51-05:00,Energy & Diet Products at Amazon,2169371,https://www.dealnews.com/Energy-Diet-Products-at-Amazon-30-off-from-12-free-shipping-w-Prime/2169371.html,"30% off, from $12","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtswwmpy3jtrihrsatoa",SUPPLEMENTS,free shipping w/ Prime,"As one of its daily deals, Amazon cuts <strong>30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090300,2169371"">Energy &amp; Diet Products</a>, with prices starting at <strong>$11.93</strong>. (Some feature additional discounts via on-page coupons or Subscribe & Save.) Plus, Prime members bag <strong>free shipping</strong> on all orders. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090297,2169371"">Cellucor C4 Original Pre Workout Powder Energy Drink</a> for <strong>$11.93</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169371"">Optimum Nutrition Pre-Workout 30 Servings Tub</a> <strong>$16.62</strong> (pictured, low by $14)
 </li>
</ul>",
,5,2018-01-01T11:20:27-05:00,Fitness Equipment at Amazon,2169365,https://www.dealnews.com/Fitness-Equipment-at-Amazon-Deals-from-8-free-shipping-w-Prime/2169365.html,Deals from $8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ecsunhpzedmyhchck6w1",EXERCISE EQUIPMENT,free shipping w/ Prime,"As one of its daily deals, Amazon offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090288,2169365"">fitness equipment</a>, with prices starting from <strong>$8.49</strong>. Plus, Prime members receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090291,2169365"">Harbinger 24x60"" Tri-Fold Exercise Mat</a> for <strong>$23.99</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169365"">Lifeline Power Wheel</a> for <strong>$37.49</strong> (pictured, low by $2, most charge $44+)
 </li>
</ul>",
,5,2018-01-01T11:18:04-05:00,Hanes Clearance Sale,2169359,https://www.dealnews.com/Hanes-Clearance-Sale-Up-to-75-off-free-shipping/2169359.html,Up to 75% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s82wyka3nr49pnet4ort",CLOTHING & ACCESSORIES,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169359"">Hanes</a> cuts <strong>up to 75% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090273,2169359"">clearance items</a>. Plus, all orders receive <b>free shipping</b>. (Shipping normally adds $7.99 for all orders under $60.) Sizes and stock are limited for some items.",
,3,2018-01-01T11:46:55-05:00,Gaiam Muse: The Brain Sensing Headband,2169362,https://www.dealnews.com/Gaiam-Muse-The-Brain-Sensing-Headband-for-190-free-shipping/2169362.html,$190,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqzoum3czcnqlqabxty2",EXERCISE EQUIPMENT,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169362"">Gaiam Muse: The Brain Sensing Headband</a> in Black or White for <strong>$189.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090276,2169362"">Gaiam</a> direct charges the same.) That's tied with last week's mention as $60 off list and the lowest price we could find. It works with the Muse app (available on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090279,2169362"">iOS</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090282,2169362"">Android</a> devices) to calm your mind and deliver feedback.",
,5,2018-01-01T11:17:52-05:00,Bioworld Men's Onesies and Pajama Sets,2169356,https://www.dealnews.com/Bioworld-Mens-Onesies-and-Pajama-Sets-from-12-free-s-h-w-beauty-item/2169356.html,from $12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zd14u9a1jpnvdy27qoih",SLEEP & LOUNGE,free s&h w/beauty item,"Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090270,2169356"">Bioworld Men's Onesies and Pajama Sets</a>, with prices starting form <b>$11.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090261,2169356"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090264,2169356"">Bioworld Men's Glow-In-The-Dark Skeleton Onesie Costume</a> for <b>$15.93</b> ($24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169356"">Bioworld Men's Shark Onesie Costume</a> for <strong>$15.99</strong> (pictured, $24 off)
 </li>
</ul>",
,4,2018-01-01T11:16:51-05:00,Saucony Running Shoes at Woot,2169350,https://www.dealnews.com/Saucony-Running-Shoes-at-Woot-54-to-73-off-from-40-5-s-h/2169350.html,"54% to 73% off, from $40","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mlrjyghkkzlznursscsl",SHOES,$5 shipping,"As one of its daily deals, Woot takes <strong>54% to 73% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090267,2169350"">Saucony men's and women's running shoes</a>. Shipping adds <strong>$5</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169350"">Saucony Men's Hurricane ISO 2 Running Shoes</a> for <strong>$42.99</strong> (pictured, low by $17)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090255,2169350"">Saucony Men's Breakthru 3 Running Shoes</a> for <strong>$44.99</strong> (low by $20)
 </li>
</ul>",
,,2018-01-01T10:41:49-05:00,Soufull Stainless Steel Poultry Scissors,2168360,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2168360.html,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",KITCHEN,free shipping w/ Prime,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168360"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",
True,3,2018-01-01T11:39:11-05:00,ALC Connect Plus Home/Business Security,2169353,https://www.dealnews.com/ALC-Connect-Plus-Home-Business-Security-for-119-5-s-h/2169353.html,$119,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oejyenqlkxbc0cetuayl",HOME SECURITY,$5 shipping,"As one of its daily deals, Meh offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169353"">ALC Connect Plus Complete Home/Business Security</a> for <s>$115</s> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $120. It includes a 1080p WiFi pan/tilt camera, control hub, two door/window sensors, two remote controls, two power switches, and a motion detector. Deal ends today.<br>
<br>
<i>Update</i>: The price has increased to <strong>$119</strong>.",
True,4,2018-01-01T11:36:07-05:00,"Used Insignia 12"" 32GB Tablet w/ Keyboard",2169347,https://www.dealnews.com/Used-Insignia-12-32-GB-Tablet-w-Keyboard-for-65-free-shipping/2169347.html,$65,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/osqg7jutb5maz4ep5rxd",TABLETS,free shipping,"As one of its daily deals, A4C offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169347"">Insignia Flex 11.6"" 32GB WiFi Tablet with Keyboard</a> for <strong>$64.95</strong> with <strong>free shipping</strong>. That's $129 under the best we could find for a new one. It features an Intel Atom x5 Z8300 quad-core processor, 11.6"" 1280x800 touchscreen, 32GB storage, front- and rear-facing cameras, 802.11n wireless, Bluetooth 4.0, micro USB, and Windows 10. Deal ends today.<br>
<br>
Note: It may contain heavy signs of use including scratches and dents and includes the A4C 30-day ""just because"" return policy.",
