time_published,picture_url,title,category,editors_choice,time_modified,shipping,url,price,uuid,description,hotness
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uafl8bhejzzz6lcrborv",Refurb Krazilla Kzh In-Ear Headphones,HEADPHONES,,2018-01-06T21:48:41-05:00,free shipping,https://www.dealnews.com/Refurb-Krazilla-Kzh-In-Ear-Headphones-for-0-after-rebate-free-shipping/2173076.html,$0 after rebate,2173076,"As one of its daily deals, Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173076"">Krazilla Kzh In-Ear Headphones</a> in Black for $9.99. Redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098901,2173076"">$9.99 mail-in rebate</a> for the final price of <strong>$0</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. Deal ends January 6.<br>
<br>
Note: A 90-day warranty applies, but it is unclear who backs it.",4
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vztjcbhxb5qajgakppli",Dynacraft Marvel Avengers 12-volt 4x4 Ride-On,TOYS & HOBBIES,True,2018-01-06T21:13:52-05:00,free shipping,https://www.dealnews.com/Dynacraft-Marvel-Avengers-12-volt-4-x4-Ride-On-for-159-free-shipping/2173073.html,$159,2173073,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173073"">Dynacraft Marvel Avengers 12-volt 4x4 Ride-On</a> for <strong>$159</strong> with <strong>free shipping</strong>. That's $141 off and the lowest price we could find. It features a maximum speed of 5mph and adjustable seat belts.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzawpaoqd5a3ule0nsxh",Pier 1 Imports Sale and Clearance,HOME & GARDEN,,2018-01-06T21:30:10-05:00,free shipping w/ $49,https://www.dealnews.com/Pier-1-Imports-Sale-and-Clearance-Up-to-75-off-free-shipping-w-49/2173067.html,Up to 75% off,2173067,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173067"">Pier 1 Imports</a> takes <strong>up to 75% off</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098889,2173067"">One Big Sale and Clearance</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> where available to avoid shipping fees (which start at $5), or get free shipping on orders of $49 or more via coupon ""FREESHIP49"". Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1402/Pier-1-Imports/"">Pier 1 Imports Coupons</a>.</p>",5
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyhoxg6jwrerrkmdjh6i",Punk Royal Men's Printed Short-Sleeve Hoodie,SWEATSHIRTS & HOODIES,,2018-01-06T22:10:59-05:00,free s&h w/beauty item,https://www.dealnews.com/Punk-Royal-Mens-Printed-Short-Sleeve-Hoodie-for-21-free-s-h-w-beauty-item/2173061.html,$21,2173061,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173061"">Punk Royal Men's Printed Short-Sleeve Hoodie</a> in Black for $25.99. Coupon code ""WKND"" cuts the price to <strong>$20.79</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098886,2173061"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $23 off list and the lowest price we could find. It's available in sizes M to XXL. Deal ends January 7.",2
2018-01-06T05:43:31-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsgi4aisak6msmwuegjm",Calvin Klein Men's Slim-Fit Stretch Blazer,COATS,,,free s&h w/beauty item,https://www.dealnews.com/Calvin-Klein-Mens-Slim-Fit-Stretch-Blazer-for-67-free-s-h-w-beauty-item/2173049.html,$67,2173049,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173049"">Calvin Klein Men's Slim-Fit Stretch Textured Blazer</a> in Cadet Navy for <strong>$66.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098883,2173049"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $131 off list and the lowest price we could find. It's available in sizes M to XXL.",3
2018-01-06T05:42:14-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gnvycnl0tcm2yyt4eku9",National Tree Company Light Set Storage Bag,HOME & GARDEN,,,free s&h w/beauty item,https://www.dealnews.com/National-Tree-Company-Light-Set-Storage-Bag-for-21-free-s-h-w-beauty-item/2173037.html,$21,2173037,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173037"">National Tree Company Light Set Storage Bag Organizer</a> in Red/ Black for $25.20. Coupon code ""WKND"" cuts the price to <strong>$21.42</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098880,2173037"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $9. It features three removable section walls to provide four separate compartments. Deal ends January 7.",3
2018-01-06T17:30:00-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muengfbeos9ko8csufat",HitLights Eclipse LED Light Strip Accent Kit,LIGHTING & LAMPS,,,free shipping w/ Prime,https://www.dealnews.com/Hit-Lights-Eclipse-LED-Light-Strip-Accent-Kit-for-18-free-shipping-w-Prime/2172287.html,$18,2172287,"Ending today at 11:30 pm ET (or when 100% claimed), HitLights via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172287"">HitLights Eclipse LED Light Strip Accent Kit</a> for <strong>$17.99</strong> with <strong>free shipping</strong>. It features nine colors, a remote control, and eight adhesive backed wire clips.",
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikc2ieflmowjy25ld9wb",Gold's Gym Silicone Fitness Ring 2-Pack,EXERCISE EQUIPMENT,,2018-01-06T21:48:25-05:00,pickup at Walmart,https://www.dealnews.com/Golds-Gym-Silicone-Fitness-Ring-2-Pack-for-5-pickup-at-Walmart/2173055.html,$5,2173055,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173055"">Gold's Gym Silicone Fitness Ring 2-Pack</a> for $9.98. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee and cut the price to <strong>$4.83</strong>. That's $5 under the lowest price we could find for a similar 2-pack. They have a lightweight design, are made of soft silicone material, and are suitable for any workout.",4
2018-01-06T05:34:55-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gtotjpelnwyghdqxnk55",Merge Hologram Cube,TOYS & HOBBIES,,,pickup at Walmart,https://www.dealnews.com/Merge-Hologram-Cube-for-9-pickup-at-Walmart/2173064.html,$9,2173064,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173064"">Merge Hologram Cube</a> for $14.97. Opt for in-store <strong>pickup</strong> to drop it to <strong>$9</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $6. It lets you play your favorite games with virtual reality goggles.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gueigncvyztp1taxmwuk",4 American Rag Men's Pullover Hoodies,SWEATSHIRTS & HOODIES,True,2018-01-06T21:46:46-05:00,free shipping,https://www.dealnews.com/4-American-Rag-Mens-Pullover-Hoodies-for-39-free-shipping/2173052.html,$39,2173052,"As one of its daily deals, That Daily Deal offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173052"">four American Rag Men's Pullover Hoodies</a> for <strong>$39.49</strong> with <strong>free shipping</strong>. That's tied with our expired mention from five days ago and the lowest price we could find for this quantity by $50. They're avialable in sizes from <del>M</del> L to XXL and ship in random colors. Deal ends today.",4
2018-01-06T04:53:49-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0przl6czvoxdorkltkd",Adata XPG SX6000 M.2 2280 128GB Internal SSD,INTERNAL HARD DRIVES,,,free shipping,https://www.dealnews.com/Adata-XPG-SX6000-M.2-2280-128-GB-Internal-SSD-for-50-free-shipping/2173046.html,$50,2173046,"As one of its daily deals, Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173046"">Adata XPG SX6000 M.2 2280 128GB Internal SSD</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It features read/write speeds of up to 730/660MB/s. Deal ends today.",3
2018-01-06T04:48:43-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qm2fe2irecujzgani6b2",Marcy Power Rack and Bench,EXERCISE EQUIPMENT,,,pickup at Walmart,https://www.dealnews.com/Marcy-Power-Rack-and-Bench-for-187-pickup-at-Walmart/2173043.html,$187,2173043,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173043"">Marcy Power Rack and Bench</a> for <strong>$186.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $9.99 shipping fee. That's the lowest price we could find by $178. It can be used for over 20 strength training exercises.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ryqwpapbgzf1kggu9jei",Tommy Hilfiger Charles Messenger Bag,LUGGAGE & TRAVEL GEAR,True,2018-01-06T21:46:16-05:00,$4 shipping,https://www.dealnews.com/Tommy-Hilfiger-Charles-Messenger-Bag-for-28-4-s-h/2173040.html,$28,2173040,"6pm offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173040"">Tommy Hilfiger Charles Messenger Bag</a> in Natural for <strong>$27.99</strong> plus <strong>$3.95</strong> for shipping. That's the lowest price we could find by $106. It features an interior zippered pocket.",4
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ji9gxwendt5utlfl2pya",G.H. Bass & Co. Men's Dixon Leather Duck Boot,SHOES,,2018-01-06T12:33:54-05:00,free shipping,https://www.dealnews.com/G.H.-Bass-Co.-Mens-Dixon-Leather-Duck-Boot-for-40-free-shipping/2173031.html,$40,2173031,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173031"">G.H. Bass &amp; Co. Men's Dixon Genuine Leather Lace-up Duck Boot</a> in Dark Tan/Brown for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $35. They're available in sizes from 7 to 13.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bl1galled4thxcbbli5q",Elle 1-Year Subscription,MAGAZINES,True,2018-01-06T21:46:03-05:00,,https://www.dealnews.com/Elle-1-Year-Subscription-12-issues-for-free/2173034.html,12 issues for free,2173034,"Mercury Magazines offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173034"">Elle 1-Year Subscription</a> (12 issues) for <strong>free</strong>. That's tied with our October mention and the lowest price we could find by $5.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usiyux5xrffusqti5ndc",Flavor Infus'r Water Bottle & Flavor Infuser,CAMPING & OUTDOORS,,2018-01-06T22:06:26-05:00,pickup at Walmart,https://www.dealnews.com/Flavor-Infusr-Water-Bottle-Flavor-Infuser-for-2-pickup-at-Walmart/2173028.html,$2,2173028,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173028"">Flavor Infus'r Water Bottle &amp; Flavor Infuser</a> in Lime Green/ Transparent for <strong>$1.89</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find for such an infuser by $6.",2
2018-01-06T11:41:30-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",Verizon Fios Gigabit Connection w/ TV,COMPUTER SERVICES,,,,https://www.dealnews.com/Verizon-Fios-Gigabit-Connection-w-TV-for-75-per-month/2173208.html,$75 per month,2173208,"Verizon offers new customers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173208"">Verizon Fios Double Play Bundle</a>, which includes 940/880 Mbps Fios Gigabit Internet and Verizon Fios Custom TV, for <strong>$74.99 per month</strong>. (This price is valid for 12 months.) Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.",
2018-01-06T04:09:13-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ipyboxzzermfqxttvx8a",Avanti Spode Christmas Bath Items at Macy's,SEASONAL/HOLIDAYS,,,free s&h w/beauty item,https://www.dealnews.com/Avanti-Spode-Christmas-Bath-Items-at-Macys-50-off-coupons-free-s-h-w-beauty-item/2172986.html,50% off + coupons,2172986,"Macy's takes <strong>50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098874,2172986"">Avanti Spode Christmas Tree towels and bath items</a>. Plus, take an <strong>extra 15% off</strong> via coupon code ""WKND"". Alternatively, take an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098862,2172986"">$25 or more</a> via coupon code ""WKND25"". (Codes don't stack, but it yields a stronger discount on orders between $25 and $66.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098865,2172986"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping on orders of $99 or more. Deal ends January 7. A couple of best bets, with prices <i>before</i> coupons:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172986"">Avanti Spode Christmas Tree Fingertip Towel Set 3-Pack</a> for $12.99 (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098871,2172986"">Avanti Spode Christmas Tree Hand Towel</a> for $16.99
 </li>
</ul>
Note: To get the best value of this deal, we'd recommend purchasing multiple towels to qualify for the $10 off coupon.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nin3bxlojjq6wtq39fdh",1st-in-Series Kindle eBooks,EBOOKS,,2018-01-06T21:48:14-05:00,,https://www.dealnews.com/1-st-in-Series-Kindle-eBooks-Up-to-80-off/2173025.html,Up to 80% off,2173025,"As one of its daily deals, Amazon takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173025"">Kindle eBooks</a>. Each book is the first in a series, from authors incuding John Scalzi, Urusla Le Guin, James Patterson, and Agatha Christie. Deal ends today.",4
2018-01-06T01:17:21-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zcfalwdh6zwb01ydtnbs","Dell 23"" 1080p IPS LED LCD Display",MONITORS,,,free shipping,https://www.dealnews.com/Dell-23-1080-p-IPS-LED-LCD-Display-for-90-free-shipping/2173016.html,$90,2173016,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173016"">Dell 23"" 1080p IPS LED-Backlit LCD Monitor</a> for $99.99. Apply coupon code ""EMCXPEPU2"" to cut that to <strong>$89.99</strong>. With <strong>free shipping</strong>, that's $25 under our June mention and the lowest price we could find by $30. It features a 1920x1080 (1080p) native resolution, LED backlight, and VGA and DVI-D inputs.",3
2018-01-06T01:10:00-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v5xzlwip9rtab78bptxa",Better Homes and Gardens Fireplace Console,TV STANDS,,,free shipping,https://www.dealnews.com/Better-Homes-and-Gardens-Fireplace-Console-for-199-free-shipping/2173013.html,$199,2173013,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173013"">Better Homes and Gardens Granary Modern Farmhouse Fireplace Console</a> in Aged Brown Ash for <strong>$199</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago and the lowest price we could find by $74. The console measures approximately 60"" x 16"" x 33"", fits TVs up to 70"", and features a 23"" fireplace insert that heats up to 400 square feet.",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pn5au4m61luwwbz65o6v",Refurbished Vitamix 780 Home Blender,SMALL APPLIANCES,True,2018-01-06T21:45:17-05:00,free shipping,https://www.dealnews.com/Refurbished-Vitamix-780-Home-Blender-for-300-free-shipping/2173010.html,$300,2173010,"Amazon offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173010"">Vitamix 780 Home Blender</a> for <strong>$299.95</strong> with <strong>free shipping</strong>. That's $350 less than the best price we could find for a new unit, although we saw a refurb or $30 less in December. It features a touchscreen control panel, five pre-programmed settings, and a 64-oz. glass blending container.<br>
<br>
Note: A 5-year Vitamix warranty applies.",3
2018-01-06T00:31:45-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drsb3zrv9yjxh4s8oftg","Whalen 2-Shelf TV Stand (for up to 50"" TVs)",TV STANDS,,,free shipping,https://www.dealnews.com/Whalen-2-Shelf-TV-Stand-for-up-to-50-TVs-for-49-free-shipping/2173004.html,$49,2173004,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173004"">Whalen 2-Shelf TV Stand for up to 50"" TVs</a> for <strong>$49</strong> with <strong>free shipping</strong>. That's $54 off and the lowest price we could find. It features two open shelves and measures 41"" x 20.5"" x 54"".",3
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/elsnazbiap2g2hvixx6v",Teddy Ruxpin,TOYS & HOBBIES,,2018-01-06T22:06:03-05:00,free shipping,https://www.dealnews.com/Teddy-Ruxpin-for-64-free-shipping/2173001.html,$64,2173001,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173001"">Teddy Ruxpin</a> for <s>$66.99</s> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098877,2173001"">Amazon</a> has it for the same price.) That's $3 under our mention from three days ago and the lowest price we've seen. (It's the best deal today by $33.) It measures 14"" and features color LCD eyes, a motorized mouth, sing-along mode, and three original stories. Unlike the original model, which relied on cassette tapes, this version is Bluetooth compatible and also has a companion app (free to download). Four AA batteries are included.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$63.68</strong>.",2
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jy62qhpslnautajg2lxq",Big Chill Women's Long Belted Down Blend Coat,COATS,True,2018-01-06T21:29:59-05:00,pickup at Walmart,https://www.dealnews.com/Big-Chill-Womens-Long-Belted-Down-Blend-Coat-for-9-pickup-at-Walmart/2172998.html,$9,2172998,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172998"">Big Chill Women's Long Belted Down Blend Coat</a> in three colors (Black pictured) for <strong>$8.50</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $32 off list and the lowest price we could find. It's available in sizes M and L <del>S to XL</del>.",5
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qempsbwfvayzflexyv7g","Georgie Interactive 12"" Electronic Puppy",TOYS & HOBBIES,,2018-01-06T21:22:57-05:00,free shipping,https://www.dealnews.com/Georgie-Interactive-12-Electronic-Puppy-for-40-free-shipping/2172995.html,$40,2172995,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172995"">Georgie Interactive 12"" Electronic Puppy</a> for $49.98. Coupon code ""NEWYEARS20"" cuts that to <strong>$39.98</strong>. With <strong>free shipping</strong>, that's $20 under our October mention and the lowest price we could find now by $25. Georgie responds to voice commands and features over 100 different interactions, including tug-of-war with the included rope toy.",2
2018-01-04T14:27:34-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",Chase Sapphire Preferred® Card,CREDIT CARDS,,,,"https://www.dealnews.com/lw/click.html?20,2,2171954","50,000 bonus points",2171954,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/httfdmfbac0nriebvssr",Joseph Joseph Wash & Drain Wash Basin,KITCHEN,,2018-01-06T21:27:55-05:00,free shipping w/ Prime,https://www.dealnews.com/Joseph-Joseph-Wash-Drain-Wash-Basin-for-18-free-shipping-w-Prime/2172902.html,$18,2172902,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172902"">Joseph Joseph Wash &amp; Drain Wash Basin</a> in White for <strong>$17.99</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4. It features an integrated plug and strainer and 2.35-gallon capacity.",5
2018-01-05T08:57:39-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price,MORNING JOLT,,,,https://www.dealnews.com/features/morning-jolt/,,2172479,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",
2018-01-04T08:00:01-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y","Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",CONSUMER NEWS,,,,https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,,2168330,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.",
2018-01-03T08:00:01-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",8 Smart Ways to Save on Exercise Equipment,BUYING GUIDES,,,,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,,2167652,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",
2018-01-01T08:00:01-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",8 Things to Buy in January (and 3 Things to Wait On),WHAT TO BUY IN JANUARY,,,,https://www.dealnews.com/features/what-to-buy-in-january/,,2165831,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",
