editors_choice,url,description,picture_url,time_modified,time_published,uuid,shipping,hotness,category,title,price
,"https://www.dealnews.com/lw/click.html?20,2,2168591","At Chase, open a new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168591"">Chase Premier Plus Checking℠</a> account and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089652,2168591"">set up direct deposit</a> to bag a <strong>$300 bonus</strong>. You'll have access to 16,000 Chase ATMs and 5,200 branches. Plus, Chase QuickDeposit℠ lets you deposit checks just by taking a picture. Finally, the Annual Percentage Yield (APY) effective as of 9/18/2017, is 0.01% for all balances in all states. (Interest rates are variable and subject to change.) Deal ends January 18.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with many of the credit card issuers and banks mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards or accounts. This compensation has no impact or influence on where or how the cards or accounts appear on dealnews.com. DealNews does not include all card companies, banks  or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/torxlco2z0vsnzqslvlf",,2018-01-01T00:01:00-05:00,2168591,,,FINANCIAL SERVICES,Chase Premier Plus Checking℠,$300 bonus w/ new account
,https://www.dealnews.com/Lenovo-Outlet-Think-Pad-Laptop-Sale-Extra-5-to-15-off-free-shipping/2169431.html,"Lenovo Outlet takes an <strong>extra 5% to 15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169431"">Lenovo ThinkPad laptops</a> via coupon code ""THINKXTRA5"", yielding a total savings of <strong>up to 67% off</strong>. Even better, all orders receive <strong>free shipping</strong>. Deal ends January 15.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1662/Lenovo/"">Lenovo Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/trhnjtumlxjrmlgvvfe4",2018-01-01T17:46:45-05:00,,2169431,free shipping,3,LAPTOPS,Lenovo Outlet ThinkPad Laptop Sale,Extra 5% to 15% off
,https://www.dealnews.com/Insignia-22-1080-p-LED-LCD-HDTV-for-80-free-shipping/2169494.html,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169494"">Insignia 21.5"" 1080p LED-Backlit LCD HD Television</a>, model no. NS-22D420NA18, for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $50 off and tied with our Black Friday week mention as the lowest price we've seen. It features a native resolution of 1920x1080 (1080p), USB, and two HDMI inputs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wyijp4a5pkg8qih5sjwo",2018-01-01T17:45:50-05:00,,2169494,free shipping,3,TVS,"Insignia 22"" 1080p LED LCD HDTV",$80
,https://www.dealnews.com/Honest-Kids-Organic-Juice-32-Pack-for-11-w-Prime-free-shipping/2169500.html,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169500"">Honest Kids Organic Juice 32-Pack</a> in Superfruit Punch <del>or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090597,2169500"">Appley Ever After</a></del> for $12. Add it to your cart via Subscribe & Save to drop that to <strong>$11.40</strong>. With <strong>free shipping</strong>, that's $5 under the price you'd expect to pay at your local store for any flavor, although we did see these for a buck less in August.<br>
<br>
Note: Be sure to cancel Subscribe & Save after your order ships or you'll be billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tl3nbucwxbqdk5wgrjpx",2018-01-01T17:44:02-05:00,,2169500,free shipping,3,GROCERIES,Honest Kids Organic Juice 32-Pack,$11 w/ Prime
,https://www.dealnews.com/Masione-120-Mile-HDTV-Antenna-for-45-free-shipping/2169473.html,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169473"">Masione 120-Mile HDTV Antenna</a> for $82.99. Coupon code ""DQZNKIRT"" cuts it to <strong>$44.99</strong>. With <b>free shipping</b>, that's $18 under our August mention and the lowest price we could find by $25. It comes with 30 feet of coaxial cable. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vpx1jjqfm6d7zx0ilwoh",2018-01-01T14:44:47-05:00,,2169473,free shipping,4,TV ANTENNAS & RECEIVERS,Masione 120-Mile HDTV Antenna,$45
,https://www.dealnews.com/Citizen-Mens-and-Womens-Watches-at-Jomashop-Up-to-79-off-coupons-free-shipping/2169482.html,"Jomashop takes <strong>up to 79% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090573,2169482"">Citizen men's and women's watches</a>. Plus, coupon code ""DNEWSFS"" bags <strong>free shipping</strong> for all orders. Alternatively, take an <strong>extra $5 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090543,2169482"">$105 or more</a> via coupon code ""EMAIL5"", <strong>$10 off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090546,2169482"">$150 or more</a> via ""AD10"", <b>$20 off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090549,2169482"">$500 or more</a> via ""GOOGLE20"", or <b>$50 off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090552,2169482"">$1,000 or more</a> via ""JOMANEW50"". (Select items receive larger discounts via coupon codes noted on their product pages. Coupons don't stack, but orders over $100 after discount automatically receive free shipping.) Sale ends January 5. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090555,2169482"">Citizen Women's Mother of Pearl Swarovski Crystals Watch</a> for <strong>$59.99</strong> + <b>$0</b> s&amp;h via ""CZX20"" (low by $1; $79+ elsewhere)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169482"">Citizen Men's Navihawk A-T Eco-Drive Chronograph Watch</a> for <strong>$358</strong> + <b>$0</b> s&amp;h via ""AD10"" (pictured, low by $6; $421+ elsewhere)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idncppcbu4s58987yhnt",2018-01-01T17:15:04-05:00,,2169482,free shipping,5,WATCHES,Citizen Men's and Women's Watches at Jomashop,Up to 79% off + coupons
True,https://www.dealnews.com/5-Nts-All-Incl.-Adults-Only-Costa-Rica-Hotel-from-177-per-night/2169491.html,"Ending today, BookIt via Dunhill Travel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169491"">5-Night Stays for Two at the All-Inclusive Occidental Papagayo</a> in Guanacaste, Costa Rica, with prices starting at <strong>$886</strong> via coupon code ""EOY150"". (It's the top offer on the page; we found this rate on July 1.) At $177 per night, that's the lowest current rate we could find for an all-inclusive stay at this adults-only property by $150. (It's also the lowest nightly rate we've seen for this property in well over a year.) This 4-star hotel has an Expedia rating of 70% based on 540 reviews. Book this travel deal today for stays from April 1 through July 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktsxbugknaxmytrksism",2018-01-01T13:01:42-05:00,,2169491,,3,HOTELS,5Nts All-Incl. Adults-Only Costa Rica Hotel,from $177 per night
,https://www.dealnews.com/features/morning-jolt/,"Start your week — and the new year! — off right with these awesome offers. Score a tailored-fit suit at $145 cheaper than usual, a beauty box that's essentially free, and more. Check out these and other deals in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o6ph6sjstrbazabpnbh6",,2018-01-01T10:13:37-05:00,2169488,,,MORNING JOLT,5 Deals You Need to Know Today: Score a Classy Suit for $55!,
,https://www.dealnews.com/Filson-Mens-Bell-Bomber-Jacket-for-109-14-s-h/2169458.html,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169458"">Filson Men's Bell Bomber Jacket</a> in Green or Black for <b>$109</b> plus <b>$13.95</b> for shipping. That's $216 off list and the lowest price we could find. It's available in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q9mzah7fw9eijaecvpqy",2018-01-01T15:21:24-05:00,,2169458,$14 shipping,3,COATS,Filson Men's Bell Bomber Jacket,$109
,https://www.dealnews.com/J.Crew-Final-Sale-Extra-50-off-free-shipping-w-150/2169455.html,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169455"">J.Crew</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090501,2169455"">final sale items</a> via coupon code ""HOORAY"". Plus, the same code also cuts <b>40% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090504,2169455"">cozy styles</a>. (Eligible items are marked.) Shipping adds <strong>$5</strong> but orders of $150 or more bag free shipping. Some exclusions apply.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",2018-01-01T17:02:14-05:00,,2169455,free shipping w/ $150,5,CLOTHING & ACCESSORIES,J.Crew Final Sale,Extra 50% off
,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2168360.html,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168360"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",2018-01-01T10:41:49-05:00,,2168360,free shipping w/ Prime,,KITCHEN,Soufull Stainless Steel Poultry Scissors,$9
,https://www.dealnews.com/San-Disk-16-GB-USB-2.0-Flash-Drive-for-5-w-25-purchase-free-shipping/2169452.html,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169452"">SanDisk 16GB Cruzer Glide USB 2.0 Flash Drive</a> for <b>$4.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090480,2169452"">Target</a> charges the same with in-store pickup.) That's the lowest price we could find by $5, although we saw it for a buck less last July. It features password protection and encryption support.<br>
<br>
Note: This item is part of Amazon's ""add-on program"" and can only be purchased with orders of $25 or more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqdznkujkelnu6vkvk9o",2018-01-01T15:20:48-05:00,,2169452,free shipping,3,USB FLASH DRIVES,SanDisk 16GB USB 2.0 Flash Drive,$5 w/ $25 purchase
,https://www.dealnews.com/Romoss-USB-3.0-Dual-Port-36-W-Car-Charger-for-10-free-shipping-w-Prime/2169443.html,"Romoss Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169443"">Romoss USB 3.0 Dual Port 36-watt Car Charger</a> for $13.99. Coupon code ""QCARNY18"" drops it to <b>$9.79</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention and the lowest price we could find today by $10. It has Qualcomm Quick Charge 3.0 for faster charging. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ee57vuebwutfgihyba1e",2018-01-01T15:20:31-05:00,,2169443,free shipping w/ Prime,3,AUTOMOTIVE,Romoss USB 3.0 Dual Port 36W Car Charger,$10
,https://www.dealnews.com/Michael-Kors-Mens-Wool-Blend-Peacoat-for-100-free-shipping/2169449.html,"Nordstrom offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169449"">Michael Kors Men's Wool Blend Double Breasted Peacoat</a> in several colors (Heather Grey pictured) for <b>$99.90</b> with <b>free shipping</b>. That's $250 off and the lowest price we could find. It's available in select sizes from S to 3XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/thhpn7qrzerbnxtbxhvt",2018-01-01T15:08:18-05:00,,2169449,free shipping,3,COATS,Michael Kors Men's Wool Blend Peacoat,$100
,https://www.dealnews.com/Carnival-7-Nt-W.-Caribbean-Cruise-from-878-for-2/2169446.html,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169446"">Carnival Cruise 7-Night Western Caribbean Cruise for Two</a> with prices starting at <strong>$878</strong>. That's the lowest price we could find for such a cruise next month by $30. This roundtrip cruise aboard the Carnival Dream departs from New Orleans, LA, on February 4. Book this travel deal by January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c4vbk5rutwosvooelanh",2018-01-01T15:07:31-05:00,,2169446,,3,CRUISES,Carnival 7Nt W. Caribbean Cruise,from $878 for 2
,https://www.dealnews.com/3-Nt-Montego-Bay-Flight-Hotel-Vacation-from-1-299-for-2/2169440.html,"CheapCaribbean via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169440"">Sunscape Splash Montego Bay 3-Night Flight and Hotel Package for Two</a> in Montego Bay, Jamaica, bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090441,2169440"">$200 Resort Credit</a>, with prices starting at <strong>$1,299.46</strong>. Assuming you'll use the credit, that's the lowest current rate we could find for this package by $260. This price is based on departure from Fort Lauderdale, FL, (FLL) with arrival in Montego Bay, Jamaica, (MBJ) on January 22; other departure cities and dates are available for an additional cost. This 4-star resort has an Expedia rating of 69% based on 383 reviews. Book this travel deal by January 31 for travel from January 2 through March 23.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ruwvskhvulh6yewjr69b",,2018-01-01T09:34:33-05:00,2169440,,2,VACATIONS,3Nt Montego Bay Flight & Hotel Vacation,"from $1,299 for 2"
,https://www.dealnews.com/Smart-Weigh-Digital-Body-Weight-Scale-for-18-free-shipping-w-Prime/2169422.html,"BetterBasics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169422"">Smart Weigh Digital Body Weight Scale</a> in Silver for $22.99. Coupon code ""2MEASURE"" cuts that to <strong>$18.39</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $12, although we saw it for $2 less in August. It recognizes and stores up to eight users and features a tempered glass platform, multi-color backlit LCD screen, and 440-lb. weight capacity. Deal ends January 20.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzj47lcpqkzkvq3p8hap",2018-01-01T15:06:46-05:00,,2169422,free shipping w/ Prime,3,HEALTH,Smart Weigh Digital Body Weight Scale,$18
True,https://www.dealnews.com/Cetaphil-10-oz.-Eczema-Calming-Moisturizer-for-7-free-shipping/2169428.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169428"">Cetaphil Restoraderm Eczema Calming Body Moisturizer 10-oz. Bottle</a> for <strong>$7.40</strong> with <strong>free shipping</strong> via the steps below. That's around $8 under what you'd expect to pay in local stores. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169428"">Cetaphil Restoraderm Eczema Calming Body Moisturizer 10-oz. Bottle</a> for $9.89
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <b>$7.40</b> with <b>free shipping</b>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vqfdxqjecqzohzjqrdf9",2018-01-01T17:16:39-05:00,,2169428,free shipping,4,SKIN CARE,Cetaphil 10-oz. Eczema Calming Moisturizer,$7
,https://www.dealnews.com/DG-Hill-Mens-Braided-Belt-for-5-free-shipping/2169419.html,"Deal Genius offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169419"">DG Hill Men's Braided Belt</a> in five colors for <strong>$4.99</strong> with <strong>free shipping</strong>. That's $20 off and a very low price for such a belt. It comes in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z9ubwcql5xkkjfgk4p4f",2018-01-01T14:44:01-05:00,,2169419,free shipping,4,ACCESSORIES,DG Hill Men's Braided Belt,$5
,https://www.dealnews.com/Fallon-Fabric-Accent-Chair-for-180-free-shipping/2169416.html,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169416"">Fallon Fabric Accent Chair</a> in several colors (Blue pictured) for <b>$179.99</b> with <b>free shipping</b>. (Non-members pay a $9 surcharge.) That's $60 off and the lowest price we could find. It features a solid rubberwood frame and solid legs. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xciusdmdjgywzuc8cz4u",2018-01-01T15:06:04-05:00,,2169416,free shipping,3,CHAIRS,Fallon Fabric Accent Chair,$180
,"https://www.dealnews.com/lw/click.html?20,2,2168627","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168627"">BankAmericard® Credit Card</a> and receive a <strong>$0 Intro balance transfer fee</strong> for the first 60 days your account is open. After that, the fee for future balance transfers is 3% (min. $10). There's also <strong>no penalty APR</strong>. Paying late won't automatically raise your interest rate (APR). You can also <strong>access your FICO Score</strong> for free within Online Banking or your Mobile Banking app. Plus, the <strong>Zero Liability Fraud protection</strong> insures you're not responsible for any fraudulent charges made on your account. Also, the BankAmericard® credit card features chip technology for enhanced security at chip-enabled merchant terminals. Other account pricing and terms apply. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/neoa6i4qkb20kr8rjl1e",,2018-01-01T00:01:00-05:00,2168627,,,CREDIT CARDS,BankAmericard® Credit Card,0% intro fee
,https://www.dealnews.com/Aston-10-x-7.5-Foot-Wood-Shed-from-1000-free-shipping/2169413.html,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169413"">Aston 10- x 7.5-Foot Wood Shed</a> for <b>$999.99</b> with <b>free shipping</b>. (Non-members pay an additional $50 or get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090381,2169413"">1-year membership</a> for $60.) That's $400 off list and the lowest price we could find. It features 2""x4"" wood framing and included floor kit. Deal ends January 2.<br>
<br>
Note: It doesn't include paint, shingles, or front decking.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfa69wydf1m4kpam9zzp",2018-01-01T17:01:57-05:00,,2169413,free shipping,5,TOOL STORAGE & ORGANIZATION,Aston 10- x 7.5-Foot Wood Shed,from $1000
,https://www.dealnews.com/Lodge-10.5-Pre-Seasoned-Square-Grill-Pan-for-11-pickup-at-Target/2169407.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091302,2169407"">Lodge 10.5"" Pre-Seasoned Square Grill Pan</a> for <s>$11.05</s> with <s>free shipping</s>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169407"">Target</a> charges the same with in-store pickup.) That's $2 under our mention from two weeks ago and the lowest price we've seen. (It's the best deal today by $2.) It has a ribbed bottom for low-fat cooking.<br>
<br>
<i>Update</i>: It's now sold out at Amazon; however, Target still offers it for <strong>$11.05</strong> with in-store <strong>pickup</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ialisubly1ksicsc3lpc",2018-01-01T15:04:08-05:00,,2169407,pickup at Target,3,KITCHEN,"Lodge 10.5"" Pre-Seasoned Square Grill Pan",$11
,https://www.dealnews.com/Baytek-110-lb.-Digital-Luggage-Scale-for-7-free-shipping/2169404.html,"iTech Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169404"">Baytek 110-lb. Digital Luggage Scale</a> for $7.99. Coupon code ""DNBAYTEK7"" cuts the price to <strong>$6.99</strong>. With <strong>free shipping</strong>, that's $3 under the lowest price we could find for a similar scale sold elsewhere. Features include a 1.4"" LCD display, temperature sensor, battery indicator, and rubber handle. Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgnv06tjrxkj8zgye2kz",2018-01-01T15:01:53-05:00,,2169404,free shipping,3,LUGGAGE & TRAVEL GEAR,Baytek 110-lb. Digital Luggage Scale,$7
True,https://www.dealnews.com/Toshiba-1-TB-SATA-6-Gbps-3.5-Internal-HDD-for-30-pickup-at-Micro-Center/2169410.html,"For in-store pickup only, Micro Center again offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169410"">Toshiba P300 1TB Serial ATA 6Gb/s 3.5"" Internal Hard Drive</a> for <strong>$29.99</strong>. That's tied with its Black Friday mention and the best deal we could find by $20. (It's also a very low price for a 1TB 7200 rpm HDD in general.) It runs at 7200 rpm and has a 64MB cache. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5vyd9ajurfxpjrgau8q",2018-01-01T17:16:29-05:00,,2169410,pickup at Micro Center,3,INTERNAL HARD DRIVES,"Toshiba 1TB SATA 6Gbps 3.5"" Internal HDD",$30
,https://www.dealnews.com/Avianca-Airlines-Fares-to-South-America-from-358-roundtrip/2169401.html,"Avianca Airlines offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169401"">Avianca Airlines Roundtrip Flights to Central and South America</a> with prices starting from <b>$358.03</b>, as seen on Travelzoo. That's the lowest price we could find for select routes by at least $46. This price is valid on flights departing on January 29 from Newark, NJ, (EWR) with arrival in Guatemala City, Guatemala, (GUA) and return on February 6. Book this travel deal by January 4 for travel from January 22 through May 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication. <img class=""lazy-img"" src=""https://dealnews.a.ssl.fastly.net/images/spacer.png"" data-src=""https://adfarm.mediaplex.com/ad/tr/27136-200829-54150-0?mpt=123456"" style=""width: 1px; height: 1px; border-width: 0;"" alt=""*"">","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f57ue7bbwf08mpxskdnj",2018-01-01T15:23:33-05:00,,2169401,,3,AIRFARE,Avianca Airlines Fares to South America,from $358 roundtrip
True,https://www.dealnews.com/Batman-Return-to-Arkham-for-Xbox-One-for-10-w-XBL-Gold/2169395.html,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169395"">Batman: Return to Arkham for Xbox One</a> for <strong>$10</strong>. That's $5 under last month's mention and the lowest price we've seen. (It's the best today by $10.)","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xmbj3btknjch4njtokld",2018-01-01T17:16:19-05:00,,2169395,,2,GAMES,Batman: Return to Arkham for Xbox One,$10 w/ XBL Gold
