shipping,hotness,uuid,price,category,description,editors_choice,title,picture_url,url,time_published,time_modified
free s&h w/beauty item,2,2172635,$40,COATS,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172635"">Style &amp; Co. Women's Hooded Anorak Jacket</a> in several colors (Deep Black pictured) for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098016,2172635"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $40 off and the lowest price we could find, although we saw it for $5 less in October. It's available in sizes from XS to XXL. Deal ends January 7.",,Style & Co. Women's Hooded Anorak Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x5amzgixyfahapmoolh3",https://www.dealnews.com/Style-Co.-Womens-Hooded-Anorak-Jacket-for-40-free-s-h-w-beauty-item/2172635.html,2018-01-05T11:42:03-05:00,
free shipping,4,2172611,$18,EXERCISE EQUIPMENT,"Ritz Cameras via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172611"">Fitbit Flex Wireless Activity and Sleep Tracker Wristband</a> in several colors (Black pictured) for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for a refurbished model by $32. It tracks your daily activity and sleep patterns to help you attain your fitness goals.",,Refurb Fitbit Flex Activity Tracker Wristband,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t0zva3vfrefxykc6b6e5",https://www.dealnews.com/Refurb-Fitbit-Flex-Activity-Tracker-Wristband-for-18-free-shipping/2172611.html,2018-01-05T11:38:58-05:00,
free shipping,3,2172617,$200,VACUUM CLEANERS,"Target via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172617"">Dyson Ball Origin Vacuum</a> in Red for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention (although that deal included three add-on tools) and the lowest price we could find by $100. It features a 0.55-gallon capacity, 30-foot cord, and self-adjusting cleaning head.",,Dyson Ball Origin Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7p7bpdgindj1nwoyubw",https://www.dealnews.com/Dyson-Ball-Origin-Vacuum-for-200-free-shipping/2172617.html,2018-01-05T11:38:18-05:00,
,,2172065,free w/ membership,SAM'S CLUB COUPONS,"At Sam's Club, Dealnews readers get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172065"">$15 Sam's Club eGift Card</a>, together with additional <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097137,2172065"">instant savings</a>, when you buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097140,2172065"">Sam's Club 1-Year Membership</a>. Deal ends January 31.",,$15 Sam's Club eGift Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wd6ddotvsrsrevyypoev",https://www.dealnews.com/15-Sams-Club-eGift-Card-free-w-membership/2172065.html,,2018-01-05T12:09:34-05:00
free shipping,3,2172626,$31,AUTOMOTIVE,"Auking via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172626"">Auking S3 1080p Dash Cam</a> for $46.97. Coupon code ""XL8YRPRS"" cuts it to <strong>$30.53</strong>. With <strong>free shipping</strong>, that's $16 off and the lowest price we could find. It features a 168° viewing angle and a microphone. Deal ends January 31.",,Auking S3 1080p Dash Cam,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/quhpzjmarannehghgma1",https://www.dealnews.com/Auking-S3-1080-p-Dash-Cam-for-31-free-shipping/2172626.html,2018-01-05T11:34:52-05:00,
free shipping,3,2172623,15% off,CLOTHING & ACCESSORIES,"Rakuten takes <strong>15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097998,2172623"">apparel, shoes, and accessories</a> via coupon code ""APPAREL15"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097989,2172623"">New Year's Apparel Sale</a>. (A maximum discount of $15 applies. You must be signed in to your account to use this coupon.) Plus, most orders get <strong>free shipping</strong>. Some exclusions apply. Deal ends January 8. A couple of best bets, both with prices after coupon and <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097992,2172623"">Aeropostale Women's Solid Athletic Jogger Pants</a> for <b>$28.89</b> (low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172623"">Alpine Swiss Men's Zach Wool-Blend Overcoat</a> for <b>$29.74</b> (pictured; close in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097995,2172623"">Burgundy</a> at Amazon, low by $6)
 </li>
</ul>
Note: This coupon can only be used once per account.",,Rakuten New Year's Apparel Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lrbwh1w9qzzj1uziyllx",https://www.dealnews.com/Rakuten-New-Years-Apparel-Sale-15-off-free-shipping/2172623.html,2018-01-05T11:34:38-05:00,
free shipping w/ Prime,3,2172620,$18,LIGHTING & LAMPS,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172620"">LE Portable Bluetooth Speaker Nightlight</a> for $21.99. Coupon code ""KUF6L3GT"" drops it to <b>$18.25</b>. Plus, Prime members bag <b>free shipping</b>. That's a buck under our mention from last May and the lowest price we could find now by $3. It features three brightness levels and a built-in microphone.",,LE Portable Bluetooth Speaker Nightlight,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mocqjktlpizxnetrppkw",https://www.dealnews.com/LE-Portable-Bluetooth-Speaker-Nightlight-for-18-free-shipping-w-Prime/2172620.html,2018-01-05T11:33:18-05:00,
free shipping,3,2172569,$30,MODEMS,"Quick Ship via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172569"">Netgear CM500 DOCSIS 3.0 Cable Modem</a> for <b>$29.99</b> with <b>free shipping</b>. That's $10 under our November mention for a new one and the lowest price we've seen for this modem in any condition. (It's $30 less than a new one today.) It supports 16 download and four upload channels with speeds up to 680MB/s. It's certified for Comcast Xfinity, Time Warner Cable, Cox, and Charter, among others.<br>
<br>
Note: A 1-year Quick Ship warranty applies.",,Refurb Netgear CM500 DOCSIS 3.0 Cable Modem,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l8mrhr2curra6nrycogt",https://www.dealnews.com/Refurb-Netgear-CM500-DOCSIS-3.0-Cable-Modem-for-30-free-shipping/2172569.html,2018-01-05T11:24:48-05:00,
pickup at Home Depot,2,2172599,$24,KITCHEN,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172599"">Basic Essentials 4-Piece Stainless Steel Bar Set</a> for <strong>$23.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $16 below the lowest price we could find for a similar set elsewhere. It includes 5.7"" ice tongs, a bottle opener, 2.28-quart ice bucket, and 18-oz. cocktail shaker with built-in strainer and cap. Deal ends January 31.",,Basic Essentials Bar 4-Piece Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3cf1hmttpssbd6bd3sk",https://www.dealnews.com/Basic-Essentials-Bar-4-Piece-Set-for-24-pickup-at-Home-Depot/2172599.html,2018-01-05T11:24:06-05:00,
,,2172602,,ROUNDUPS,"Winter is in full swing for most of us, but you can ward off cabin fever with excellent offers! Start your weekend right with BOGO free pizza from Blaze, then spend it inside (where it's warm!) reading classics, learning something new, and more. Check out these savings in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a>.",,Best Freebies: Score BOGO Blaze Pizza or Snag a Free Cookbook,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhjhgrmde00tuqotzjn3",https://www.dealnews.com/features/best-freebie-deals/,2018-01-05T11:23:28-05:00,
free shipping,3,2172575,$32,SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in Vanilla for <strong>$32.47</strong> with <b>free shipping</b> via the steps below. That's $8 under our mention from six days ago, an all-time low, and the best deal we could find by $13. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> for $40.59
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$32.47</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",,Optimum Nutrition Protein Powder 5-lb. Jar,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u3liaocr3he76b07mzgj",https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-32-free-shipping/2172575.html,2018-01-05T11:23:11-05:00,
free shipping,3,2172593,$14,AUTOMOTIVE,"Yinenn Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172593"">Yinenn 300-watt Power Inverter</a> for $25.99. Coupon code ""KVH4HSGD"" cuts that to <strong>$13.51</strong>. With <strong>free shipping</strong>, that's $12 off and the best price we could find. It features dual USB ports and two AC outlets. Deal ends January 30",,Yinenn 300W Power Inverter w/ USB,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bbxxptvazydy878am1ha",https://www.dealnews.com/Yinenn-300-W-Power-Inverter-w-USB-for-14-free-shipping/2172593.html,2018-01-05T11:22:25-05:00,
free shipping,3,2172596,$20,CUTLERY & FLATWARE,"Brefac Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172596"">Zvpod Professional 8"" Chef's Knife</a> for $29.96. Coupon code ""499YMJ6S"" knocks it to <strong>$19.77</strong>. With <strong>free shipping</strong>, that's a slight drop from last month's mention and the lowest price we could find by $17. It features a full-tang Japanese AUS-8 high carbon stainless steel blade. Deal ends January 31.",,"8"" Japanese Stainless Steel Chef's Knife","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ylhj0ifembhonekfchlo",https://www.dealnews.com/8-Japanese-Stainless-Steel-Chefs-Knife-for-20-free-shipping/2172596.html,2018-01-05T11:21:02-05:00,
free shipping w/ Prime,,2172059,$9,KITCHEN,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172059"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",,Soufull Stainless Steel Poultry Scissors,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172059.html,,2018-01-05T11:17:17-05:00
free shipping,3,2172587,$70 after rebate,MONITORS,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172587"">ASUS Frameless 21.5"" 1080p IPS LED-Backlit LCD Monitor</a> for <strong>$69.99</strong> with <strong>free shipping</strong> via the directions below. That's tied with our mention from last November and the lowest price we could find by $68. It features a 1920x1080 (1080p) native resolution, blue light filter, and HDMI and VGA inputs. Deal ends January 10. To get this deal:
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097938,2172587"">ASUS Frameless 21.5"" 1080p IPS LED LCD Display</a> to your cart for $99.99
 </li>
 <li>apply coupon code ""EMCPEPT46"" to cut that to $89.99
 </li>
 <li>redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097920,2172587"">$20 mail-in rebate</a> for a final price of <strong>$69.99</strong>
 </li>
</ol>",True,"ASUS Frameless 22"" 1080p IPS LED LCD Display","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a40ithjgcqkeic3bvlpr",https://www.dealnews.com/ASUS-Frameless-22-1080-p-IPS-LED-LCD-Display-for-70-after-rebate-free-shipping/2172587.html,2018-01-05T11:20:18-05:00,
free shipping,1,2172566,$794,LAPTOPS,"Dell Home, via its Member Purchase Program, offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172566"">Dell Inspiron 15 5000 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Gaming Laptop</a> for $881.99. Coupon code ""TENOFF"" cuts it to <strong>$793.79</strong>. With <strong>free shipping</strong>, that's the best price we could find for this popular build by $106, although it was $59 less in November. Deal ends January 11.<br>
<br>
It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD display, 8GB RAM, 128GB SSD, 1TB hard drive, Nvidia GeForce GTX 1050 4GB graphics, 6-cell battery, and Windows 10 Home 64-bit.",,"Dell Kaby Lake i7 Quad 16"" 1080p Laptop","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rkujjxwl1dnhbrr3f9ug",https://www.dealnews.com/Dell-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-794-free-shipping/2172566.html,2018-01-05T11:17:50-05:00,
free shipping,3,2172563,$26,IPHONE CASES,"Proker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172563"">Proker 3,200mAh Battery Case for iPhone X</a> in Black for $34.50. Coupon code ""B5LSK9W8"" cuts the price to <strong>$25.87</strong>. With <strong>free shipping</strong>, that's tied with last week's mention, $9 off list, and the lowest price we could find. It features a 360° bumper design, 4-level LED power indicator, and 3,200mAh Li-polymer extended battery. Deal ends January 20.",,"Proker 3,200mAh Battery Case for iPhone X","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mx9szzpajawjen7y21z3",https://www.dealnews.com/Proker-3-200-m-Ah-Battery-Case-for-iPhone-X-for-26-free-shipping/2172563.html,2018-01-05T11:04:37-05:00,
free shipping,3,2172557,$4,HANDBAGS,"GearXS via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172557"">Multi-Functional Handbag Organizer</a> in Black for <strong>$3.99</strong> with <strong>free shipping</strong>. That's $3 under the lowest price we could find for a similar bag organizer elsewhere. It features 13 individual compartments, is made from nylon, and measures approximately 11"" x 6.5"" x 3.5"".",,Multi-Functional Handbag Organizer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wkwc90cimahznm281kdf",https://www.dealnews.com/Multi-Functional-Handbag-Organizer-for-4-free-shipping/2172557.html,2018-01-05T11:02:28-05:00,
