title,shipping,editors_choice,uuid,url,description,price,category,picture_url,time_published,hotness,time_modified
Haier XShuai T370 Robot Vacuum,free shipping,,2168282,https://www.dealnews.com/Haier-XShuai-T370-Robot-Vacuum-for-160-free-shipping/2168282.html,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168282"">Haier XShuai T370 WiFi Robot Mop and Vacuum Cleaner</a> for $219.99. Coupon code ""SDGBT370"" cuts it to <strong>$159.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $13. This self-charging vacuum features three cleaning modes, a gyroscope navigation system, HEPA filter, 10.1-oz. dust bin, 8.8-oz. water tank, built-in WiFi, voice control via Alexa and Siri, remote control via mobile app, and up to 90 minutes of cleaning per charge. Deal ends January 31.",$160,VACUUM CLEANERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/afgwsnfwsqfws5rf9mcq",2017-12-29T12:17:01-05:00,3,
Pyrex Items at Macy's,free s&h w/beauty item,,2168312,https://www.dealnews.com/Pyrex-Items-at-Macys-20-off-extra-20-off-free-s-h-w-beauty-item/2168312.html,"Macy's takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088848,2168312"">Pyrex food storage and kitchen items</a>. (Discount applies in-cart.) Plus, it takes an <strong>extra 20% off</strong> via coupon code ""FIT"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088851,2168312"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $25 or more bag free shipping automatically.) Some exclusions apply. Deal ends December 30. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088854,2168312"">Pyrex 12-Piece Simply Store Set w/ Colored Lids</a> for <strong>$15.35</strong> ($25 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168312"">Pyrex 5-Piece Atlantic Blue Bakeware Set</a> for <strong>$19.19</strong> (pictured, low by $8)
 </li>
</ul>",20% off + extra 20% off,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/btt0yogefipqiphjn2f2",2017-12-29T12:15:56-05:00,4,
$50 Uber Gift Card,,,2168291,https://www.dealnews.com/50-Uber-Gift-Card-for-45/2168291.html,"ACI Gift Cards via Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168291"">$50 Uber Gift Card</a> for $50. Coupon code ""UBER"" knocks that to <strong>$45</strong>. (It'll arrive via email.) That's tied with our May mention and the best deal we could find today by $3.",$45,GIFT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qks6lngamd9kcz1vpfaa",2017-12-29T11:58:27-05:00,3,
$100 Cracker Barrel Gift Card,free shipping,,2168288,https://www.dealnews.com/100-Cracker-Barrel-Gift-Card-for-85-free-shipping/2168288.html,"PayPal Digital Gifts via eBay offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168288"">$100 Cracker Barrel Old Country Store Gift Card</a> for <strong>$85</strong> with <strong>free shipping</strong>. That's $15 off and the lowest price we could find.",$85,RESTAURANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvgg5mzqq3fit5hweolq",,2,2017-12-29T16:27:40-05:00
Wood Panels at Walgreens,pickup at Walgreens,,2168273,https://www.dealnews.com/Wood-Panels-at-Walgreens-75-off-pickup-at-Walgreens/2168273.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168273"">Walgreens</a> takes <strong>75% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088677,2168273"">5"" x 7"" and 8"" x 10"" Wood Panels</a> via coupon code ""NEWPANEL75"". Opt for in-store <strong>pickup</strong> to dodge any shipping fees, which start at $7.99. That's a savings of at least $21 and the best offer we've seen for these items at Walgreens.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>",75% off,PHOTO SERVICES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tf7sorjki0kfptltyrav",,4,2017-12-29T15:58:52-05:00
DZ09D Single SIM Android Smartwatch,free shipping,,2168279,https://www.dealnews.com/DZ09-D-Single-SIM-Android-Smartwatch-for-6-free-shipping/2168279.html,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168279"">DZ09D Single SIM Android Smartwatch</a> for <strong>$5.99</strong> with <strong>free shipping</strong>. That's $10 off list and the lowest price we could find. It makes and receives phone calls, and features a 1.5"" LCD touchscreen, sleep monitor, pedometer, and camera.<br>
<br>
Note: The countdown timer on the product page does not reflect an actual expiration time and resets daily.",$6,SMARTWATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hyzgxnrjbbzxopok0vfs",,4,2017-12-29T15:57:21-05:00
WY8124 Solar LED Rechargeable Camping Lamp,free s&h from China,,2168267,https://www.dealnews.com/WY8124-Solar-LED-Rechargeable-Camping-Lamp-for-9-free-s-h-from-China/2168267.html,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168267"">WY8124 Solar LED Rechargeable Camping Lamp</a> for $10.54. Coupon code ""CXY6556"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features 300 lumens of brightness, ABS construction, and USB charging.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.",$9,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jc0qvmx7a9mpvlqhkyxr",2017-12-29T11:36:22-05:00,3,
Proker Wireless Bluetooth Headphones,free shipping,,2168249,https://www.dealnews.com/Proker-Wireless-Bluetooth-Headphones-for-28-free-shipping/2168249.html,"Proker via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168249"">Proker Wireless Bluetooth Headphones</a> for $39.39. Coupon code ""LBMQ44C2"" drops it to <b>$27.57</b>. With <b>free shipping</b>, that's tied with our mention from a week ago, $12 off list, and the lowest price we could find. They feature Bluetooth 4.2, up to 2.5 hours of playback, and compatibility with iOS or Android devices. Deal ends January 12.",$28,HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/deoc4o76koo3yegeti1j",2017-12-29T11:34:23-05:00,3,
Chase Sapphire Preferred® Card,,,2167586,"https://www.dealnews.com/lw/click.html?20,2,2167586","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","50,000 bonus points",CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",2017-12-28T12:11:32-05:00,,
Leadnovo Self-Stirring 15.2-oz. Mug,free shipping w/ Prime,,2168270,https://www.dealnews.com/Leadnovo-Self-Stirring-15.2-oz.-Mug-for-18-free-shipping-w-Prime/2168270.html,"Leadnovo via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168270"">Leadnovo Self-Stirring 15.2-oz. Stainless Steel Mug</a> in Blue for $22.59. Coupon code ""F5R9T2X2"" cuts that to <strong>$18.07</strong>. Plus, Prime members bag <strong>free shipping</strong>. (It's also available in Black or Pink for a few cents more.) That's $5 off list, tied with last month's mention, and the lowest price we could find. It holds water temperature for up to four hours, and features a removable stirrer. Deal ends December 31.",$18,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dk1ueqfjh2abgjlm1aly",,3,2017-12-29T11:33:55-05:00
Emporio Armani Men's Classic Watch,free shipping,,2168261,https://www.dealnews.com/Emporio-Armani-Mens-Classic-Watch-for-219-free-shipping/2168261.html,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168261"">Emporio Armani Men's Classic Watch</a> in Black for $466. Coupon code ""DNCLASSC219"" cuts it to <strong>$219</strong>. With <strong>free shipping</strong>, that's $80 under our August mention and the lowest price we could find by $304. It features a leather strap, stainless steel case, Swiss mechanical automatic movement, and water resistance. Deal ends January 3.",$219,WATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xifbfubyfbeup31iafjt",2017-12-29T11:30:37-05:00,2,
Rymemo Wireless Bluetooth In-Ear Earphones,free shipping w/ Prime,,2168255,https://www.dealnews.com/Rymemo-Wireless-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2168255.html,"Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168255"">Rymemo Wireless Bluetooth In-Ear Earphones</a> in Grey/Black for $20.99. Coupon code ""KT4J2KXK"" cuts the price to <strong>$8.82</strong>. With <strong>free shipping</strong> for Prime members, that's pennies under our mention of a different color from two days ago, $11 off list, and the lowest price we could find. These sweatproof earphones feature hi-fi sound, noise cancellation, and soft hooks. Deal ends January 1.",$9,HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jbbj9sky1o5ci1ijmnjl",2017-12-29T11:30:15-05:00,3,
Victoria's Secret Pink Women's Lace Bralette,$8 shipping,,2168243,https://www.dealnews.com/Victorias-Secret-Pink-Womens-Lace-Bralette-for-10-8-s-h/2168243.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168243"">Victoria's Secret Pink Women's Strappy Lace Bralette</a> in Neon Red or Black for <b>$9.99</b> plus <b>$8</b> for shipping. That's $17 off list and the lowest price we could find. It's available in sizes XS, M, or L.",$10,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys28qtxkdrdbsfmkzxz3",2017-12-29T11:27:41-05:00,3,
Macy's One Day Sale,free shipping w/ $25,,2168246,https://www.dealnews.com/Macys-One-Day-Sale-Over-25-000-daily-deals-free-shipping-w-25/2168246.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168246"">Macy's</a> offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088587,2168246"">over 25,000 daily deals</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088590,2168246"">One Day Sale</a>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088593,2168246"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping with orders of $25 or more. (Free shipping normally requires an order of $99 or more.) Deal ends December 30.","Over 25,000 daily deals",MACY'S COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",,5,2017-12-29T15:13:47-05:00
Victoria Sport Women's Lightweight Sports Bra,$8 shipping,,2168252,https://www.dealnews.com/Victoria-Sport-Womens-Lightweight-Sports-Bra-for-13-8-s-h/2168252.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168252"">Victoria Sport Women's Lightweight Strappy Sports Bra</a> in several colors (Blue Mercury pictured) for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $22 off list and the lowest price we could find. It comes in select sizes from 32A to 38DD.",$13,ACTIVEWEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cnnuigulsjuyhqubdcc0",,3,2017-12-29T15:33:46-05:00
Peak Bug Cleaner Windshield Wash 1-Gal Bottle,pickup at Ace Hardware,,2168234,https://www.dealnews.com/Peak-Bug-Cleaner-Windshield-Wash-1-Gal-Bottle-for-1-pickup-at-Ace-Hardware/2168234.html,"For in-store pickup only and with limited stock varying by ZIP code, Ace Hardware offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168234"">Peak Premium Bug Cleaner with Rain-Off Windshield Wash 1-Gallon Bottle</a> for $2.49. (Click ""Check Availability"" and select a store to add it to cart.) In cart the price drops to <strong>99 cents</strong>. That's tied with our January mention and the lowest price we could find now by $2. This USA-made wash is for use with temperatures above 32°F. It purportedly removes road grime and bugs and helps repel rain away from your windshield. Deal ends January 31, 2018.",$1,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vkwbs9cukbzwutsgebwf",,4,2017-12-29T15:04:28-05:00
