price,hotness,editors_choice,time_published,url,picture_url,time_modified,shipping,description,category,title,uuid
$19,4,,,https://www.dealnews.com/Anne-Klein-Womens-Twill-Fit-Flare-Dress-for-19-free-s-h-w-beauty-item/2170484.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hiq5nrki5yjbuupvzsvb",2018-01-03T03:58:15-05:00,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170484"">Anne Klein Women's Twill Fit &amp; Flare Dress</a> in Pacific Blue for <b>$18.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093435,2170484"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $110 off list and the lowest price we could find. It's available in sizes <del>10</del> 12 to 16.",DRESSES,Anne Klein Women's Twill Fit & Flare Dress,2170484
$147,,,2018-01-03T00:01:00-05:00,https://www.dealnews.com/Dell-Inspiron-Celeron-1.6-GHz-Dual-12-Laptop-for-147-free-shipping/2170322.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fz7foatxlsdofrpnolyw",,free shipping,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170322"">Dell Inspiron 11 3000 Series Intel Celeron Braswell 1.6GHz 11.6"" Laptop</a> in Alpine White for <strong>$146.99</strong> with <strong>free shipping</strong>. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 11.6"" 1366x768 (720p) LED-backlit LCD, 2GB RAM, 32GB eMMC storage, 802.11n wireless, Bluetooth 4.2, USB 3.0, HDMI, 2-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit.<br>
<br>
Note: On the product page, Dell pictures it in blue, but this deal is for a white model per the specs.",LAPTOPS,"Dell Inspiron Celeron 1.6GHz Dual 12"" Laptop",2170322
$114,3,,2018-01-02T18:00:50-05:00,https://www.dealnews.com/Columbia-Mens-Bugaboo-Interchange-Jacket-for-114-free-shipping/2170481.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y9yyjd09rrtej3rprxpq",,free shipping,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170481"">Columbia Men's Bugaboo Interchange Jacket</a> in several colors (Phoenix Blue pictured) for <b>$113.73</b> with <b>free shipping</b>. That's the lowest price we could find by $8. It's available in sizes S to XXL.",COATS,Columbia Men's Bugaboo Interchange Jacket,2170481
$59,4,,,https://www.dealnews.com/Jos.-A.-Bank-Mens-Executive-Car-Coat-for-59-free-shipping/2170478.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xzun0bh9jbzl2cmk56gw",2018-01-03T03:57:29-05:00,free shipping,"Jos. A. Bank offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170478"">Jos. A. Bank Men's Executive 3/4 Length Storm Collar Car Coat</a> in Black or Brown for <strong>$59</strong> with <strong>free shipping</strong>. That's tied with our October mention, $536 off, and the lowest price we could find. It's available in select sizes from S to XXL.",COATS,Jos. A. Bank Men's Executive Car Coat,2170478
Up to 30% off,4,,,https://www.dealnews.com/Under-Armour-Outlet-Sale-Up-to-30-off-free-shipping/2170424.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qndrbqhlxqj3tl5olfuy",2018-01-03T03:56:57-05:00,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170424"">Under Armour</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093168,2170424"">men's, women's, and kids' outlet items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093171,2170424"">Semi-Annual Event</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong> via coupon code ""FSDNEWS17"".<br>
<br>
Note: We found larger discounts within the site, like these <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093174,2170424"">Under Armour Women's Play Up 2.0 Shorts</a> for <b>$12.50</b>, a 50% discount.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2658/Under-Armour/"">Under Armour Coupons</a>.</p>",CLOTHING & ACCESSORIES,Under Armour Outlet Sale,2170424
$10,3,,2018-01-02T17:41:41-05:00,https://www.dealnews.com/Reduce-Water-Week-16-oz.-Water-Bottle-5-Pack-for-10-free-shipping/2170442.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kornfstkr4cjlrua2znk",,free shipping,"Firefly Buys via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170442"">Reduce WaterWeek 16-oz. Water Bottle 5-Pack with Fridge Tray</a> for <b>$9.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093252,2170442"">Amazon</a> has it for the same with free Prime shipping.) That's $10 off and the lowest price we could find. Bottles are leak-proof and dishwasher-safe.",KITCHEN,Reduce WaterWeek 16-oz. Water Bottle 5-Pack,2170442
$86,3,True,,https://www.dealnews.com/Razer-Holiday-Gaming-Bundle-for-86-free-shipping/2170466.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/psjtw4dhalldu7nqplz7",2018-01-03T04:16:02-05:00,free shipping,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170466"">Razer Holiday Gaming Bundle</a> for <s>$89</s> <b>$86.07</b> with <strong>free shipping</strong>. That's $10 under our mention from last week and the lowest price we've seen. (It's also $38 under the best price we could find for all four items sold separately elsewhere.) It includes the Cynosa Pro Keyboard, DeathAdder Mouse, Kraken Headset, and Goliathus Mouse Pad.<br>
<br>
Note: You can also receive additional discounts during checkout by waiving free returns or by choosing select payment options.",PERIPHERALS,Razer Holiday Gaming Bundle,2170466
$30,3,,2018-01-02T17:11:51-05:00,https://www.dealnews.com/2-Trendnet-Day-Night-Wi-Fi-2-Way-Baby-Cameras-for-30-free-shipping/2170460.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzxefw01jf8w7svhmb0w",,free shipping,"Newegg offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170460"">two Trendnet Day / Night 802.11n Wireless 2-Way Baby Cameras</a> for <strong>$29.99</strong> with <strong>free shipping</strong>. At $15 each, that beats our June mention (which saw these cameras for $18 each.), is a current best for this quantity by $30, and the lowest per-unit price we've seen. (Most retailers charge about this price or more for just <i>one</i> camera.) It features a microphone and speaker, 4x digital zoom, night vision up to 16 feet, sound and motion detection, remote viewing via its free mobile app, song-playing capability, and mounting hardware.",BABIES & KIDS ITEMS,2 Trendnet Day/Night WiFi 2-Way Baby Cameras,2170460
$11,2,,2018-01-02T17:05:16-05:00,https://www.dealnews.com/Kobalt-Toy-Circular-Saw-for-11-pickup-at-Lowes/2170472.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbmkmjhxh6kwz9oibugn",,pickup at Lowe's,"With stock and price varying by ZIP code, for in-store pickup only, Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170472"">Kobalt Toy Circular Saw</a> for <strong>$10.99</strong>. That's $9 off list and the lowest price we could find. Designed for young children ages 3 and up, it features a simulated laser guide and removable battery pack. Two AA batteries are required and included.<br>
<br>
Note that this price is not available at all Lowe's locations.",TOYS & HOBBIES,Kobalt Toy Circular Saw,2170472
$11,3,,2018-01-02T16:53:54-05:00,https://www.dealnews.com/American-Rag-Mens-Drawstring-Jogger-Shorts-for-11-free-s-h-w-beauty-item/2170451.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/etyiey91scsekknn3gvb",,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170451"">American Rag Men's Classic Fit Stretch Drawstring Jogger Shorts</a> in Green or Pink for <b>$10.56</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093279,2170451"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $24 off and the lowest price we could find. They're available in select sizes from S to XXL.",SHORTS,American Rag Men's Drawstring Jogger Shorts,2170451
$80,5,,,https://www.dealnews.com/Goplus-46-Bathroom-Aluminum-Shower-Panel-for-80-free-shipping/2170445.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/euoixuxvijktoj6aazsc",2018-01-03T05:59:44-05:00,free shipping,"Factory Direct Sale via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170445"">Goplus 46"" Bathroom Aluminum Shower Panel</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093267,2170445"">Costway</a> has it for about the same.) That's tied with our October mention and the lowest price we could find by $5, outside of other eBay sellers. It features a 1/2"" water supply hose, 10 massage jets, faucet, hand shower, mirror, and shelf.",BED & BATH,"Goplus 46"" Bathroom Aluminum Shower Panel",2170445
$40/month,,,2018-01-02T10:58:08-05:00,https://www.dealnews.com/Verizon-Fios-100-100-Internet-for-40-month/2170205.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",,,"Verizon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170205"">Verizon Fios 100/100 Mbps Internet Service</a> for <strong>$39.99 per month</strong>. That's a $10 per month savings. Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.",COMPUTER SERVICES,Verizon Fios 100/100 Internet,2170205
$5,3,,2018-01-02T16:49:08-05:00,https://www.dealnews.com/Ozark-Trail-Folding-Chair-for-5-pickup-at-Walmart/2170454.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jzbgoqqxxtssoosgu3fs",,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170454"">Ozark Trail Folding Chair</a> in Green or Raspberry for <strong>$5.37</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $4 off and among the best prices we've seen for this chair. It folds for easy storage and features a steel frame, cup holder, and carrying bag.",CAMPING & OUTDOORS,Ozark Trail Folding Chair,2170454
$26,4,,,https://www.dealnews.com/Skechers-Mens-Boyar-Molsen-Oxford-Sneakers-for-26-free-s-h-w-beauty-item/2170433.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tmcgdxwltmugejfp2q9g",2018-01-03T03:55:11-05:00,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170433"">Skechers Men's Boyar Molsen Oxford Casual Sneakers</a> in Navy for <strong>$26.24</strong>. Plus, pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093186,2170433"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $21, excluding padding. They're available in sizes 10.5 to 13.",SHOES,Skechers Men's Boyar Molsen Oxford Sneakers,2170433
$39,5,,,https://www.dealnews.com/Muscle-Rack-5-Shelf-72-Steel-Shelving-for-39-pickup-at-Home-Depot/2170430.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eamikeaasns6r7ww4dgh",2018-01-03T05:59:15-05:00,pickup at Home Depot,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170430"">Muscle Rack 5-Shelf 72"" Steel Shelving</a> in Silver for <b>$38.52</b> <del>with <s>free shipping</s></del>. That's the lowest price we could find by $9. It purports to hold up to 4,000 lbs. Deal ends January 31.<br>
<br>
<i>Update</i>: Choose in-store <strong>pickup</strong> to dodge the $18.49 shipping fee.",TOOL STORAGE & ORGANIZATION,"Muscle Rack 5-Shelf 72"" Steel Shelving",2170430
$2,3,,2018-01-02T16:25:16-05:00,https://www.dealnews.com/Tales-from-the-Princess-Bride-eBook-for-2/2170436.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i8cctu1shwp9cfb8u7zs",,,"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170436"">Cary Elwes' <i>As You Wish: Inconceivable Tales from the Making of The Princess Bride</i> eBook for Kindle</a> for <strong>$1.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093204,2170436"">Google Play</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093207,2170436"">Barnes &amp; Noble</a> charge the same.) That's $7 under the best deal we could find for a paperback version. Cary Elwes played Westley in The Princess Bride; this book contains behind-the-scenes photos, backstage stories, and a foreword by director Rob Reiner.",EBOOKS,"""Tales from the Princess Bride"" eBook",2170436
$180,3,True,,https://www.dealnews.com/Polk-Omni-SB1-3.1-Wireless-Soundbar-System-for-180-free-shipping/2170412.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ky5iuqa8zpwzhzl2wydp",2018-01-03T04:15:06-05:00,free shipping,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170412"">Polk Audio Omni SB1 3.1-Channel Wireless Sound Bar System</a> in Black for <strong>$179.99</strong> with <strong>free shipping</strong>. That's tied with our November mention as the lowest price we've seen. (It's the best deal we could find today by $218.) It works with the free Omni app and features an 8"" subwoofer, two speakers, and USB.",SPEAKERS,Polk Omni SB1 3.1 Wireless Soundbar System,2170412
$530,2,True,,https://www.dealnews.com/Dell-Inspiron-Kaby-Lake-i5-Dual-16-Laptop-for-530-free-shipping/2170421.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pprylawtlwjachstpji8",2018-01-03T04:14:55-05:00,free shipping,"Dell Small Business offers its 4.4-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170421"">Dell Inspiron 15 7000 Series 7560 Intel Kaby Lake Core i5 2.5GHz 15.6"" 1080p Laptop</a> in Silver for $599.99. Coupon code ""INSP529"" drops that to <strong>$529.99</strong>. With <strong>free shipping</strong>, that's $280 off list and tied with our mention from a week ago as the best price we've seen for this computer. Deal ends January 3.<br>
<br>
It features an Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor, 15.6"" 1920x1080 (1080p) IPS LED-backlit LCD, 4GB RAM, 500GB hard drive with 128GB SSD, 802.11ac wireless, Bluetooth 4.0, HDMI, USB 3.0, backlit keyboard, 3-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Professional 64-bit.",LAPTOPS,"Dell Inspiron Kaby Lake i5 Dual 16"" Laptop",2170421
