title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
Weatherproof Men's Jason Waterproof Hikers,2017-12-29T20:48:31-05:00,COATS,2168129,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168129"">Weatherproof Men's Vintage Jason Waterproof Hikers</a> in several colors (Tan pictured) for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, They're available in sizes from 8 to 13. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bmnlusuagr9x23ykikmf",https://www.dealnews.com/Weatherproof-Mens-Jason-Waterproof-Hikers-for-37-free-shipping/2168129.html,$37,free shipping,,4,
What to Expect From 2018 Shopping,,CONSUMER NEWS,2162873,"If you're wondering <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html"">what the retail landscape will look like in 2018</a>, the buzzwords are numerous. Shopping will look less and less like it did a decade, or even five years ago. Check out our full analysis.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv2iyq9xh2ehm56up1mp",https://www.dealnews.com/features/What-to-Expect-From-2018-Shopping/2152364.html,,,2017-12-29T08:00:01-05:00,,
Elite Dangerous: Legendary Ed. for PS4/XB1,2017-12-29T20:34:42-05:00,GAMES,2168120,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168120"">Elite Dangerous: Legendary Edition for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088074,2168120"">Xbox One</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last month's mention and the lowest price we could find by at least $25. It includes the base game and the Horizons season pass.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdxvjl8jsce6xxmapcam",https://www.dealnews.com/Elite-Dangerous-Legendary-Ed.-for-PS4-XB1-for-20-pickup-at-Game-Stop/2168120.html,$20,pickup at GameStop,,3,True
Victoria's Secret Semi-Annual Sale,2017-12-29T20:48:05-05:00,CLOTHING & ACCESSORIES,2168114,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168114"">Victoria's Secret</a> takes <strong>25% to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088068,2168114"">items</a> in its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088071,2168114"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <strong>$8</strong>, or bag free shipping on orders of $100 or more. Bras start from <strong>$9.99</strong>, panties from <strong>$3.99</strong>, and sportswear from <strong>$12.99</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hu9zx2rnb68d2zxssjt0",https://www.dealnews.com/Victorias-Secret-Semi-Annual-Sale-25-to-60-off-free-shipping-w-100/2168114.html,25% to 60% off,free shipping w/ $100,,4,
Samples w/ $2 Amazon Credit,2017-12-29T20:20:32-05:00,AMAZON COUPONS,2168111,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html,$2 w/ Prime,free shipping,,5,True
"Pisen 2,500mAh Power Bank",,PORTABLE POWER BANKS,2168108,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168108"">Pisen 2,500mAh Portable Battery Pack</a> in Pink for $8.99. Coupon code ""NW6EHLIS"" cuts the price to <strong>$5.93</strong>. With <strong>free shipping</strong>, that's $3 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 8.<br>
<br>
Note: This item is part of Amazon's ""Add-on Program""; it can only be purchased with an order of $25 or more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/et9e7ivkpndkjfbciowi",https://www.dealnews.com/Pisen-2-500-m-Ah-Power-Bank-for-6-w-25-purchase-free-shipping-w-Prime/2168108.html,$6 w/ $25 purchase,free shipping w/ Prime,2017-12-29T07:14:54-05:00,1,
VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,,BUYING GUIDES,2158745,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html,,,2017-12-29T07:00:01-05:00,,
Dr.meter 16.5-Foot 2MP Endoscope,2017-12-29T12:08:55-05:00,CELL PHONE ACCESSORIES,2168090,"ThousandShores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168090"">Dr.meter 16.5-Foot Endoscope</a> for $29.99. Coupon code ""33D3WOUF"" cuts the price to <strong>$19</strong>. With <strong>free shipping</strong>, that's $11 off list and the lowest price we could find. It features an 8mm 2-megapixel camera, eight dimmable LEDs, semi-rigid cable, mirror, magnet, and hook. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v2spqjzcrlvqfaewnzsi",https://www.dealnews.com/Dr.meter-16.5-Foot-2-MP-Endoscope-for-19-free-shipping/2168090.html,$19,free shipping,,3,
Tenergy Bluetooth Digital Meat Thermometer,2017-12-29T12:07:41-05:00,KITCHEN,2168096,"Tenergy via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168096"">Tenergy Bluetooth Digital Meat Thermometer</a> for $69.99. Coupon code ""4SOS5JCE"" cuts it to <strong>$59.49</strong>. With <strong>free shipping</strong>, that's $11 off and the lowest price we could find. It features six channels, six probes, an LCD display, and readings via the Solis Thermo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088056,2168096"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088059,2168096"">Android</a> (to a 100-foot range). Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hgatgkfpaanxhmgtxnwz",https://www.dealnews.com/Tenergy-Bluetooth-Digital-Meat-Thermometer-for-59-free-shipping/2168096.html,$59,free shipping,,3,
"Pisen Easy Power 10,000mAh Portable Charger",2017-12-29T12:06:41-05:00,CELL PHONE CHARGERS,2168054,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168054"">Pisen Easy Power 10,000mAh Portable Charger</a> in White for $15.99. Coupon code ""WSX7WHRL"" cuts the price to <strong>$9.91</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xv0k4dmk1nbabq5lxtg2",https://www.dealnews.com/Pisen-Easy-Power-10-000-m-Ah-Portable-Charger-for-10-free-shipping-w-Prime/2168054.html,$10,free shipping w/ Prime,,3,
Home Depot Overstock Sale,2017-12-29T20:20:18-05:00,HOME & GARDEN,2168093,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168093"">Home Depot</a> takes <b>up to 75% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088053,2168093"">overstock items</a>, with prices starting at <s>$5.99</s> <strong>$4</strong>. Shipping starts at <strong>$5.99</strong>, but select items and orders of $45 or more qualify for free shipping. (Some oversized items may incur additional fees; in-store pickup is also available for many items.) Discounted items include decor, bathroom items, lighting, furniture, and more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t4ri2iy3xr4frght7n3w",https://www.dealnews.com/Home-Depot-Overstock-Sale-Up-to-75-off-free-shipping-w-45/2168093.html,Up to 75% off,free shipping w/ $45,,5,
Dr.meter Pepper and Salt Grinder,2017-12-29T20:47:43-05:00,KITCHEN,2168087,"Thousandshores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168087"">Dr.meter Pepper and Salt Grinder</a> for $16.99. Coupon code ""6UILVIOA"" cuts it to <strong>$12</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. It features Each grinder features a ceramic rotor with manual coarseness adjustment. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xho9hrncus3do9so9ypg",https://www.dealnews.com/Dr.meter-Pepper-and-Salt-Grinder-for-12-free-shipping-w-Prime/2168087.html,$12,free shipping w/ Prime,,4,
Depstech 16.5-Foot Wireless Endoscope,2017-12-29T12:05:45-05:00,CELL PHONE ACCESSORIES,2168084,"Depstech via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168084"">Depstech 16.5-Foot Wireless Endoscope</a> for $42.99. Coupon code ""QT5FCA6W"" cuts that to <strong>$27.49</strong>. (It doesn't stack with the clippable coupon on the product page.) With <strong>free shipping</strong>, that's tied with last month's mention, $16 off list, and the lowest price we could find. It's compatible with Android and iOS and features three adjustable resolutions (up to 720p) and a 2-megapixel camera. Deal ends January 25.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/io1sk1ouhvbhmkxj0hcr",https://www.dealnews.com/Depstech-16.5-Foot-Wireless-Endoscope-for-27-free-shipping/2168084.html,$27,free shipping,,3,
NHL Cold-Weather Apparel at Amazon,2017-12-29T20:18:45-05:00,CLOTHING & ACCESSORIES,2168081,"As one of its daily deals, Amazon takes <strong>up to 40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088050,2168081"">NHL cold-weather apparel</a>, with prices starting from <s>$3.53</s> <strong>$3.39</strong>. Plus, Prime members receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088044,2168081"">adidas Men's NHL Authentic Pullover Hoodie</a> from <strong>$30</strong> (low by $19)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168081"">adidas Men's NHL CCM Pullover Jersey Hoodie</a> from <strong>$30</strong> (Calgary Flames pictured, low by $55)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d5bisfubhcsisgtxkiz0",https://www.dealnews.com/NHL-Cold-Weather-Apparel-at-Amazon-Up-to-40-off-from-3-free-shipping-w-Prime/2168081.html,"Up to 40% off, from $3",free shipping w/ Prime,,5,
Stansport Emergency Camper's Multi Tool,2017-12-29T14:55:19-05:00,TOOLS & HARDWARE,2168069,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168069"">Stansport Emergency Camper's Multi Tool</a> for <strong>$7.53</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088047,2168069"">Amazon</a> charges the same price, for Prime members only.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $10. It features an axe, hammer, knife, saw, blades, screwdrivers, file and more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ri69zcyh3fdubonphwis",https://www.dealnews.com/Stansport-Emergency-Campers-Multi-Tool-for-8-pickup-at-Walmart/2168069.html,$8,pickup at Walmart,,3,
Elechomes 1.7L Keep Warm Electric Kettle,2017-12-29T12:04:04-05:00,SMALL APPLIANCES,2168078,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168078"">Elechomes 1.7-Liter Smart Keep Warm Electric Kettle</a> in Black for $29.99. Coupon code ""Q8M8TJQU"" cuts it to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's $4 less than last week's mention, $10 off list, and the lowest price we've seen. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r5kqixtzzpqho4uxxhbn",https://www.dealnews.com/Elechomes-1.7-L-Keep-Warm-Electric-Kettle-for-20-free-shipping/2168078.html,$20,free shipping,,3,
Lighting and Light Bulbs at Home Depot,2017-12-29T20:47:14-05:00,LIGHTING & LAMPS,2168075,"As one of its daily deals, Home Depot takes <strong>up to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168075"">lighting and light bulbs</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong>. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsv0e7c3zk8jab7nckl6",https://www.dealnews.com/Lighting-and-Light-Bulbs-at-Home-Depot-Up-to-60-off-free-shipping/2168075.html,Up to 60% off,free shipping,,4,
Prey for PC w/ DLC,2017-12-29T20:41:08-05:00,PC GAMES,2168072,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168072"">Prey for Windows</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088023,2168072"">Cosmonaut Shotgun Pack DLC</a> for <strong>$13.49</strong>. That's $3 under our September mention and the lowest price we've seen. (It's now $3 under the best price for the base game alone.) It's this editor's Game of the Year, and I'm <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088026,2168072"">not alone</a>.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088029,2168072"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.<br>
<br>
Still undecided? A trial is available for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088032,2168072"">Windows, PS4, and Xbox One</a>, which allows you to carry over your progress should you decide to buy the game.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ok90ayz0qmswkq0ybbz2",https://www.dealnews.com/Prey-for-PC-w-DLC-for-13/2168072.html,$13,,,3,True
"Elechomes 1,600W 68-oz. High Speed Blender",2017-12-29T12:03:17-05:00,SMALL APPLIANCES,2168060,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168060"">Elechomes 1,600-watt 68-oz. High Speed Blender</a> for $129.99. Coupon code ""5PBVKPP4"" cuts that to <strong>$89.99</strong>. With <strong>free shipping</strong>, that's $9 less than last week's mention, $410 off list, and the lowest price we could. It features ten speeds up to 30,000 RPM, an LED display, and measuring cup. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rttw1lhu5yz7bgs8llau",https://www.dealnews.com/Elechomes-1-600-W-68-oz.-High-Speed-Blender-for-90-free-shipping/2168060.html,$90,free shipping,,2,
Amazon Digital Day Sale,2017-12-29T20:18:00-05:00,AMAZON COUPONS,2168063,"Today only, Amazon takes <strong>up to 80% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088020,2168063"">software, music, movies, apps, games, eBooks, and more</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168063"">Digital Day Sale</a>. (Prices are as marked.)","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z4bg6edul1hfbfhfr87x",https://www.dealnews.com/Amazon-Digital-Day-Sale-Up-to-80-off/2168063.html,Up to 80% off,,,5,
1-Month HBO Now Sub. w/ $10 Amazon Credit,2017-12-29T20:17:47-05:00,VIDEO DOWNLOADS,2168057,"Today only, for new HBO customers, Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168057"">1-month HBO Now Subscription</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088014,2168057"">$10 Amazon Credit</a> for <strong>free</strong>, when you download the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088017,2168057"">HBO app</a>. That's a total savings of $25 and the first time we've seen such an offer.<br>
<br>
Note: Be sure to cancel your subscription before the trial finishes to avoid the subsequent $14.99 monthly charge.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gmbotanngvgufy1fp8ut",https://www.dealnews.com/1-Month-HBO-Now-Sub.-w-10-Amazon-Credit-for-free/2168057.html,free,,,5,True
Pisen 2-in-1 Flashlight / Power Bank,2017-12-29T12:02:09-05:00,PORTABLE POWER BANKS,2168036,"Pisen Electronics via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168036"">Pisen 2-in-1 Waterproof Flashlight / 5,000mAh Portable Battery Pack</a> for $15.99. Coupon code ""KOAKWHNV"" cuts that to <strong>$9.91</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's a buck under last week's mention, $6 off, and the best price we could find. It features three adjustable brightness levels. Deal ends December 31. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvtcfyraa0wwin6cgirg",https://www.dealnews.com/Pisen-2-in-1-Flashlight-Power-Bank-for-10-free-shipping-w-Prime/2168036.html,$10,free shipping w/ Prime,,3,
Elechomes Touch 16-Mode 10-Cup Rice Cooker,2017-12-29T21:14:59-05:00,SMALL APPLIANCES,2168051,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168051"">Elechomes Touch 16-Mode 10-Cup Rice Cooker</a> for $79.99. Coupon code ""NQ8YRQZH"" cuts it to <strong>$54.99</strong>. With <strong>free shipping</strong>, that's $5 less than last week's mention and the lowest price we could find by $45. It features 16 functions (including rice-making, stewing, steaming, reheating, and pressure cooking), an LCD panel, delay timer, and carry handle. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/byedtwwarmobwl46tis8",https://www.dealnews.com/Elechomes-Touch-16-Mode-10-Cup-Rice-Cooker-for-55-free-shipping/2168051.html,$55,free shipping,,3,
"Pisen Portable 6,600mAh Power Bank",2017-12-29T21:13:48-05:00,PORTABLE POWER BANKS,2168045,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168045"">Pisen Portable 6,600mAh Power Bank</a> for $8.99. Coupon code ""IG4MVFDV"" cuts it to <strong>$5.93</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off and the lowest price we could find. It features an LED indicator. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/alkj5fdk1jwpqjwrt6oo",https://www.dealnews.com/Pisen-Portable-6-600-m-Ah-Power-Bank-for-6-free-shipping-w-Prime/2168045.html,$6,free shipping w/ Prime,,3,
"Pisen 4,200mAh Power Bank",,PORTABLE POWER BANKS,2168048,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168048"">Pisen 4,200mAh Portable Battery Pack</a> in Blue for $8.99. Coupon code ""AG2HJSK2"" cuts the price to <strong>$5.93</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off list and the lowest price we could find. It features an LED flashlight. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ddh62qjadptwxbmjssfs",https://www.dealnews.com/Pisen-4-200-m-Ah-Power-Bank-for-6-free-shipping-w-Prime/2168048.html,$6,free shipping w/ Prime,2017-12-29T04:52:39-05:00,2,
Vbiger Unisex Touch Screen Cycling Gloves,2017-12-29T20:46:59-05:00,BICYCLING,2168042,"YoungKer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168042"">Vbiger Unisex Touch Screen Cycling Gloves</a> in Black 2 or Blue 2 for $12.99. Coupon code ""H7CXXV77"" cuts the price to <strong>$7.99</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. They come in sizes M to XL. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/psu1ulvbiivxggf2qjxw",https://www.dealnews.com/Vbiger-Unisex-Touch-Screen-Cycling-Gloves-for-8-free-shipping-w-Prime/2168042.html,$8,free shipping w/ Prime,,4,
Wonder Woman HD Movie Rental,2017-12-29T20:41:21-05:00,DVD & HD MOVIE RENTALS,2168039,"Today only, Amazon offers rentals of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168039"">Wonder Woman in HD</a> for <strong>$2.99</strong>. That's the lowest price we could find by $3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqcuvrrdos0clga05xaj",https://www.dealnews.com/Wonder-Woman-HD-Movie-Rental-for-3/2168039.html,$3,,,3,True
"Pisen 10,000mAh 1A/2A Power Bank",2017-12-29T20:46:24-05:00,PORTABLE POWER BANKS,2168033,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168033"">Pisen 10,000mAh 1-amp/2-amp Power Bank</a> in White for $15.99. Coupon code ""QY3YBMVW"" cuts the price to <strong>$9.91</strong>. With <strong>free shipping</strong> for Prime members, that's $36 off list and the best we could find. It features smart-speed charging technology. Deal ends January 5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ut3anrsrm7mesucvumcm",https://www.dealnews.com/Pisen-10-000-m-Ah-1-A-2-A-Power-Bank-for-10-free-shipping-w-Prime/2168033.html,$10,free shipping w/ Prime,,4,
Sports Research Sweet Sweat Waist Trimmer,2017-12-29T20:35:47-05:00,SPORTS & FITNESS,2168030,"As one of its daily deals, Woot via Amazon offers the Sports Research Sweet Sweat Premium Waist Trimmer in several sizes with prices starting at <strong>$14.96</strong>, as list below. Plus, Prime members bag <strong>free shipping</strong> on all orders. Each one includes a sample of Sweet Sweat Gel. Deal ends today. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168030"">Small</a> for <strong>$14.96</strong> (pictured, low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087987,2168030"">Medium</a> for <strong>$15.47</strong> (low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087990,2168030"">Large</a> for <strong>$15.97</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087993,2168030"">Extra Large</a> for <strong>$16.97</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087996,2168030"">Extra Extra Large</a> for <strong>$18.46</strong> (low by $16)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jlb2ducxfvaojtljfywv",https://www.dealnews.com/Sports-Research-Sweet-Sweat-Waist-Trimmer-from-15-free-shipping-w-Prime/2168030.html,from $15,free shipping w/ Prime,,3,True
Amazon Music Unlimited 3-Month Subscription,2017-12-29T21:13:24-05:00,MP3 DOWNLOADS,2168027,"For new subscribers only, Amazon offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168027"">Amazon Music Unlimited 3-Month Subscription</a> for <strong>99 cents</strong>. That's tied with last month's mention and a savings of $23. Amazon Unlimited Music features ""tens of millions"" of songs that can be streamed across all of your devices. Deal ends January 2, 2018.<br>
<br>
Note: You'll be charged $7.99/month after three months so be sure to cancel before then if you don't plan on keeping your subscription.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7zqvn8x0upehnnkgalt",https://www.dealnews.com/Amazon-Music-Unlimited-3-Month-Subscription-for-1-w-Prime/2168027.html,$1 w/ Prime,,,3,
Kindle eBooks at Amazon,2017-12-29T21:13:12-05:00,EBOOKS,2168024,"As one of its daily deals, Amazon takes <strong>up to 89% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168024"">Kindle eBooks</a>, with deals starting from <strong>$1.99</strong>. Featured titles include <i>Modern Romance</i>, <i>The Girl Before</i>, and <i>Fates and Furies</i>. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewbeigrlqwp4wizzs5ma",https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-89-off-from-2/2168024.html,"Up to 89% off, from $2",,,3,
