shipping,price,url,description,editors_choice,time_published,hotness,uuid,title,category,picture_url,time_modified
free shipping,$20,https://www.dealnews.com/Columbia-Womens-W-Mountainside-Gloves-for-20-free-shipping/2171651.html,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171651"">Columbia Women's W Mountainside Gloves</a> in several colors (Black pictured) for <strong>$19.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095649,2171651"">sign up</a>.) That's the lowest price we could find by $4. They feature a PU grip palm, touchscreen-compatible fingertip, and elasticated wrists. They're available in sizes S to XL.",,,2,2171651,Columbia Women's W Mountainside Gloves,ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qqxxglwtf8whd0mjsg9f",2018-01-04T10:19:55-05:00
free shipping,$30,https://www.dealnews.com/Under-Armour-Mens-Storm-Armour-Fleece-Hoodie-for-30-free-shipping/2171591.html,"Under Armour offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171591"">Under Armour Men's Storm Armour Fleece Logo Twist Hoodie</a> in Green/Orange for <strong>$29.99</strong>. Plus, coupon code ""FSBD17"" bags <strong>free shipping</strong>. That's a savings of $35 and the best price we could find. It's available in sizes S to 3XL.",,,3,2171591,Under Armour Men's Storm Armour Fleece Hoodie,SWEATSHIRTS & HOODIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kywa8atbtudvajzyiquj",2018-01-04T21:18:40-05:00
free shipping,$170,https://www.dealnews.com/Vienna-Full-Spectrum-3-Light-Ceiling-Fixture-for-170-free-shipping/2171693.html,"Lamps Plus offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171693"">Vienna Full Spectrum Ibeza 15"" Wide 3-Light Crystal Ceiling Fixture</a> in Mocha for <strong>$169.95</strong> with <strong>free shipping</strong>. That's $130 off and the lowest price we could find. It requires three maximum 60-watt standard base bulbs (not included).",,,3,2171693,Vienna Full Spectrum 3-Light Ceiling Fixture,LIGHTING & LAMPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bisuvtflvuw0z6n4ahvk",2018-01-04T21:14:43-05:00
free shipping,$200,https://www.dealnews.com/4-moms-Breeze-Play-Yard-for-200-free-shipping/2171687.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171687"">4moms Breeze Play Yard</a> in Grey for <strong>$199.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $100.",,2018-01-04T10:12:14-05:00,2,2171687,4moms Breeze Play Yard,BABIES & KIDS ITEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrhxajmweo05n8f0sjor",
free shipping,$28,https://www.dealnews.com/Kenneth-Cole-Mens-Pyra-Mid-Lace-Up-Shoes-for-28-free-shipping/2171681.html,"Men's Wearhouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171681"">Kenneth Cole Men's Pyra-Mid Lace-Up Shoes</a> in Brown for <b>$27.99</b>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095844,2171681"">join</a>.) That's $127 off list and the lowest price we could find. They're available in sizes <del>9.5 to 12</del> 10 to 11.<br>
<br>
Prefer another color? They're available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095847,2171681"">Black</a> for $34.99 with free Perfect Fit Rewards shipping. That's $120 off list and the lowest price we could find. They're available in select sizes from <del>8 to 12</del> 10 to 11. Both deals ends January 7.",True,,5,2171681,Kenneth Cole Men's Pyra-Mid Lace-Up Shoes,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bns8xw0mzeuxiiwmvtrk",2018-01-05T03:16:16-05:00
,from $388 for 2,https://www.dealnews.com/Carnival-4-Nt-Mexico-Cruise-in-February-from-388-for-2/2171684.html,"Cruise.com via ShermansCruise offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171684"">Carnival Cruises 4-Night Mexico Cruise for Two</a> with prices starting from <strong>$388</strong>. (Scroll to the bottom of the landing page and click ""Book Now"" next to the February 5 sailing date.) That's the lowest price we could find by $30. This roundtrip cruise aboard the Carnival Inspiration departs from Long Beach, CA, on February 5. Additional fees may apply. Book this travel deal by February 4.",,2018-01-04T10:05:32-05:00,3,2171684,Carnival 4Nt Mexico Cruise in February,CRUISES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",
free shipping w/ Prime,$15,https://www.dealnews.com/Audro-8-Outlet-Surge-Protector-Tower-for-15-free-shipping-w-Prime/2171672.html,"Entronik via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171672"">Audro 8-Outlet Surge Protector Tower</a> in Black or White for $19.97. Coupon code ""FWKT4MDK"" drops it to <b>$14.98</b>. Plus, Prime members bag <b>free shipping</b>. That's $5 off list and the lowest price we could find. It features LED indicator lights for each outlet and a 6-foot power cord. Deal ends January 13.",,,3,2171672,Audro 8-Outlet Surge Protector Tower,EXTENSION CORDS & POWER STRIPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zqgwat8pztz5cu1hvflp",2018-01-04T21:14:19-05:00
free shipping,$29,https://www.dealnews.com/Rok-Industries-2-Shoe-Electric-Boot-Dryer-for-29-free-shipping/2171588.html,"Mrpearl11 via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171588"">Rok Industries 2-Shoe Electric Boot Dryer</a> for <strong>$29</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. It features two 16"" drying tubes, a 36-watt heating element, and power light indicator.",,,2,2171588,Rok Industries 2-Shoe Electric Boot Dryer,HOUSEHOLD ITEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vavalny6dq349nomkkgb",2018-01-04T09:58:55-05:00
pickup at Walmart,$11,https://www.dealnews.com/Black-Decker-Lightweight-Hand-Mixer-for-11-pickup-at-Walmart/2171618.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171618"">Black + Decker 175-watt Lightweight Hand Mixer</a> in White for $11.59. Opt for in-store <strong>pickup</strong> to drop the price to <strong>$11.29</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095805,2171618"">Amazon</a> charges slightly more with free Prime shipping.) That's the lowest price we could find by $2, although most retailers charge at least $19. It features five speeds plus power boost, dishwasher-safe chrome beaters, a comfort grip, and bowl and heel rests.",,,2,2171618,Black + Decker Lightweight Hand Mixer,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l73qs66skaass5dkxrki",2018-01-04T09:41:57-05:00
free shipping,$18,https://www.dealnews.com/Bulbhead-Air-Dragon-Portable-Air-Compressor-for-18-free-shipping/2171585.html,"sharp prices via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171585"">Bulbhead Air Dragon Portable Air Compressor</a> for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. It features a 14-foot power cable, built in LED light for emergency night repairs, a pressure hose, and a ball and balloon adapter pin.",,,3,2171585,Bulbhead Air Dragon Portable Air Compressor,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gjvujrfk2z4ge8y6yrws",2018-01-04T21:38:13-05:00
$4 shipping,$17,https://www.dealnews.com/Devon-Jones-Mens-Classic-Reversible-Jacket-for-17-4-s-h/2171657.html,"TheDealRack via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171657"">Devon &amp; Jones Men's Classic Reversible Jacket</a> in several colors (Green pictured) for <strong>$17.09</strong> plus <strong>$4.25</strong> for shipping. That's the lowest price we could find by $5. It's available in select sizes from XS to 4XL.",,,3,2171657,Devon & Jones Men's Classic Reversible Jacket,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xhkitmqdhnmnkxgnaueb",2018-01-04T21:13:05-05:00
free shipping,$8,https://www.dealnews.com/The-Family-Handyman-1-Year-Subscription-for-8-free-shipping/2171630.html,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171630"">The Family Handyman Magazine 1-Year Subscription</a> (9 issues) for <strong>$8</strong>. That's tied with our mention from last October and the lowest price we could find today by a buck.<br>
<br>
Note that this is an auto-renewal subscription. You can cancel at any time.",,,2,2171630,The Family Handyman 1-Year Subscription,MAGAZINES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hamjaroaasjr6mqd2su1",2018-01-04T09:25:02-05:00
free shipping,$77,https://www.dealnews.com/Auto-Vox-M1-W-Wireless-Backup-Camera-Kit-for-77-free-shipping/2171660.html,"Auto-Vox via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171660"">Auto-Vox M1W Wireless Backup Camera Kit</a> for $109.99. Coupon code ""BWK2G36Q"" cuts that to <strong>$76.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $31, although we saw it for $13 less last month. It features a 4.3"" LCD monitor, night vision, and waterproof wireless transmitter. Deal ends January 8.",,,3,2171660,Auto-Vox M1W Wireless Backup Camera Kit,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ufqyyh2suyq46g5g42pk",2018-01-04T21:09:45-05:00
free shipping,from $5,https://www.dealnews.com/Jos.-A.-Banks-Blowout-Deals-from-5-free-shipping/2171666.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095694,2171666"">Jos. A. Bank</a> discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095697,2171666"">men's apparel, shoes, and accessories</a>, with prices starting from <b>$5</b> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095700,2171666"">Blowout Deals</a>. (Prices are as marked.) Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095703,2171666"">join</a>.) Discounted items include suits, polos, sportcoats, and outerwear. Deal ends January 11. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095706,2171666"">Jos. A. Bank Men's Executive Herringbone 3/4-Length Topcoat</a> for <b>$59</b> ($436 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171666"">Jos. A. Bank Men's Joseph Slim Fit 2-Button Suit w/ Plain Front Trousers</a> for <b>$79</b> (pictured, $571 off)
 </li>
</ul>
Can't find what you're looking for? All other <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095709,2171666"">clearance styles</a> are marked an <strong>extra 50% off</strong>.",,,5,2171666,Jos. A. Banks Blowout Deals,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zj9rltzlbavbwyc0p4oy",2018-01-05T03:14:34-05:00
free shipping,$35,https://www.dealnews.com/Maximos-Mens-Mason-Water-Resistant-Jacket-for-35-free-shipping/2171654.html,"Aplaceinthesun via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171654"">Maximos Men's Mason Water Resistant Jacket</a> in several colors (Olive/Brown pictured) for <strong>$34.96</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It's available in sizes S to XL.",,,3,2171654,Maximos Men's Mason Water Resistant Jacket,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vukucj6jsgyt4djkowxj",2018-01-04T21:08:37-05:00
free shipping w/ $125,Up to 60% off,https://www.dealnews.com/Rockport-End-of-Season-Sale-Up-to-60-off-free-shipping-w-125/2171642.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171642"">Rockport</a> takes <strong>up to 60% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095631,2171642"">men's and women's styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095634,2171642"">End of Season Sale</a>. Shipping starts at <strong>$5</strong>, but orders of $125 or more qualify for free shipping.",,,3,2171642,Rockport End of Season Sale,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uynnipmt2gwoxcwdyjgh",2018-01-04T21:08:19-05:00
free shipping,$38,https://www.dealnews.com/Doctor-Hetzner-Electric-Gooseneck-Kettle-for-38-free-shipping/2171627.html,"OXA USA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171627"">Doctor Hetzner 1.2-Liter Electric Gooseneck Kettle</a> for $54.99. Coupon code ""FNSPKZ2V"" cuts it to <strong>$38.49</strong>. With <strong>free shipping</strong>, that's $17 off list and the lowest price we could find, although we saw it for $8 less two weeks ago. This 1,000-watt kettle boils one liter of water in six minutes and features an LCD display, keep warm function, and auto shut-off. Deal ends January 31.",,2018-01-04T08:50:54-05:00,2,2171627,Doctor Hetzner Electric Gooseneck Kettle,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o4lsbq5nuc2kqc5o8tgn",
free shipping w/ Prime,$14,https://www.dealnews.com/Nutra-Edge-Testosterone-Supplement-90-ct-Bottle-for-14-free-shipping-w-Prime/2171633.html,"NutraEdge via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171633"">NutraEdge Men's EdgeTest Testosterone Supplement 90-Capsule Bottle</a> for $20.99. Coupon code ""TTT35OFF"" cuts it to <strong>$13.64</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with last month's mention, $7 off, and the lowest price we could find. Deal ends January 10.",,,3,2171633,NutraEdge Testosterone Supplement 90ct Bottle,SUPPLEMENTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hpeynbb6s33d5vwrjjkd",2018-01-04T21:08:00-05:00
free shipping,$34,https://www.dealnews.com/APC-UPS-Connect-84-VA-Battery-Back-Up-System-for-34-free-shipping/2171636.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171636"">APC UPS Connect 84VA Battery Back-Up System</a> for $46.95. Clip the coupon on the product page to cut it to <strong>$33.95</strong>. With <strong>free shipping</strong>, that's a buck under our mention from four days ago and the lowest price we could find by $63. It features over two hours of network backup power, two surge-protected outlets, a removable battery pack for smartphone charging, and three USB ports.",,,3,2171636,APC UPS Connect 84VA Battery Back-Up System,BATTERY BACKUPS/UPSS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iyqtefpkfqonq5tedwut",2018-01-04T21:07:50-05:00
free shipping,$59,https://www.dealnews.com/Jos.-A.-Bank-Mens-3-4-Length-Reversible-Coat-for-59-free-shipping/2171570.html,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171570"">Jos. A. Bank Men's Traveler Collection Traditional 3/4 Length Reversible Coat</a> in Charcoal or Brown for <strong>$59</strong> with <strong>free shipping</strong>. That's $536 off and tied with our October mention as the lowest price we've seen. It's available in sizes S to XXL.",,,3,2171570,Jos. A. Bank Men's 3/4 Length Reversible Coat,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bgcrg8vcup8qadgoslbj",2018-01-04T21:06:44-05:00
free shipping,$90,https://www.dealnews.com/Logitech-Harmony-Home-Hub-w-Amazon-Echo-Dot-for-90-free-shipping/2171579.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171579"">Logitech Harmony Home Hub for 8 Devices</a> in Black bundled with the 2nd-generation <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095586,2171579"">Amazon Echo Dot</a> in Black for <strong>$89.99</strong> with <strong>free shipping</strong>. That's tied with our September mention and $36 under the lowest price we could find for these items sold separately elsewhere. The hub allows you to control up to eight devices from your smartphone via the Harmony App, which is available on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095589,2171579"">iOS</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095592,2171579"">Android</a>. The speaker features Alexa voice control, 802.11n dual-band wireless, Bluetooth, and a 3.5mm audio output.",,,3,2171579,Logitech Harmony Home Hub w/ Amazon Echo Dot,CELL PHONE ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzudw4ucgldmhkofgyew",2018-01-04T21:06:18-05:00
free shipping,$509,https://www.dealnews.com/Pro-Form-505-CST-Treadmill-w-assembly-for-509-free-shipping/2171624.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171624"">ProForm 505 CST Treadmill</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095604,2171624"">expert assembly</a> for <strong>$508.97</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $131. (For further comparison, expert assembly usually costs $120.) It features a 6"" LED-backlit display and 15 workout apps.",,,2,2171624,ProForm 505 CST Treadmill w/ assembly,EXERCISE EQUIPMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qs8nigucctwoylzu4foi",2018-01-04T21:05:47-05:00
,$10,https://www.dealnews.com/The-LEGO-Ninjago-Movie-in-HD-for-10/2171621.html,"For Prime members only, Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171621"">The LEGO Ninjago Movie in HD</a> for <strong>$9.99</strong>. That's the lowest price we could find by $5.",,2018-01-04T08:18:05-05:00,2,2171621,The LEGO Ninjago Movie in HD,VIDEO DOWNLOADS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cqjkinjony5vz7sjr1yu",
free shipping,$445,https://www.dealnews.com/Refurb-Apple-Mac-Book-Air-i7-Dual-12-Laptop-for-445-free-shipping/2171582.html,"Altatac via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171582"">Apple MacBook Air Intel Ivy Bridge Core i7 2GHz 11.6"" Laptop</a> for <strong>$444.95</strong> with <strong>free shipping</strong>. That's $65 under our mention from last June and the lowest price we could find for a refurb today by $134. It features an Intel Core i7-3667U 2GHz Ivy Bridge dual-core processor, 11.6"" 1366x768 LCD, 4GB RAM, 128GB SSD, Thunderbolt, and OS X 10.7.4 (Lion).<br>
<br>
Note: No warranty information is provided.",,,3,2171582,"Refurb Apple MacBook Air i7 Dual 12"" Laptop",MACBOOK AIR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tco1ypjcdvxkpzgadjru",2018-01-04T21:05:01-05:00
free shipping,$20,https://www.dealnews.com/HBQ-i7-Twins-True-Wireless-Earphones-for-20-free-shipping/2171609.html,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171609"">HBQ i7 Twins True Wireless Earphones</a> in several colors (Black pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago as the lowest price we've seen. (It's the best today by $1.) They feature 4-5 hours of play time, hands-free calling, and lag-free connections.",,,3,2171609,HBQ i7 Twins True Wireless Earphones,HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/est2kipu76aboanxxqur",2018-01-04T21:02:41-05:00
pickup at Walmart,$14,https://www.dealnews.com/Hyper-Tough-2-A-1-4-Sheet-Sander-for-14-pickup-at-Walmart/2171615.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171615"">Hyper Tough 2-amp 1/4 Sheet Sander</a> for <strong>$13.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention, $6 off, and the lowest price we could find. It features a dust bag, 80-grit sandpaper, and paper punch.",,2018-01-04T08:03:38-05:00,1,2171615,Hyper Tough 2A 1/4 Sheet Sander,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpe3iql16z0yulsezyzu",
pickup at Walmart,$3,https://www.dealnews.com/Hanes-Womens-Essential-Fleece-Sweatpants-for-3-pickup-at-Walmart/2171555.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171555"">Hanes Women's Essential Fleece Sweatpants</a> in several colors (Deep Raspberry pictured) for <strong>$3</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $13. They're available in select regular and petite sizes from XS to L.",,,3,2171555,Hanes Women's Essential Fleece Sweatpants,PANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ql4e64rrxruazysncy1o",2018-01-04T21:02:19-05:00
,,https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.",,2018-01-04T08:00:01-05:00,,2168330,"Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",CONSUMER NEWS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y",
,,https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html,"Despite their name, white sales offer items in all colors of the rainbow. They can pop up throughout the year, but make no mistake: January is the prime time for white sales. Check out <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html"">our guide to white sales</a>, so you can take advantage!",,2018-01-04T08:00:01-05:00,,2163980,When Are White Sales in 2018?,CONSUMER NEWS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/azi5rkgi5korfybgz7mi",
,12 issues for $5,https://www.dealnews.com/Muscle-Fitness-1-Year-Subscription-12-issues-for-5/2171606.html,"DiscountMags offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171606"">Muscle &amp; Fitness Magazine 1-Year Subscription</a> (12 issues) for $28.95. Coupon code ""DEALNEWS"" drops it to <strong>$4.50</strong>. That's tied with our September mention and the lowest price we could find by $15.<br>
<br>
Note: You can buy up to three years at this discounted rate.",,2018-01-04T07:54:19-05:00,2,2171606,Muscle & Fitness 1-Year Subscription,MAGAZINES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rklnvrex9jgj8qamnhbe",
free shipping,$59,https://www.dealnews.com/Bostitch-Bulldog-2-18-Gauge-Brad-Nailer-for-59-free-shipping/2171552.html,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171552"">Bostitch Bulldog 2"" 18-Gauge Brad Nailer</a> for <strong>$59</strong>. Plus, MyLowe's members bag <strong>free shipping</strong> on all orders. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095571,2171552"">join</a>.) That's the lowest price we could find by $18. It drives 18-gauge nails from 5/8"" to 2"" and features a tool-free adjustable exhaust cap.",,2018-01-04T07:51:27-05:00,2,2171552,"Bostitch Bulldog 2"" 18-Gauge Brad Nailer",POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yv5ldi0guolk5teqyort",
free shipping,$40,https://www.dealnews.com/Rubbermaid-Deluxe-Tool-Tower-for-40-free-shipping/2171546.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171546"">Rubbermaid Deluxe Tool Tower</a> for <strong>$39.59</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095562,2171546"">Amazon</a> charges the same.) That's the lowest price we could find by $5. It measures 18"" x 37"" x 37"" and stores up to 40 tools.",,,3,2171546,Rubbermaid Deluxe Tool Tower,HOME & GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qj80fzwkxu6lsbj0plsa",2018-01-04T21:00:12-05:00
