shipping,time_modified,hotness,time_published,editors_choice,uuid,url,description,picture_url,title,price,category
free shipping w/ Prime,,3,2018-01-04T14:55:59-05:00,,2171822,https://www.dealnews.com/F-color-2-in-1-Tablet-Stylus-Pens-12-Pack-for-7-free-shipping-w-Prime/2171822.html,"F-Color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171822"">F-color 2-in-1 Tablet Stylus Pens 12-Pack</a> in Assorted Colors for $8.99. Coupon code ""7ZOH7I63"" cuts it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's $8 under the lowest price we could find for this quantity of similar stylus pens elsewhere. They feature a rubber tip for touchscreens and retractable ballpoint pen in black. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iun9k8wrjxvtj3gdkaus",F-color 2-in-1 Tablet Stylus Pens 12-Pack,$7,SUPPLIES
free shipping,,2,2018-01-04T14:52:36-05:00,,2171972,https://www.dealnews.com/Alxum-USB-3.0-to-SATA-Dual-HDD-Dock-for-22-free-shipping/2171972.html,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171972"">Alxum USB 3.0 to Serial ATA Dual Bay External Hard Drive Docking Station</a> for $35.99. Coupon code ""2ZI9IU5C"" drops it to <strong>$21.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $7, although we saw it for $4 less in November. Compatible with 2.5"" and 3.5"" HDDs and SSDs, it features two hot-swappable SATA bays, data transfer speeds of up to 485MB/s, UASP support, clone function, solid aluminum construction, and a 3.9-foot cable. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j63oy3prfbg10zhcftyf",Alxum USB 3.0 to SATA Dual HDD Dock,$22,DRIVE ENCLOSURES
free shipping,,3,2018-01-04T14:52:27-05:00,,2171960,https://www.dealnews.com/Lenovo-Idea-Pad-320-Celeron-Dual-16-Laptop-for-225-free-shipping/2171960.html,"Walmart offers the 4.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171960"">Lenovo IdeaPad 320 Intel Celeron 1.1GHz 15.6"" Laptop</a> in several colors (Black pictured) for <strong>$225</strong> with <strong>free shipping</strong>. That's $4 under our November mention, $44 off list, and the lowest price we could find. It features an Intel Celeron N3350 1.1GHz Apollo Lake dual-core processor, 15.6"" HD LED-backlit LCD, 4GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, 2-cell battery, and Windows 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ze5x63o2tsloewhqd6oc","Lenovo IdeaPad 320 Celeron Dual 16"" Laptop",$225,LAPTOPS
,,,2018-01-03T11:25:50-05:00,,2170991,"https://www.dealnews.com/lw/click.html?20,2,2170991","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",Bank of America® Cash Rewards Credit Card,$150 cash rewards offer,CREDIT CARDS
free s&h from China,,3,2018-01-04T14:48:29-05:00,,2171729,https://www.dealnews.com/Rock-Car-Vent-Phone-Holder-for-4-free-s-h-from-China/2171729.html,"Cafago offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171729"">Rock Universal 360-Degree Car Vent Phone Holder</a> in Yellow or Gray for $6.49. Coupon code ""JPAV038"" cuts that to <strong>$4.44</strong>. With <strong>free shipping</strong>, that's around $6 less than the lowest price we could find for such a holder elsewhere. It's compatible with most 6"" screen mobiles.<br>
<br>
Note: This item ships from China and may take two to six weeks to arrive. Also, The countdown timer on the product page does not reflect an actual expiration time and resets daily.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrxrkxpeftbsj2vbrnn3",Rock Car Vent Phone Holder,$4,AUTOMOTIVE
free shipping w/ Prime,,2,2018-01-04T14:48:26-05:00,,2171711,https://www.dealnews.com/Fleximounts-TV-Mount-for-17-to-42-TVs-for-18-free-shipping-w-Prime/2171711.html,"FlexiSpot via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171711"">Fleximounts Full Motion Articulating Mount for 17"" to 42"" TVs</a> for $20.99. Coupon code ""FLXIMSV1"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. It has a weight capacity of 55 lbs. and has a tilt angle of 5 to 10 degrees. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tbu1t7eo4mm7nfzu6ftp","Fleximounts TV Mount for 17"" to 42"" TVs",$18,TV WALL MOUNTS
free shipping w/ Prime,,3,2018-01-04T14:47:20-05:00,,2171849,https://www.dealnews.com/Fazitrip-Womens-Thinsulate-Ski-Gloves-31-off-from-9-free-shipping-w-Prime/2171849.html,"Gre Lifestore via Amazon takes <b>31% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171849"">Fazitrip Women's 3M Thinsulate Ski Gloves</a> (Touchscreen Gloves in Pink/Gray pictured) via coupon code ""31FFHIPT"", with prices starting at <b>$9.16</b> after coupon. Plus, Prime members bag <strong>free shipping</strong>. That's up to $8 off and the best price we could find. They're available in select sizes from S to M/L. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cl6o1uipvjp6ofcybv46",Fazitrip Women's Thinsulate Ski Gloves,"31% off, from $9",ACCESSORIES
free shipping w/ Prime,,3,2018-01-04T14:47:02-05:00,,2171918,https://www.dealnews.com/Royal-31-Flour-Sack-Towel-12-Pack-for-10-free-shipping-w-Prime/2171918.html,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171918"">Royal 31"" Flour Sack Towel 12-Pack</a> in White for $13.97. Coupon code ""592MXSXH"" cuts it to <strong>$9.97</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. They're made from 100% ring-spun cotton. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfq4og8xoqgy6ylyjpuk","Royal 31"" Flour Sack Towel 12-Pack",$10,KITCHEN
free shipping w/ Prime,,3,2018-01-04T14:46:32-05:00,,2171948,https://www.dealnews.com/Royal-24-Pack-Microfiber-Cleaning-Cloth-Set-for-9-free-shipping-w-Prime/2171948.html,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171948"">Royal 24-Pack Microfiber Cleaning Cloth Set</a> for $11.99. Coupon code ""VJZKWMTF"" cuts it to <strong>$8.97</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $21 off and the lowest price we could find. They measure 12"" x 16"". Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsli9z9jflz06yofxhcz",Royal 24-Pack Microfiber Cleaning Cloth Set,$9,CLEANING SUPPLIES
free s&h w/beauty item,,2,2018-01-04T14:45:43-05:00,,2171858,https://www.dealnews.com/Victoria-Cast-Iron-4-Qt.-Dutch-Oven-for-30-free-s-h-w-beauty-item/2171858.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171858"">Victoria Cast Iron 4-Quart Dutch Oven</a> for $39.99. Coupon code ""WKND25"" drops it to <b>$29.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096468,2171858"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $15. This pre-seasoned Dutch oven features oversized handles. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj1v8e37ndgtfetp5wp6",Victoria Cast Iron 4-Qt. Dutch Oven,$30,KITCHEN
free shipping,,3,2018-01-04T14:44:52-05:00,,2171957,https://www.dealnews.com/HP-Office-Jet-3833-All-in-One-Printer-for-35-free-shipping/2171957.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171957"">HP OfficeJet 3833 All-in-One Printer</a> which also copies, scans, and faxes, for <strong>$35</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less on Black Friday. It features black print speeds up to 8.5 ppm, color print speeds up to 6 ppm, 4800x1200 dpi maximum color print resolution, 600x300 dpi black and color copier resolution, wireless printing, and a 60-page tray capacity.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fxuivpnyhtuue0fzinci",HP OfficeJet 3833 All-in-One Printer,$35,INKJET PRINTERS
free shipping,,3,2018-01-04T14:43:58-05:00,,2171855,https://www.dealnews.com/Sceptre-20-Power-Soundbar-with-Subwoofer-for-55-free-shipping/2171855.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171855"">Sceptre 20"" 2.1-Channel Power Soundbar with Subwoofer</a> for <strong>$54.99</strong> with <strong>free shipping</strong>. That's $15 under our mention from last March and the lowest price we could find by $17. The system features a 2.1-channel 20-watt soundbar, 40-watt down-firing subwoofer, Bluetooth, and remote control.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mwjtpqks53yil2tmluxz","Sceptre 20"" Power Soundbar with Subwoofer",$55,SPEAKERS
free shipping,,4,2018-01-04T14:42:29-05:00,,2171909,https://www.dealnews.com/Joes-New-Balance-New-Year-Sale-40-to-70-off-free-shipping/2171909.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096735,2171909"">Joe's New Balance Outlet</a> takes <strong>40% to 70% off</strong> the original retail price of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096732,2171909"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096687,2171909"">women's shoes</a> via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096738,2171909"">New Year Sale</a>, with prices starting from <strong>$22.50</strong>. (Items are already marked 20% to 50% off, and this coupon takes an additional 20% off the <i>original</i> retail price.) Plus, the same coupon bags <strong>free shipping</strong>. Combined, that's one of the best sales we've seen from JNBO in the past year and drops the price for many styles to the $30 to $40 range. Some exclusions may apply. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096690,2171909"">New Balance Women's 811v2 Graphic Trainers</a> in White or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096693,2171909"">Denim</a> for <strong>$30</strong> (low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171909"">New Balance Men's Fresh Foam Boracay v3 Shoes</a> for <strong>$36</strong> (pictured, low by $28)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rnou50powxnkvq9goyqp",Joe's New Balance New Year Sale,40% to 70% off,SHOES
free shipping,,,2018-01-04T06:50:59-05:00,,2171549,https://www.dealnews.com/Do-Doeleph-Syma-Wi-Fi-Quadcopter-w-720-p-Camera-for-48-free-shipping/2171549.html,"RC Drone via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171549"">DoDoeleph Syma X5UW WiFi Quadcopter Drone with 720p HD Camera</a> in Blue or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095568,2171549"">Red</a> for $79.90. Coupon code ""PVYQNHIS"" cuts it to <strong>$47.94</strong>. Plus, <strong>free shipping</strong> applies. It features a 9-minute flight time, 1280x720 video resolution, and a 4GB memory card. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/or3tiaae9betiuqayt3m",DoDoeleph Syma WiFi Quadcopter w/ 720p Camera,$48,TOYS & HOBBIES
free shipping,,5,2018-01-04T14:42:26-05:00,,2171801,https://www.dealnews.com/Adidas-Sale-Up-to-50-off-free-shipping/2171801.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171801"">adidas</a> takes <b>up to 50% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096303,2171801"">men's women's, and kids' shoes, apparel, and accessories</a>. (Prices are as marked.) Plus, all orders receive <b>free shipping</b>. In all, over 1,300 items are discounted. Some exclusions may apply.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h4htarpj0kysjba9yavi",Adidas Sale,Up to 50% off,CLOTHING & ACCESSORIES
pickup at Walmart,,2,2018-01-04T14:42:09-05:00,,2171828,https://www.dealnews.com/Calm-Yoga-Kit-for-9-pickup-at-Walmart/2171828.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171828"">Calm Yoga Kit</a> for <strong>$8.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. It includes a 24"" x 68"" yoga mat with sling, yoga block, 6-foot yoga strap, and towel.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gl99dqvy0ilqslixvepd",Calm Yoga Kit,$9,EXERCISE EQUIPMENT
free shipping,,4,2018-01-04T14:41:27-05:00,,2171885,https://www.dealnews.com/Vision-Grills-Diamond-Cut-Cadet-Kamado-Grill-from-299-free-shipping/2171885.html,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171885"">Vision Grills Diamond-Cut Cadet Kamado Grill</a> in several colors (Orange pictured) for <strong>$299</strong> with <strong>free shipping</strong>. (Non-members pay a $29.90 surcharge.) That's the lowest price we could find by $253. It features color-coded top and bottom vents and a stainless steel cooking grate with handles. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmjqaighwhflnbkjof40",Vision Grills Diamond-Cut Cadet Kamado Grill,from $299,BBQS & GRILLS
