description,uuid,title,category,price,picture_url,shipping,editors_choice,time_published,time_modified,url,hotness
"iOrange-E via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170349"">Veckle 14"" Nylon Laptop Backpack</a> in Black for $29.99. Coupon code ""FLZMU6QT"" drops it to <b>$19.99</b>. With <b>free shipping</b>, that's $10 off list and the lowest price we could find. It features adjustable, padded straps, exterior and interior pockets, is waterproof, and holds laptops up to 14"". Deal ends January 7.",2170349,"Veckle 14"" Nylon Laptop Backpack",LAPTOP BAGS,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sac2qvyqigbyoj6x7rdj",free shipping,,,2018-01-03T07:44:42-05:00,https://www.dealnews.com/Veckle-14-Nylon-Laptop-Backpack-for-20-free-shipping/2170349.html,3
"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170367"">Holsem 8-Outlet Surge Protector Power Strip</a> in Black or White for $25.95. Coupon code ""WO6W4JZY"" drops it to <b>$16.49</b>. Plus, Prime members bag <b>free shipping</b>. That's the lowest price we could find by $13. It features two USB charging outlets, surge protection up to 2,000 joules, and a 6-foot cord. Deal ends February 28.",2170367,Holsem 8-Outlet Surge Protector Power Strip,SURGE PROTECTORS,$16,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sa759itcb7ivne0ojuib",free shipping,,,2018-01-03T07:43:40-05:00,https://www.dealnews.com/Holsem-8-Outlet-Surge-Protector-Power-Strip-for-16-free-shipping/2170367.html,3
"Tire Rack offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170358"">up to a $50 mail-in rebate</a> with the purchase of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092973,2170358"">four select Dunlop tires</a>. Some exclusions apply. Deal ends February 28.<br>
<br>
Alternatively, get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092976,2170358"">up to an $80 mail-in rebate</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092979,2170358"">four select Goodyear or Dunlop tires</a>. Scroll down to see eligible tires. This rebate ends March 31.",2170358,Dunlop Tires at Tire Rack,AUTOMOTIVE,Up to $80 off via rebate,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zucr12c9jnyh0bbc7oha",,,,2018-01-03T07:42:15-05:00,https://www.dealnews.com/Dunlop-Tires-at-Tire-Rack-Up-to-80-off-via-rebate/2170358.html,3
"Whether you missed out over the holidays, or you just need to add to your collection, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tool-deals/"">tool deals</a> has you covered. Score cordless drills from Worx, a power inflator, and more.",2170376,Best Power Tool Deals: Get a 12-Volt Cordless Drill/Driver at Its Lowest Price,ROUNDUPS,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tlamsogguwbvi7s7nwvu",,,2018-01-02T14:55:20-05:00,,https://www.dealnews.com/features/best-tool-deals/,
"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170370"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$19.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $14. This price is valid on flights departing from Albuquerque, NM, (ABQ) with arrival in Denver, CO, (DEN) on January 8. Book this travel deal January 3 for travel from January 8 through February 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",2170370,Frontier Airlines Nationwide Fares,AIRFARE,from $19 1-Way,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",,,,2018-01-03T09:15:10-05:00,https://www.dealnews.com/Frontier-Airlines-Nationwide-Fares-from-19-1-Way/2170370.html,4
"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170220"">Bosch Impact Tough 24-Piece Screwdriver Bit Set</a> for <strong>$9.98</strong>. Plus, MyLowe's members bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092370,2170220"">join</a>.) That's tied with our November mention, $10 off, and the best price we could find. The bits feature a black oxide coating.",2170220,Bosch 24-Piece Screwdriver Bit Set,HAND TOOLS,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyia15fnv50mq893bavg",free shipping,,,2018-01-03T07:41:19-05:00,https://www.dealnews.com/Bosch-24-Piece-Screwdriver-Bit-Set-for-10-free-shipping/2170220.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170361"">Pizza Hut</a> takes <strong>50% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092982,2170361"">online menu-priced pizzas</a>. (No coupon is required.) That's tied with our November mention as the best percent-off discount we've seen from Pizza Hut. Some exclusions may apply. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092985,2170361"">Click here</a> to find a location near you. Deal ends January 8.",2170361,Pizza Hut Menu-Price Pizzas,RESTAURANTS,50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wv8zrfxtgjkxwt03alsq",,,,2018-01-03T08:11:27-05:00,https://www.dealnews.com/Pizza-Hut-Menu-Price-Pizzas-50-off/2170361.html,4
"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170355"">Larabar 1.6-oz. Gluten Free Bar 16-Pack</a> in Pecan Pie for <strong>$7.38</strong> with <strong>free shipping</strong> via the below directions. That's $4 under our August mention and at least $8 less than you'd spend for any flavor at a local retail store. These gluten-free snacks are certified Kosher. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092958,2170355"">Larabar 1.6-oz. Bar 16-Pack</a> for $11.45
 </li>
 <li>clip the $3.50 off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$7.38</strong>
 </li>
</ol>
Note: Remember to cancel your subscription after your order ships to avoid being billed for subsequent purchases.",2170355,Larabar Gluten Free Pecan Pie Bar 16-Pack,GROCERIES,$7 w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cehsuyq5ef8o6caltzbh",free shipping,True,,2018-01-03T09:50:44-05:00,https://www.dealnews.com/Larabar-Gluten-Free-Pecan-Pie-Bar-16-Pack-for-7-w-Prime-free-shipping/2170355.html,3
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170352"">Daisy Youth Buck Air Rifle</a> for <strong>$17.96</strong>. Opt for in-store <strong>pickup</strong> <del>to avoid a $5.99 shipping charge</del>. That's the lowest price we could find by $8. It features a 400-shot capacity and lever-cocking spring air action.<br>
<br>
<i>Update</i>: It's now available for in-store pickup only.",2170352,Daisy Youth Buck Air Rifle,GUNS & AMMO,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4e2cjrh3ld10bey0big",pickup at Walmart,,,2018-01-03T09:13:18-05:00,https://www.dealnews.com/Daisy-Youth-Buck-Air-Rifle-for-18-pickup-at-Walmart/2170352.html,4
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170346"">TimeOffice High-Back Mesh Executive Office Chair with Headrest</a> in Black for <strong>$60.36</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092904,2170346"">Amazon</a> has it for the same.) That's tied with our November mention and the lowest price we could find by $47. It features an adjustable headrest, armrests, and height.",2170346,TimeOffice Exec Office Chair,OFFICE CHAIRS,$60,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtnwtimawybaygka2ige",free shipping,,,2018-01-03T07:41:02-05:00,https://www.dealnews.com/Time-Office-Exec-Office-Chair-for-60-free-shipping/2170346.html,3
"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170214"">HP Slimline 270-a035z AMD A6-9200 2GHz Desktop PC</a> for <strong>$299.99</strong> with <strong>free shipping</strong>. That's $100 off and the best price we could find. It features an AMD A6-9200 2GHz dual-core processor, 8GB RAM, 1TB 7200rpm hard drive, 802.11n wireless, USB 3.0, HDMI, and Windows 10 Home 64-bit.",2170214,HP Slimline AMD A6-9200 2GHz Desktop,DESKTOPS,$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8nidhfkersvb0vadp5r",free shipping,,2018-01-02T14:16:29-05:00,,https://www.dealnews.com/HP-Slimline-AMD-A6-9200-2-GHz-Desktop-for-300-free-shipping/2170214.html,2
"Dell Home, via its Member Purchase Program, offers its 2.7-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170343"">Dell XPS 13 9360 Intel Kaby Lake Core i5 2.5GHz 13.3"" 1080p Laptop</a> for $930.99. Coupon code ""50OFF699"" knocks it to <strong>$881.99</strong>. With <strong>free shipping</strong>, that's $18 under our mention from three weeks ago, $218 off, and the lowest price we could find. Features include an Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor, 13.3"" 1920x1080 (1080p) IPS LCD, 8GB RAM, 256GB SSD, 802.11ac wireless, Thunderbolt 3, USB 3.0, and Windows 10 Home 64-bit.",2170343,"Dell XPS Kaby Lake i5 Dual 13"" 1080p Laptop",LAPTOPS,$882,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/smolcxuxzpjxvyszp6xr",free shipping,,2018-01-02T14:08:58-05:00,,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-1080-p-Laptop-for-882-free-shipping/2170343.html,2
"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170340"">Dewalt 3-Tool 20-volt Max Lithium Ion Cordless Combo Kit</a> for <b>$199</b> with <b>free shipping</b>. (<del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092856,2170340"">CPO Tools</a> has it for the same price</del>.) That's the lowest price we could find by $61. It includes a hammerdrill, impact drive, flashlight, two batteries, charger, and bag.",2170340,Dewalt 3-Tool Cordless Combo Kit,POWER TOOLS,$199,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxhi7bvt361jw6snj0t3",free shipping,,,2018-01-03T09:31:48-05:00,https://www.dealnews.com/Dewalt-3-Tool-Cordless-Combo-Kit-for-199-free-shipping/2170340.html,3
"F-color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170316"">F-color Magnetic Dashboard Car Phone Holder</a> for $10.99. Coupon code ""XWL7S9OH"" drops it to <b>$6.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from two weeks ago, $4 off list, and the lowest price we could find. It features a suction cup mount. Deal ends January 7.",2170316,F-color Magnetic Dashboard Car Phone Holder,AUTOMOTIVE,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cggv3ucdl6kyqwub1lts",free shipping w/ Prime,,,2018-01-03T07:38:56-05:00,https://www.dealnews.com/F-color-Magnetic-Dashboard-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170316.html,3
"Flovea via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170337"">Flovea 84"" 16:9 Home Theater Projector Screen</a> for $29.99. Coupon code ""HBGVL8QM "" cuts that to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for such a projector screen by $2. It features a 73x41"" viewing area. Deal ends January 20.",2170337,"Flovea 84"" 16:9 Projector Screen",PROJECTORS,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bol55lwpswbmjtbznfha",free shipping,,,2018-01-03T07:38:07-05:00,https://www.dealnews.com/Flovea-84-16-9-Projector-Screen-for-20-free-shipping/2170337.html,3
"IKong via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170190"">IKong Brother-Compatible TN450/TN420 Replacement Black Toner Cartridge 2-Pack</a> for $14.29. Coupon code ""5YO97O8J"" cuts it to <b>$9</b>. With <b>free shipping</b> for Prime members, that's $3 under our May mention and the lowest we've seen. (It's $14 under the best price we could find for a 2-pack of similar cartridges elsewhere.) They're compatible with many Brother HL-, MFC-, Intellifax-, and DCP-series printers. Deal ends February 1.",2170190,2 IKong Brother-Compatible Toner Cartridges,INK & TONER,$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztl6i2epagucvflyyjtf",free shipping w/ Prime,,,2018-01-03T07:36:35-05:00,https://www.dealnews.com/2-IKong-Brother-Compatible-Toner-Cartridges-for-9-free-shipping-w-Prime/2170190.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170334"">Ashford</a> takes an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092790,2170334"">clearance watches</a>, already discounted <b>up to 79% off</b>, via coupon code ""HELLO18"". Plus, all orders bag <b>free shipping</b>. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s342/Ashford/"">Ashford Coupons</a>.</p>",2170334,Ashford Clearance Sale,WATCHES,Up to 79% off + 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xgc6iv4qtf3jdkxhsez3",free shipping,,,2018-01-03T09:12:02-05:00,https://www.dealnews.com/Ashford-Clearance-Sale-Up-to-79-off-20-off-free-shipping/2170334.html,3
"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170304"">LE Swing Arm Dimmable LED Desk Lamp</a> for $35.99. Coupon code ""P2X8J625"" drops it to <b>$30.23</b>. With <b>free shipping</b>, that's the lowest price we could find by $12. It features a C-clamp for attaching to a desk or table. Deal ends January 9.",2170304,LE Swing Arm Dimmable LED Desk Lamp,LIGHTING & LAMPS,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxx12hsgjc3ewnsmkrmk",free shipping,,,2018-01-03T07:35:50-05:00,https://www.dealnews.com/LE-Swing-Arm-Dimmable-LED-Desk-Lamp-for-30-free-shipping/2170304.html,3
"Ocean Technology via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170325"">Unitek USB 3.0 to SATA Adapter</a> for $9.99. Coupon code ""7WF7TIF4"" cuts it to <strong>$4.99</strong>. Plus, Prime members grab <strong>free shipping</strong>. That's tied with our November mention, $11 off list, and the lowest price we could find. It supports data transfer speeds up to 5Gb/s. Deal ends January 15.",2170325,Unitek USB 3.0 to SATA Adapter,COMPUTER CABLES,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4a7cohmn31mhw6hebzk",free shipping w/ Prime,,,2018-01-03T07:34:56-05:00,https://www.dealnews.com/Unitek-USB-3.0-to-SATA-Adapter-for-5-free-shipping-w-Prime/2170325.html,3
"OXA Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170277"">OXA Self Balancing Hover Board</a> in Red for $299.99. Coupon code ""HB526SXC"" cuts it to <strong>$239.99</strong>. With <strong>free shipping</strong>, that's $60 off and the lowest price we could find. It features 10.5 mile range, smart LED headlights, Bluetooth 4.2 speakers, and a 350-watt motor. Deal ends January 28.",2170277,OXA Self Balancing Hover Board,TOYS & HOBBIES,$240,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mt8heq1ix8d8fnp5uxyr",free shipping,,2018-01-02T13:31:16-05:00,,https://www.dealnews.com/OXA-Self-Balancing-Hover-Board-for-240-free-shipping/2170277.html,2
"Jos. A. Bank discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092772,2170331"">men's apparel and coats</a>, with prices starting from <b>$15</b> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092739,2170331"">Blowout Deals</a>. (Prices are as marked.) Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092742,2170331"">join</a>.) Discounted items include suits, polos, sportcoats, and outerwear. Deal ends January 3. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092745,2170331"">Jos. A. Bank Men's 1905 Collection Tailored Fit Sportcoat</a> for <b>$59</b> ($339 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170331"">Jos. A. Bank Men's Tropical Blend Slim Fit 2-Button Suit with Flat Front Pants</a> for <b>$79</b> (pictured, $419 off)
 </li>
</ul>",2170331,Jos. A. Banks Blowout Deals,CLOTHING & ACCESSORIES,from $15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cd3ycmiba6tjkmcmokil",free shipping,,,2018-01-03T08:09:55-05:00,https://www.dealnews.com/Jos.-A.-Banks-Blowout-Deals-from-15-free-shipping/2170331.html,5
"Jos. A. Bank offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092754,2170313"">men's dress shoes</a> for <b>$39</b>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092697,2170313"">join</a>.) Sizes may be limited. Deal ends January 3. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170313"">Jos. A. Bank Men's Traveler Collection Clifford Loafers</a> for <b>$39</b> (pictured, $106 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092700,2170313"">Jos. A. Bank Men's Eaton Moc Toe Dress Shoes</a> for <b>$39</b> ($136 off)
 </li>
</ul>",2170313,Men's Dress Shoes at Jos. A. Bank,SHOES,$39,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mxjbve0qiopen29551xi",free shipping,,,2018-01-03T08:08:32-05:00,https://www.dealnews.com/Mens-Dress-Shoes-at-Jos.-A.-Bank-for-39-free-shipping/2170313.html,5
"Jos. A. Bank discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092721,2170310"">clearance dress shirts</a> to <b>$15</b>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092676,2170310"">join</a>.) Deal ends January 3. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170310"">Traveler Collection Men's Slim Fit Spread Collar Multi-Stripe Dress Shirt</a> for <strong>$15</strong> (pictured, $75 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092679,2170310"">Signature Men's Slim Fit Spread Collar Mini Check Dress Shirt</a> for <strong>$15</strong> ($85 off)
 </li>
</ul>",2170310,Men's Dress Shirts at Jos. A. Bank,SHIRTS,$15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dm95b3oeu9epniex2lij",free shipping,,,2018-01-03T09:09:45-05:00,https://www.dealnews.com/Mens-Dress-Shirts-at-Jos.-A.-Bank-for-15-free-shipping/2170310.html,4
"Whether you want a small set for the kitchen or a big screen for the living room, this week's roundup of the best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tv-deals/"">TV deals</a> offers several great choices. Score deals on a 55"" 4K set, a 50"" Sharp, and more!",2170319,Best TV Deals: Score a 4K Sharp TV at Its Cyber Monday Price!,BEST HDTV DEALS,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yp3qrvpsitjtnteodexw",,,2018-01-02T13:00:57-05:00,,https://www.dealnews.com/features/best-tv-deals/,
"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170295"">Gund Pusheen Happy Birthday Plush</a> for <b>$12.49</b> with <b>free shipping</b>. That's the lowest price we could find by $2, although most merchants charge $25 or more. It stands 10.5"" high.",2170295,Gund Pusheen Happy Birthday Plush,TOYS & HOBBIES,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oqcgch5p8p8tllddhu2v",free shipping w/ Prime,True,,2018-01-03T08:28:52-05:00,https://www.dealnews.com/Gund-Pusheen-Happy-Birthday-Plush-for-13-free-shipping-w-Prime/2170295.html,3
"TomTop offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170307"">WiFi Smart Plug Mini Outlet 2-Pack</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $20 off, $6 under our mention from Black Friday of a similar set, and the lowest price we could find. It can be used with Amazon Alexa.<br>
<br>
This item ships from China and may take up to three weeks to arrive.",2170307,WiFi Smart Plug Mini Outlet 2-Pack,POWER MANAGEMENT,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ituv3ycrjalsjf2xhbvh",free s&h from China,,,2018-01-03T06:03:41-05:00,https://www.dealnews.com/Wi-Fi-Smart-Plug-Mini-Outlet-2-Pack-for-20-free-s-h-from-China/2170307.html,4
"BetterBasics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170262"">MeasuPro Wrist Blood Pressure Monitor with Case</a> for $21.99. Coupon code ""MEASURE9"" cuts that price to <strong>$17.59</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less in September. It features one-step measuring, an LCD display, and stores up to 120 readings. Deal ends January 20.",2170262,MeasuPro Wrist Blood Pressure Monitor w/ Case,MEDICINE & MEDICAL,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/braho9jptcurdnaxbs45",free shipping w/ Prime,,,2018-01-03T07:34:05-05:00,https://www.dealnews.com/Measu-Pro-Wrist-Blood-Pressure-Monitor-w-Case-for-18-free-shipping-w-Prime/2170262.html,3
"Subway offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170298"">footlong sub sandwiches</a> for <strong>$4.99</strong>. That's $1 under last January's footlong offer, although that was good on all sandwiches. You can choose black forest ham, meatball marinara, spicy Italian, cold cut combo, or veggie delite.",2170298,Subway Footlong Sandwiches,RESTAURANTS,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dcopkoowg3ttinlsafgd",,,,2018-01-03T08:05:19-05:00,https://www.dealnews.com/Subway-Footlong-Sandwiches-5/2170298.html,5
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170301"">Yuneec Breeze 4K WiFi Quadcopter Drone</a> for <strong>$199</strong> with <b>free shipping</b>. That's $101 below our July mention and the best deal we've seen for it new. (It's the best deal now by $30.) It features a 13-megapixel camera, 4K video recording, and a rechargeable LiPo battery with up to 12 minutes of flight time per charge.",2170301,Yuneec Breeze 4K WiFi Quadcopter Drone,TOYS & HOBBIES,$199,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/frjaz0gwg2i3jkbqppac",free shipping,True,,2018-01-03T08:28:27-05:00,https://www.dealnews.com/Yuneec-Breeze-4-K-Wi-Fi-Quadcopter-Drone-for-199-free-shipping/2170301.html,3
"ECmallUS via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170283"">Meterk GFCI Electric Socket Tester</a> for $9.97. Coupon code ""U66OFHPK"" drops it to <b>$5.18</b>. Plus, Prime members bag <b>free shipping</b>. That's $5 off list and the lowest price we could find. It features LED light and test indicators. Deal ends January 8.",2170283,Meterk GFCI Electric Socket Tester,TOOLS & HARDWARE,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dffbyhstmiw1ejtynm5q",free shipping w/ Prime,,,2018-01-03T07:33:17-05:00,https://www.dealnews.com/Meterk-GFCI-Electric-Socket-Tester-for-5-free-shipping-w-Prime/2170283.html,3
