price,picture_url,url,uuid,shipping,time_published,editors_choice,time_modified,category,description,hotness,title
$21,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyhoxg6jwrerrkmdjh6i",https://www.dealnews.com/Punk-Royal-Mens-Printed-Short-Sleeve-Hoodie-for-21-free-s-h-w-beauty-item/2173061.html,2173061,free s&h w/beauty item,2018-01-06T05:44:47-05:00,,,SWEATSHIRTS & HOODIES,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173061"">Punk Royal Men's Printed Short-Sleeve Hoodie</a> in Black for $25.99. Coupon code ""WKND"" cuts the price to <strong>$20.79</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098886,2173061"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $23 off list and the lowest price we could find. It's available in sizes M to XXL. Deal ends January 7.",2,Punk Royal Men's Printed Short-Sleeve Hoodie
$67,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsgi4aisak6msmwuegjm",https://www.dealnews.com/Calvin-Klein-Mens-Slim-Fit-Stretch-Blazer-for-67-free-s-h-w-beauty-item/2173049.html,2173049,free s&h w/beauty item,2018-01-06T05:43:31-05:00,,,COATS,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173049"">Calvin Klein Men's Slim-Fit Stretch Textured Blazer</a> in Cadet Navy for <strong>$66.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098883,2173049"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $131 off list and the lowest price we could find. It's available in sizes M to XXL.",3,Calvin Klein Men's Slim-Fit Stretch Blazer
$21,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gnvycnl0tcm2yyt4eku9",https://www.dealnews.com/National-Tree-Company-Light-Set-Storage-Bag-for-21-free-s-h-w-beauty-item/2173037.html,2173037,free s&h w/beauty item,2018-01-06T05:42:14-05:00,,,HOME & GARDEN,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173037"">National Tree Company Light Set Storage Bag Organizer</a> in Red/ Black for $25.20. Coupon code ""WKND"" cuts the price to <strong>$21.42</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098880,2173037"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $9. It features three removable section walls to provide four separate compartments. Deal ends January 7.",3,National Tree Company Light Set Storage Bag
$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikc2ieflmowjy25ld9wb",https://www.dealnews.com/Golds-Gym-Silicone-Fitness-Ring-2-Pack-for-5-pickup-at-Walmart/2173055.html,2173055,pickup at Walmart,,,2018-01-06T11:45:22-05:00,EXERCISE EQUIPMENT,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173055"">Gold's Gym Silicone Fitness Ring 2-Pack</a> for $9.98. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee and cut the price to <strong>$4.83</strong>. That's $5 under the lowest price we could find for a similar 2-pack. They have a lightweight design, are made of soft silicone material, and are suitable for any workout.",4,Gold's Gym Silicone Fitness Ring 2-Pack
$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gtotjpelnwyghdqxnk55",https://www.dealnews.com/Merge-Hologram-Cube-for-9-pickup-at-Walmart/2173064.html,2173064,pickup at Walmart,2018-01-06T05:34:55-05:00,,,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173064"">Merge Hologram Cube</a> for $14.97. Opt for in-store <strong>pickup</strong> to drop it to <strong>$9</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $6. It lets you play your favorite games with virtual reality goggles.",3,Merge Hologram Cube
$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkiyedhoh34lqvgvk2mh",https://www.dealnews.com/Refurb-Insignia-12-32-GB-Tablet-w-Keyboard-for-80-free-shipping/2173058.html,2173058,free shipping,,True,2018-01-06T12:07:30-05:00,TABLETS,"As one of its daily deals, A4C offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173058"">Insignia Flex 11.6"" 32GB WiFi Tablet with Keyboard</a> for <strong>$79.95</strong> with <strong>free shipping</strong>. That's $70 under the lowest price we could find for a new one. It features an Intel Atom x5 Z8300 quad-core processor, 11.6"" 1280x800 touchscreen, 32GB storage, front- and rear-facing cameras, 802.11n wireless, Bluetooth 4.0, micro USB, and Windows 10. Deal ends today.<br>
<br>
Note: A 90-day A4C warranty applies.",4,"Refurb Insignia 12"" 32GB Tablet w/ Keyboard"
"50,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy","https://www.dealnews.com/lw/click.html?20,2,2171069",2171069,,2018-01-03T12:34:27-05:00,,,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,Chase Sapphire Reserve℠ Card
$39,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gueigncvyztp1taxmwuk",https://www.dealnews.com/4-American-Rag-Mens-Pullover-Hoodies-for-39-free-shipping/2173052.html,2173052,free shipping,,True,2018-01-06T12:07:02-05:00,SWEATSHIRTS & HOODIES,"As one of its daily deals, That Daily Deal offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173052"">four American Rag Men's Pullover Hoodies</a> for <strong>$39.49</strong> with <strong>free shipping</strong>. That's tied with our expired mention from five days ago and the lowest price we could find for this quantity by $50. They're avialable in sizes from M to XXL and ship in random colors. Deal ends today.",4,4 American Rag Men's Pullover Hoodies
$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0przl6czvoxdorkltkd",https://www.dealnews.com/Adata-XPG-SX6000-M.2-2280-128-GB-Internal-SSD-for-50-free-shipping/2173046.html,2173046,free shipping,2018-01-06T04:53:49-05:00,,,INTERNAL HARD DRIVES,"As one of its daily deals, Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173046"">Adata XPG SX6000 M.2 2280 128GB Internal SSD</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It features read/write speeds of up to 730/660MB/s. Deal ends today.",3,Adata XPG SX6000 M.2 2280 128GB Internal SSD
$187,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qm2fe2irecujzgani6b2",https://www.dealnews.com/Marcy-Power-Rack-and-Bench-for-187-pickup-at-Walmart/2173043.html,2173043,pickup at Walmart,2018-01-06T04:48:43-05:00,,,EXERCISE EQUIPMENT,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173043"">Marcy Power Rack and Bench</a> for <strong>$186.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $9.99 shipping fee. That's the lowest price we could find by $178. It can be used for over 20 strength training exercises.",3,Marcy Power Rack and Bench
$28,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ryqwpapbgzf1kggu9jei",https://www.dealnews.com/Tommy-Hilfiger-Charles-Messenger-Bag-for-28-4-s-h/2173040.html,2173040,$4 shipping,,True,2018-01-06T12:06:23-05:00,LUGGAGE & TRAVEL GEAR,"6pm offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173040"">Tommy Hilfiger Charles Messenger Bag</a> in Natural for <strong>$27.99</strong> plus <strong>$3.95</strong> for shipping. That's the lowest price we could find by $106. It features an interior zippered pocket.",4,Tommy Hilfiger Charles Messenger Bag
$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ji9gxwendt5utlfl2pya",https://www.dealnews.com/G.H.-Bass-Co.-Mens-Dixon-Leather-Duck-Boot-for-40-free-shipping/2173031.html,2173031,free shipping,,,2018-01-06T12:33:54-05:00,SHOES,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173031"">G.H. Bass &amp; Co. Men's Dixon Genuine Leather Lace-up Duck Boot</a> in Dark Tan/Brown for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $35. They're available in sizes from 7 to 13.",3,G.H. Bass & Co. Men's Dixon Leather Duck Boot
12 issues for free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bl1galled4thxcbbli5q",https://www.dealnews.com/Elle-1-Year-Subscription-12-issues-for-free/2173034.html,2173034,,,True,2018-01-06T12:06:05-05:00,MAGAZINES,"Mercury Magazines offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173034"">Elle 1-Year Subscription</a> (12 issues) for <strong>free</strong>. That's tied with our October mention and the lowest price we could find by $5.",3,Elle 1-Year Subscription
$2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usiyux5xrffusqti5ndc",https://www.dealnews.com/Flavor-Infusr-Water-Bottle-Flavor-Infuser-for-2-pickup-at-Walmart/2173028.html,2173028,pickup at Walmart,2018-01-06T04:15:50-05:00,,,CAMPING & OUTDOORS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173028"">Flavor Infus'r Water Bottle &amp; Flavor Infuser</a> in Lime Green/ Transparent for <strong>$1.89</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find for such an infuser by $6.",2,Flavor Infus'r Water Bottle & Flavor Infuser
50% off + coupons,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ipyboxzzermfqxttvx8a",https://www.dealnews.com/Avanti-Spode-Christmas-Bath-Items-at-Macys-50-off-coupons-free-s-h-w-beauty-item/2172986.html,2172986,free s&h w/beauty item,2018-01-06T04:09:13-05:00,,,SEASONAL/HOLIDAYS,"Macy's takes <strong>50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098874,2172986"">Avanti Spode Christmas Tree towels and bath items</a>. Plus, take an <strong>extra 15% off</strong> via coupon code ""WKND"". Alternatively, take an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098862,2172986"">$25 or more</a> via coupon code ""WKND25"". (Codes don't stack, but it yields a stronger discount on orders between $25 and $66.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098865,2172986"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping on orders of $99 or more. Deal ends January 7. A couple of best bets, with prices <i>before</i> coupons:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172986"">Avanti Spode Christmas Tree Fingertip Towel Set 3-Pack</a> for $12.99 (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098871,2172986"">Avanti Spode Christmas Tree Hand Towel</a> for $16.99
 </li>
</ul>
Note: To get the best value of this deal, we'd recommend purchasing multiple towels to qualify for the $10 off coupon.",3,Avanti Spode Christmas Bath Items at Macy's
Up to 80% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nin3bxlojjq6wtq39fdh",https://www.dealnews.com/1-st-in-Series-Kindle-eBooks-Up-to-80-off/2173025.html,2173025,,,,2018-01-06T12:33:16-05:00,EBOOKS,"As one of its daily deals, Amazon takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173025"">Kindle eBooks</a>. Each book is the first in a series, from authors incuding John Scalzi, Urusla Le Guin, James Patterson, and Agatha Christie. Deal ends today.",4,1st-in-Series Kindle eBooks
"40,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbwame7pifyb2ma4ptgm","https://www.dealnews.com/lw/click.html?20,2,2171978",2171978,,,,2018-01-04T14:47:58-05:00,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171978"">Chase Hyatt Credit Card</a> and earn <strong>40,000 bonus points</strong> after you spend ""https://click.linksynergy.com/fs-bin/click?id=NKa3hZyYoHA&offerid=556944.10002904&type=3&subid=0"" partno="""" vendor=""1642"" image_link=""0"" mfg=""0"" category=""522"" price="""" rel="""" landing_url=""https://creditcards.chase.com/lp/hyatt/naep40k/?CELL=6H8X&AFFID=NKa3hZyYoHA-DN93Xbht5lVwxtlSt2eZkw&pvid=&jp_cmp=cc/556944/aff/3-10002904/na"" magic_url_info=""Linkshare (Default) - 113401"">$2,000 or more on purchases in the first three months from account opening. (Free nights start at just 5,000 points.) Plus <strong>1 free night</strong> each year after your cardmember anniversary at any Category 1-4 hotel or resort. Also, receive <strong>5,000 Bonus Points</strong> after you add the first authorized user and make a purchase within 3 months of opening your account. This product is available if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Also, earn <strong>3 Bonus Points</strong> per $1 spent at all Hyatt hotels or resorts, <strong>2 Bonus Points</strong> per $1 spent at restaurants, on airline tickets purchased directly from the airline, and at car rental agencies, and <strong>1 Bonus Point</strong> per $1 spent on all other purchases made with your card. (Points don't expire as long as your Hyatt Credit Card account is open.) A $75 annual fee applies. Finally, there's no foreign transaction fees on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096888,2171978"">click here</a>. This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,Chase Hyatt Credit Card
$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vrhgb7oclg26hwx2yrtn",https://www.dealnews.com/Tsum-Tsum-9-Pack-for-4-pickup-at-Walmart/2173019.html,2173019,pickup at Walmart,,True,2018-01-06T12:05:20-05:00,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173019"">Tsum Tsum 9-Pack</a> for <strong>$3.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. It's the lowest price we could find by $11. It includes Joy, Piglet, Mickey, Lady, Buzz Lightyear, Stitch, Eeyore, Snow White, and one mystery item.",3,Tsum Tsum 9-Pack
$90,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zcfalwdh6zwb01ydtnbs",https://www.dealnews.com/Dell-23-1080-p-IPS-LED-LCD-Display-for-90-free-shipping/2173016.html,2173016,free shipping,2018-01-06T01:17:21-05:00,,,MONITORS,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173016"">Dell 23"" 1080p IPS LED-Backlit LCD Monitor</a> for $99.99. Apply coupon code ""EMCXPEPU2"" to cut that to <strong>$89.99</strong>. With <strong>free shipping</strong>, that's $25 under our June mention and the lowest price we could find by $30. It features a 1920x1080 (1080p) native resolution, LED backlight, and VGA and DVI-D inputs.",3,"Dell 23"" 1080p IPS LED LCD Display"
$199,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v5xzlwip9rtab78bptxa",https://www.dealnews.com/Better-Homes-and-Gardens-Fireplace-Console-for-199-free-shipping/2173013.html,2173013,free shipping,2018-01-06T01:10:00-05:00,,,TV STANDS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173013"">Better Homes and Gardens Granary Modern Farmhouse Fireplace Console</a> in Aged Brown Ash for <strong>$199</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago and the lowest price we could find by $74. The console measures approximately 60"" x 16"" x 33"", fits TVs up to 70"", and features a 23"" fireplace insert that heats up to 400 square feet.",3,Better Homes and Gardens Fireplace Console
$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pn5au4m61luwwbz65o6v",https://www.dealnews.com/Refurbished-Vitamix-780-Home-Blender-for-300-free-shipping/2173010.html,2173010,free shipping,,True,2018-01-06T12:04:20-05:00,SMALL APPLIANCES,"Amazon offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173010"">Vitamix 780 Home Blender</a> for <strong>$299.95</strong> with <strong>free shipping</strong>. That's $350 less than the best price we could find for a new unit, although we saw a refurb or $30 less in December. It features a touchscreen control panel, five pre-programmed settings, and a 64-oz. glass blending container.<br>
<br>
Note: A 5-year Vitamix warranty applies.",3,Refurbished Vitamix 780 Home Blender
$49,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drsb3zrv9yjxh4s8oftg",https://www.dealnews.com/Whalen-2-Shelf-TV-Stand-for-up-to-50-TVs-for-49-free-shipping/2173004.html,2173004,free shipping,2018-01-06T00:31:45-05:00,,,TV STANDS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173004"">Whalen 2-Shelf TV Stand for up to 50"" TVs</a> for <strong>$49</strong> with <strong>free shipping</strong>. That's $54 off and the lowest price we could find. It features two open shelves and measures 41"" x 20.5"" x 54"".",3,"Whalen 2-Shelf TV Stand (for up to 50"" TVs)"
$64,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/elsnazbiap2g2hvixx6v",https://www.dealnews.com/Teddy-Ruxpin-for-64-free-shipping/2173001.html,2173001,free shipping,2018-01-06T00:12:26-05:00,,,TOYS & HOBBIES,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173001"">Teddy Ruxpin</a> for <strong>$66.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098877,2173001"">Amazon</a> has it for the same price.) That's $3 under our mention from three days ago and the lowest price we've seen. (It's the best deal today by $33.) It measures 14"" and features color LCD eyes, a motorized mouth, sing-along mode, and three original stories. Unlike the original model, which relied on cassette tapes, this version is Bluetooth compatible and also has a companion app (free to download). Four AA batteries are included.",2,Teddy Ruxpin
$9,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jy62qhpslnautajg2lxq",https://www.dealnews.com/Big-Chill-Womens-Long-Belted-Down-Blend-Coat-for-9-pickup-at-Walmart/2172998.html,2172998,pickup at Walmart,,True,2018-01-06T11:44:37-05:00,COATS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172998"">Big Chill Women's Long Belted Down Blend Coat</a> in three colors (Black pictured) for <strong>$8.50</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $32 off list and the lowest price we could find. It's available in sizes S to L <del>XL</del>.",5,Big Chill Women's Long Belted Down Blend Coat
$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qempsbwfvayzflexyv7g",https://www.dealnews.com/Georgie-Interactive-12-Electronic-Puppy-for-40-free-shipping/2172995.html,2172995,free shipping,2018-01-05T22:44:35-05:00,,,TOYS & HOBBIES,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172995"">Georgie Interactive 12"" Electronic Puppy</a> for $49.98. Coupon code ""NEWYEARS20"" cuts that to <strong>$39.98</strong>. With <strong>free shipping</strong>, that's $20 under our October mention and the lowest price we could find now by $25. Georgie responds to voice commands and features over 100 different interactions, including tug-of-war with the included rope toy.",2,"Georgie Interactive 12"" Electronic Puppy"
$5 w/ $25 purchase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w4zacmxi7eaouytptthv",https://www.dealnews.com/Hasbro-Cootie-Game-for-5-w-25-purchase-free-shipping/2172989.html,2172989,free shipping,,True,2018-01-06T12:02:59-05:00,TOYS & HOBBIES,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172989"">Hasbro Cootie Game</a> for <s>$4.68</s> <strong>$4.55</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. It's designed for two to four players and includes four bodies, four heads, 24 legs, four eye pieces, four mouth pieces, four head accessories, die, label sheet, and Cootie bug parts chart.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",3,Hasbro Cootie Game
