shipping,url,category,time_published,uuid,time_modified,title,picture_url,price,description,hotness,editors_choice
pickup at Micro Center,https://www.dealnews.com/LG-65-4-K-HDR-LED-LCD-UHD-Smart-TV-for-700-pickup-at-Micro-Center/2167541.html,TVS,,2167541,2017-12-29T04:20:28-05:00,"LG 65"" 4K HDR LED LCD UHD Smart TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqdnzn6awdvvbiogfjph",$700,"For in-store pickup only, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167541"">LG 64.5"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 65UJ6200, for <b>$699.99</b>. That's the best deal today by $98 and tied with our mention from two weeks ago as the lowest price we've seen. It features a 3840x2160 (4K, 2160p) native resolution, active HDR, 4K upscaling, 802.11ac wireless, webOS 3.5 (with access to Netflix, Hulu Plus, YouTube, more), USB, and three HDMI inputs.",3,True
free shipping w/ $25,https://www.dealnews.com/Danskin-Warehouse-Sale-Event-Up-to-80-off-15-off-free-shipping-w-25/2167526.html,ACTIVEWEAR,2017-12-28T11:31:19-05:00,2167526,,Danskin Warehouse Sale Event,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqrfpe71iskmxnjvzd4z",Up to 80% off + 15% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167526"">Danskin</a> takes <strong>up to 80% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086670,2167526"">women's and girls' activewear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086673,2167526"">Warehouse Sale Event</a>. (Prices are as marked.) Plus, cut an <b>extra 15% off</b> via coupon code ""WELCOME"". Shipping adds <strong>$6.95</strong>, but orders of $25 or more receive free shipping. Sale ends December 30.<br>
<br>
Note: All sales are final.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3072/Danskin/"">Danskin Coupons</a>.</p>",3,
free shipping,https://www.dealnews.com/Colorforms-Set-4-Pack-for-10-free-shipping/2167403.html,TOYS & HOBBIES,,2167403,2017-12-28T17:08:54-05:00,Colorforms Set 4-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uiyhc76pb5qko0zxthvy",$10,"Deal Genius offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167403"">Colorforms Set 4-Pack</a> in several styles for <b>$9.99</b> with <b>free shipping</b>. That's the lowest price we could find by $8. Each set in the pack includes 24 Colorforms and two backgrounds.",3,
free shipping,https://www.dealnews.com/Toshiba-14-Laptop-Bag-for-15-free-shipping/2167343.html,LAPTOP BAGS,,2167343,2017-12-28T17:08:24-05:00,"Toshiba 14"" Laptop Bag","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yosq0pt9msznq1suii2u",$15,"RefurbforLess via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167343"">Toshiba Envoy 2 14"" Laptop Messenger Bag</a> in Black/Red for <strong>$14.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086217,2167343"">Tanga</a> charges the same.) That's the lowest price we could find by $17. (For further comparison we saw it in March for $20 bundled with accessories.) It is scratch-resistant and features a shoulder strap and trolley strap.",3,
,https://www.dealnews.com/Groupon-Local-Deals-Extra-20-off/2167535.html,THINGS TO DO,,2167535,2017-12-28T17:07:47-05:00,Groupon Local Deals,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",Extra 20% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167535"">Groupon</a> takes an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086712,2167535"">local deals</a> via coupon code ""SAVE20"". (This coupon can be used up to three times per account and has a maximum discount of $50 per deal.) Some exclusions apply. Deal ends December 29.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s8669/Groupon/"">Groupon Coupons</a>.</p>",3,
pickup at Walmart,https://www.dealnews.com/Disney-Princess-Cinderellas-Magical-Carriage-for-25-pickup-at-Walmart/2167412.html,TOYS & HOBBIES,2017-12-28T11:18:49-05:00,2167412,,Disney Princess Cinderella's Magical Carriage,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/amopoz8mhmzbzdb5mbhv",$25,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167412"">Disney Princess Cinderella's Magical Transforming Carriage</a> for <b>$24.97</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $14. It transforms from a magic coach into a pumpkin.",2,
free shipping,https://www.dealnews.com/DBPower-EX7000-4-K-Sports-Action-Camera-for-59-free-shipping/2167508.html,DIGITAL CAMCORDERS,2017-12-28T11:18:41-05:00,2167508,,DBPower EX7000 4K Sports Action Camera,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atjsu3cnf38l9zq31ixe",$59,"Brova Power via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167508"">DBPower EX7000 4K Sports Action Camera</a> for $99.99. Coupon code ""KVAMI6AX"" cuts that to <strong>$58.99</strong>. With <strong>free shipping</strong>, that's $7 under our mention from two weeks ago and the lowest price we've seen. (It's the best deal now by $55.) It features a 2"" touchscreen LCD, 170° wide-angle lens, 4K video recording at 25fps (or 2.7K at 30fps), 14-megapixel still image resolution, WiFi, microSD card slot, micro HDMI, rechargeable Li-ion battery, wrist-mounted remote control, and housing that's waterproof to 148 feet. Deal ends January 7.",2,
free shipping,https://www.dealnews.com/Homgeek-8-Chef-Knife-7-Santoku-Knife-Set-for-25-free-shipping/2167517.html,KITCHEN,,2167517,2017-12-29T03:11:46-05:00,"Homgeek 8"" Chef Knife & 7"" Santoku Knife Set","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aecepu1cjl5f1wiqkzco",$25,"Homgeek offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167517"">Homgeek German Stainless Steel 8"" Chef Knife and 7"" Santoku Knife Set</a> for $33.97. Coupon code ""UO4IA7QR"" cuts that price to <strong>$25.48</strong>. With <strong>free shipping</strong>, that's $8 off, and the lowest price we could find. They feature It features an ergonomic handles. Deal ends January 4.",2,
pickup at Walmart,https://www.dealnews.com/Fruit-of-the-Loom-Mens-Crew-Shirt-for-4-pickup-at-Walmart/2167520.html,SHIRTS,,2167520,2017-12-28T15:16:02-05:00,Fruit of the Loom Men's Crew Shirt,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f00nece0xmhwbcqw3q60",$4,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167520"">Fruit of the Loom Men's Crew Shirt</a> in several colors (Black pictured) for <strong>$3.50</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $4. It's available in select sizes from S to XL.",3,
free shipping,https://www.dealnews.com/D-Link-EXO-802.11-ac-Dual-Band-Wi-Fi-Router-for-68-free-shipping/2167496.html,ROUTERS,,2167496,2017-12-29T03:57:05-05:00,D-Link EXO 802.11ac Dual-Band WiFi Router,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lkmtrynrspgo16fj4hff",$68,"Privi via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167496"">D-Link AC1900 EXO 802.11ac Dual-Band Wireless Router</a> for <b>$67.98</b> with <b>free shipping</b>. That's $17 under our August mention and the lowest price we could find by $52 today. This router features speeds up to 1,300Mbps, four antennas, and four Gigabit Ethernet ports.",4,
free shipping,https://www.dealnews.com/Tactix-Modular-Storage-2-Drawer-Door-Cabinet-for-70-free-shipping/2167328.html,TOOL STORAGE & ORGANIZATION,2017-12-28T11:00:53-05:00,2167328,,Tactix Modular Storage 2-Drawer/Door Cabinet,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xmbgxlhrkelc96vjx1oz",$70,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167328"">Tactix Modular Storage 2-Drawer &amp; Door Cabinet</a> for <strong>$69.99</strong> with <strong>free shipping</strong>. That's $94 off and the lowest price we could find. It features steel construction and 44-lb. load capacity per drawer.",2,
free shipping w/ $35,https://www.dealnews.com/Disney-Tsum-Tsum-Plush-Toys-at-Walmart-from-4-free-shipping-w-35/2167514.html,TOYS & HOBBIES,,2167514,2017-12-28T17:06:42-05:00,Disney Tsum Tsum Plush Toys at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldmpdp6qwzfwcw6ljk5z",from $4,"Walmart discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086634,2167514"">Disney Tsum Tsum 12"" plush toys</a>, with deals starting from <strong>$3.99</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee, or bag free shipping on orders of $35 or more. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167514"">Disney-Pixar Dory Tsum Tsum 12"" Plush</a> for <strong>$3.99</strong> (pictured, low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086637,2167514"">Disney Tsum Tsum Guardians of the Galaxy Star Lord 12"" Plush</a> for <strong>$3.99</strong> ($9 off)
 </li>
</ul>",2,
free shipping w/ Prime,https://www.dealnews.com/Cambivo-Knee-Brace-2-Pack-for-8-free-shipping-w-Prime/2167487.html,HEALTH,,2167487,2017-12-28T17:01:52-05:00,Cambivo Knee Brace 2-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/erhejchft6xcnare2pyq",$8,"Cambivo via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167487"">Cambivo Knee Brace 2-Pack</a> in several colors (Black/Orange pictured) from $9.99. Coupon code ""DECDEAL1"" cuts it to <strong>$7.88</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under our mention from three weeks ago, $9 off list, and the lowest price we could find. They're made of anti-slip silicone. It's available in sizes from S to XL. Deal ends December 31.",3,
free shipping w/ $50,https://www.dealnews.com/REI-Garage-Just-Reduced-Items-50-off-or-more-free-shipping-w-50/2167460.html,CLOTHING & ACCESSORIES,,2167460,2017-12-29T03:33:47-05:00,REI Garage Just-Reduced Items,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gqk4v5kzweithfbnrxju",50% off or more,"REI Garage takes <strong>at least 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167460"">select items</a>. (Prices are as marked.) Shipping adds <b>$5.99</b>, or get free shipping with orders of $50 or more. (In-store pickup may also be available.) Discounted items include apparel, shoes, camping and outdoor items, sunglasses, and backpacks.",5,
free shipping w/ $50,https://www.dealnews.com/Forever-21-End-of-Season-Sale-Extra-30-off-free-shipping-w-50/2167493.html,CLOTHING & ACCESSORIES,,2167493,2017-12-28T16:58:59-05:00,Forever 21 End of Season Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tek3i12xnz4uwi99aq28",Extra 30% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167493"">Forever 21</a> takes an <strong>extra 30% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086580,2167493"">sale items</a>, already marked <strong>up to 50% off</strong>, via coupon code ""EXTRA30"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086583,2167493"">End of Season Sale</a>. Shipping adds <strong>$4.95</strong>, but orders of $50 or more bag free shipping. Some exclusions may apply. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1958/Forever-21/"">Forever 21 Coupons</a>.</p>",3,
free shipping,https://www.dealnews.com/Backyard-Discovery-Beach-Cedar-Swing-Set-for-449-free-shipping/2167433.html,TOYS & HOBBIES,,2167433,2017-12-28T16:56:31-05:00,Backyard Discovery Beach Cedar Swing Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k77w3avbwgt9iapmrkvd",$449,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167433"">Backyard Discovery Beach Front Wooden Cedar Swing Set</a> for <strong>$449</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $93. It features a 4-foot deck, picnic table with bench, canopy tarp, monkey bars, blue swings, acrobat bar, rock wall ladder, slide, toy box, steering wheel, and a telescope.",3,
,https://www.dealnews.com/Ketogenic-Diet-Kindle-eBook-for-free/2167472.html,EBOOKS,,2167472,2017-12-29T03:33:39-05:00,"""Ketogenic Diet"" Kindle eBook","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/utzmfs0o2lfzaejhkrcv",free,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167472"">Janet Williams' <i>Ketogenic Diet</i> Kindle eBook</a> for <strong>free</strong>. That's $3 off list and the lowest price we could find. Deal ends December 29.",5,
pickup at Walmart,https://www.dealnews.com/Knex-Lincoln-Logs-Mountaintop-Hideout-for-22-pickup-at-Walmart/2167442.html,TOYS & HOBBIES,2017-12-28T10:37:00-05:00,2167442,,K'nex Lincoln Logs Mountaintop Hideout,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbjdvwqub3lu8aje48b8",$22,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167442"">K'nex Lincoln Logs Mountaintop Hideout</a> for <b>$21.97</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $15. The set includes 138 pieces, one bear figure, one outlaw figure, and one cowboy figure.",2,
free shipping,https://www.dealnews.com/Hills-Science-Dog-Adult-3-oz.-Treat-Bag-for-2-free-shipping/2167298.html,PET FOOD,,2167298,2017-12-28T16:56:14-05:00,Hill's Science Dog Adult 3-oz. Treat Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/apeep8zmdqb1x4a8zhzp",$2,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167298"">Hill's Science Diet Dog Adult Training 3-oz. Treat Bag</a> in Chicken for <strong>$2.33</strong> with <strong>free shipping</strong> via the instructions below. That's the lowest price we could find by $6. It is made from real chicken. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167298"">Hill's Science Diet Dog Adult Training 3-oz. Treat Bag</a> for $3.32
 </li>
 <li>clip the 25% off coupon on the product page
 </li>
 <li>checkout via Subscribe &amp; Save for a final price of <strong>$2.32</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments.",2,
free shipping w/ Prime,https://www.dealnews.com/Hofam-Unisex-Graduated-Compression-Socks-for-5-free-shipping-w-Prime/2167466.html,SOCKS,,2167466,2017-12-28T16:55:28-05:00,Hofam Unisex Graduated Compression Socks,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pngiksb4xnnyimjxbdaz",$5,"Hofam via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167466"">Hofam Unisex Graduated Compression Socks</a> in Gray for <del>$10.99</del> $9.33. Coupon code ""X8FEEJK6"" cuts the price to <strong>$5.41</strong>. With <strong>free shipping</strong> for Prime members, that's $2 under our mention from two weeks ago, $16 off list, and the lowest price we could find. They're available in size L/XL only. Deal ends December 31.",3,
,https://www.dealnews.com/The-New-Vegetarian-Cooking-for-Everyone-eBook-for-2/2167331.html,EBOOKS,,2167331,2017-12-28T16:51:35-05:00,The New Vegetarian Cooking for Everyone eBook,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nj18vnqdz1ugzu0yygo8",$2,"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167331"">Deborah Madison's <i>The New Vegetarian Cooking for Everyone</i> eBook</a> for <strong>$1.99</strong>. That's the lowest price we could find by $24 for this classic vegetarian cookbook.",3,
free shipping,https://www.dealnews.com/Current-Elliott-Sale-Extra-40-off-free-shipping/2167400.html,CLOTHING & ACCESSORIES,2017-12-28T10:21:52-05:00,2167400,,Current/Elliott Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hith5wcqs5ev7mn3zjyl",Extra 40% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086520,2167400"">Current/Elliott</a> takes an <b>extra 40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167400"">sale styles</a> via coupon code ""EXTRA40"", rendering total discounts of <b>up to 70% off</b>. Plus, all orders net <b>free shipping</b>. That beats our September mention (which only offered 25% off) as the best discount we've seen on sale items from Current/Elliott, which specializes in men's and women's denim. Some exclusions may apply. Deal ends January 3.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s43735/Current-Elliott/"">Current/Elliott Coupons</a>.</p>",2,
free shipping,https://www.dealnews.com/Filson-Briefcase-Laptop-Bag-for-197-free-shipping/2167463.html,LAPTOP BAGS,,2167463,2017-12-28T16:50:38-05:00,Filson Briefcase Laptop Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/afvkfrlme4a4vk9xjueg",$197,"Filson offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167463"">Filson Briefcase Laptop Bag</a> in Black or Navy for <strong>$196.90</strong> with <strong>free shipping</strong>. That's $198 off list and the lowest price we could find. It fits laptops up to 15"", and features four stow pockets, five utility pockets, and a 46"" strap.",3,
free shipping w/ Prime,https://www.dealnews.com/Soufull-Professional-Knife-Sharpener-for-10-free-shipping-w-Prime/2167454.html,KITCHEN,,2167454,2017-12-28T16:50:04-05:00,Soufull Professional Knife Sharpener,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzldftgl3ahe8j08cw17",$10,"Yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167454"">Soufull Professional Knife Sharpener</a> for $15.88. Coupon code ""knsh1037"" cuts it to <strong>$10.37</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we've seen. (It's the best deal now by $8.) It features a 2-stage sharpener (coarse and fine) and non-slip base. Deal ends January 31.",3,
,https://www.dealnews.com/Classic-Kindle-eBooks-at-Amazon-for-free/2167340.html,EBOOKS,,2167340,2017-12-29T03:33:30-05:00,Classic Kindle eBooks at Amazon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lkeidjoox0l4jpwa6sxz",free,"Amazon offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167340"">Classic Kindle eBooks</a> for <strong>free</strong>. Save on titles like Charles Dickens' <i>Great Expectations</i>, Jack London's <i>Call of the Wild</i>, Sun Tzu's <i>The Art of War</i>, Bram Stoker's <i>Dracula</i>, Herman Melville's <i>Moby Dick</i>, and more.",5,
free shipping w/ Prime,https://www.dealnews.com/Prooral-Unisex-Ushanka-Hat-w-Windproof-Mask-for-9-free-shipping-w-Prime/2167436.html,ACCESSORIES,,2167436,2017-12-29T03:56:55-05:00,Prooral Unisex Ushanka Hat w/ Windproof Mask,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jwhipnaiieddrzd1yn3p",$9,"Viekoo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167436"">Prooral Unisex Ushanka Hat with Windproof Mask</a> in Black for $16.89. Coupon code ""RVD7TT8X"" drops it to <strong>$8.78</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $4 under last week's mention of another color and the lowest price we've seen. (It's the best deal for such a hat today by $2, excluding the below mention.) Features include a removable windproof mask, ear flaps that can be buckled up or down, and faux fur lining. It's available in one size fits most. Deal ends January 31, 2018.<br>
<br>
Don't mind waiting for your deal? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086436,2167436"">Junfeng6688 via eBay</a> offers a similar hat in several colors for <del>$2.05 plus $2.99</del> $1.95 plus $4.69 for shipping. (This item ships from China and requires three to five weeks for delivery.)",4,
free shipping w/ Prime,https://www.dealnews.com/Weme-4-Port-USB-Data-Hub-for-3-free-shipping-w-Prime/2167445.html,USB HUBS,,2167445,2017-12-28T16:49:14-05:00,Weme 4-Port USB Data Hub,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w38emptyabh3njm5nzmd",$3,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167445"">Weme 4-Port USB 2.0 Data Hub</a> in White for $5.99. Coupon code ""29BD5M4J"" drops it to <b>$2.99</b>. With <strong>free shipping</strong> for Prime members, that's tied with our May mention as the lowest price we've seen. (It's also $4 below the best price we could find for a similar hub elsewhere.) It features data transfer rates up to 480Mb/s, a built-in surge protector, and 31"" cable. Deal ends January 15.",3,
free shipping,https://www.dealnews.com/Suaoki-20-000-m-Ah-Power-Bank-Power-Inverter-for-140-free-shipping/2167451.html,POWER CONVERTERS & INVERTERS,,2167451,2017-12-28T16:48:29-05:00,"Suaoki 20,000mAh Power Bank / Power Inverter","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l7bnx1rjaxh5gtznna1j",$140,"Suaoki via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167451"">Suaoki 20,000mAh Portable Battery Pack / Power Inverter</a> for $199.86. Coupon code ""56U2RZ5A"" cuts it to <strong>$139.90</strong>. With <strong>free shipping</strong>, that's $20 below our mention from three weeks ago, $60 off, and the lowest price we've seen. It features two AC outlets, two DC outlets, and two USB ports. Deal ends January 10.<br>
<br>
Note: While the seller calls it a generator, it's really just a large power bank / power inverter that can be charged via a wall or car power adapter (both included) or solar charger (not included).",3,
free shipping,https://www.dealnews.com/Columbia-Womens-Arctic-Air-Fleece-Pants-for-17-free-shipping/2167313.html,PANTS,,2167313,2017-12-28T16:46:46-05:00,Columbia Women's Arctic Air Fleece Pants,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rle4u88rr5xolj0lvoj4",$17,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167313"">Columbia Women's Arctic Air Fleece Pants</a> in Black or Grey for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $23. It's available in select sizes from XS to L.",3,
,https://www.dealnews.com/Finish-Line-End-of-Season-Sale-Up-to-50-off/2167448.html,SHOES,,2167448,2017-12-29T03:53:52-05:00,Finish Line End of Season Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo8grdb5xraf2zcfkc5e",Up to 50% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167448"">Finish Line</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086469,2167448"">men's, women's, and kids' apparel and shoes</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086472,2167448"">End of Season Sale</a> . Plus, coupon code ""HOLIDAYS10"" cuts an <strong>extra $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086475,2167448"">$100 or more</a>. Shipping adds <strong>$7</strong>, but select items may qualify for free shipping. Some exclusions may apply. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s682/Finish-Line/"">Finish Line Coupons</a>.</p>",4,
free shipping w/ Prime,https://www.dealnews.com/Whitmor-Closet-Organizer-for-16-free-shipping-w-Prime/2167271.html,HOME & GARDEN,,2167271,2017-12-28T16:46:17-05:00,Whitmor Closet Organizer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rynvknl5bwrjbuh1fjl3",$16,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167271"">Whitmor Closet Organizer</a> in Gray for <strong>$15.81</strong> with <strong>free shipping</strong>. That's the best price we've seen and a low today by $6. It features an epoxy coated metal frame, two collapsible fabric storage drawers, and three breathable fabric shelves.",3,
