title,editors_choice,url,picture_url,hotness,price,shipping,time_published,uuid,description,category,time_modified
GE Sol C WiFi Smart Light Fixture,,https://www.dealnews.com/GE-Sol-C-Wi-Fi-Smart-Light-Fixture-for-88-free-shipping/2172407.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qwd9fozwnlipzrlh29br",3,$88,free shipping,,2172407,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172407"">GE Sol C WiFi Smart Light Fixture</a> for <strong>$88.08</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $88. It features Alexa voice control, and allows you to use your voice to control lighting features, set timers, check the weather, tell time, and play music from your music library",LIGHTING & LAMPS,2018-01-05T21:29:39-05:00
Smartwool Merino 250 Reversible Headband,,https://www.dealnews.com/Smartwool-Merino-250-Reversible-Headband-for-15-pickup-at-REI/2172416.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r2rz7xjipcq0oovpyax1",2,$15,pickup at REI,2018-01-05T07:17:53-05:00,2172416,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172416"">Smartwool Merino 250 Pattern Reversible Headband</a> in several colors (Dogwood White/Black pictured) for <strong>$14.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $3. It's available in one size, which fits most.",ACCESSORIES,
Guess End of Season Sale,,https://www.dealnews.com/Guess-End-of-Season-Sale-50-to-60-off-15-off-free-shipping-w-99/2172410.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ksboim4t28o0df4ekymd",3,50% to 60% off + 15% off,free shipping w/ $99,,2172410,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172410"">Guess</a> takes <strong>50% to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097455,2172410"">sale styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097458,2172410"">End of Season Sale</a>. (Prices are as marked.) Even better, cut an <strong>extra 15% off</strong> via coupon code ""AFF15GUS"". Shipping adds <strong>$7.95</strong>, or bag free shipping with orders of $99 or more. Some exclusions may apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s295/Guess/"">Guess Coupons</a>.</p>",CLOTHING & ACCESSORIES,2018-01-05T21:27:06-05:00
M-D Building Door Jamb Weatherproof Set,,https://www.dealnews.com/M-D-Building-Door-Jamb-Weatherproof-Set-for-10-pickup-at-Home-Depot/2172404.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/slyehpghran4jn6fpvcg",5,$10,pickup at Home Depot,,2172404,"Home Depot again offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172404"">M-D Building Products Top and Side Door Jamb Weatherproof Set</a> in Gold for <strong>$10.16</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's tied with our June mention and the lowest price we could find by $6. The kit includes two 7-foot strips and one 3-foot strip.",HOME IMPROVEMENT,2018-01-05T14:30:01-05:00
Home Decorators Alphabet 14-Drawer Dresser,,https://www.dealnews.com/Home-Decorators-Alphabet-14-Drawer-Dresser-for-449-free-shipping/2172389.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7mm6syggx3ftfyndzhm",2,$449,free shipping,,2172389,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172389"">Home Decorators Collection Alphabet 14-Drawer Dresser</a> for <strong>$449.40</strong> with <strong>free shipping</strong>. That's $300 off and the best price we could find.",HOME FURNITURE,2018-01-05T12:25:02-05:00
Your Complete Guide to Buying Workout Clothes,,https://www.dealnews.com/features/Your-Complete-Guide-to-Buying-Workout-Clothes/2151374.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uermdoltlkfyhan1gw1b",,,,2018-01-05T07:00:01-05:00,2170244,"If you're looking to get fit this year, dressing for the part may actually help. And even if you haven't gone to the gym in years, don't worry. Here's a comprehensive <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Your-Complete-Guide-to-Buying-Workout-Clothes/2151374.html"">guide to buying workout clothes</a>.",CONSUMER NEWS,
REI Co-Op Kids' Tech-Compatible Gloves,,https://www.dealnews.com/REI-Co-Op-Kids-Tech-Compatible-Gloves-for-7-pickup-at-REI/2172401.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwxymkou0z9g1271mk0i",2,$7,pickup at REI,2018-01-05T06:59:24-05:00,2172401,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172401"">REI Co-Op Kids' All-Season Tech-Compatible Gloves</a> in Black/Vivid Viola for $9.73. Add them to your cart to drop the price to <strong>$7.29</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $3 under our mention from August, $16 off, and the lowest price we could find. They're available in sizes from XS to XL.",KIDS' CLOTHES,
Mega Thermo Men's Thermal Socks 6-Pack,,https://www.dealnews.com/Mega-Thermo-Mens-Thermal-Socks-6-Pack-for-12-free-shipping/2172392.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdzqpwelmxj0gaq3zjq1",4,$12,free shipping,,2172392,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172392"">Mega Thermo Men's Thermal Socks 6-Pack</a> in assorted styles for <strong>$11.99</strong> with <strong>free shipping</strong>. That's $22 under the lowest price we could find for this quantity of similar socks sold elsewhere. They ship in random colors and fit shoe sizes 5 to 11.",SOCKS,2018-01-05T16:12:12-05:00
Clearance Sweaters at Nordstrom Rack,,https://www.dealnews.com/Clearance-Sweaters-at-Nordstrom-Rack-Up-to-77-off-free-shipping-w-100/2172398.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hwz7m2ghllibzkceid5c",4,Up to 77% off,free shipping w/ $100,,2172398,"Nordstrom Rack takes <strong>up to 77% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172398"">men's, women's, and kids' clearance sweaters</a>, with deals starting from <strong>$19.97</strong>. Shipping adds <strong>$7.95</strong>, but orders of $100 or more bag free shipping.",SWEATERS,2018-01-05T16:11:39-05:00
Sunday Afternoons Women's Twilight Canyon Hat,,https://www.dealnews.com/Sunday-Afternoons-Womens-Twilight-Canyon-Hat-for-23-pickup-at-REI/2172386.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/umqdbgyux9puugmk7kjv",2,$23,pickup at REI,2018-01-05T06:40:17-05:00,2172386,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172386"">Sunday Afternoons Women's Twilight Canyon Hat</a> in Tumbleweed or Bone for <strong>$22.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $7. It's adjustable.",ACCESSORIES,
Noza Tec LED Desk Lamp,,https://www.dealnews.com/Noza-Tec-LED-Desk-Lamp-for-9-free-shipping/2172380.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/equ49m4yh1tsodjhnvct",2,$9,free shipping,2018-01-05T06:37:42-05:00,2172380,"Bai Grand International Ltd. via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172380"">Noza Tec LED Desk Lamp</a> in White for <strong>$8.99</strong> with <strong>free shipping</strong>. That's $7 off and the lowest price we could find. It features three modes, a clip-on base, and USB port.",LIGHTING & LAMPS,
Teva Men's Alp Sandals,,https://www.dealnews.com/Teva-Mens-Alp-Sandals-for-30-pickup-at-REI/2172374.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gstthzvanxidp7kmfu8y",3,$30,pickup at REI,,2172374,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172374"">Teva Men's Alp Sandals</a> in Deep Teal or Mustard for <strong>$29.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $30. They're available in select sizes from 8 to 14.",SHOES,2018-01-05T21:26:27-05:00
Home Decorators Walker Chestnut Storage Bench,,https://www.dealnews.com/Home-Decorators-Walker-Chestnut-Storage-Bench-for-209-free-shipping/2172365.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qyqjn34epprj6wzjzlli",4,$209,free shipping,,2172365,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172365"">Home Decorators Collection Walker Chestnut Storage Bench</a> for <strong>$209.30</strong> with <strong>free shipping</strong>. That's $90 off and the best price we could find. It features a removable cushion and two doors. Deal ends January 7.",HOME FURNITURE,2018-01-05T16:11:02-05:00
Cap Strength Roman Chair,,https://www.dealnews.com/Cap-Strength-Roman-Chair-for-63-pickup-at-Walmart/2172371.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qqxw7wqs1xeyppun9lem",2,$63,pickup at Walmart,,2172371,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172371"">Cap Strength Roman Chair</a> for $64.35. Opt for in-store <strong>pickup</strong> to drop it to <b>$63.06</b>. That's tied with last week's mention and the lowest price we could find today by $98. It features steel construction and supports up to 300 lbs.",EXERCISE EQUIPMENT,2018-01-05T12:25:26-05:00
Home Decorators Hampton Storage Cabinet,,https://www.dealnews.com/Home-Decorators-Hampton-Storage-Cabinet-for-107-free-shipping/2172356.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cp94kzwfhpwrl0bptxgh",4,$107,free shipping,,2172356,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172356"">Home Decorators Collection Hampton Harbor Solid Storage Cabinet</a> in Hazel Brown for <strong>$107.40</strong> with <strong>free shipping</strong>. That's $72 off and the best price we could find. It features an upper drawer and two door storage drawers.",HOME FURNITURE,2018-01-05T16:10:50-05:00
NewAge Products Bold 3.0 6-Piece Cabinet Set,,https://www.dealnews.com/New-Age-Products-Bold-3.0-6-Piece-Cabinet-Set-from-720-free-shipping/2172359.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ku6dhdjugbush2xy9rhy",2,from $720,free shipping,,2172359,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172359"">NewAge Products Bold 3.0 6-Piece Garage Cabinet Set</a> in Gray or Red for <b>$719.99</b> with <b>free shipping</b>. (Non-members pay an additional $72, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097449,2172359"">1-Year Membership</a> for $45.) That's tied with last week's mention and the lowest price we could find by $80. It features a 24-gauge welded steel frame and locking doors.",TOOL STORAGE & ORGANIZATION,2018-01-05T11:11:49-05:00
Ironton 100-Piece Screwdriver Set,,https://www.dealnews.com/Ironton-100-Piece-Screwdriver-Set-for-20-Northern-Tool-pickup/2172368.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nyigwahke713e58362qx",3,$20,Northern Tool pickup,,2172368,"Northern Tool offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172368"">Ironton 100-Piece Screwdriver Set</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $9.49 shipping charge. That's tied with our October mention and $13 under the lowest price we could find for a similar set. It includes a ratcheting bit driver, 37 assorted screwdrivers, 50 assorted 1"" power bits, 12 nut driver bits, and carrying bag.",HAND TOOLS,2018-01-05T21:25:03-05:00
J.Crew Final Sale,,https://www.dealnews.com/J.Crew-Final-Sale-Extra-50-off-free-shipping-w-150/2172353.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",4,Extra 50% off,free shipping w/ $150,,2172353,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172353"">J.Crew</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097440,2172353"">final sale items</a> via coupon code ""SALEONSALE"", for discounts <strong>up to 75% off</strong>. Plus, the same code also cuts <b>40% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097446,2172353"">cozy styles</a>. (Eligible items are marked.) Shipping adds <strong>$5</strong>, but orders of $150 or more bag free shipping. Some exclusions apply. Deal ends January 10.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>",CLOTHING & ACCESSORIES,2018-01-05T16:10:37-05:00
Mossy Oak Men's Boxer Briefs 6-Pack,,https://www.dealnews.com/Mossy-Oak-Mens-Boxer-Briefs-6-Pack-for-20-free-shipping/2172362.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ambbqmwjizfuwiw259rl",3,$20,free shipping,,2172362,"That Daily Deal continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172362"">Mossy Oak Men's Boxer Briefs 6-Pack</a> in assorted colors for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $3.33 per pair, tied with last week's mention, and the lowest price we could find for this quantity by $13. They're available in sizes M to XL. Deal ends January 6.",UNDERWEAR,2018-01-05T21:24:08-05:00
Electric Fireplaces at Home Depot,,https://www.dealnews.com/Electric-Fireplaces-at-Home-Depot-Up-to-25-off-free-shipping/2172350.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbclojw1ffl1u5bflcma",3,Up to 25% off,free shipping,,2172350,"As one of its daily deals, Home Depot takes <b>up to 25% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097437,2172350"">electric fireplaces</a>. Plus, all orders receive <b>free shipping</b>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172350"">Home Decorators Collection Trinidad 42"" Wall Mounted Fireplace</a> for <strong>$145.27</strong> (pictured, $54 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097434,2172350"">Home Decorators Collection Charles Mill 46"" TV Stand Electric Fireplace</a> for <strong>$218.99</strong> ($81 off)
 </li>
</ul>",HEATERS,2018-01-05T21:22:01-05:00
Bedsure Premium Waterproof Mattress Protector,,https://www.dealnews.com/Bedsure-Premium-Waterproof-Mattress-Protector-from-16-free-shipping-w-Prime/2172344.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/upfycvyxn2beid0jlexc",2,from $16,free shipping w/ Prime,2018-01-05T05:46:47-05:00,2172344,"Bedshe via Amazon offers the Bedsure Premium Hypoallergenic Waterproof Fitted Mattress Protector in several sizes, with prices starting at $19.99. Coupon code ""8DNXA8DI"" cuts the starting price to <b>$15.99</b>, as listed below. Plus, Prime members bag <strong>free shipping</strong>. This noiseless mattress protector is vinyl-free and fits mattresses up to 16"" deep. Deal ends January 9. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172344"">Twin</a> for <strong>$15.99</strong> (pictured, $4 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097419,2172344"">Full</a> for <strong>$19.99</strong> ($5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097422,2172344"">Queen</a> for <strong>$21.59</strong> ($5 off)
 </li>
</ul>",BEDDING,
Nike Little Girls' Tanjun Sneakers,,https://www.dealnews.com/Nike-Little-Girls-Tanjun-Sneakers-for-22-free-s-h-w-beauty-item/2172335.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jn0ftrzozssppzrmhml8",3,$22,free s&h w/beauty item,,2172335,"Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172335"">Nike Little Girls' Tanjun Sneakers</a> in White for <b>$22.48</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097416,2172335"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $23 today. They're available in select sizes from 12 to 2.",KIDS' SHOES,2018-01-05T21:20:02-05:00
Pioneer 3-Channel Soundbar System,,https://www.dealnews.com/Pioneer-3-Channel-Soundbar-System-for-400-5-s-h/2172341.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iflo1j2lyhm6qcltukim",2,$400,$5 shipping,,2172341,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172341"">Pioneer 3.1.2-Channel Surround Elite Atmos Soundbar System</a> for <strong>$399.99</strong> plus <strong>$5</strong> for shipping. That's $99 under our September mention and the lowest price we could find by $95. This wall-mountable soundbar features a 3.1.2-channel configuration, up to 300 watts of total power, Bluetooth audio streaming, external wireless subwoofer, USB, RCA, and four HDMI ports. Deal ends today.",HOME THEATER SYSTEMS,2018-01-05T09:56:31-05:00
Orig3n Health & Beauty DNA Tests at Amazon,,https://www.dealnews.com/Orig3-n-Health-Beauty-DNA-Tests-at-Amazon-50-off-free-shipping-w-Prime/2172347.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/beyt6jfzvs4wyotdjwrx",4,50% off,free shipping w/ Prime,,2172347,"As one of its daily deals, Amazon takes <strong>50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097425,2172347"">Orig3n Health &amp; Beauty DNA tests</a>. Plus, Prime members bag <strong>free shipping</strong> on all orders. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097428,2172347"">Orig3n Caffeine Tolerance Genetic Home Mini DNA Test Kit</a> for <strong>$14.50</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172347"">Orig3n Hunger &amp; Weight Genetic Home Mini DNA Test Kit</a> for <strong>$24.50</strong> (pictured, low by $25)
 </li>
</ul>",HEALTH,2018-01-05T14:57:12-05:00
Nyne Adventure Portable Bluetooth Speaker,,https://www.dealnews.com/Nyne-Adventure-Portable-Bluetooth-Speaker-for-56-free-shipping/2172329.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hnzcfofifhklhoto5ias",2,$56,free shipping,2018-01-05T05:15:44-05:00,2172329,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172329"">Nyne Adventure Portable Bluetooth Speaker</a> for <strong>$55.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $44. It features NFC pairing, a 100-foot wireless range, and up to 12 hours of playtime per charge. Deal ends today.",PORTABLE SPEAKERS,
Martha Stewart Living Ingrid File Cabinet,,https://www.dealnews.com/Martha-Stewart-Living-Ingrid-File-Cabinet-for-259-pickup-at-Home-Depot/2172323.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e8jwjvdtxktxhl3oalgy",3,$259,pickup at Home Depot,,2172323,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172323"">Martha Stewart Living Ingrid File Cabinet</a> in Rubbed Gray for <strong>$258.60</strong>. Opt for in-store <strong>pickup</strong> to dodge the $55 shipping fee. That's $172 off and the lowest price we could find. Deal ends January 7.",HOME FURNITURE,2018-01-05T21:10:07-05:00
"Sharp 50"" 4K LED LCD Roku Smart TV",True,https://www.dealnews.com/Sharp-50-4-K-LED-LCD-Roku-Smart-TV-for-350-free-shipping/2172326.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z1n5oejcjoooghp9yvoc",3,$350,free shipping,,2172326,"As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172326"">Sharp 49.5"" 4K LED-Backlit LCD Ultra HD Smart Television</a>, model no. LC-50LBU591U, for <strong>$349.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago, $150 off list, and the lowest price we've seen. It features a 3840x2160 (4K) native resolution, WiFi, Roku content streaming (Netflix, Youtube, Pandora, and more), USB, and three HDMI inputs. It also includes a 30-day Sling TV Live Streaming Service subscription. Deal ends today.",TVS,2018-01-05T21:08:41-05:00
Home Decorators Collection Hamilton Bench,,https://www.dealnews.com/Home-Decorators-Collection-Hamilton-Bench-for-175-free-shipping/2172317.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhvr3dnen647iudtsqxg",3,$175,free shipping,,2172317,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172317"">Home Decorators Collection Hamilton Bench</a> in Worn Black for <strong>$174.50</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $61. Each cabinet features an adjustable shelf. Deal ends January 7.",HOME FURNITURE,2018-01-05T21:04:29-05:00
Bosch Insight Wiper Blades at Amazon,,https://www.dealnews.com/Bosch-Insight-Wiper-Blades-at-Amazon-20-off-from-9-free-shipping-w-Prime/2172320.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zq0krujos8ihla1sxccm",4,"20% off, from $9",free shipping w/ Prime,,2172320,"Amazon cuts <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172320"">Bosch Insight Wiper Blades</a>, with prices starting from <s>$9.51</s> <strong>$9.19</strong>. (Prices are as marked.) Plus, Prime members bag <strong>free shipping</strong>. Each features an internal tension spring and integrated spoiler.",AUTOMOTIVE,2018-01-05T16:10:24-05:00
Tec.Bean Ionic Hair Straightener Brush,,https://www.dealnews.com/Tec.Bean-Ionic-Hair-Straightener-Brush-for-20-free-shipping/2172311.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a3kt5jsvvn8htj41wten",1,$20,free shipping,,2172311,"Nova Tech via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172311"">Tec.Bean Ionic Hair Straightener Brush</a> for $35.99. Coupon code ""451NBDD8"" cuts it to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's tied with our November mention and the lowest price we could find by $25. It features five heat settings and auto-shut off. Deal ends February 28.",HAIR CARE,2018-01-05T17:05:01-05:00
Insignia Switch Game Storage Case,,https://www.dealnews.com/Insignia-Switch-Game-Storage-Case-for-3-pickup-at-Best-Buy/2172308.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uonv4lsdhp0kvi3kzvyg",2,$3,pickup at Best Buy,,2172308,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172308"">Insignia Switch Game Storage Case</a> for <strong>$2.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $3.99 shipping charge. That's $7 off and the best price we could find. It features storage for up to 16 game cards.",ACCESSORIES,2018-01-05T12:16:11-05:00
Serta Luxury Hybrid Super Pillowtop Mattress,,https://www.dealnews.com/Serta-Luxury-Hybrid-Super-Pillowtop-Mattress-from-459..-or-less-free-shipping/2172314.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krppejsiqdiporlite2q",4,from $459.. or less,free shipping,,2172314,"Sam's Club continues to offer the Serta Perfect Sleeper Luxury Hybrid Glenmoor Super Pillowtop Mattress in several sizes from <strong>$459</strong> with <strong>free shipping</strong>, as listed below. (Non-members pay an additional 10% off, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097404,2172314"">1-year membership</a> for $45.) Deal ends January 28. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097407,2172314"">Twin</a> for <strong>$459</strong> (low by $340)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172314"">Queen</a> for <strong>$469</strong> (pictured, low by $505)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097410,2172314"">Full</a> for <strong>$569</strong> (low by $380)
 </li>
</ul>
Don't mind picking it up? With stock varying by ZIP code, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097413,2172314"">Queen</a> is also available for <strong>$369</strong> with in-store <strong>pickup</strong>.",MATTRESSES,2018-01-05T14:56:36-05:00
