shipping,editors_choice,category,hotness,uuid,time_published,title,picture_url,description,time_modified,url,price
pickup at Walmart,,CAMPING & OUTDOORS,1,2170082,2018-01-02T08:52:45-05:00,Ozark Trail Mummy 30-Degree Sleeping Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zso77qzpoqyuvo651eao","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170082"">Ozark Trail Mummy Eulin Fiber 30-Degree Sleeping Bag</a> in Grey/Purple for <strong>$28.58</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $16 off list and the lowest price we could find.",,https://www.dealnews.com/Ozark-Trail-Mummy-30-Degree-Sleeping-Bag-for-29-pickup-at-Walmart/2170082.html,$29
free shipping,True,APPLE IPHONES,3,2170100,,Refurb Unlocked iPhone 7 Plus 32GB Smartphone,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g0kyx2o6u5fwrfopv0ck","MyWitOutlet via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170100"">Unlocked Apple iPhone 7 Plus 32GB Smartphone</a> in several colors (Black pictured) for <strong>$509.99</strong> with <strong>free shipping</strong>. That's $10 under a Black Friday week deal and the lowest price we've seen for an unlocked iPhone 7 Plus. (It's also $159 under the best we could find for a new one.)<br>
<br>
Note: No warranty information is provided. Also, this device may have visible cosmetic flaws but is otherwise fully functional.",2018-01-02T15:00:12-05:00,https://www.dealnews.com/Refurb-Unlocked-iPhone-7-Plus-32-GB-Smartphone-for-510-free-shipping/2170100.html,$510
free shipping w/ Prime,,BABIES & KIDS ITEMS,3,2170085,,Scheppend Baby Stroller Blanket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c4nxwloxknjvhejcaidb","Scheppend via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170085"">Scheppend Baby Stroller Blanket</a> in Black for $22.59. Coupon code ""GYLPDMPT"" cuts it to <strong>$13.55</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $13. It is 100% cotton and measures 38.6"" in length. Deal ends February 27.",2018-01-02T15:50:22-05:00,https://www.dealnews.com/Scheppend-Baby-Stroller-Blanket-for-14-free-shipping-w-Prime/2170085.html,$14
free shipping,,HEALTH,2,2170094,2018-01-02T08:41:30-05:00,"PharMeDoc 18"" Muscle Roller Massage Stick","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lxfvnbkeqdr4l3rbwdud","Doctors Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170094"">PharMeDoc 18"" Muscle Roller Massage Stick</a> for <strong>$9.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. Recommended for use before or after workouts, this massage stick features nine segmented spindles and ergonomic handles.",,https://www.dealnews.com/Phar-Me-Doc-18-Muscle-Roller-Massage-Stick-for-10-free-shipping/2170094.html,$10
free shipping,,EXERCISE EQUIPMENT,2,2170091,,Stamina InTone Oval Jogger,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ijr2swl2ygikjyyjvkw7","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170091"">Stamina InTone Oval Jogger</a> for <strong>$71.94</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091923,2170091"">Amazon</a> charges the same price, as does <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091926,2170091"">Home Depot</a> via in-store pickup.) That's the lowest price we could find by $2, although most stores charge $100 or more. It features a multifunctional fitness monitor, adjustable handle bar, and 250-lb. capacity.",2018-01-02T15:48:54-05:00,https://www.dealnews.com/Stamina-In-Tone-Oval-Jogger-for-72-free-shipping/2170091.html,$72
,,HOME FURNITURE,3,2170079,,IKEA Lack TV Unit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iwcg8cfx7s8q590yrnva","IKEA retail locations offer its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170079"">IKEA Lack TV Unit</a> for <strong>$39</strong>. (This offer is available online; however, shipping starts at $119.) That's $11 off and the lowest price we could find. It can hold a TV up to 50"" and measures approximately 59"" x 22"" x 14"". Deal ends January 10.",2018-01-02T15:48:20-05:00,https://www.dealnews.com/IKEA-Lack-TV-Unit-for-39-at-IKEA-stores/2170079.html,$39 at IKEA stores
pickup at Walmart,,ACTIVEWEAR,3,2170088,,Fruit of the Loom Women's Sports Bra 3-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtrlsb75iyxqht8bkyam","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170088"">Fruit of the Loom Women's Tank Style Sports Bra 3-Pack</a> in Stripe/Black/Red Hot or Pin Dot/Popsicle Pink/White for <strong>$6</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. They come in select sizes from <del>34</del> 42 to 50.",2018-01-02T15:48:03-05:00,https://www.dealnews.com/Fruit-of-the-Loom-Womens-Sports-Bra-3-Pack-for-6-pickup-at-Walmart/2170088.html,$6
free shipping w/ Prime,,TOOLS & HARDWARE,3,2170076,,Tacklife Classic Digital Multimeter,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj97topbcnhsyij0jtz6","Tacklife Direct via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170076"">Tacklife Classic Digital Multimeter</a> for $12.97. Coupon code ""54GCYL5X"" cuts the price to <strong>$7.78</strong>. With <strong>free shipping</strong>, that's a buck under our Cyber Monday mention and the lowest price we've seen. (It's also the best deal now by $8.) It features a non-contact voltage test function, overload protection, continuity test, auto-ranging, auto power off, low battery indication, and a backlit LCD display. Deal ends January 5.",2018-01-02T15:45:57-05:00,https://www.dealnews.com/Tacklife-Classic-Digital-Multimeter-for-8-free-shipping-w-Prime/2170076.html,$8
free shipping w/ $75,,AFTER CHRISTMAS SALES,4,2170070,,Kohl's Clearance Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrc46oeewrqacjawrmf0","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091911,2170070"">Kohl's</a> cuts <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091914,2170070"">clearance items</a>. Plus, get an <strong>extra 15% off</strong> with no-minimum purchase or an <strong>extra 20% off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091917,2170070"">$100 or more</a> via coupon code ""SAVEMORE20"". Shipping adds <strong>$8.95</strong>, but orders of $75 or more qualify for free shipping. (In-store pickup may also be available.) Some exclusions apply. Deal ends January 3. A couple of best bets, both with prices after the above coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170070"">Tek Gear Men's Slasher Shorts</a> for <strong>$8.50</strong> (pictured, $17 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091920,2170070"">Sonoma Goods for Life Men's Coolmax Classic-Fit Crewneck Sweater</a> for <strong>$17</strong> ($33 off)
 </li>
</ul>",2018-01-03T03:43:07-05:00,https://www.dealnews.com/Kohls-Clearance-Sale-Up-to-70-off-15-off-free-shipping-w-75/2170070.html,Up to 70% off + 15% off
pickup at Walmart,,DECOR,2,2170061,2018-01-02T08:03:05-05:00,7-Piece Frame Clock & Room Decor Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eg8mds981omvzfp0cggx","Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170061"">7-Piece Frame Clock &amp; Room Decor Set</a> in Fuchsia for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $11. It includes two 4"" x 6"" frames, two 5"" x 7"" frames, a 4-opening 4"" x 6"" collage frame, a clock, and a dry erase board.",,https://www.dealnews.com/7-Piece-Frame-Clock-Room-Decor-Set-for-10-pickup-at-Walmart/2170061.html,$10
,,CONSUMER NEWS,,2165885,2018-01-02T08:00:01-05:00,8 Things That Will Be MORE Expensive in 2018,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/etqgzscgngymujfkg2hl","In 2018 you'll likely see price increases that will hurt your pocketbook. Fortunately, the first step to avoiding high prices is to be aware of them. So let's run down the list of <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Items-That-Will-Be-More-Expensive-in-2018/"">products and services you can expect to be more expensive</a> this year.",,https://www.dealnews.com/features/Items-That-Will-Be-More-Expensive-in-2018/,
free shipping,,CLOTHING & ACCESSORIES,3,2170064,,Superdry Winter Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vlrxuvdohnb8la0wogsq","Superdry takes <b>up to 50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091908,2170064"">men's and women's apparel and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091902,2170064"">Winter Sale</a>. (Prices are as marked.) Plus, all orders bag <b>free express shipping</b>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091905,2170064"">Superdry Women's Bardot Bodycon Dress</a> for <strong>$22.25</strong> ($22 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170064"">Superdry Men's Gym Tech Double Zip Hoodie</a> for <strong>$59.15</strong> (pictured, $25 off)
 </li>
</ul>",2018-01-02T12:55:14-05:00,https://www.dealnews.com/Superdry-Winter-Sale-Up-to-50-off-free-shipping/2170064.html,Up to 50% off
free shipping w/ Prime,,HEADPHONES,2,2170043,,Rymemo Sweatproof Bluetooth In-Ear Earphones,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qbpb6d42zljau4tefwzf","Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170043"">Rymemo Sweatproof Bluetooth In-Ear Earphones</a> in Black for $17.88. Coupon code ""PM746QPU"" cuts the price to <strong>$8.76</strong>. With <strong>free shipping</strong> for Prime members, that's tied with our mention from two weeks ago, $9 off list, and the lowest price we could find. They feature earhooks and up to 6 hours of battery life. Deal ends January 4.",2018-01-02T12:54:27-05:00,https://www.dealnews.com/Rymemo-Sweatproof-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2170043.html,$9
free shipping,,SHAVING & GROOMING,3,2170046,,Schick Hydro 5 Disposable Razor Blade 5-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abs6xmdroexjf2gtby0k","Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170046"">Schick Hydro 5 Disposable Razor Blade 5-Pack</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this quantity by $6. They purport to hydrate skin while shaving.",2018-01-02T12:53:21-05:00,https://www.dealnews.com/Schick-Hydro-5-Disposable-Razor-Blade-5-Pack-for-10-free-shipping/2170046.html,$10
free shipping,,SHOES,3,2170058,,Alpine Swiss Men's Flip Flops,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/meviryrwtcelunmgfmgw","Art of Deals via eBay continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170058"">Alpine Swiss Men's Flip Flops</a> in several colors for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $16. They're available in sizes from 7 to 13.",2018-01-02T13:35:19-05:00,https://www.dealnews.com/Alpine-Swiss-Mens-Flip-Flops-for-8-free-shipping/2170058.html,$8
free shipping w/ Prime,,GARDEN TOOLS,3,2170055,,Dr.meter Soil Moisture / Light / PH Meter,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gecbiitivi5dgbovt1jl","Thousandshores Inc. via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170055"">Dr.meter Soil Moisture / Light / PH Meter</a> for $12.99. Coupon code ""EOP9R5AH"" cuts it to <strong>$7.99</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under our July mention, $5 off, and the best price we could find. It reads soil moisture, PH acidity, and light level with two probes. Deal ends January 9.",2018-01-02T12:52:40-05:00,https://www.dealnews.com/Dr.meter-Soil-Moisture-Light-PH-Meter-for-8-free-shipping-w-Prime/2170055.html,$8
free shipping w/ $40,,CLOTHING & ACCESSORIES,4,2170052,,H&M Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjlxhxzcl7elufa6f6yy","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170052"">H&amp;M</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091893,2170052"">sale styles</a>. (Prices are as marked.) Shipping adds <strong>$5.99</strong>, but orders of $40 receive free shipping via code ""0040"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2604/H-M/"">H&amp;M Coupons</a>.</p>",2018-01-03T03:42:32-05:00,https://www.dealnews.com/H-M-Sale-Up-to-70-off-free-shipping-w-40/2170052.html,Up to 70% off
free shipping w/ Prime,,HEALTH,4,2170040,,Sweetylife Knee Pillow for Back Pain,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zrjdzwgcutjjjrbwfzk1","Sweetylife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170040"">Sweetylife Knee Pillow for Back Pain</a> for $24.80. Coupon code ""IE4EREA4"" cuts it to <strong>$14.88</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features a breathable easy-clean cover. Deal ends January 31.",2018-01-03T03:40:57-05:00,https://www.dealnews.com/Sweetylife-Knee-Pillow-for-Back-Pain-for-15-free-shipping-w-Prime/2170040.html,$15
free shipping,,HOME THEATER SYSTEMS,3,2170037,,"Vizio SmartCast 36"" Home Theater Sound Bar","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/agqjnjzkouppjcq3bxwp","Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170037"">Vizio SmartCast 36"" 5.1-Channel Home Theater Sound Bar System</a> for <strong>$159.88</strong> with <strong>free shipping</strong>. (Non-members pay $15.98 extra.) That's $10 under our mention from last November and the lowest price we could find by $20 today. It features a frequency response of 50Hz to 20kHz, Bluetooth, WiFi, Ethernet, and USB. Deal ends January 28.",2018-01-02T12:51:31-05:00,https://www.dealnews.com/Vizio-Smart-Cast-36-Home-Theater-Sound-Bar-from-160-free-shipping/2170037.html,from $160
free shipping w/ Prime,,HEATERS,3,2170034,,"Westinghouse 9"" Compact Ceramic Heater","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hx5fpdblvx2k4fxytic4","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170034"">Westinghouse 9"" Portable Ceramic Heater</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. That's $5 off and the lowest price we could find. It features adjustable thermostat comfort control, two heat settings, fan-only mode, and automatic overheat protection.",2018-01-02T12:51:11-05:00,https://www.dealnews.com/Westinghouse-9-Compact-Ceramic-Heater-for-25-free-shipping-w-Prime/2170034.html,$25
free shipping,,TVS,3,2170028,,"Insignia 40"" 1080p LED LCD HDTV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgkhbkb5iaxdhocarnls","Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170028"">Insignia 40"" 1080p LED-Backlit LCD HD Television</a>, model no. NS-40D420NA18, for <strong>$179.99</strong> with <strong>free shipping</strong>. That's $70 off and the best price we could find. It features a native resolution of 1920x1080 (1080p), USB, and three HDMI inputs.",2018-01-02T12:22:43-05:00,https://www.dealnews.com/Insignia-40-1080-p-LED-LCD-HDTV-for-180-free-shipping/2170028.html,$180
,,BUYING GUIDES,,2165807,2018-01-02T07:00:01-05:00,5 Strategies That Gyms Use to Hook You (and How to Not Fall for Them),"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ivkjrkxnd5qeqdeot2xs","Joining a gym in January means you may encounter high-pressure sales tactics. If you want to avoid overpaying for a gym membership, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Strategies-That-Gyms-Use-to-Hook-You-and-How-to-Not-Fall-for-Them/"">be aware of these five sneaky strategies</a> — and have a game plan for fighting back.",,https://www.dealnews.com/features/Strategies-That-Gyms-Use-to-Hook-You-and-How-to-Not-Fall-for-Them/,
,,GAMES,3,2170016,,Blaster Master Zero for Switch / 3DS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g4cqv7dp9tiizgabr0uf","Nintendo offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170016"">Blaster Master Zero for Nintendo Switch</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091884,2170016"">Nintendo 3DS</a> for <strong>$6.99</strong>. That's the lowest price we could find by $3.",2018-01-02T12:16:25-05:00,https://www.dealnews.com/Blaster-Master-Zero-for-Switch-3-DS-for-7/2170016.html,$7
free shipping,,GROCERIES,2,2170022,2018-01-02T06:57:22-05:00,Quaker Chewy Bites 1-Oz. Granola Snacks 16pk,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wggwylulkios91wdkhfj","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170022"">Quaker Chewy Bites 1-Oz. Granola Snacks 16-Pack</a> in Chocolate Chip for <strong>$8.34</strong> with <strong>free shipping</strong>, via the directions below. That's $5 off and the lowest price we could find. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170022"">Quaker Chewy Bites 1-Oz. Granola Snacks 16-Pack</a> for $12.99
 </li>
 <li>clip the $4-off coupon on the product page
 </li>
 <li>checkout via Subscribe &amp; Save for a final price of <strong>$8.34</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.",,https://www.dealnews.com/Quaker-Chewy-Bites-1-Oz.-Granola-Snacks-16-pk-for-8-free-shipping/2170022.html,$8
free shipping,,PERSONAL CARE,3,2170031,,Burt's Bees Moisturizing Lip Balm 2-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvfrbigvqghgkvn3cw5y","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170031"">Burt's Bees 100% Natural Moisturizing Lip Balm 2-Pack</a> in Coconut & Pear for $3.89. Check out via Subscribe & Save to cut that to <strong>$3.70</strong> and bag <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091890,2170031"">Target</a> charges pennies more via in-store pickup.) That's around $2 less than you'd pay in any other local store.<br>
<br>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2018-01-02T12:15:59-05:00,https://www.dealnews.com/Burts-Bees-Moisturizing-Lip-Balm-2-Pack-for-4-free-shipping/2170031.html,$4
,,GAMES,2,2170025,,Mighty Gunvolt Burst for Nintendo Switch/3DS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y1le3yxvhj3pkhpenozj","Nintendo offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170025"">Mighty Gunvolt Burst for Nintendo Switch</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091887,2170025"">Nintendo 3DS</a> for <strong>$6.99</strong>. That's $3 off and the lowest price we could find.",2018-01-02T12:14:52-05:00,https://www.dealnews.com/Mighty-Gunvolt-Burst-for-Nintendo-Switch-3-DS-for-7/2170025.html,$7
free shipping,,BED & BATH,2,2170013,2018-01-02T06:39:29-05:00,Better Homes and Gardens Kelsey Loft Bed,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpt7w5t92svxn6ag7v31","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170013"">Better Homes and Gardens Kelsey Twin Metal Loft Bed</a> in Black or White for <strong>$109.20</strong> with <strong>free shipping</strong>. That's $11 under our May mention and the lowest price we could find now by $8. It accommodates a twin mattress and features a weight capacity of 200 lbs.",,https://www.dealnews.com/Better-Homes-and-Gardens-Kelsey-Loft-Bed-for-109-free-shipping/2170013.html,$109
free shipping,,GROCERIES,3,2170007,,Kind Healthy Grains Granola Bars 15-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xqvtune50jl1kcucgvhu","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170007"">Kind Healthy Grains 1.2-oz. Granola Bars 15-Bar Pack</a> in Vanialla Blueberry for $7.26. Check out via Subscribe & Save to cut that to <strong>$6.90</strong> and bag <strong>free shipping</strong>. That's tied with our November mention and a buck below what you'd pay for this quantity at a local store. These bars are gluten-free.<br>
<br>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.",2018-01-02T12:14:12-05:00,https://www.dealnews.com/Kind-Healthy-Grains-Granola-Bars-15-Pack-for-7-free-shipping/2170007.html,$7
free shipping,,TOYS & HOBBIES,3,2169998,,4M Paint Your Own Mini Tea Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mof58xvdiu2lartwclxe","With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169998"">4M Paint Your Own Mini Tea Set</a> for <strong>$2.83</strong> with <strong>free shipping</strong>. That's $2 off and the lowest price we could find.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.",2018-01-02T21:53:33-05:00,https://www.dealnews.com/4-M-Paint-Your-Own-Mini-Tea-Set-for-3-w-25-purchase-free-shipping/2169998.html,$3 w/ $25 purchase
free shipping,,KITCHEN,3,2169977,,"T-fal Nonstick 5"" One Egg Wonder Fry Pan","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ajp3qkqoedg2uclfcnwy","With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169977"">T-fal Nonstick 4.75"" One Egg Wonder Fry Pan</a> for <strong>$4.12</strong> with <strong>free shipping</strong>. That's the lowest price we could find by a buck. It features aluminum construction and is dishwasher safe.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.",2018-01-02T21:53:11-05:00,https://www.dealnews.com/T-fal-Nonstick-5-One-Egg-Wonder-Fry-Pan-for-4-w-25-purchase-free-shipping/2169977.html,$4 w/ $25 purchase
pickup at Fry's,,SUPPLIES,3,2169995,,The Board Dudes Magnetic Dry-Erase Calendar,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mv2vkzugossqknrwzipd","Available for in-store pickup only, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169995"">The Board Dudes 16"" x 20"" Aluminum-Framed Magnetic Dry-Erase Calendar</a> for <strong>$5.49</strong>. That's tied with our mention from last week and the lowest price we could find now by around $2. It includes a black dry-erase marker and two magnets.",2018-01-02T21:51:32-05:00,https://www.dealnews.com/The-Board-Dudes-Magnetic-Dry-Erase-Calendar-for-5-pickup-at-Frys/2169995.html,$5
free shipping,,TOYS & HOBBIES,1,2169992,2018-01-02T06:20:11-05:00,Paw Patrol Rubble and Sea Turtles Rescue Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oifkknnfv1jec9ekwawj","With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169992"">Paw Patrol Rubble and Sea Turtles Rescue Set</a> for <strong>$6</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",,https://www.dealnews.com/Paw-Patrol-Rubble-and-Sea-Turtles-Rescue-Set-for-6-w-25-purchase-free-shipping/2169992.html,$6 w/ $25 purchase
