editors_choice,shipping,picture_url,hotness,price,time_published,category,uuid,time_modified,description,url,title
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",,,2018-01-03T08:00:01-05:00,BUYING GUIDES,2167652,,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,8 Smart Ways to Save on Exercise Equipment
,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldno9tjw5gldwnxim3t4",3,$7,,ACCESSORIES,2170766,2018-01-03T16:06:51-05:00,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170766"">Chaos Men's Summit Bucket Hat</a> in Khaki or Olive for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $8 off and the lowest price we could find. It's available in sizes S/M or L/XL.",https://www.dealnews.com/Chaos-Mens-Summit-Bucket-Hat-for-7-pickup-at-REI/2170766.html,Chaos Men's Summit Bucket Hat
,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ysafghepew6stdhmtgg0",2,$2,2018-01-03T07:57:04-05:00,CAMPING & OUTDOORS,2170808,,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170808"">Storm Spray-On Deodoriser</a> for <strong>$1.93</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off and the lowest price we could find. It's hypoallergenic.",https://www.dealnews.com/Storm-Spray-On-Deodoriser-for-2-pickup-at-REI/2170808.html,Storm Spray-On Deodoriser
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ct3a1tjhgqk19i9enf8u",3,$60,,HEALTH,2170763,2018-01-03T16:05:56-05:00,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170763"">Nokia Body+ WiFi Bathroom Scale</a> for <strong>$59.97</strong> with <strong>free shipping</strong>. That's tied with our mention from Black Friday week and the lowest price we could find by $20. It gives readings on weight, body fat & water percentage, and muscle & bone mass for up to eight users in kilograms, pounds, or stone & pounds. Deal ends today.",https://www.dealnews.com/Nokia-Body-Wi-Fi-Bathroom-Scale-for-60-free-shipping/2170763.html,Nokia Body+ WiFi Bathroom Scale
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u59ilch359lugsep3w9v",4,"Buy 1 meal, get 2nd free",,RESTAURANTS,2170757,2018-01-03T16:50:42-05:00,"At participating <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170757"">Boston Market</a> locations, buy one <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093765,2170757"">individual meal and a drink</a> and get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093768,2170757"">second individual meal</a> for <b>free</b> via this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093771,2170757"">printable coupon</a>. (The free meal doesn't include a drink.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093729,2170757"">Click here</a> to find a location near you. Deal ends January 5.<br>
<br>
Note: You may need to close the ""$3 off $10"" pop-up window that appears to see the BOGO coupon.",https://www.dealnews.com/Boston-Market-coupon-Buy-1-meal-get-2-nd-free/2170757.html,Boston Market coupon
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efkmnujzudlgp4jwuoec",1,$570,2018-01-03T07:30:46-05:00,DESKTOPS,2170736,,"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170736"">HP Pavilion 570-p045xt Intel Kaby Lake Core i5 3GHz Desktop PC</a> in Silver for <strong>$569.99</strong> with <strong>free shipping</strong>. That's $80 off list and the lowest price we could find. It features an Intel Core i5-7400 3GHz Kaby Lake quad-core processor, 8GB RAM, 1TB hard drive, AMD Radeon RX 460 2GB video card, DVD burner, and Windows 10 Home 64-bit.",https://www.dealnews.com/HP-Kaby-Lake-i5-PC-w-2-GB-GPU-for-570-free-shipping/2170736.html,HP Kaby Lake i5 PC w/ 2GB GPU
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zjqcnzm88km1qy3ipcwa",2,$42,2018-01-03T07:26:57-05:00,POWER TOOLS,2170784,,"Tacklife Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170784"">Tacklife Oscillating Multi-Tool</a> for $52.97. Coupon code ""VT9AMSOF"" drops it to <b>$42.38</b>. With <b>free shipping</b>, that's $3 under our Black Friday week mention, $18 off list, and the lowest price we could find. It features a 23-piece accessory kit and storage case. Deal ends January 5.",https://www.dealnews.com/Tacklife-Oscillating-Multi-Tool-for-42-free-shipping/2170784.html,Tacklife Oscillating Multi-Tool
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nb1lrdj82ylkcdtxhmum",2,$35,,GARDEN,2170730,2018-01-03T16:05:28-05:00,"as_seen_on_tv via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170730"">Bionic Steel 50-Foot Garden Hose</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It is flexible, puncture proof, and pressure resistant.",https://www.dealnews.com/Bionic-Steel-Garden-Hose-for-35-free-shipping/2170730.html,Bionic Steel Garden Hose
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iofk6msiep1httaeanxx",2,$7,2018-01-03T07:13:39-05:00,AUTOMOTIVE,2170724,,"Yallstore via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170724"">Car Auto 12-volt Vacuum Cleaner</a> for <strong>$6.95</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $7 off, and the lowest price we could find. It includes a nozzle attachment and an upholstery tool / dust brush.",https://www.dealnews.com/Car-12-V-Vacuum-Cleaner-for-7-free-shipping/2170724.html,Car 12V Vacuum Cleaner
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ilmh1ql5kdoavnadtccd",3,$50,,CAMPING & OUTDOORS,2170709,2018-01-03T12:16:04-05:00,"Lazy Mooon via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170709"">Lazy Moon Portable 5-Gallon Toilet</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. Features include a waste tank, water tank, latch to lock sides together, and pedestal design.",https://www.dealnews.com/Lazy-Moon-Portable-5-Gallon-Toilet-for-50-free-shipping/2170709.html,Lazy Moon Portable 5-Gallon Toilet
,free shipping w/ $99,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfo989dfchbvlpzovkpx",3,25% to 65% off,,AFTER CHRISTMAS SALES,2170697,2018-01-03T12:16:43-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170697"">JCPenney</a> takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093675,2170697"">regular-price orders of $50 or more</a> or <strong>65% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093678,2170697"">regular-price orders of $100 or more</a> via coupon code ""4DEALS"". Shipping adds <strong>$8.95</strong>, but orders of $99 or more bag free shipping. (In-store pickup is available for many items for $3.95, or free for most orders over $25.) Deal ends January 10.<br>
<br>
Nothing there for you? The same coupon yields <strong>25% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093681,2170697"">sale</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093684,2170697"">clearance items</a>.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s320/JCPenney/"">JCPenney Coupons</a>.</p>",https://www.dealnews.com/JCPenney-coupon-25-to-65-off-free-shipping-w-99/2170697.html,JCPenney coupon
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q4fgbf9se1tlrvyq1wjw",2,$95,2018-01-03T07:03:05-05:00,SMALL APPLIANCES,2170775,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170775"">Cuisinart Cool Creations Ice Cream Maker</a> for <strong>$94.96</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093753,2170775"">Amazon</a> charges the same.) That's $19 under last week's mention and the lowest price we could find by $24. It features a 2-quart capacity and features multiple speed settings.",https://www.dealnews.com/Cuisinart-Cool-Creations-Ice-Cream-Maker-for-95-free-shipping/2170775.html,Cuisinart Cool Creations Ice Cream Maker
,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0nsaednwu3ekgzugjnl",4,$7,,PERSONAL CARE,2170679,2018-01-03T16:50:22-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170679"">Household Essentials Grooming Organizer Bag</a> in Black for <strong>$7.04</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093750,2170679"">Amazon</a> is tied.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $1. It features a 3-sided zipper, and measures 4"" x 10"" x 6.75"".",https://www.dealnews.com/Household-Essentials-Grooming-Organizer-Bag-for-7-pickup-at-Walmart/2170679.html,Household Essentials Grooming Organizer Bag
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqm5howt2qjitjt9ymbh",,,2018-01-03T07:00:01-05:00,BUYING GUIDES,2165987,,"Whether you're shelling out for trendy gym classes or working out at home, check out these <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html"">tips on how to save money on your fitness goals this year</a>.",https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html,"How to Save on Gym Memberships, Studios, and Classes in 2018"
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chgr5p6p82tduvpbzc9f",3,$13,,POWER MANAGEMENT,2170760,2018-01-03T11:58:17-05:00,"Merry-Go via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170760"">iSelector Mini WiFi Smart Plug</a> for $17.99. Coupon code ""UIUAAZJR"" cuts it to <strong>$12.59</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. It connects with the Jinvoo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093735,2170760"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093738,2170760"">Android</a>. Deal ends February 3.",https://www.dealnews.com/iSelector-Mini-Wi-Fi-Smart-Plug-for-13-free-shipping-w-Prime/2170760.html,iSelector Mini WiFi Smart Plug
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idwbpqsjlpriqw5aijdy",4,$15,,BACKPACKS,2170751,2018-01-03T16:50:06-05:00,"Pioneer TEC via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170751"">PioneerHiker Backpack</a> in several colors (Army Green pictured) for $29.99. Coupon code ""WP9SQ4ZT"" cuts that to <strong>$14.99</strong>. With <strong>free shipping</strong>, that's $15 off and the best price we could find. It features adjustable straps, a main compartment, two front pockets, two waist pockets, and two mesh pockets. Deal ends January 13.",https://www.dealnews.com/Pioneer-Hiker-Backpack-for-15-free-shipping/2170751.html,PioneerHiker Backpack
,pickup at Sam's Club,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ystsl58axw2cx6drif4u",2,from $45,2018-01-03T06:43:48-05:00,SOFTWARE,2170670,,"Sam's Club discounts a selection of Quicken 2018 2-Year Subscriptions for Windows and Mac, as listed below. (Non-members pay an extra 10%.) Opt for in-store <strong>pickup</strong> to avoid the $5.40 shipping charge. Deal ends January 28. The offers:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170670"">Quicken Deluxe 2018 2-Year Subscription for PC/Mac</a> from <strong>$44.86</strong> (pictured, low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093648,2170670"">Quicken Premier 2018 2-Year Subscription for PC/Mac</a> from <strong>$69.86</strong> (low by $20)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093651,2170670"">Quicken Home, Business &amp; Rental Property 2018 2-Year Subscription for PC</a> from <strong>$89.86</strong> (low by $23)
 </li>
</ul>",https://www.dealnews.com/Quicken-2018-2-Year-Subscriptions-for-PC-Mac-from-45-pickup-at-Sams-Club/2170670.html,Quicken 2018 2-Year Subscriptions for PC/Mac
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlfclf1levrfs6kjrvmz",2,$19,,SWEATERS,2170652,2018-01-03T11:57:06-05:00,"Jos. A Bank offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170652"">Jos. A. Bank Men's Big &amp; Tall Signature Collection Pima Cotton V-Neck Sweater</a> in several colors (Oatmeal pictured) for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093636,2170652"">join</a>.) That's $81 off list and the lowest price we could find. It's available in select sizes from <del>XL</del> 3XL to 4XL.<br>
<br>
Note: It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093639,2170652"">regular sizes</a> for the same price.",https://www.dealnews.com/Jos.-A.-Bank-Mens-Big-Tall-V-Neck-Sweater-for-19-free-shipping/2170652.html,Jos. A. Bank Men's Big & Tall V-Neck Sweater
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oymelgbwipehvuqzkeq7",2,$14,2018-01-03T06:31:29-05:00,AUTOMOTIVE,2170748,,"Nova Tech US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170748"">VoltCube 150-watt Car Power Inverter</a> for $16.95. Coupon code ""7WVO436B"" cuts the price to <strong>$13.56</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $6, although we saw it for a buck less last month. It provides 150 watts of continuous DC to AC conversion, two USB ports, and AC outlets for multi-purpose charging. Deal ends January 15.<br>
<br>
You can also purchase the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093717,2170748"">400-watt version</a> for <strong>$27.19</strong> via the above coupon with <strong>free shipping</strong>. That's a $7 savings.",https://www.dealnews.com/Volt-Cube-150-W-Car-Power-Inverter-for-14-free-shipping-w-Prime/2170748.html,VoltCube 150W Car Power Inverter
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzjsenekkpw7cvdmvoiq",3,from $12,,BEDDING,2170745,2018-01-03T16:52:44-05:00,"Bedshe via Amazon takes <strong>40% off</strong> the Bedsure Diamond-Pattern Duvet Cover Set in various sizes and colors via coupon code ""722W43DO"", as listed below. Plus, Prime members receive <strong>free shipping</strong>. It includes a duvet cover and two shams (twin includes one sham). Deal ends January 7. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170745"">Twin</a> for <strong>$11.99</strong> ($8 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093711,2170745"">Full/Queen</a> for <strong>$16.19</strong> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093714,2170745"">King</a> for <strong>$17.99</strong> ($12 off)
 </li>
</ul>",https://www.dealnews.com/Bedsure-Diamond-Pattern-Duvet-Cover-Set-from-12-free-shipping-w-Prime/2170745.html,Bedsure Diamond-Pattern Duvet Cover Set
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tvbcmtwh0xvyadeyg2pk",4,$22,,ACTIVEWEAR,2170619,2018-01-03T15:36:23-05:00,"Shively Sporting Goods via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170619"">adidas Men's Climalite Team Speed Basketball Training Pants</a> in Gray for <b>$21.99</b> with <b>free shipping</b>. That's tied with last week's mention, $33 off list, and the lowest price we could find. They're available in sizes from L to XXL.",https://www.dealnews.com/adidas-Mens-Climalite-Pants-Large-sizes-for-22-free-shipping/2170619.html,adidas Men's Climalite Pants (Large sizes)
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vhp187pny4oevdo8en9w",4,Up to 60% off + 40% off,,CLOTHING & ACCESSORIES,2170742,2018-01-03T15:36:13-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170742"">Gap</a> takes <strong>up to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093705,2170742"">men's, women's, and kids' styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093708,2170742"">Great Big Winter Sale</a>. Even better, cut an <strong>extra 40% off</strong> via coupon code ""HAPPY"". Plus, coupon code ""ITSFREE"" bags <strong>free shipping</strong> (adding a savings of $7 for orders under $50). Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s319/Gap/"">Gap Coupons</a>.</p>",https://www.dealnews.com/Gap-Great-Big-Winter-Sale-Up-to-60-off-40-off-free-shipping/2170742.html,Gap Great Big Winter Sale
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ixuoa1udosadua4erpc6",3,$9,,CELL PHONE CHARGERS,2170637,2018-01-03T16:52:05-05:00,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170637"">Pisen International Travel 4-Port USB Charger</a> in Black or White for $13.99. Coupon code ""OELF7FO4"" cuts it to <strong>$9.09</strong>. With <strong>free shipping</strong> for Prime members, that's $4 under last month's mention, $5 off list, and the lowest price we could find. It includes a UK plug, EU plug, and US plug. Deal ends January 14.",https://www.dealnews.com/Pisen-International-Travel-4-Port-USB-Charger-for-9-free-shipping-w-Prime/2170637.html,Pisen International Travel 4-Port USB Charger
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pzx836ptuny4llk53mdb",3,"Up to 80% off, from $1",,EBOOKS,2170625,2018-01-03T16:47:48-05:00,"As one of its daily deals, Amazon takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170625"">Kindle eBooks</a>, with deals starting from <strong>99 cents</strong>. Featured titles include <i>Ali: A Life</i> (pictured), <i>Tribe of Mentors: Short Life Advice from the Best in the World</i>, and <i>You Do You: How to Be Who You Are and Use What You've Got to Get What You Want</i>. Deal ends today.",https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-80-off-from-1/2170625.html,Kindle eBooks at Amazon
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kawi3hfqh5qejvdqr10x",3,$11,,SUPPLEMENTS,2170712,2018-01-03T16:47:39-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170712"">Natrogix 8.5-oz. Green Superfood Powder</a> in Chocolate for $14.99. Coupon code ""LZ9WN5YT"" cuts that to <strong>$10.94</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention of another flavor from two weeks ago and the lowest price we could find for any flavor by $15. Deal ends January 13.",https://www.dealnews.com/Natrogix-8.5-oz.-Green-Superfood-Powder-for-11-free-shipping-w-Prime/2170712.html,Natrogix 8.5-oz. Green Superfood Powder
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pu9hmxjm2tmdabloeekr",2,from $60,2018-01-03T06:07:58-05:00,PATIO CHAIRS,2170733,,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170733"">Caravan Sports Zero Gravity Chair 2-Pack</a> in Beige or Blue for <strong>$59.98</strong> with <strong>free shipping</strong>. (Non-members pay a $6 surcharge.) That's the lowest price we could find by $8. (For further comparison, we saw one chair for $27 in September.) Each features a 300-lb. capacity and folds for storage. Deal ends January 7.",https://www.dealnews.com/Caravan-Zero-Gravity-Chair-2-Pack-from-60-free-shipping/2170733.html,Caravan Zero Gravity Chair 2-Pack
,free shipping w/ $45,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t4ri2iy3xr4frght7n3w",5,Up to 40% off,,HOME & GARDEN,2170739,2018-01-03T17:45:11-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170739"">Home Depot</a> cuts <strong>up to 40% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093696,2170739"">bedding, furniture, decor, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093699,2170739"">White Sale</a>. Choose in-store <strong>pickup</strong> to dodge the shipping fees, which start around $5.99, or bag free shipping on orders of $45 or more. (Larger items may incur additional fees.)<br>
<br>
Note: Coupon code ""MOREDECOR"" may bag extra discounts on select home accent and wall decor orders, but we couldn't find any eligible items.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s958/Home-Depot/"">Home Depot Coupons</a>.</p>",https://www.dealnews.com/Home-Depot-White-Sale-Up-to-40-off-free-shipping-w-45/2170739.html,Home Depot White Sale
,pickup at Dick's,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vvxxoeahujuax7aaomai",2,$10,2018-01-03T05:53:08-05:00,CAMPING & OUTDOORS,2170727,,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170727"">Field &amp; Stream Camo Treestand Gear Bag 2-Pack</a> for <strong>$9.99</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off list and the lowest price we could find. Each bag features a nylon coil zipper and adjustable straps.",https://www.dealnews.com/Field-Stream-Camo-Treestand-Gear-Bag-2-Pack-for-10-pickup-at-Dicks/2170727.html,Field & Stream Camo Treestand Gear Bag 2-Pack
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tuv4ksb6av7adlkflwqg",3,$320,,TV STANDS,2170721,2018-01-03T16:44:26-05:00,"Loctek via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170721"">Loctek P2 Mobile TV Floor Cart for 32""-70"" TVs</a> for $369.99. Coupon code ""P2TVCART"" cuts the price to <strong>$319.99</strong>. With <strong>free shipping</strong>, that's $50 off list and the lowest price we could find. It holds TVs up to 99 lbs. and features an adjustable bottom shelf and removable top shelf. Deal ends January 19.",https://www.dealnews.com/Loctek-Mobile-TV-Floor-Cart-for-32-70-TVs-for-320-free-shipping/2170721.html,"Loctek Mobile TV Floor Cart for 32""-70"" TVs"
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wkf84cvr1vzw2zyj37wk",2,$25,2018-01-03T05:46:45-05:00,MEDICINE & MEDICAL,2170685,,"Nova Tech US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170685"">Tec.Bean Digital Blood Pressure Monitor</a> for $35.99. Coupon code ""SEU4W3SH"" cuts it to <strong>$24.83</strong>. With <strong>free shipping</strong>, that's $2 less than last month's mention, $11 off, and the lowest price we could find. It features storage for two users' 90 most recent readings, an LCD display, and irregular heartbeat detection. Deal ends March 31.",https://www.dealnews.com/Tec.Bean-Digital-Blood-Pressure-Monitor-for-25-free-shipping/2170685.html,Tec.Bean Digital Blood Pressure Monitor
