category,hotness,title,time_published,url,shipping,editors_choice,description,uuid,picture_url,price,time_modified
KIDS' SHOES,2,Reef Ahi Kids' Flip-Flops,2018-01-05T19:48:10-05:00,https://www.dealnews.com/Reef-Ahi-Kids-Flip-Flops-for-10-pickup-at-REI/2172950.html,pickup at REI,,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172950"">Reef Ahi Kids' Flip-Flops</a> in Aqua or Blue Floral for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $5. They're available in select sizes from 5 to 8.",2172950,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/agu3sc0ks815vzvrqswz",$10,
BICYCLING,3,Diamondback Reflect 5-LED Rear Light,2018-01-05T19:47:49-05:00,https://www.dealnews.com/Diamondback-Reflect-5-LED-Rear-Light-for-9-pickup-at-REI/2172938.html,pickup at REI,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172938"">Diamondback Reflect 5-LED Rear Light</a> for <strong>$8.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $4. It features constant and flash modes and runs on two AAA batteries (included).",2172938,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vayt6ht46hfd8uxlilpj",$9,
SKIN CARE,3,Clinique For Men Oil Control Essentials Kit,2018-01-05T19:47:43-05:00,https://www.dealnews.com/Clinique-For-Men-Oil-Control-Essentials-Kit-for-27-free-shipping/2172962.html,free shipping,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172962"">Clinique For Men Oil Control Essentials Kit</a> for <strong>$27</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8. It includes face scrub, oil-control face wash, oil-control mattifiying moisturizer, and anti-age eye cream.",2172962,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv01ggma29otyow7rl8w",$27,
KITCHEN,,Soufull Stainless Steel Poultry Scissors,2018-01-06T00:01:00-05:00,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172590.html,free shipping w/ Prime,,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172590"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",2172590,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",$9,
KIDS' CLOTHES,3,REI Co-op Boys' Quartz Peak Fleece Jacket,2018-01-05T19:34:40-05:00,https://www.dealnews.com/REI-Co-op-Boys-Quartz-Peak-Fleece-Jacket-for-26-pickup-at-REI/2172941.html,pickup at REI,,"REI Garage offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172941"">REI Co-op Boys' Quartz Peak Fleece Jacket</a> in several colors (Cabin Wood pictured) for $34.73. In cart, it drops to <strong>$26.04</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's tied with our November mention, $43 off, and the lowest price we've seen. It's available in select sizes from XXS to XL. Deal ends January 8.",2172941,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vqgpmeoxyexm9kgxij1f",$26,
SHOES,2,Chaco Women's OutCross Evo 4 Water Shoes,2018-01-05T19:34:25-05:00,https://www.dealnews.com/Chaco-Womens-Out-Cross-Evo-4-Water-Shoes-for-45-pickup-at-REI/2172935.html,pickup at REI,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172935"">Chaco Women's OutCross Evo 4 Water Shoes</a> in Iris or Crown Blue for $59.73. In cart, that drops to <strong>$44.79</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $75 off list and the lowest price we could find. They're available in select sizes from 6 to 11. Deal ends January 8.",2172935,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzisiplyxo49uwvadfuv",$45,
SHOES,3,Rockport Men's Charson Chukka Boots,2018-01-05T19:34:15-05:00,https://www.dealnews.com/Rockport-Mens-Charson-Chukka-Boots-for-48-free-shipping/2172929.html,free shipping,,"Rockport offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172929"">Rockport Men's Charson Chukka Boots</a> in Coach Brown or Bitter Chocolate for $79.99. Coupon code ""BOOT40"" cuts it to <b>$47.99</b>. With <b>free shipping</b>, that's tied with our November mention and the lowest price we could find by $31. They're available in select sizes from 7 to 11.5. Deal ends January 6.",2172929,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrziami4okirkrbnuhcz",$48,
CLOTHING & ACCESSORIES,5,H&M Winter Blowout Sale,2018-01-05T19:33:53-05:00,https://www.dealnews.com/H-M-Winter-Blowout-Sale-Up-to-80-off-free-shipping-w-40/2172926.html,free shipping w/ $40,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172926"">H&amp;M</a> takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098781,2172926"">apparel, shoes, accessories, and home items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098784,2172926"">Winter Blowout Sale</a>. (Prices are as marked.) Shipping adds <strong>$5.99</strong>, although orders of $40 or more receive free shipping via coupon code ""0040"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2604/H-M/"">H&amp;M Coupons</a>.</p>",2172926,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjlxhxzcl7elufa6f6yy",Up to 80% off,
POTTERY BARN COUPONS,4,Pottery Barn Premier One-Day Event,2018-01-05T19:31:48-05:00,https://www.dealnews.com/Pottery-Barn-Premier-One-Day-Event-Up-to-70-off-free-shipping/2172944.html,free shipping,,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172944"">Pottery Barn</a> (and its entire family of brands) takes <b>up to 70% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098793,2172944"">furniture, decor, bedding, kitchen items, apparel, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098796,2172944"">Premier One-Day Event</a>. Plus, all orders receive <b>free shipping</b> via the coupon codes listed below. (Oversize items may incur additional fees.) Some exclusions may apply. The free shipping coupon codes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098799,2172944"">Pottery Barn</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098802,2172944"">Williams Sonoma</a>: ""FREESHIP""
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098805,2172944"">Pottery Barn Kids</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098808,2172944"">PBteen</a>: ""SAVEMORE""
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098811,2172944"">West Elm</a>: ""SCORE""
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098814,2172944"">Mark &amp; Graham</a>: ""SHIPFREE""
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098817,2172944"">Williams Sonoma Home</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098820,2172944"">Rejuvenation</a> are also participating in this sale, although they do not offer free shipping.",2172944,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0hceuqwbscd6r43tyfd",Up to 70% off,
CAMPING & OUTDOORS,3,The House New Year Sale,2018-01-05T19:31:31-05:00,https://www.dealnews.com/The-House-New-Year-Sale-Up-to-60-off-free-shipping-w-50/2172932.html,free shipping w/ $50,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172932"">The House</a> takes <strong>up to 60% off</strong> over 8,500 items, including <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098787,2172932"">apparel, camping, and ski items</a>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098790,2172932"">New Year Sale</a>. Shipping starts at <strong>$6.95</strong>, but orders of $50 or more qualify for free shipping. (Large items may have additional fees.) Some exclusions apply.",2172932,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rx5eor9sqmb7cm4nwbfy",Up to 60% off,
TOYS & HOBBIES,3,Trademark Games Dart Game Set,2018-01-05T19:31:04-05:00,https://www.dealnews.com/Trademark-Games-Dart-Game-Set-for-10-pickup-at-Walmart/2172914.html,pickup at Walmart,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172914"">Trademark Games Dart Game Set</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $12 off and the lowest price we could find. It includes a dart board and six darts.",2172914,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzczmvl3pcoqqd8xg5lr",$10,
SWEATSHIRTS & HOODIES,3,Alfani Men's Knit Stretch Travel Hoodie,2018-01-05T19:30:20-05:00,https://www.dealnews.com/Alfani-Mens-Knit-Stretch-Travel-Hoodie-for-24-free-s-h-w-beauty-item/2172803.html,free s&h w/beauty item,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172803"">Alfani Men's Knit Essentials Stretch Travel Hoodie</a> in Alf Night or Deep Black for <strong>$23.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098553,2172803"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $46 off list and the lowest price we could find. It's available in sizes M to XXL.",2172803,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgcnmdiye3mro2h7mtmn",$24,
LAPTOPS,5,HP Laptop Battery Recall,2018-01-05T19:28:23-05:00,https://www.dealnews.com/HP-Laptop-Battery-Recall/2172812.html,,,"HP has announced a voluntary recall of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172812"">HP laptop batteries</a> due to an overheating defect that could result in a fire or burn hazard to customers. For affected customers, HP is providing battery replacement services by an authorized technician for <strong>free</strong>. (For some models, the battery is built-in and cannot be removed by the customer.)<br>
<br>
For a list of laptop models that may be affected, scroll down to the bottom of the page at this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098586,2172812"">link</a>. Then, if you have one of these models, download this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098589,2172812"">validation tool</a> to see if you need to replace your battery. (Not all batteries have the defect and require replacement.)",2172812,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vd6v8qivhscrbeyhgdy0",,
CREDIT CARDS,,Bank of America® Cash Rewards Credit Card,2018-01-03T11:25:50-05:00,"https://www.dealnews.com/lw/click.html?20,2,2170991",,,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2170991,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",$150 cash rewards offer,
