editors_choice,description,uuid,shipping,hotness,category,picture_url,time_published,price,title,url,time_modified
,"BetterBasics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170262"">MeasuPro Wrist Blood Pressure Monitor with Case</a> for $21.99. Coupon code ""MEASURE9"" cuts that price to <strong>$17.59</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less in September. It features one-step measuring, an LCD display, and stores up to 120 readings. Deal ends January 20.",2170262,free shipping w/ Prime,3,MEDICINE & MEDICAL,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/braho9jptcurdnaxbs45",,$18,MeasuPro Wrist Blood Pressure Monitor w/ Case,https://www.dealnews.com/Measu-Pro-Wrist-Blood-Pressure-Monitor-w-Case-for-18-free-shipping-w-Prime/2170262.html,2018-01-03T07:34:05-05:00
,"Subway offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170298"">footlong sub sandwiches</a> for <strong>$4.99</strong>. That's $1 under last January's footlong offer, although that was good on all sandwiches. You can choose black forest ham, meatball marinara, spicy Italian, cold cut combo, or veggie delite.",2170298,,5,RESTAURANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dcopkoowg3ttinlsafgd",,$5,Subway Footlong Sandwiches,https://www.dealnews.com/Subway-Footlong-Sandwiches-5/2170298.html,2018-01-03T05:56:03-05:00
True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170301"">Yuneec Breeze 4K WiFi Quadcopter Drone</a> for <strong>$199</strong> with <b>free shipping</b>. That's $101 below our July mention and the best deal we've seen for it new. (It's the best deal now by $30.) It features a 13-megapixel camera, 4K video recording, and a rechargeable LiPo battery with up to 12 minutes of flight time per charge.",2170301,free shipping,3,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/frjaz0gwg2i3jkbqppac",,$199,Yuneec Breeze 4K WiFi Quadcopter Drone,https://www.dealnews.com/Yuneec-Breeze-4-K-Wi-Fi-Quadcopter-Drone-for-199-free-shipping/2170301.html,2018-01-03T06:26:27-05:00
,"ECmallUS via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170283"">Meterk GFCI Electric Socket Tester</a> for $9.97. Coupon code ""U66OFHPK"" drops it to <b>$5.18</b>. Plus, Prime members bag <b>free shipping</b>. That's $5 off list and the lowest price we could find. It features LED light and test indicators. Deal ends January 8.",2170283,free shipping w/ Prime,3,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dffbyhstmiw1ejtynm5q",,$5,Meterk GFCI Electric Socket Tester,https://www.dealnews.com/Meterk-GFCI-Electric-Socket-Tester-for-5-free-shipping-w-Prime/2170283.html,2018-01-03T07:33:17-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092586,2170274"">Men's Wearhouse</a> takes <strong>up to 70% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092526,2170274"">men's apparel</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092529,2170274"">Winter Clearance Sale</a>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092532,2170274"">join</a>.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092589,2170274"">Joseph Abboud Men's Check Dress Shirt</a> for <strong>$69.99</strong> ($30 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170274"">Calvin Klein Men's Extreme Slim Fit Sport Coat</a> for <strong>$149.99</strong> (pictured, $250 off)
 </li>
</ul>",2170274,free shipping,3,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dwhowwaqfehwag1jodsz",,Up to 70% off,Men's Wearhouse Winter Clearance Sale,https://www.dealnews.com/Mens-Wearhouse-Winter-Clearance-Sale-Up-to-70-off-free-shipping/2170274.html,2018-01-03T07:32:18-05:00
,"Reignet via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170289"">Reignet 50-Mile Range Amplified TV Antenna</a> for $21.99. Coupon code ""RIXCWNEE"" cuts that to <b>$15.83</b>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find, although we saw it for $3 less a month ago. It includes two Velcro patches and a 16.5-foot coaxial cable. Deal ends January 10.",2170289,free shipping w/ Prime,2,TV ANTENNAS & RECEIVERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaagcb07badqv73ayjq",,$16,Reignet 50-Mile Range Amplified TV Antenna,https://www.dealnews.com/Reignet-50-Mile-Range-Amplified-TV-Antenna-for-16-free-shipping-w-Prime/2170289.html,2018-01-03T07:31:20-05:00
,"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170268"">Holsem 5-Outlet Surge Protector Power Strip</a> in Black or White for $18.95. Coupon code ""HHK6AECF"" drops it to <b>$10.49</b>. Plus, Prime members bag <b>free shipping</b>. That's $8 off list and the lowest price we could find. It features two USB charging outlets, surge protection up to 1,000 joules, and a 4-foot cord. Deal ends February 28.",2170268,free shipping w/ Prime,3,SURGE PROTECTORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usbq8udmjwuxdiooxuku",,$10,Holsem 5-Outlet Surge Protector Power Strip,https://www.dealnews.com/Holsem-5-Outlet-Surge-Protector-Power-Strip-for-10-free-shipping-w-Prime/2170268.html,2018-01-03T07:27:33-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170280"">Old Navy</a> takes <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092541,2170280"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092544,2170280"">Epic Clearance Event</a>. Even better, an <strong>extra 20% off</strong> applies in-cart. Shipping adds <strong>$7</strong>, but orders of $50 or more receive free shipping. Some exclusions may apply. Deal ends January 3.",2170280,free shipping w/ $50,5,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gytsotk3hlwhrjqxkq7n",,Up to 75% off + 20% off,Old Navy Epic Clearance Event,https://www.dealnews.com/Old-Navy-Epic-Clearance-Event-Up-to-75-off-20-off-free-shipping-w-50/2170280.html,2018-01-03T05:55:48-05:00
,"Weme via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170271"">Weme SuperSpeed Aluminum USB 3.0 Multi-in-1 Card Reader with OTG Adapter</a> for $13.99. Coupon code ""EHDAIWR4"" cuts it to <strong>$10.99</strong>. With <strong>free shipping</strong>, that's tied with our September mention and the lowest price we could find by $5. It features data transfer rates up to 5GB/s and is compatible with SD, SDHC, SDXC, microSD, microSDHC, microSDXC, CF, TF, MD, and MMC cards. Deal ends January 15.",2170271,free shipping w/ Prime,2,FLASH MEMORY CARD READERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ufzpx3qokoelkjvvwo58",2018-01-02T12:00:54-05:00,$11,Weme USB 3.0 Multi-in-1 Card Reader,https://www.dealnews.com/Weme-USB-3.0-Multi-in-1-Card-Reader-for-11-free-shipping-w-Prime/2170271.html,
True,"TechRabbit offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170265"">two Parrot Jumping Night Mini Drones</a> in several colors (White pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. (Add two to your cart to see the discount.) That's the lowest price we could find for this quantity by at least $50, with most vendors charging the $150 retail price for one drone alone. It jumps up to 2.5 feet in the air and features two LED lights, 20 minutes of usage time, and VGA mini camera. Deal ends January 8.",2170265,free shipping,3,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfbcwgbzidexla4a6r7x",,$50,2 Parrot Jumping Night Mini Drones,https://www.dealnews.com/2-Parrot-Jumping-Night-Mini-Drones-for-50-free-shipping/2170265.html,2018-01-03T06:26:11-05:00
True,"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170256"">Claiborne Men's Cotton Pants</a> in Asphalt Grey for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in select sizes from <del>30x30 to 40x30</del> 32x32 to 38x32. Deal ends January 10.",2170256,$4 pickup at JCP,3,PANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogptuoakyieiqnbbgdyq",,$13,Claiborne Men's Cotton Pants,https://www.dealnews.com/Claiborne-Mens-Cotton-Pants-for-13-4-pickup-at-JCP/2170256.html,2018-01-03T06:25:19-05:00
,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170226"">Alxum 48-watt 5-Port USB Charging Station</a> in Black for $34.99. Coupon code ""7XPUSGR9"" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's $5 off and the lowest price we could find. It features BC 1.2 technology and provides up to 5-volts / 2.4-amps of power per port. Deal ends January 15.",2170226,free shipping,2,CELL PHONE CHARGERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z0ve3erqmglk7a3kkida",2018-01-02T11:32:06-05:00,$30,Alxum 48W 5-Port USB Charging Station,https://www.dealnews.com/Alxum-48-W-5-Port-USB-Charging-Station-for-30-free-shipping/2170226.html,
,"Anccer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170175"">Anccer Thin iPhone X Case</a> in several colors for $11.99. Coupon code ""HWLO6ING"" drops it to <b>$4.92</b>. With <b>free shipping</b> for Prime members, the lowest price we could find by $9, although we saw it for $1 less two weeks ago. It's compatible with wireless charging. Deal ends February 1.",2170175,free shipping w/ Prime,3,IPHONE CASES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ppsak7f5zo4ihjphtdkf",,$5,Anccer Thin iPhone X Case,https://www.dealnews.com/Anccer-Thin-iPhone-X-Case-for-5-free-shipping-w-Prime/2170175.html,2018-01-03T07:24:14-05:00
,"Cosmos via ShermansTravel discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170232"">Spain and Portugal Hotel and Escorted Tour Packages</a>, with prices starting from <b>$869 per person</b>. Choose from a range of itineraries, with durations from six to 30 nights Book this travel deal by January 31.<br>
<br>
Note: International airfare is not included.",2170232,,3,VACATIONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/annlkfxw8hhygbxd0qe7",,from $869 per person,Spain & Portugal Hotel & Tour Packages,https://www.dealnews.com/Spain-Portugal-Hotel-Tour-Packages-from-869-per-person/2170232.html,2018-01-02T16:31:21-05:00
True,"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170229"">Claiborne Men's Microfiber Pants</a> in Riverstone for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in limited sizes from 30x30 to 40x32. Deal ends January 10.",2170229,$4 pickup at JCP,4,PANTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpakx1fwj9subqpu3oi0",,$13,Claiborne Men's Microfiber Pants,https://www.dealnews.com/Claiborne-Mens-Microfiber-Pants-for-13-4-pickup-at-JCP/2170229.html,2018-01-03T06:24:14-05:00
,"OXA USA COM via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170208"">Drocon Hacker Drone with 720p Camera</a> for $39.99. Coupon code ""AS8COH9N "" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $16, although we saw it for $10 less in October. It features headless mode, which keeps the orientation constant, and a 360-degree stunt function. Deal ends January 31.",2170208,free shipping,3,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hv51yp1gyksu6kbhtybe",,$30,Drocon Hacker Drone with 720p Camera,https://www.dealnews.com/Drocon-Hacker-Drone-with-720-p-Camera-for-30-free-shipping/2170208.html,2018-01-03T07:23:21-05:00
,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170184"">BlenderBottle SportMixer Tritan Grip 28-oz. Shaker Bottle</a> in several colors (<del>Black</del> Purple pictured) for <strong>$4.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It's dishwasher safe and features a BlenderBall wire whisk.",2170184,free shipping w/ Prime,4,SPORTS & FITNESS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/samcpcwjkhqntnwmapay",,$5,BlenderBottle 28-oz. Shaker Bottle,https://www.dealnews.com/Blender-Bottle-28-oz.-Shaker-Bottle-for-5-free-shipping-w-Prime/2170184.html,2018-01-03T03:51:35-05:00
,"Lenovo offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170160"">Lenovo IdeaCentre 510A AMD A10-9700 3.5GHz Desktop PC</a> for $499.99. Coupon code ""GAMING15"" cuts it to <strong>$424.99</strong>. With <strong>free shipping</strong>, that's $75 off list and the lowest price we could find. It features an AMD A10-9700 3.5GHz quad-core APU, 12GB RAM, 2TB hard drive, 802.11ac wireless, Bluetooth 4.0, DVD burner, two USB 3.0, four USB 2.0, HDMI, and Windows 10 Home 64. Deal ends January 3.",2170160,free shipping,2,DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ashw9klfww13vstzchht",2018-01-02T10:46:50-05:00,$425,Lenovo IdeaCentre AMD 510A 3.5GHz Desktop PC,https://www.dealnews.com/Lenovo-Idea-Centre-AMD-510-A-3.5-GHz-Desktop-PC-for-425-free-shipping/2170160.html,
,"HotLife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170187"">HotLife LED Travel Mirror</a> for $14.98. Coupon code ""N29HNUHP"" cuts that to <strong>$7.49</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by around $15. It features eight dimmable LEDs and one 2x magnification mirror. It requires two CR2025 batteries (and comes with four).",2170187,free shipping w/ Prime,3,BEAUTY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouh8jxzti9d8nznrwyoq",,$7,HotLife LED Travel Mirror,https://www.dealnews.com/Hot-Life-LED-Travel-Mirror-for-7-free-shipping-w-Prime/2170187.html,2018-01-03T07:22:07-05:00
True,"For in-store pickup only and with stock varying by location, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170166"">Apple iPad Pro 10.5"" 64GB WiFi Tablet</a> in Space Gray for <strong>$499.99</strong>. That's tied with our December mention as the lowest price we've seen. (It's the best deal now by $88.) This 2017 model features a new Retina display with 120Hz refresh rate and dynamic adjustment, as well as a new A10X Fusion chip with a 6-core CPU and 12-core GPU.",2170166,pickup at Micro Center,3,IPADS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/knperbgig3t1vrugoarg",,$500,"Apple iPad Pro 10.5"" 64GB WiFi Tablet",https://www.dealnews.com/Apple-iPad-Pro-10.5-64-GB-Wi-Fi-Tablet-for-500-pickup-at-Micro-Center/2170166.html,2018-01-03T06:22:39-05:00
,"Cruise.com via ShermansCruise a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170178"">Royal Caribbean 4-Night Bahamas Cruise for Two</a> with prices starting from <strong>$437</strong>. (Scroll down on the landing page and click ""Book Now"" next to the March 8 sailing date.) That's the lowest price we could find for such a cruise this March by $139. This roundtrip cruise aboard the Empress of the Seas departs on March 8 from Miami, FL. Book this travel deal by February 28.",2170178,,3,CRUISES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpnrpnuqk0k0pgippida",,from $437 for 2,RCCL 4Nt Bahamas Cruise in March,https://www.dealnews.com/RCCL-4-Nt-Bahamas-Cruise-in-March-from-437-for-2/2170178.html,2018-01-02T16:09:44-05:00
,"Delta Air Lines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170169"">Delta Air Lines 1-Way Fares Nationwide</a> with prices starting from <strong>$58.30</strong>. (On the ShermansTravel landing page, click on ""Delta.com"" in the top line to book.) This price is valid on flights departing on February 28 from Los Angeles, CA, (LAX) with arrival in Phoenix, AZ, (PHX). That's the lowest price we could find for select routes today on Delta by at least $27. Book this travel deal by February 28.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",2170169,,3,AIRFARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bipqx1jyvzlle4c5hh22",,from $58 1-Way,Delta Air Lines Nationwide Flights,https://www.dealnews.com/Delta-Air-Lines-Nationwide-Flights-from-58-1-Way/2170169.html,2018-01-02T16:08:06-05:00
,"Target offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170157"">Target Women's 7-Piece January Beauty Box</a> for <strong>$7</strong> with <strong>free shipping</strong>. That's a buck under the list price of just the two masks. Each box includes seven samples from brands like Dove, Vichy, and Covergirl, as well as a Target beauty coupon.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092166,2170157"">Target Women's 6-Piece Best of Boots Beauty Box</a> for <strong>$7</strong> with <strong>free shipping</strong>. That's at least $5 under the list price of the eyeshadow palette alone. It includes six samples of Boots' cult classics and best-sellers.",2170157,free shipping,3,BEAUTY,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bglzn0p5jonwynbt0itb",,$7,Target Women's January Beauty Box,https://www.dealnews.com/Target-Womens-January-Beauty-Box-for-7-free-shipping/2170157.html,2018-01-03T07:21:14-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170145"">Lenovo</a> takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092079,2170145"">laptops, desktops, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092082,2170145"">Clearance Sale</a>. Plus, all orders receive <strong>free shipping</strong>. Stock may be limited for some items, and some exclusions may apply.",2170145,free shipping,4,COMPUTERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xegjgvthrhgw8zgbaciz",,Up to 65% off,Lenovo Clearance Sale,https://www.dealnews.com/Lenovo-Clearance-Sale-Up-to-65-off-free-shipping/2170145.html,2018-01-03T03:48:24-05:00
,"Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170148"">The North Face Men's Campshire Full Zip Jacket</a> in several colors (Urban Navy pictured) for $99.99. Coupon code ""DN88"" knocks it to <strong>$88</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $41. It comes in sizes S to XXL. Deal ends January 8.",2170148,free shipping,3,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zs2hhslcrnaysawn79kd",,$88,The North Face Men's Campshire Jacket,https://www.dealnews.com/The-North-Face-Mens-Campshire-Jacket-for-88-free-shipping/2170148.html,2018-01-03T07:18:49-05:00
,"Vistaprint continues to offer <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170139"">500 Business Cards</a> with prices starting from <b>$9.99</b> plus <b>$4.99</b> for shipping. (You may need to apply coupon code ""VPBC500"" and choose ""Economy shipping"" at checkout to get this deal.) That's tied with our November mention, $10 off list, and the lowest price we could find. Each card measures 2"" x 3.5"". Choose from 45 designs for economy cards or more than 4,000 designs for standard business cards.",2170139,$5 shipping,2,SUPPLIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfrsikztl5eq4uvbf8et",2018-01-02T10:02:43-05:00,$10,500 Business Cards,https://www.dealnews.com/500-Business-Cards-for-10-5-s-h/2170139.html,
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170142"">J.Crew</a> takes an <strong>extra 40% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092070,2170142"">final sale styles</a>, already marked <strong>up to 50% off</strong>, via coupon code ""NEWYEAR"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092073,2170142"">Main Event Sale</a>. Plus, the same code takes <strong>40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092076,2170142"">cozy styles</a>. Shipping adds <strong>$5</strong>, but orders of $150 or more bag free shipping. Some exclusions apply.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>",2170142,free shipping w/ $150,4,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",,Up to 50% off + 40% off,J.Crew Main Event Sale,https://www.dealnews.com/J.Crew-Main-Event-Sale-Up-to-50-off-40-off-free-shipping-w-150/2170142.html,2018-01-03T03:48:09-05:00
,"Cambond via Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170130"">three Cambond Stainless Steel Retractable Ball Point Pens</a> for $9.99. Coupon code ""K47ILVNL"" drops it to <b>$5.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $3 off list, tied with our mention from two weeks ago, and the lowest price we could find. Each pen has an all-metal design with 1mm point and includes a refill cartridge. Deal ends January 7.",2170130,free shipping w/ Prime,3,SUPPLIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fvoryifxmujeov6i7g6a",,$6,3 Cambond Retractable Ball Point Pens,https://www.dealnews.com/3-Cambond-Retractable-Ball-Point-Pens-for-6-free-shipping-w-Prime/2170130.html,2018-01-03T07:17:38-05:00
,"Lenovo via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170127"">Lenovo IdeaCentre 710 Intel Skylake Core i5 3.4GHz Desktop PC</a> for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $300 off list and the lowest we could find. It features an Intel Core i7-6700 3.4GHz Skylake quad-core processor, 32GB RAM, 1TB 7200 rpm hard drive with an 8GB SSD, Nvidia GeForce GTX 960 2GB graphics, DVD burner, 802.11ac wireless, Bluetooth 4.0, and Windows 10 Home 64-bit.",2170127,free shipping,1,DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xa6v2d5lt7gdqlgwez5v",2018-01-02T09:51:44-05:00,$900,Lenovo Skylake i5 Quad Desktop PC w/ 2GB GPU,https://www.dealnews.com/Lenovo-Skylake-i5-Quad-Desktop-PC-w-2-GB-GPU-for-900-free-shipping/2170127.html,
,"GearXS via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170124"">Pineapple Corer and Slicer</a> for <b>$3.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2, outside of other eBay vendors. It can core and slice a pineapple in one operation.",2170124,free shipping,3,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyl0jhlsmqk91tmsarxe",,$4,Pineapple Corer and Slicer,https://www.dealnews.com/Pineapple-Corer-and-Slicer-for-4-free-shipping/2170124.html,2018-01-03T07:16:52-05:00
,"Ace Teah via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170136"">Ace Teah Air Vent Magnetic Car Phone Holder</a> for $9.99. Coupon code ""VT2UODVG"" cuts it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's tied with our mention from three weeks ago at $3 off and the lowest price we could find. It features a 360-degree ball joint. Deal ends January 7.",2170136,free shipping w/ Prime,3,CELL PHONE ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gqwbavfmq7n0t4b0zui1",,$7,Ace Teah Air Vent Magnetic Car Phone Holder,https://www.dealnews.com/Ace-Teah-Air-Vent-Magnetic-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170136.html,2018-01-03T07:16:40-05:00
