editors_choice,title,time_published,shipping,picture_url,time_modified,category,uuid,price,url,hotness,description
,Black & Decker 400W Juice Extractor,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d0cuuss5ozoeaux9eezu",2018-01-06T13:21:18-05:00,SMALL APPLIANCES,2172881,$21,https://www.dealnews.com/Black-Decker-400-W-Juice-Extractor-for-21-free-shipping-w-Prime/2172881.html,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172881"">Black &amp; Decker 400-watt Juice Extractor</a> for <s>$21.85</s> <strong>$21.47</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $2. It features a stainless steel cutter/strainer, integrated pulp container, and 10-oz. juice container."
,3Nt Montego Bay Flight & Hotel Vacation,2018-01-05T16:26:56-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ruwvskhvulh6yewjr69b",,VACATIONS,2172878,"from $1,249 for 2",https://www.dealnews.com/3-Nt-Montego-Bay-Flight-Hotel-Vacation-from-1-249-for-2/2172878.html,2,"CheapCaribbean offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172878"">Sunscape Splash Montego Bay 3-Night Flight and Hotel Package for Two</a> in Montego Bay, Jamaica, with prices starting at <strong>$1,248.82</strong>, as seen on Travelzoo. (It's the second offer down in the right sidebar of the landing page.) That's $51 under our mention from last week and the lowest current rate we could find for this package today by at least $7. This price is based on departure from Fort Lauderdale, FL, (FLL) with arrival in Montego Bay, Jamaica, (MBJ) on February 4; other departure cities and dates are available for an additional cost. This 4-star resort has an Expedia rating of 69% based on 383 reviews. Book this travel deal by January 11 for travel from January 10 through February 15. <img class=""lazy-img"" src=""https://dealnews.a.ssl.fastly.net/images/spacer.png"" data-src=""https://adfarm.mediaplex.com/ad/tr/27840-205621-46966-0?mpt=123456"" style=""width: 1px; height: 1px; border-width: 0;"" alt=""*"">"
,LEGO Building Sets at Walmart,,free shipping w/ $35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ffx7nlp6d88o712m3iir",2018-01-06T12:22:08-05:00,TOYS & HOBBIES,2172863,20% off select items,https://www.dealnews.com/LEGO-Building-Sets-at-Walmart-20-off-select-items-free-shipping-w-35/2172863.html,4,"Walmart takes <b>20% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098691,2172863"">LEGO building sets</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or spend $35 or more to bag free shipping. A couple of best bets, both with <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172863"">LEGO Batman Movie The Batmobile Building Set</a> for <strong>$47.99</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098664,2172863"">LEGO Star Wars Y-Wing Starfighter Building Set</a> for <strong>$47.99</strong> (low by $2)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098667,2172863"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098670,2172863"">Target</a> are matching prices for many of these items, including the best bets."
,Carnival 4Nt Last Minute Bahamas Cruise,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",2018-01-06T13:20:29-05:00,CRUISES,2172866,from $486 for 2,https://www.dealnews.com/Carnival-4-Nt-Last-Minute-Bahamas-Cruise-from-486-for-2/2172866.html,3,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172866"">Carnival Cruise 4-Night Bahamas Cruise for Two</a>, with prices starting from <strong>$486</strong>. That's the lowest price we could find for such a cruise by $22. This roundtrip cruise aboard the Carnival Victory departs from Miami, FL, on January 29 with stops in Nassau and Half Moon Cay, Bahamas. Book this travel deal by January 28."
,Bowflex SelectTech 5.1 Adjustable Bench,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qu7ujnmnjuwkykce0ocd",2018-01-06T13:06:19-05:00,EXERCISE EQUIPMENT,2172857,$169,https://www.dealnews.com/Bowflex-Select-Tech-5.1-Adjustable-Bench-for-169-free-shipping/2172857.html,2,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172857"">Bowflex SelectTech 5.1 Adjustable Bench</a> for <b>$169</b> with <b>free shipping</b>. That's the lowest price we could find by $5, although most stores charge $207 or more. It adjusts to six different positions and features a removable leg hold-down brace."
,Alienware Coffee Lake i7 6-Core PC w/ 8GB GPU,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s3wuwg4tvjl7v8vdrcow",2018-01-06T13:05:06-05:00,DESKTOPS,2172854,"$1,367",https://www.dealnews.com/Alienware-Coffee-Lake-i7-6-Core-PC-w-8-GB-GPU-for-1-367-free-shipping/2172854.html,2,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172854"">Alienware Aurora R7 Intel Coffee Lake i7 3.2GHz Desktop PC</a> for $1,518.99. Coupon code ""TENOFF"" cuts that to <strong>$1,367.09</strong>. With <strong>free shipping</strong>, that's $233 off and the lowest price we could find. It features an Intel Core i7-8700 Coffee Lake 3.2GHz 6-core processor, 16GB RAM, 2TB 7200 rpm hard drive, Nvidia GeForce GTX 1070 8GB graphics, and Windows 10 Home 64-bit. (It doesn't have an optical drive.) Deal ends January 11."
,Alpine Swiss Men's Chelsea Suede Dress Boots,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslocwdmnstsjo4j1mj",2018-01-06T13:13:44-05:00,SHOES,2172848,$30,https://www.dealnews.com/Alpine-Swiss-Mens-Chelsea-Suede-Dress-Boots-for-30-free-shipping/2172848.html,3,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172848"">Alpine Swiss Men's Chelsea Suede Dress Boots</a> in several colors (Chestnut pictured) for <strong>$29.74</strong> with <strong>free shipping</strong>. That's $5 under our mention from two weeks ago, $85 off list, and the lowest price we could find. They come in sizes 7 to 13."
,"Alpine Swiss Conrad 16"" Laptop Messenger Bag",,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfg7ikda049yu9ja0hpd",2018-01-06T13:12:53-05:00,LAPTOP BAGS,2172842,$15,https://www.dealnews.com/Alpine-Swiss-Conrad-16-Laptop-Messenger-Bag-for-15-free-shipping-w-Prime/2172842.html,3,"Alpine Swiss Store via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172842"">Alpine Swiss Conrad 16"" Laptop Messenger Bag</a> in Navy or Black for <b>$14.99</b> with <b>free shipping</b>. That's the lowest price we could find by $20. It features an adjustable strap, inner tablet sleeve, interior and exterior pockets, and holds laptops up to 16""."
,Alpine Swiss Men's Leo Sneakers,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h8vhswkkxhshu3yhxywb",2018-01-06T12:19:36-05:00,SHOES,2172839,$25,https://www.dealnews.com/Alpine-Swiss-Mens-Leo-Sneakers-for-25-free-shipping/2172839.html,4,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172839"">Alpine Swiss Men's Leo Sneakers</a> in several colors (Black pictured) for <strong>$25.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5 and the lowest price we could find, although we saw them for a buck less in November. They're available in sizes 7 to 13."
,Lord & Taylor 3-Day Clearance Sale,,free shipping w/ $99,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwsvvbk0dlkdxnofbah5",2018-01-06T12:18:41-05:00,CLOTHING & ACCESSORIES,2172830,Up to 70% off,https://www.dealnews.com/Lord-Taylor-3-Day-Clearance-Sale-Up-to-70-off-free-shipping-w-99/2172830.html,4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098646,2172830"">Lord &amp; Taylor</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172830"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098625,2172830"">3-Day Sale</a>. (Prices are as marked.) Alternatively, take an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098628,2172830"">sale items</a> or <b>15% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098631,2172830"">regular-price items</a> via coupon code ""NEWYEAR"". (Eligible items are marked.) Shipping starts at $5.95, but orders of $99 or more bag free shipping. Some exclusions apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1369/Lord-Taylor/"">Lord &amp; Taylor Coupons</a>.</p>"
True,Vince Camuto Loma Weekender Bag,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgpm1qwaahqumn6nbxzs",2018-01-06T12:00:02-05:00,HANDBAGS,2172824,$68,https://www.dealnews.com/Vince-Camuto-Loma-Weekender-Bag-for-68-free-shipping/2172824.html,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172824"">Vince Camuto Loma Weekender Bag</a> in Latte for $79.99. (Scroll down to see it.) Coupon code ""WKND"" cuts that to <strong>$67.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098619,2172824"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $32 under our October mention, $132 off, and the lowest price we've seen. It features a snap closure, zip pocket, two slip pockets, and a removable shoulder strap. Deal ends January 7."
,2 Meilo 16.4ft LED Color-Change Strip Lights,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atyt7me2ccmozvuv27km",2018-01-06T13:11:33-05:00,LIGHTING & LAMPS,2172800,from $45,https://www.dealnews.com/2-Meilo-16.4-ft-LED-Color-Change-Strip-Lights-from-45-free-shipping/2172800.html,3,"Sam's Club offers its members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172800"">two Meilo 16.4-Foot LED Color-Changing Strip Lights</a> for <strong>$44.77</strong> with <strong>free shipping</strong>. (Non-members pay a $4.48 surcharge.) That's the lowest price we could find by $12. It features 17 colors and effects and remote control."
,Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price,2018-01-05T08:57:39-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",,MORNING JOLT,2172479,,https://www.dealnews.com/features/morning-jolt/,,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning."
,"Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",2018-01-04T08:00:01-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y",,CONSUMER NEWS,2168330,,https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust."
,8 Smart Ways to Save on Exercise Equipment,2018-01-03T08:00:01-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",,BUYING GUIDES,2167652,,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape."
,8 Things to Buy in January (and 3 Things to Wait On),2018-01-01T08:00:01-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",,WHAT TO BUY IN JANUARY,2165831,,https://www.dealnews.com/features/what-to-buy-in-january/,,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>."
