category,price,time_published,time_modified,hotness,description,picture_url,editors_choice,shipping,title,url,uuid
DESKTOPS,"$1,367",2018-01-05T16:13:58-05:00,,2,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172854"">Alienware Aurora R7 Intel Coffee Lake i7 3.2GHz Desktop PC</a> for $1,518.99. Coupon code ""TENOFF"" cuts that to <strong>$1,367.09</strong>. With <strong>free shipping</strong>, that's $233 off and the lowest price we could find. It features an Intel Core i7-8700 Coffee Lake 3.2GHz 6-core processor, 16GB RAM, 2TB 7200 rpm hard drive, Nvidia GeForce GTX 1070 8GB graphics, and Windows 10 Home 64-bit. (It doesn't have an optical drive.) Deal ends January 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s3wuwg4tvjl7v8vdrcow",,free shipping,Alienware Coffee Lake i7 6-Core PC w/ 8GB GPU,https://www.dealnews.com/Alienware-Coffee-Lake-i7-6-Core-PC-w-8-GB-GPU-for-1-367-free-shipping/2172854.html,2172854
SHOES,$30,2018-01-05T16:12:47-05:00,,3,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172848"">Alpine Swiss Men's Chelsea Suede Dress Boots</a> in several colors (Chestnut pictured) for <strong>$29.74</strong> with <strong>free shipping</strong>. That's $5 under our mention from two weeks ago, $85 off list, and the lowest price we could find. They come in sizes 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslocwdmnstsjo4j1mj",,free shipping,Alpine Swiss Men's Chelsea Suede Dress Boots,https://www.dealnews.com/Alpine-Swiss-Mens-Chelsea-Suede-Dress-Boots-for-30-free-shipping/2172848.html,2172848
LAPTOP BAGS,$15,2018-01-05T16:05:01-05:00,,3,"Alpine Swiss Store via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172842"">Alpine Swiss Conrad 16"" Laptop Messenger Bag</a> in Navy or Black for <b>$14.99</b> with <b>free shipping</b>. That's the lowest price we could find by $20. It features an adjustable strap, inner tablet sleeve, interior and exterior pockets, and holds laptops up to 16"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfg7ikda049yu9ja0hpd",,free shipping w/ Prime,"Alpine Swiss Conrad 16"" Laptop Messenger Bag",https://www.dealnews.com/Alpine-Swiss-Conrad-16-Laptop-Messenger-Bag-for-15-free-shipping-w-Prime/2172842.html,2172842
SHOES,$25,2018-01-05T16:00:46-05:00,,4,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172839"">Alpine Swiss Men's Leo Sneakers</a> in several colors (Black pictured) for <strong>$25.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5 and the lowest price we could find, although we saw them for a buck less in November. They're available in sizes 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h8vhswkkxhshu3yhxywb",,free shipping,Alpine Swiss Men's Leo Sneakers,https://www.dealnews.com/Alpine-Swiss-Mens-Leo-Sneakers-for-25-free-shipping/2172839.html,2172839
CLOTHING & ACCESSORIES,Up to 70% off,2018-01-05T15:53:23-05:00,,4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098646,2172830"">Lord &amp; Taylor</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172830"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098625,2172830"">3-Day Sale</a>. (Prices are as marked.) Alternatively, take an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098628,2172830"">sale items</a> or <b>15% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098631,2172830"">regular-price items</a> via coupon code ""NEWYEAR"". (Eligible items are marked.) Shipping starts at $5.95, but orders of $99 or more bag free shipping. Some exclusions apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1369/Lord-Taylor/"">Lord &amp; Taylor Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwsvvbk0dlkdxnofbah5",,free shipping w/ $99,Lord & Taylor 3-Day Clearance Sale,https://www.dealnews.com/Lord-Taylor-3-Day-Clearance-Sale-Up-to-70-off-free-shipping-w-99/2172830.html,2172830
HANDBAGS,$68,2018-01-05T15:45:24-05:00,,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172824"">Vince Camuto Loma Weekender Bag</a> in Latte for $79.99. (Scroll down to see it.) Coupon code ""WKND"" cuts that to <strong>$67.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098619,2172824"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $32 under our October mention, $132 off, and the lowest price we've seen. It features a snap closure, zip pocket, two slip pockets, and a removable shoulder strap. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgpm1qwaahqumn6nbxzs",True,free shipping,Vince Camuto Loma Weekender Bag,https://www.dealnews.com/Vince-Camuto-Loma-Weekender-Bag-for-68-free-shipping/2172824.html,2172824
LIGHTING & LAMPS,from $45,2018-01-05T15:41:34-05:00,,3,"Sam's Club offers its members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172800"">two Meilo 16.4-Foot LED Color-Changing Strip Lights</a> for <strong>$44.77</strong> with <strong>free shipping</strong>. (Non-members pay a $4.48 surcharge.) That's the lowest price we could find by $12. It features 17 colors and effects and remote control.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atyt7me2ccmozvuv27km",,free shipping,2 Meilo 16.4ft LED Color-Change Strip Lights,https://www.dealnews.com/2-Meilo-16.4-ft-LED-Color-Change-Strip-Lights-from-45-free-shipping/2172800.html,2172800
HOTELS,from $137 per night,2018-01-05T15:32:44-05:00,,3,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172833"">5-Night Stays for Two at Marina Fiesta Resort &amp; Spa Resort</a> in Cabo San Lucas, Mexico, with prices starting at <strong>$685</strong>. (It's the top offer on the page; we found this rate on July 2.) At $154 per night, that's the lowest price we could find for this stay by $29. This 4-star hotel has an Expedia rating of 85% based on 1,239 reviews. Book this travel deal by January 7 for stays from April 8 through August 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkv0xplhjeunguxdtgnp",,,5Nts at 4-Star Cabo San Lucas Resort,https://www.dealnews.com/5-Nts-at-4-Star-Cabo-San-Lucas-Resort-from-137-per-night/2172833.html,2172833
ACCESSORIES,$30,2018-01-05T15:25:52-05:00,,3,"Filthy Etiquette via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172809"">Filthy Etiquette Tie with Matching Pocket Square Combo</a> in several styles (Enodoc pictured) for $39.99. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098571,2172809"">Add five combos</a> to your cart for $199.95 and apply coupon code ""FE55"" to cut that to <strong>$30</strong>. With <strong>free shipping</strong>, that's a savings of $170 and the lowest price we could find. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpd7zxooywxg1ld3knyc",,free shipping,5 Filthy Etiquette Ties w/ 5 Pocket Squares,https://www.dealnews.com/5-Filthy-Etiquette-Ties-w-5-Pocket-Squares-for-30-free-shipping/2172809.html,2172809
LAPTOPS,$400,2018-01-05T15:21:18-05:00,,2,"Dell Home, via its Member Purchase Program, offers its 5-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172818"">Dell Inspiron 15 3000 Series Intel Skylake Core i3 2GHz 15.6"" Touchscreen Laptop</a> in Black for <b>$399.99</b> with <strong>free shipping</strong>. That's $130 off list and the lowest price we could find, although we saw it for $8 less last week. It features an Intel Core i3-6006U 2GHz Skylake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit touchscreen LCD, 8GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, HDMI, USB 3.0, 4-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zwe8ywbnknctkrpcbudy",,free shipping,"Dell Inspiron Skylake i3 16"" Touch Laptop",https://www.dealnews.com/Dell-Inspiron-Skylake-i3-16-Touch-Laptop-for-400-free-shipping/2172818.html,2172818
CONSOLES,$235,2018-01-05T15:19:50-05:00,,4,"Blinq offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172797"">Nintendo Switch Console with Red and Blue Joy-Con</a> for $313.59. Coupon code ""NEWSJAN25"" cuts it to <b>$235.19</b>. With <b>free shipping</b>, that's $7 under yesterday's refurb mention of another color and the lowest price we've seen for this console in any condition. (It's $64 less than you'd pay for a new one today.) Deal ends January 31, although it will likely sell out quickly.<br>
<br>
Note: No warranty information is provided, but it's covered by Blinq's 30-day money-back guarantee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnko912lbmzvp6i5oa9x",True,free shipping,Refurb Nintendo Switch Console,https://www.dealnews.com/Refurb-Nintendo-Switch-Console-for-235-free-shipping/2172797.html,2172797
PANTS,$18,2018-01-05T15:19:46-05:00,,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172767"">Alfani Men's Slim-fit Cotton Stretch Pants</a> for $21.99. Coupon code ""WKND"" drops it to <strong>$17.59</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098451,2172767"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $17 off list and the lowest price we could find, although we saw them for $3 less in November. They're available in select sizes from 30x28 to 40x32. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odqgoppkh56trymzjwxe",,free s&h w/beauty item,Alfani Men's Slim-fit Cotton Stretch Pants,https://www.dealnews.com/Alfani-Mens-Slim-fit-Cotton-Stretch-Pants-for-18-free-s-h-w-beauty-item/2172767.html,2172767
