category,title,time_modified,price,time_published,description,url,uuid,editors_choice,picture_url,shipping,hotness
SEASONAL/HOLIDAYS,Christmas / Holiday Decorations at Lowe's,2018-01-04T16:13:35-05:00,75% off,,"Lowe's cuts <strong>75% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095601,2171420"">Christmas / Holiday Decorations</a>. Plus, MyLowe's members bag <strong>free shipping</strong> on all orders. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095487,2171420"">join</a>. Larger items may incur oversized shipping fees; many items are available for in-store pickup only.) Deal ends February 15. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095496,2171420"">Lifetime Steel Tree Stand For Up 12-Foot Tree</a> <strong>$13</strong> + <strong>pickup</strong> (low by $25)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171420"">Holiday Living 6-Foot Freestanding Joy Sign</a> for <strong>$124.50</strong> (pictured, $374 off)
 </li>
</ul>",https://www.dealnews.com/Christmas-Holiday-Decorations-at-Lowes-75-off-free-shipping/2171420.html,2171420,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/okc2hczwrwcnc1k8naxr",free shipping,5
POWER MANAGEMENT,iSelector Mini WiFi Smart Plug 2-Pack,,$21,2018-01-04T04:29:37-05:00,"Merry-Go via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171435"">iSelector Mini WiFi Smart Plug 2-Pack</a> for $29.99. Coupon code ""BFPLHT5W"" cuts it to <strong>$20.99</strong>. With <strong>free shipping</strong>, that's $3 under our November mention, $42 off, and the lowest price we could find. It connects with the Jinvoo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095499,2171435"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095502,2171435"">Android</a>. Deal ends February 3.",https://www.dealnews.com/iSelector-Mini-Wi-Fi-Smart-Plug-2-Pack-for-21-free-shipping/2171435.html,2171435,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzgkmai02ct3ylqqrrm7",free shipping,3
ACCESSORIES,Men's Slim Leather Wallet,2018-01-04T17:20:12-05:00,$8,,"Everyday Source via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171396"">Men's Slim Leather Wallet</a> in several colors (Black pictured) for <b>$7.99</b> with <b>free shipping</b>. That's tied with last week's mention and the lowest price we could find by $2 today. It features a money clip and four card slots.",https://www.dealnews.com/Mens-Slim-Leather-Wallet-for-8-free-shipping/2171396.html,2171396,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7pfswxrxkz3dqg6enq3",free shipping,4
SHOES,Nike Women's Free Run 2017 Running Sneakers,2018-01-04T09:20:57-05:00,$45,,"Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171408"">Nike Women's Free Run 2017 Running Sneakers</a> in Silver for $99.99. In-cart, that drops to <strong>$45</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095478,2171408"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's tied with our mention from a week ago and excluding padding, the lowest price we could find by $30. They're available in sizes 6 to 10.",https://www.dealnews.com/Nike-Womens-Free-Run-2017-Running-Sneakers-for-45-free-s-h-w-beauty-item/2171408.html,2171408,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dteptlfiqmptmul4hfng",free s&h w/beauty item,3
EBAY COUPONS,eBay End of Season Sale,2018-01-04T16:11:22-05:00,Up to 70% off,,"Third-party sellers via eBay take <strong>up to 70% off</strong> a wide selection of items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171390"">End of Season Sale</a>. Plus, most orders qualify for <strong>free shipping</strong>. Shop for apparel, accessories, homewares, and more.",https://www.dealnews.com/eBay-End-of-Season-Sale-Up-to-70-off-free-shipping/2171390.html,2171390,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/naxua42hbwhcxroo2dkm",free shipping,5
KITCHEN,10-Piece Stainless Steel Bowl Set,2018-01-04T06:59:35-05:00,$6,,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171399"">Home Collections 10-Piece Stainless Steel Storage/Mixing Bowl Set</a> for <b>$5.99</b> with <b>free shipping</b>. That's tied with last week's mention as the lowest price we've seen. (It's the best deal today by $4.) This nesting set includes 1.25-, 2.25-, 3.5-, 4.75-, and 6.5-cup bowls, each with a clear BPA-free plastic lid.",https://www.dealnews.com/10-Piece-Stainless-Steel-Bowl-Set-for-6-free-shipping/2171399.html,2171399,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ukuhbuzgjblvvfvhmzdr",free shipping,3
SMALL APPLIANCES,KitchenAid Spiralizer Attachment,2018-01-04T09:19:57-05:00,$62,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171405"">KitchenAid Spiralizer Attachment with Peel, Core and Slice</a> for <strong>$62.43</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095475,2171405"">Amazon</a> charges the same.) That's tied with our mention from a week ago and the lowest price we could find by $18. This attachment fits all household KitchenAid stand mixers. It includes four quick change blades and a peeling blade.",https://www.dealnews.com/Kitchen-Aid-Spiralizer-Attachment-for-62-free-shipping/2171405.html,2171405,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wp96affsttvrunbfdawd",free shipping,3
CAMPING & OUTDOORS,Contigo 24-oz. Stainless Steel Water Bottle,2018-01-04T09:19:09-05:00,$12,,"As one of its daily deals, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171423"">Contigo 24-oz. Autoseal Chill Stainless Steel Water Bottle</a> in several colors (Grapevine pictured) for <strong>$11.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $3. It keeps drinks cold for up to 28 hours. Deal ends today.",https://www.dealnews.com/Contigo-24-oz.-Stainless-Steel-Water-Bottle-for-12-free-shipping-w-Prime/2171423.html,2171423,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cep0ssh9eu7ouhadpsax",free shipping w/ Prime,3
EXERCISE EQUIPMENT,Ethos Farmer Carry Bars,2018-01-04T09:18:26-05:00,$90,,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171414"">Ethos Farmer Carry Bars</a> for <strong>$89.99</strong> with <strong>free shipping</strong>. That's $60 off list and the best price we could find. They weigh 27 lbs. each and include two 60"" steel carry bars.",https://www.dealnews.com/Ethos-Farmer-Carry-Bars-for-90-free-shipping/2171414.html,2171414,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q6tt4vgdjffjpzrzs189",free shipping,3
BACKPACKS,30L Military Tactical Backpack,2018-01-04T09:17:16-05:00,$14,,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171402"">30-Liter Military Tactical Backpack</a> in several colors (Mud pictured) for <strong>$13.89</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the lowest price we could find by $2. It features two zippered main compartments, front zippered pouches, MOLLE straps, and removable adjustable chest and hip belts.",https://www.dealnews.com/30-L-Military-Tactical-Backpack-for-14-free-shipping/2171402.html,2171402,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxrwxzrkgoummd8da8gj",free shipping,3
ADAPTERS,Refurb Krazilla Bluetooth USB 2.0 Adapter,2018-01-04T09:16:45-05:00,$0 after rebate,,"As one of its daily deals, Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171393"">Krazilla KZA-BF01 Bluetooth 4.0 USB 2.0 Adapter</a> for $7.99. Redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095472,2171393"">$7.99 mail-in rebate</a> to cut that to <strong>$0</strong>. With <strong>free shipping</strong>, that's $8 off and the best price we could find. (It's also at least $10 less than what you'd pay for a similar adapter new.) Deal ends today.<br>
<br>
Note: A 90-day warranty applies but it's unclear who covers it.",https://www.dealnews.com/Refurb-Krazilla-Bluetooth-USB-2.0-Adapter-for-0-after-rebate-free-shipping/2171393.html,2171393,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j2x5aooabiashjwoigi5",free shipping,3
SHOES,adidas Men's Ultra Boost Running Shoes,2018-01-04T06:11:49-05:00,$94,,"Running Warehouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171387"">adidas Men's Ultra Boost Running Shoes</a> in Petrol Night for $124.98. In-cart, the price drops to <strong>$93.66</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $5. They're available in sizes 9.5 to 11.5.",https://www.dealnews.com/adidas-Mens-Ultra-Boost-Running-Shoes-for-94-free-shipping/2171387.html,2171387,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kuxbiqbkgavg9bcgfsek",free shipping,3
ACCESSORIES,Storage Case for PlayStation VR,,$20 w/ Prime,2018-01-04T01:53:32-05:00,"For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171384"">Storage Case for PlayStation VR</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095466,2171384"">GameStop</a> charges the same via pickup.) That's the lowest price we could find by $8. It features an internal mesh pouch.",https://www.dealnews.com/Storage-Case-for-Play-Station-VR-for-20-w-Prime-free-shipping/2171384.html,2171384,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlbvetnmpr0t1pgblfet",free shipping,2
GROCERIES,Pure Protein Bar Variety 18-Pack,2018-01-04T17:19:24-05:00,$11,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171378"">Pure Protein Bar Variety 18-Pack</a> in Assorted Flavors for $12.42. Clip the $1 off coupon to cut that to <strong>$11.42</strong>. Plus Prime members qualify for <strong>free shipping</strong>. That's 63 cents per bar and $6 under what you'd pay at local warehouse club stores.",https://www.dealnews.com/Pure-Protein-Bar-Variety-18-Pack-for-11-free-shipping/2171378.html,2171378,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwsclyytmwlvx6seeomv",free shipping,4
SUPPLEMENTS,Optimum Nutrition 100% Whey Protein 6-lb. Bag,2018-01-04T09:16:16-05:00,from $42,,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171375"">Optimum Nutrition Gold Standard 100% Whey Protein 6.4-lb. Bag</a> in Chocolate or Vanilla from <strong>$41.99</strong> plus <strong>$1.99</strong> for shipping. (Non-members pay $3 more.) That's $3 under our June mention and the lowest price we could find by $25. It includes 90 servings, and each contains 24 grams of protein. Deal ends January 28.",https://www.dealnews.com/Optimum-Nutrition-100-Whey-Protein-6-lb.-Bag-from-42-2-s-h/2171375.html,2171375,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ba4ch1cqwhzvnth50ssg",$2 shipping,3
ACCESSORIES,Outdoor Research Men's Emmons Balaclava,2018-01-04T09:12:10-05:00,$20,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171288"">Outdoor Research Men's Emmons Balaclava</a> in Black for <b>$19.73</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $20 off list and the lowest price we could find. It's available in one size fits most.",https://www.dealnews.com/Outdoor-Research-Mens-Emmons-Balaclava-for-20-pickup-at-REI/2171288.html,2171288,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jxwps2y7rjbwusg6uqly",pickup at REI,3
GAMES,Naruto: Road to Boruto for PS4 / Xbox One,,$20,2018-01-04T00:22:47-05:00,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171369"">Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095463,2171369"">Xbox One</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. (GameStop charges the same via pickup for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095457,2171369"">PS4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095460,2171369"">Xbox One</a>.) That's the lowest price we could find by $9. It includes the Ultimate Ninja Storm 4 game, season pass content, Boruto expansion pack, and bonus DLC.",https://www.dealnews.com/Naruto-Road-to-Boruto-for-PS4-Xbox-One-for-20-free-shipping-w-Prime/2171369.html,2171369,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gomqjqenesr2bqotikrn",free shipping w/ Prime,2
CELL PHONE CHARGERS,Pisen 4-Port Portable USB Wall Charger,2018-01-04T09:11:10-05:00,$7,,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170664"">Pisen 4-Port Portable USB Wall Charger</a> in Black for $9.99. Coupon code ""ADDKH5OW"" cuts the price to <strong>$6.99</strong>. With <strong>free shipping</strong> for Prime members, that's $1 less than last month's mention, $3 off list, and the lowest price we could find. It features a 100- to 240-volt input. Deal ends January 14.",https://www.dealnews.com/Pisen-4-Port-Portable-USB-Wall-Charger-for-7-free-shipping-w-Prime/2170664.html,2170664,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qigmzxyfbdamddesdztt",free shipping w/ Prime,3
HAND TOOLS,"Craftsman 10"" Adjustable Wrench, $8 Sears GC",2018-01-04T09:10:06-05:00,$16,,"Sears offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171366"">Craftsman Extreme Grip 10"" Adjustable Wrench</a> for <b>$15.99</b>. Plus, Shop Your Way Rewards members will bag around <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095451,2171366"">$8 in SYWR Points</a>. (The points will be valid for 14 days. Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095454,2171366"">join</a> .) Opt for in-store <strong>pickup</strong> to avoid the $4.49 shipping charge. After credit, that's tied with last year's mention and the lowest price we could find by $17. It features adjustable jaws that open up to 1"".",https://www.dealnews.com/Craftsman-10-Adjustable-Wrench-8-Sears-GC-for-16-pickup-at-Sears/2171366.html,2171366,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d7ijgsi8mlqpuf9bzhhl",pickup at Sears,3
TOOTHPASTE,Crest Whitening Fresh Mint 4.6-oz. Toothpaste,2018-01-04T17:15:14-05:00,$1 w/ $25 purchase,,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171363"">Crest Baking Soda and Peroxide Whitening with Tartar Protection Fresh Mint 4.6-oz. Toothpaste</a> for $2.99. Clip the $2 off coupon to drop that to <strong>99 cents</strong>. Plus Prime members qualify for <strong>free shipping</strong>. That's $1 under our July mention, $2 off list, and the lowest price we've seen.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.<br>
<br>
<i>Update</i>: Deal has been amended with Amazon add-on information; we apologize for the error.",https://www.dealnews.com/Crest-Whitening-Fresh-Mint-4.6-oz.-Toothpaste-for-1-w-25-purchase-free-shipping/2171363.html,2171363,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgkre7hd0qjxdre0ci11",free shipping,4
SHOES,Saucony Men's / Women's Kinvara 8 Shoes,2018-01-04T11:28:50-05:00,$55,,"JackRabbit offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171360"">Saucony Men's / Women's Kinvara 8 Running Shoes</a> in several colors (Grey/Blue/Orange pictured) for $110. Coupon code ""JOMRPJ50"" cuts the price to <strong>$54.97</strong>. With <strong>$6.99</strong> for shipping, that's the lowest price we could find by $42. They're available in men's sizes 8 to 13 and women's sizes 6.5 to 11.",https://www.dealnews.com/Saucony-Mens-Womens-Kinvara-8-Shoes-for-55-7-s-h/2171360.html,2171360,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hbqkbpk156dl4obwcuws",$7 shipping,3
T-SHIRTS,UA Men's Threadborne Siro V-Neck T-Shirt,2018-01-04T09:09:19-05:00,$14... or less,,"Under Armour offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171357"">UA Men's Threadborne Siro V-Neck Short Sleeve T-Shirt</a> in Artillery Green or Pomegranate for <strong>$13.50</strong>. Coupon code ""FSASHOLIDAY"" nets <strong>free shipping</strong>. That's the lowest price we could find by $3, outside of the deal below. It's available in sizes S to XXL. Deal ends January 11.<br>
<br>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095448,2171357"">Amazon</a> offers it in Artillery Green in size small only for $11.07 with free shipping for Prime members.",https://www.dealnews.com/UA-Mens-Threadborne-Siro-V-Neck-T-Shirt-for-14...-or-less-free-shipping/2171357.html,2171357,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ib5t88wzg7mlmzbhpqrx",free shipping,3
TOYS & HOBBIES,Power Tools 31-Piece Pretend Tool Set,2018-01-04T09:07:31-05:00,$17,,"Liberty Imports via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171354"">Power Tools 31-Piece Pretend Tool Set</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a 12"" x 6"" x 6"" tool box and includes a variety of tools, screws, nuts, bolts, and safety gear.",https://www.dealnews.com/Power-Tools-31-Piece-Pretend-Tool-Set-for-17-free-shipping-w-Prime/2171354.html,2171354,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m1dm4ixbgrf8i1jyjtvc",free shipping w/ Prime,2
LAPTOPS,"Lenovo Kaby Lake i7 2.7GHz 13"" 1080p Laptop",,$900,2018-01-03T22:28:00-05:00,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170850"">Lenovo Yoga 720 Intel Kaby Lake Core i7 2.7GHz 12.5"" 1080p Laptop</a> in Iron Grey for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $300 off and the lowest price we could find. It features an Intel Core i7-7500U 2.7GHz Kaby Lake dual-core processor, 12.5"" 1920x1080 (1080p) LCD, 8GB RAM, 512GB SSD, 3-cell battery, and Windows 10 Home 64-bit.",https://www.dealnews.com/Lenovo-Kaby-Lake-i7-2.7-GHz-13-1080-p-Laptop-for-900-free-shipping/2170850.html,2170850,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vd8daq3nmyrpqajufx8d",free shipping,2
HOME FURNITURE,Home Decorators Martin Glass Door Bookcase,2018-01-04T17:12:28-05:00,$200,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171054"">Home Decorators Collection Martin Glass Door Bookcase</a> in Black for <b>$199.50</b>. Choose in-store <b>pickup</b> to dodge the $55 shipping fee. That's the lowest price we could find by $165. It features five adjustable shelves and four doors. Deal ends January 7.",https://www.dealnews.com/Home-Decorators-Martin-Glass-Door-Bookcase-for-200-pickup-at-Home-Depot/2171054.html,2171054,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3fhr0qrwfkljp0jht2h",pickup at Home Depot,4
KITCHEN,Cuisinart Non-Stick Nacho Grilling Platter,2018-01-04T17:03:35-05:00,$6,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171351"">Cuisinart Non-Stick Nacho Grilling Platter</a> for <strong>$5.71</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $4. It features a 13"" diameter.",https://www.dealnews.com/Cuisinart-Non-Stick-Nacho-Grilling-Platter-for-6-pickup-at-Walmart/2171351.html,2171351,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/es7nbdlorbae5qhjpisz",pickup at Walmart,3
HOME FURNITURE,Storkcraft Caribou Twin Bunk Bed,2018-01-04T09:06:54-05:00,$180,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171294"">Storkcraft Caribou Solid Hardwood Twin Bunk Bed</a> in Navy for <b>$179.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095355,2171294"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095358,2171294"">Hayneedle</a> have it for the same.) That's the lowest price we could find in any color by $118. It features solid wood construction and measures 42.6"" x 78.4"" x 58.3"".",https://www.dealnews.com/Storkcraft-Caribou-Twin-Bunk-Bed-for-180-free-shipping/2171294.html,2171294,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pzhibtmfdb4sdlfdeig0",free shipping,3
SOFTWARE,Unity Networking From Scratch Course,2018-01-04T09:06:07-05:00,$11,,"Udemy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171339"">Unity Networking From Scratch Course</a> for <strong>$10.99</strong>. That's $139 off and the lowest price we could find. It includes over six hours of content.",https://www.dealnews.com/Unity-Networking-From-Scratch-Course-for-11/2171339.html,2171339,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/akitx7ipndmhxu1y6pzi",,2
DECOR,Tricc Square Coasters 4-Pack,2018-01-04T09:05:13-05:00,$8,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171348"">Tricc Square Coasters 4-Pack</a> in Natural for <strong>$7.59</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $2. Each measures 4x4"".",https://www.dealnews.com/Tricc-Square-Coasters-4-Pack-for-8-pickup-at-Walmart/2171348.html,2171348,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xdv25mpxnetwmfaib83t",pickup at Walmart,2
SHOES,Nike Men's SB Dunk Low Pro Shoes,2018-01-04T17:27:38-05:00,$41,,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171201"">Nike Men's SB Dunk Low Pro Shoes</a> in Blue or Orange for $54.97. In-cart that drops to <b>$41.23</b>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095061,2171201"">join</a>.) That's the lowest price we could find by $49. They're available in select sizes from 5 to 12. Deal ends January 4.",https://www.dealnews.com/Nike-Mens-SB-Dunk-Low-Pro-Shoes-for-41-free-shipping/2171201.html,2171201,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o1knydkib1yhvssrxeys",free shipping,3
LAPTOPS,"Refurb Acer Celeron Dual 12"" Chromebook",2018-01-04T09:04:38-05:00,$80,,"Tanga offers the refurbished 2.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171345"">Acer C720-2103 Intel Celeron 1.4GHz 11.6"" Chromebook</a> in Granite Gray for <strong>$79.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $40 for a refurb elsewhere and the best price we've seen in any condition. It features an Intel Celeron 2955U 1.4GHz Haswell dual-core processor, 11.6"" LED-backlit 1366x768 LCD, 2GB RAM, 16GB SSD, 802.11n wireless, Bluetooth 4.0, USB 3.0, HDMI, 3-cell battery, and Google Chrome OS.<br>
<br>
Note: A 30-day warranty applies, but it's unclear who backs it. This product will include signs of wear, including scratches and dents, but is fully functional.",https://www.dealnews.com/Refurb-Acer-Celeron-Dual-12-Chromebook-for-80-free-shipping/2171345.html,2171345,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cnzlixgmvtmni0c8zyte",free shipping,3
