hotness,url,time_published,time_modified,description,shipping,uuid,price,picture_url,editors_choice,title,category
5,https://www.dealnews.com/Michael-Kors-Winter-Sale-Up-to-50-off-free-shipping-w-50/2168306.html,,2017-12-29T20:22:19-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168306"">Michael Kors</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088833,2168306"">clothing, shoes, and acessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088836,2168306"">Winter Sale</a>. (Prices are as marked.) Shipping adds <b>$5</b>, but orders of $50 or more qualify for free shipping. Some exclusions may apply. Deal ends January 2.",free shipping w/ $50,2168306,Up to 50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rjowtkotwklfp2g09ftq",,Michael Kors Winter Sale,CLOTHING & ACCESSORIES
1,https://www.dealnews.com/Verso-10-Red-Speedy-Balance-Bike-for-50-free-shipping/2168315.html,2017-12-29T14:02:40-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168315"">Verso 10"" Red Speedy Balance Bike</a> in Red for <strong>$49.94</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It's designed for children age 2 to 5.",free shipping,2168315,$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t9hg41ax43ayilyme58j",,"Verso 10"" Red Speedy Balance Bike",BICYCLING
3,https://www.dealnews.com/Coats-Direct-coupon-40-off-sitewide-free-shipping/2168387.html,2017-12-29T13:59:30-05:00,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089169,2168387"">Coats Direct</a> takes an <strong>extra 40% off</strong> sitewide via coupon code ""NEW40"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 1, 2018. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089142,2168387"">Laundry by Design Women's Hooded Quilted Anorak Jacket</a> for <strong>$47.99</strong> ($152 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168387"">Nautica Men's Wool Twill Coat</a> for <strong>$83.99</strong> (pictured, $316 off)
 </li>
</ul>",free shipping,2168387,40% off sitewide,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dludpelfxhvkzusmd7ci",,Coats Direct coupon,COATS
3,https://www.dealnews.com/Haier-55-4-K-LED-LCD-UHD-TV-for-350-free-shipping/2168351.html,2017-12-29T13:56:51-05:00,,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168351"">Haier 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. 55UGX3500, for <strong>$349.99</strong> with <strong>free shipping</strong>. (You may need to apply coupon code ""c11711289377"" to see this price.) That's the lowest price we could find by $50. It features a 3840x2160 (4K, 2160p) native resolution, USB, and four HDMI inputs. Deal ends January 5.",free shipping,2168351,$350,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m1jipjikp519pzmbvunb",,"Haier 55"" 4K LED LCD UHD TV",TVS
3,https://www.dealnews.com/Dell-Refurbished-Store-coupon-31-to-45-off-free-shipping/2168339.html,2017-12-29T13:52:08-05:00,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168339"">Dell Refurbished Store</a> cuts <b>45% off</b> any item priced at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088938,2168339"">$399 or higher</a> via coupon code ""NEWYEAR18"". (The same code also knocks <b>31% off</b> any item priced at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088941,2168339"">$398 or less</a>, excluding E6430 models.) Plus, all orders qualify for <b>free shipping</b>. Some exclusions apply, such as clearance. Deal ends January 2.<br>
<br>
These systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",free shipping,2168339,31% to 45% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dq5mvihrblbv01lxryec",,Dell Refurbished Store coupon,COMPUTERS
,https://www.dealnews.com/REI-Holiday-Clearance-Up-to-50-off/2168258.html,2017-12-30T00:01:00-05:00,,"REI takes <strong>up to 50% off</strong> select items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168258"">Holiday Clearance</a>. Plus, save <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088644,2168258"">new markdowns</a> at REI Garage. Shipping adds <strong>$5.99</strong>, although orders of $50 or more bag free shipping. (Some large items may incur additional handling charges; in-store pickup is available for most items.) Choose from categories including outerwear, apparel, accessories, and more. Deal ends January 1.",,2168258,Up to 50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0vtk0ztegkn4ri3ovju",,REI Holiday Clearance,REI COUPONS
3,https://www.dealnews.com/Victoria-Sport-Womens-Front-Close-Sport-Bra-for-25-8-s-h/2168369.html,2017-12-29T13:51:14-05:00,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168369"">Victoria Sport Women's The Knockout Front-Close Sport Bra</a> in several colors (Black pictured) for <strong>$24.99</strong> plus <strong>$8</strong> for shipping. That's $25 off and the lowest price we could find. It's available in select sizes from 32 to 40 with cups from B to DDD.",$8 shipping,2168369,$25,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zlboowfogk5nkyjfg599",,Victoria Sport Women's Front-Close Sport Bra,ACTIVEWEAR
3,https://www.dealnews.com/Night-Owl-8-Ch.-4-Cam-1080-p-Security-System-for-300-free-shipping/2168324.html,2017-12-29T13:50:23-05:00,,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168324"">Night Owl 8-Channel 1080p 1TB DVR Security System with Four Cameras</a> for <strong>$299.88</strong> with <strong>free shipping</strong>. (Not a member? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088911,2168324"">Amazon</a> charges the same.) That's tied with our July mention and the lowest price we could find now by $13, although most retailers charge at least $450. The system features four weather-resistant 1080p infrared cameras with a 100° field of view, night vision up to 100 feet, motion and heat detection, a DVR with 1TB hard drive, integrated 2-hour battery backup, Ethernet, email alerts, and remote viewing via the Night Owl HD mobile app. Deal ends December 31.",free shipping,2168324,$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uyp0nrqeurvgc0jlqrvw",,Night Owl 8-Ch. 4-Cam 1080p Security System,SECURITY CAMERAS
2,https://www.dealnews.com/Trademark-Poker-2-Deck-Blackjack-Dealing-Shoe-for-7-pickup-at-Walmart/2168384.html,2017-12-29T13:50:13-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168384"">Trademark Poker 2-Deck Blackjack Dealing Shoe</a> for $7.02. Opt for in-store <strong>pickup</strong> to drop the price to <strong>$6.69</strong> and avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089079,2168384"">Amazon</a> charges the same with orders of $25 or more.) That's $18 off list and the lowest price we could find. It features a steel roller and rounded edges.",pickup at Walmart,2168384,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d1aisxhudb2fbvfk5lqe",,Trademark Poker 2-Deck Blackjack Dealing Shoe,CARD AND BOARD GAMES
4,https://www.dealnews.com/Dr.Meter-Water-Quality-TDS-Tester-for-8-free-shipping-w-Prime/2168354.html,,2017-12-29T21:00:55-05:00,"Thousandshores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168354"">Dr.Meter Water Quality TDS Tester</a> for $12.99. Coupon code ""YMVIECBV"" drops it to <b>$8</b>. Plus, Prime members bag <b>free shipping</b>. That's $3 under our October mention and the lowest price we could find now by $6. It features an LCD display and includes a chart explaining TDS values. Deal ends January 2.",free shipping w/ Prime,2168354,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ebukc7pa9a4jq8k58md2",,Dr.Meter Water Quality TDS Tester,TOOLS & HARDWARE
2,https://www.dealnews.com/Dell-Kaby-Lake-R-13-Touch-Laptop-for-686-free-shipping/2168381.html,2017-12-29T13:27:47-05:00,,"Dell Home, via its Member Purchase Program, offers its 3.2-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168381"">Dell Inspiron 13 7000 Series 7373 Intel Kaby Lake R Core i5 1.6GHz 13.3"" 1080p Touchscreen Laptop</a> for <strong>$685.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $113. Features include:
<ul>
 <li>Intel Core i5-8250U 1.6GHz Kaby Lake R quad-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) IPS LED-backlit LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",free shipping,2168381,$686,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yptomilasmydrrs27or3",,"Dell Kaby Lake R 13"" Touch Laptop",LAPTOPS
2,https://www.dealnews.com/Dell-Kaby-Lake-i5-16-Laptop-w-256-GB-SSD-for-735-free-shipping/2168378.html,2017-12-29T13:24:22-05:00,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168378"">Dell Inspiron 15 7000 Series 7567 Intel Kaby Lake Core i5 2.5GHz 15.6"" 1080p Gaming Laptop</a> in Black or Red for $783.99. Coupon code ""50OFF699"" cuts that to <b>$734.99</b>. With <b>free shipping</b>, that's tied with last week's mention and the best price we could find today by $65. (Most retailers charge at least $900.) Deal ends February 3, 2018. Features include:
<ul>
 <li>Intel Core i5-7300HQ 2.5GHz Kaby Lake quad-core processor
 </li>
 <li>15.6"" 1920x1080 (1080p) IPS LED-backlit LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Nvidia GeForce GTX 1050Ti 4GB video card
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",free shipping,2168378,$735,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxim9tkvg2m12rwfv8ow",,"Dell Kaby Lake i5 16"" Laptop w/ 256GB SSD",LAPTOPS
4,https://www.dealnews.com/Canon-Refurbished-Sale-Extra-15-off-free-shipping-w-100/2168342.html,,2017-12-29T20:59:48-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168342"">Canon</a> cuts an <strong>extra 15% off</strong> select refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088944,2168342"">cameras, lenses, flashes, printers, and camcorders</a> via coupon code ""VIP15-774727"". Shipping starts at <strong>$11.99</strong>, but orders of $100 or more qualify for free shipping. Some exclusions apply, and available quantities may be limited.<br>
<br>
Note: A 1-year Canon warranty applies to all refurbs.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s5196/Canon/"">Canon Coupons</a>.</p>",free shipping w/ $100,2168342,Extra 15% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j0kc99keppjxupvsfv7u",,Canon Refurbished Sale,CAMERAS
3,https://www.dealnews.com/Robb-Report-Magazine-1-Year-Subscription-for-5-for-12-issues/2168348.html,,2017-12-29T20:39:47-05:00,"DiscountMags offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168348"">Robb Report Magazine 1-Year Subscription</a> (12 issues) for $64.99. Coupon code ""DEALNEWS"" cuts that to <strong>$4.99</strong>. That's tied with our February mention as the best price we've seen, and it's a low by $60.<br>
<br>
Of note, you can buy up to four years at this discounted rate.",,2168348,$5 for 12 issues,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvxqrekgbo87zvciajkw",True,Robb Report Magazine 1-Year Subscription,MAGAZINES
3,https://www.dealnews.com/Victorias-Secret-Womens-Lace-Satin-Slip-for-40-8-s-h/2168363.html,2017-12-29T13:17:41-05:00,,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168363"">Victoria's Secret Women's Very Sexy Chantilly Lace &amp; Satin Slip</a> in Black for <strong>$39.99</strong> plus <strong>$8</strong> for shipping. That's $28 off and the lowest price we could find. It's available in most sizes from XS to XL.",$8 shipping,2168363,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f2kixsabueghlalpsvyl",,Victoria's Secret Women's Lace & Satin Slip,INTIMATES
,"https://www.dealnews.com/lw/click.html?20,2,2168564",2017-12-30T00:01:00-05:00,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168564"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",,2168564,Teen Discounts,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",,Liberty Mutual Auto Insurance,FINANCIAL SERVICES
2,https://www.dealnews.com/DJI-Phantom-4-Quadcopter-Drone-with-4-K-Camera-for-759-free-shipping/2168345.html,2017-12-29T13:01:16-05:00,,"Deal Road via Rakuten offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168345"">DJI Phantom 4 Quadcopter Drone with 4K Camera</a> for $799. Coupon code ""PHANTOM4"" cuts that to <strong>$759</strong>. With <strong>free shipping</strong>, that's $40 below our mention from last month and the lowest price we've seen for a new unit. (It's the best deal now by $46.) Features include a gimbal-stabilized 12-megapixel camera with 4K video recording at 30fps, 44.7mph top speed (in sport mode), GPS navigation, and up to 28 minutes of flying time per charge. Deal ends January 4.<br>
<br>
Note: This coupon can only be used once per account. (You must be signed in to use it.)",free shipping,2168345,$759,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxtortvkeeopy6dyl17q",,DJI Phantom 4 Quadcopter Drone with 4K Camera,TOYS & HOBBIES
3,https://www.dealnews.com/Google-Chromecast-Audio-Media-Player-for-26-pickup-at-Game-Stop/2168327.html,2017-12-29T13:01:12-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168327"">Google Chromecast Audio Media Player</a> for <strong>$25.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the second-lowest price we've seen, although we saw it for a buck less during Black Friday week. (It's the best deal today by $9.) It features dual-band 802.11ac wireless and compatibility with Android and iOS devices. The set includes one 3.5mm audio cable.",pickup at GameStop,2168327,$26,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jy92hkqn2jjbuz0gmjcb",,Google Chromecast Audio Media Player,STREAMING MEDIA PLAYERS
3,https://www.dealnews.com/Timberland-Boscawen-Hardside-3-pc-Luggage-Set-for-179-free-shipping/2168357.html,2017-12-29T12:59:04-05:00,,"eBags via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168357"">Timberland Boscawen Hardside Spinner 3-Piece Luggage Set</a> in Orange for <b>$178.99</b> with <b>free shipping</b>. That's the lowest price we could find by $54. The set includes a 21"", 25"", and 28"" spinner, all with telescoping handles and lined interiors.",free shipping,2168357,$179,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mjiaffddb4modbqinkv8",,Timberland Boscawen Hardside 3pc Luggage Set,LUGGAGE & TRAVEL GEAR
3,https://www.dealnews.com/Boneco-Compact-Ultrasonic-Humidifier-for-46-9-s-h/2168321.html,2017-12-29T12:43:41-05:00,,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168321"">Boneco Compact Ultrasonic Humidifier</a> for <b>$46.35</b> plus <b>$8.67</b> for shipping. That's the lowest price we could find by $9, although most sellers charge around $100. It features variable output, bidirectional misting, and automatic shutoff.",$9 shipping,2168321,$46,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bacu6rewj5uwq75jrlzf",,Boneco Compact Ultrasonic Humidifier,HUMIDIFIERS & DEHUMIDIFIERS
3,https://www.dealnews.com/PUMA-Switchstance-17-Laptop-Backpack-for-15-free-shipping/2168333.html,2017-12-29T12:43:36-05:00,,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168333"">PUMA Switchstance 17"" Laptop Backpack</a> in Burnt Olive for $29.99. Coupon code ""DN1499"" cuts that to <strong>$14.99</strong>. With <strong>free shipping</strong>, that's $11 under our August metnion, $24 off, and the lowest price we could find. It features adjustable shoulder straps, a padded laptop sleeve, front zipper pocket, and side slip pockets. Deal ends January 3.",free shipping,2168333,$15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zcd86de7whygzvkswb0p",,"PUMA Switchstance 17"" Laptop Backpack",BACKPACKS
