shipping,time_published,editors_choice,category,hotness,title,url,picture_url,price,time_modified,uuid,description
free shipping w/ Prime,2018-01-01T18:58:25-05:00,,TOYS & HOBBIES,3,WowWee Sesame Street Elmoji Coding Robot,https://www.dealnews.com/Wow-Wee-Sesame-Street-Elmoji-Coding-Robot-for-17-free-shipping-w-Prime/2169767.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gl6bb4f1qa3qmrg9pipw",$17,,2169767,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169767"">WowWee Sesame Street Elmoji Junior Coding Robot</a> in Red for <strong>$17.38</strong> with <b>free shipping</b> for Prime members. That's $2 under last week's mention, $43 off list, and the lowest price we've seen. It develops STEM skills using an emoji-based coding language and can be used in conjunction with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091731,2169767"">Elmoji iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091734,2169767"">Android</a> app."
free shipping,2018-01-01T18:39:45-05:00,,CHAIRS,3,Crew Furniture Urban Child Recliner,https://www.dealnews.com/Crew-Furniture-Urban-Child-Recliner-for-49-free-shipping/2169731.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dsrymfkpshuxolsaa76y",$49,,2169731,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169731"">Crew Furniture Urban Child Recliner</a> in Moonbeam for <strong>$49</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $26. It features a push-back reclining mechanism and microsuede upholstery."
free shipping,2018-01-01T18:27:29-05:00,,LAPTOPS,3,"Dell Celeron 1.6GHz 12"" Touch Chromebook",https://www.dealnews.com/Dell-Celeron-1.6-GHz-12-Touch-Chromebook-for-199-free-shipping/2169734.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fzjivoi8ccovaww3nv1n",$199,,2169734,"Dell Small Business offers its 2.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169734"">Dell Chromebook 11 3180 Intel Celeron Braswell 1.6GHz 11.6"" Touchscreen Laptop</a> in Black for <strong>$199</strong> with <strong>free shipping</strong>. That's tied with our Cyber Monday mention and the lowest price we could find now by $90. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 11.6"" 1366x768 (720p) touchscreen LCD, 4GB RAM, 16GB eMMC storage, USB 3.1, HDMI, 3-cell battery, and Chrome OS."
free shipping w/ $29,,,GAMING & TOYS,4,"Toys""R""Us New Year's Sale",https://www.dealnews.com/Toys-R-Us-New-Years-Sale-20-off-select-items-free-shipping-w-29/2169743.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rfwqdwzc3qgibffughl8",20% off select items,2018-01-02T03:57:31-05:00,2169743,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091662,2169743"">Toys ""R"" Us</a> takes <strong>20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169743"">select items</a> via coupon code ""NEWYEARS20"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091593,2169743"">New Year's Sale</a>. (Eligible items are marked.) Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee, or spend $29 or more to bag free shipping. Deal ends January 6.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1791/Toys-R-Us/"">Toys""R""Us Coupons</a>.</p>"
free shipping,,,SHOES,4,adidas Men's 350 Shoes,https://www.dealnews.com/adidas-Mens-350-Shoes-for-40-free-shipping/2169722.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ntwvpgim5nc0j0uz3rp8",$40,2018-01-02T03:57:08-05:00,2169722,"adidas via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169722"">adidas Men's 350 Shoes</a> in White for <b>$40</b> with <b>free shipping</b>. That's $40 off and the lowest price we could find. They're available in sizes 8 to 12."
pickup at Walmart,2018-01-01T16:56:50-05:00,,EXERCISE EQUIPMENT,3,P90X Recovery Stick Self Massage Tool,https://www.dealnews.com/P90-X-Recovery-Stick-Self-Massage-Tool-for-7-pickup-at-Walmart/2169716.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gnsigsokbevq6sduwheu",$7,,2169716,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169716"">P90X Recovery Stick Self Massage Tool</a> for <strong>$7.14</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. It features three independent massage rollers."
free shipping,,,COATS,5,Reebok Men's Athletic Performance Jacket,https://www.dealnews.com/Reebok-Mens-Athletic-Performance-Jacket-for-15-free-shipping/2169710.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bsemhx1lbveapix1fwhy",$15,2018-01-02T03:38:40-05:00,2169710,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169710"">Reebok Men's Athletic Performance Jacket</a> in several colors (Red pictured) for <strong>$14.99</strong> with <strong>free shipping</strong>. That's tied with our Cyber Monday mention, $45 off, and the lowest price we've seen. It comes in select sizes from S to 5XL."
free shipping,,,SPEAKERS,4,Yamaha Bluetooth Soundbar w/ Subwoofer,https://www.dealnews.com/Yamaha-Bluetooth-Soundbar-w-Subwoofer-for-155-free-shipping/2169713.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cya1qczvkqaty95qjumq",$155,2018-01-02T03:56:56-05:00,2169713,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169713"">Yamaha Bluetooth Sound Bar and Wireless Subwoofer</a> for <b>$154.95</b> with <b>free shipping</b>. That's tied with our Black Friday week mention and the lowest price we could find by $125. It features two 2-1/8"" cone speakers, 6.5"" subwoofer, 200-watt total output, and Bluetooth streaming."
free shipping,2018-01-01T16:43:09-05:00,,SPORTS & FITNESS,3,Withings Unisex Activite Pop Fitness Watch,https://www.dealnews.com/Withings-Unisex-Activite-Pop-Fitness-Watch-for-44-free-shipping/2169704.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fuur3fsnzhgwivwi1jxt",$44,,2169704,"Walgreens offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169704"">Withings Unisex Activite Pop Fitness Watch</a> in Azure or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091449,2169704"">Grey</a> for $53.99. Coupon code ""EXTRA18"" cuts that to <strong>$44.27</strong>. With <strong>free shipping</strong>, that's $16 below our July mention and the lowest price we've seen. (It's the best deal now by $6.) It features a stainless steel case, silicone sport strap, HealthMate app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091452,2169704"">Android</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091455,2169704"">iOS</a>, and water resistance to 150 feet. Deal ends January 6."
$3 shipping,,,ROUTERS,3,TP-Link Archer AC3200 802.11ac WiFi Router,https://www.dealnews.com/TP-Link-Archer-AC3200-802.11-ac-Wi-Fi-Router-for-110-3-s-h/2169701.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwdrn0z6btjpbbordcdh",$110,2018-01-01T17:56:59-05:00,2169701,"TigerDirect Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169701"">TP-Link Archer AC3200 Tri-Band 802.11ac Wireless Gigabit Ethernet Router</a> for <b>$109.99</b> plus <b>$2.99</b> for shipping. That's $7 under our October mention and the lowest price we could find now by $67. The tri-band wireless router (2.4GHz and two 5GHz) features a 1GHz dual-core processor, four Gigabit Ethernet ports, USB 3.0, and six antennas."
free shipping,,True,HEADPHONES,2,Roccat Kave XTD Headset w/ Syva Headphones,https://www.dealnews.com/Roccat-Kave-XTD-Headset-w-Syva-Headphones-for-40-free-shipping/2169707.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ycl0p7rzanw2t3tud3ff",$40,2018-01-02T04:14:35-05:00,2169707,"Dell Home offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169707"">Roccat Kave XTD Stereo Gaming Headset</a> in Black bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091461,2169707"">Roccat Syva In-Ear Headphones</a> in Black/Blue for <strong>$39.99</strong> with <strong>free shipping</strong>. That's tied with last month's mention and the lowest price we could find for these items purchased separately elsewhere by $63.<br>
<br>
The headset features 50mm neodymium drivers, a 20Hz to 20kHz frequency response, detachable and 360°-rotatable noise-canceling boom microphone, in-line remote, and 8-foot cable. The headphones feature 10mm drivers, a 20Hz to 20kHz frequency response, and in-line remote and microphone."
pickup at Walmart,,True,TOYS & HOBBIES,4,Crayola 180-Piece Classroom Activity Pack,https://www.dealnews.com/Crayola-180-Piece-Classroom-Activity-Pack-for-19-pickup-at-Walmart/2169692.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/us9jffiy30a88v71dcqd",$19,2018-01-02T03:15:52-05:00,2169692,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169692"">Crayola 180-Piece Ultimate Classroom Activity Pack</a> for <s>$20.71</s> <strong>$19</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $27 and the best deal we've seen for this set. It includes a variety of markers, crayons, colored pencils, and construction paper."
free shipping,,True,LAPTOP BAGS,4,"SwissGear Apastron 16"" Laptop Backpack",https://www.dealnews.com/Swiss-Gear-Apastron-16-Laptop-Backpack-for-25-free-shipping/2169689.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vyac4dlghphkr8tcqpwr",$25,2018-01-02T03:56:19-05:00,2169689,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169689"">SwissGear Apastron 16"" Laptop Backpack</a> in Navy Denim for <strong>$24.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we could find today by $35. It features a side-entry TripleProtect padded compartment that accommodates laptops up to 16"", 10"" tablet pocket, file divider, multiple exterior pockets, and adjustable shoulder straps."
,2018-01-01T15:49:21-05:00,,THINGS TO DO,2,Baz: Star Crossed Love Ticket in Las Vegas,https://www.dealnews.com/Baz-Star-Crossed-Love-Ticket-in-Las-Vegas-for-47/2169680.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r8ipjioarahuazafhejy",$47,,2169680,"Travelzoo offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169680"">Adult Ticket to Baz Luhrmann's Baz: Star Crossed Love</a> at The Palazzo in Las Vegas, NV, bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091365,2169680"">glass of prosecco</a>, with prices starting from <strong>$46.54</strong> via coupon code ""BZTZOOP"". That's a savings of $18 and the lowest price we could find. Additional taxes and fees apply. Book this travel deal by January 31 for shows through March 31, 2018."
free shipping,,,EXERCISE EQUIPMENT,3,Gold's Gym Trainer 430i Treadmill w/ HRM,https://www.dealnews.com/Golds-Gym-Trainer-430-i-Treadmill-w-HRM-for-339-free-shipping/2169665.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fjzz8fdlhgqflzwrankw",$339,2018-01-01T20:32:45-05:00,2169665,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169665"">Gold's Gym Trainer 430i Treadmill with Heart Rate Monitor</a> for <b>$339</b> with <b>free shipping</b>. That's $20 under our mention from the week of Black Friday, the best price we've seen, and a low now by $60. It features an LCD display, 16"" x 50"" tread belt, iFit technology, power incline, and a dual-grip heart rate monitor."
free shipping w/ Prime,,,AUTOMOTIVE,3,Lumsing 48W 4-Port USB Car Charger,https://www.dealnews.com/Lumsing-48-W-4-Port-USB-Car-Charger-for-6-free-shipping-w-Prime/2169668.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aox2wgnc9nqdppjhcera",$6,2018-01-01T20:31:18-05:00,2169668,"Yangdock E-commerce via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169668"">Lumsing Quick Charge 2.0 48-watt 4-Port USB Car Charger</a> in Black or White for $7.99. Coupon code ""DA656129"" cuts it to <strong>$5.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find now by a buck. It features Quick Charge 2.0, which provides up to eight hours of battery life from 15 minutes of charging. Deal ends January 14."
,,,EBOOKS,4,Amazon First Reads eBook Program,https://www.dealnews.com/Amazon-First-Reads-eBook-Program-free-w-Prime-every-month/2169677.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x6yeregodyc72jcvssw2",free w/ Prime every month,2018-01-02T03:55:56-05:00,2169677,"Amazon offers its Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169677"">one early-release Kindle eBook per month</a> for <strong>free</strong> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091359,2169677"">Amazon First Reads Program</a>. (It costs $1.99 for non-members who sign up for Amazon First Reads monthly emails.) That's $5 under the list prices of these books, which are otherwise only available as preorders. Deal ends January 31.<br>
<br>
Each month, you can choose from one of six new Kindle eBooks that are selected by Amazon's editors in advance of the books' official release dates. This month's titles include Renee Shafransky's <i>Tips for Living</i>, Cheryl Reid's <i>As Good as True</i>, and Scott J. Holliday's <i>Punishment</i> ."
free shipping,,,EXERCISE EQUIPMENT,3,Ironman Essex 990 Inversion Table,https://www.dealnews.com/Ironman-Essex-990-Inversion-Table-for-88-free-shipping/2169656.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gcsrojfivwllrrrzq70u",$88,2018-01-01T20:30:24-05:00,2169656,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169656"">Ironman Essex 990 Inversion Table</a> in Gray for <strong>$88</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $16. It inverts to a full 180° and helps relieve back pain and stress and keeps back muscles flexible. Features include a powder-coated 1.5"" steel frame, 3/4"" foam backrest, angle and height adjustability, pin-release ankle holder system, and 275-lb. weight capacity."
free shipping,,,EXERCISE EQUIPMENT,3,Exerpeutic Aero Air Elliptical,https://www.dealnews.com/Exerpeutic-Aero-Air-Elliptical-for-78-free-shipping/2169659.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/huxu4mod5ini0lh3afse",$78,2018-01-01T20:29:42-05:00,2169659,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169659"">Exerpeutic 260 Aero Air Elliptical</a> for <strong>$78</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091299,2169659"">Amazon</a> charges the same.) That's $2 under our October mention and the lowest price we've seen. (It's the best deal now by $9.) It features an LCD display, tension adjustment, and 260-lb. weight capacity."
free shipping,,,SHOES,5,Clarks Winter Clearance,https://www.dealnews.com/Clarks-Winter-Clearance-Up-to-50-off-20-off-free-shipping/2169647.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uhuj8l2ur7n62scxrgul",Up to 50% off + 20% off,2018-01-02T03:35:47-05:00,2169647,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169647"">Clarks</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091260,2169647"">men's, women's, and kids' shoes</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091263,2169647"">Winter Clearance</a>. (Prices are as marked.) Even better, cut an <strong>extra 20% off</strong> via coupon code ""EXTRA20"". Plus, all orders receive <strong>free shipping</strong>. That beats our mention from last week, which lacked the extra 20% off coupon. Deal ends January 10.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40475/Clarks/"">Clarks Coupons</a>.</p>"
free shipping,,,WATCHES,4,Longines Watches at Jomashop,https://www.dealnews.com/Longines-Watches-at-Jomashop-Up-to-50-off-coupons-free-shipping/2169641.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w6fck8b1qmxsoykkr3m8",Up to 50% off + coupons,2018-01-02T03:55:39-05:00,2169641,"Jomashop takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091227,2169641"">Longines men's and women's watches</a>. Plus, cut an <strong>extra $25 off</strong> via coupon code ""NY1825"" or an <strong>extra $50 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091224,2169641"">$1,000 or more</a> via ""NY1850"". Plus, all items qualify for <strong>free shipping</strong>. Deal ends January 2. A couple of best bets, with prices after ""NY1825"":
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169641"">Longines Men's La Grande Classique Watch</a> for <strong>$535</strong> (pictured, low by $19)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091218,2169641"">Longines Women's Primaluna Stainless Steel Watch</a> for <strong>$670</strong> (low by $18)
 </li>
</ul>"
free shipping,,,LAPTOPS,4,"Dell Inspiron Celeron 1.6GHz Dual 12"" Laptop",https://www.dealnews.com/Dell-Inspiron-Celeron-1.6-GHz-Dual-12-Laptop-for-147-free-shipping/2169662.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fz7foatxlsdofrpnolyw",$147,2018-01-02T03:52:49-05:00,2169662,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169662"">Dell Inspiron 11 3000 Series Intel Celeron Braswell 1.6GHz 11.6"" Laptop</a> in Alpine White for <strong>$146.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $53. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 11.6"" 1366x768 (720p) LED-backlit LCD, 2GB RAM, 32GB eMMC storage, 802.11n wireless, Bluetooth 4.2, 2-cell battery, and Windows 10 Home 64-bit.<br>
<br>
Note: Dell pictures it in blue, but this deal is for a white model per the specs."
free shipping w/ $125,,,CLOTHING & ACCESSORIES,5,Vineyard Vines Whale of a Sale,https://www.dealnews.com/Vineyard-Vines-Whale-of-a-Sale-Extra-40-off-free-shipping-w-125/2169638.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnf1wmpietohvqqplqke",Extra 40% off,2018-01-02T03:33:56-05:00,2169638,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169638"">Vineyard Vines</a> takes an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091206,2169638"">sale styles</a> via coupon code ""WHALE40"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091209,2169638"">Whale of a Sale Event</a>. Shipping starts at <strong>$8.50</strong>, or get free shipping on orders of $125 or more. Deal ends January 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s41620/Vineyard-Vines/"">Vineyard Vines Coupons</a>.</p>"
,2018-01-01T14:09:18-05:00,,HOTELS,3,Hotels.com Ski Resort Sale,https://www.dealnews.com/Hotels.com-Ski-Resort-Sale-Up-to-30-off-50-off/2169635.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yzst5dgudhqy7vstzsk5",Up to 30% off + $50 off,,2169635,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169635"">Hotels.com</a> takes an <b>up to 30% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091197,2169635"">ski resort stays nationwide</a>. Plus, take an <b>extra $50 off</b> stays of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091200,2169635"">$300 or more</a> via coupon code ""SLOPES50"". Some exclusions apply. Book this travel deal by February 4 for stays through March 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2306/Hotels.com/"">Hotels.com Coupons</a>.</p>"
free shipping w/ $29,,,AFTER CHRISTMAS SALES,5,Bed Bath & Beyond Semi-Annual Clearance,https://www.dealnews.com/Bed-Bath-Beyond-Semi-Annual-Clearance-Up-to-50-off-free-shipping-w-29/2169632.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bgcqguzof3dbza0y8dy4",Up to 50% off,2018-01-02T03:33:13-05:00,2169632,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169632"">Bed Bath &amp; Beyond</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091167,2169632"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091170,2169632"">Semi-Annual Clearance Event</a>. Shipping adds <strong>$5.99</strong>, or get free shipping with orders of $29 or more. (Large items may have additional fees; in-store pickup may also be available.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091173,2169632"">Azalea Micro-Mink Oversized Reversible Throw</a> for <strong>$19.99</strong> + <strong>$6</strong> s&amp;h (low by $9)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091176,2169632"">Samsonite SoLyte 29"" Spinner Luggage</a> for <strong>$109.99</strong> + <strong>$0</strong> s&amp;h (low by $20)
 </li>
</ul>"
$14 shipping,,,COATS,3,Filson Men's Short Cruiser Jacket,https://www.dealnews.com/Filson-Mens-Short-Cruiser-Jacket-for-109-14-s-h/2169626.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drpldu0fc94k6eyf72cl",$109,2018-01-01T20:28:08-05:00,2169626,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169626"">Filson Men's Short Cruiser Jacket</a> in Olive for <strong>$109</strong> plus <strong>$13.95</strong> for shipping. That's the lowest price we could find by $68. It's available in sizes S to XL."
free shipping,,,BACKPACKS,3,Green Alien 2L Hydration Backpack,https://www.dealnews.com/Green-Alien-2-L-Hydration-Backpack-for-9-free-shipping/2169599.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/na0z29wkylk9rwx9gtlm",$9,2018-01-01T20:27:19-05:00,2169599,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169599"">Green Alien 2-Liter Hydration Backpack</a> in Black or Orange for <strong>$8.99</strong> with <strong>free shipping</strong>. That's $36 off list and the lowest price we could find. It features a flexible drinking tube and adjustable elastic cord."
free shipping,,,ACTIVEWEAR,3,Teespring Women's Fab Fitness Leggings,https://www.dealnews.com/Teespring-Womens-Fab-Fitness-Leggings-for-20-free-shipping/2169614.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gsrf8o8muimkmko5klob",$20,2018-01-01T20:23:49-05:00,2169614,"Teespring via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169614"">Teespring Women's Fab Fitness Leggings</a> in several styles (Geometric pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $25 off list and the lowest price we could find. They're available in sizes XS to XL."
free shipping,,,SUNGLASSES,2,Guess Women's Drama Square Sunglasses,https://www.dealnews.com/Guess-Womens-Drama-Square-Sunglasses-for-39-free-shipping/2169620.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgtcs9q50heunuz1mfnl",$39,2018-01-01T20:54:17-05:00,2169620,"Walkintofashion via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169620"">Guess Women's Drama Square Sunglasses</a> in Gold/Black or Rose Gold/White for <strong>$39.19</strong> with <strong>free shipping</strong>. That's $59 off and the lowest price we could find. They feature 60mm lenses."
