uuid,shipping,price,url,editors_choice,description,picture_url,category,time_published,hotness,time_modified,title
2172689,free shipping,$60,https://www.dealnews.com/Gourmia-8-Quart-Electric-Pressure-Cooker-for-60-free-shipping/2172689.html,,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172689"">Gourmia 8-Quart Electric Pressure Cooker</a> for <b>$59.99</b> with <b>free shipping</b>. That's the lowest price we could find by $59. It features 13 settings, timer, and includes a steam rack, measuring cup, and spoon.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yt3jkmdzyhkmk5jpyqwf",SMALL APPLIANCES,2018-01-05T12:22:13-05:00,3,,Gourmia 8-Quart Electric Pressure Cooker
2172695,pickup at Walmart,$20,https://www.dealnews.com/Ultimate-LEGO-Star-Wars-Hardcover-Book-for-20-pickup-at-Walmart/2172695.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172695""><i>Ultimate LEGO Star Wars</i> Hardcover Book</a> for <strong>$20</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098163,2172695"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oed85sphxcstaxhldsrj",BOOKS,2018-01-05T12:19:37-05:00,3,,Ultimate LEGO Star Wars Hardcover Book
2172632,free shipping,$130,https://www.dealnews.com/Refurb-Lenovo-AMD-1.3-GHz-12-Notebook-for-130-free-shipping/2172632.html,,"MacMall offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172632"">Lenovo ThinkPad X131e AMD E-300 1.3GHz 11.6"" Notebook</a> for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $40. It features an AMD E-300 1.3GHz processor, 11.6"" 1366x768 LCD, 4GB RAM, 320GB hard drive, and Windows 10 Home 64-bit.<br>
<br>
Note: No warranty information is provided.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehdoxqlqtmadoyfmpv4o",LAPTOPS,,3,2018-01-05T16:47:28-05:00,"Refurb Lenovo AMD 1.3GHz 12"" Notebook"
2172692,free shipping,$60,https://www.dealnews.com/WD-2-TB-Portable-USB-3.0-Hard-Drive-for-60-free-shipping/2172692.html,,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172692"">Western Digital 2TB easystore Portable USB 3.0 External Hard Drive</a> in Black for <strong>$59.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago, $70 off, and the lowest price we've seen. It features a data transfer rate of up to 5Gb/s.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oydkcc4qpkaieflq6vqt",EXTERNAL HARD DRIVES,2018-01-05T12:13:43-05:00,3,,WD 2TB Portable USB 3.0 Hard Drive
2172677,free shipping,$2,https://www.dealnews.com/Dorco-Pace-6-Plus-Razor-w-2-Cartridges-for-2-free-shipping/2172677.html,,"Dorco offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172677"">Dorco Men's Pace 6 Plus Razor with Two Cartridges</a> for $6.50. Coupon code ""AFP6P199A"" cuts it to <strong>$1.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from last September, a savings of $5, and the lowest price we could find. This 6-blade razor features a rubber grip and includes two blade cartridges.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yf3wcld6hmjske7oziwl",SHAVING & GROOMING,2018-01-05T12:12:56-05:00,3,,Dorco Pace 6 Plus Razor w/ 2 Cartridges
2172686,$4 pickup at JCPenney,from $6,https://www.dealnews.com/Liz-Claiborne-Ainsley-Curtain-Panel-from-6-4-pickup-at-JCPenney/2172686.html,,"JCPenney discounts the Liz Claiborne Ainsley Rod-Pocket Panel Curtains in the sizes listed below via coupon code ""4DEALS"". Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. Deal ends January 10. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172686"">50x84"" Panel</a> for <strong>$5.99</strong> (pictured, $34 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098133,2172686"">50x95"" Panel</a> for <strong>$8.99</strong> ($51 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098136,2172686"">50x108"" Panel</a> for <strong>$11.99</strong> ($68 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrsecxmbm2v0hxvbcvnm",DECOR,,3,2018-01-05T12:11:44-05:00,Liz Claiborne Ainsley Curtain Panel
2172674,free s&h w/beauty item,$19,https://www.dealnews.com/G-by-Guess-Womens-Oleex-Sneakers-for-19-free-s-h-w-beauty-item/2172674.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172674"">G by Guess Women's Oleex Sneakers</a> in Gray for <strong>$19.43</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098106,2172674"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $20 off and the lowest price we could find. They're available in sizes from 6 to 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nheb7jas9s7jreuffiiw",SHOES,2018-01-05T12:03:26-05:00,2,,G by Guess Women's Oleex Sneakers
2172644,free shipping,$503,https://www.dealnews.com/Dell-AMD-A10-Quad-Desktop-PC-w-2-GB-GPU-for-503-free-shipping/2172644.html,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172644"">Dell Inspiron 5675 AMD A10 3.5GHz Gaming Desktop PC</a> for $558.59. Coupon code ""TENOFF"" knocks it to <strong>$502.73</strong>. With <b>free shipping</b>, that's $7 under our mention from a month ago, $97 off list, and the best price we could find. It features an AMD A10-9700 3.5GHz quad-core processor, 8GB RAM, 1TB 7200 rpm hard drive, AMD Radeon RX 560 2GB graphics, DVD burner,Recon Blue LED illumination, and Windows 10 Home 64-bit. Deal ends January 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fiufcbhsuf9jb3qfdbmd",DESKTOPS,2018-01-05T11:57:15-05:00,2,,Dell AMD A10 Quad Desktop PC w/ 2GB GPU
2172650,free s&h w/beauty item,$12,https://www.dealnews.com/Bar-III-Womens-Burnout-Bodycon-Dress-for-12-free-s-h-w-beauty-item/2172650.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172650"">Bar III Women's Burnout Bodycon Dress</a> in Dusty Olive for <strong>$11.96</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098043,2172650"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $68 off and the lowest price we could find. It's available in sizes XXS to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z3unsvgeqfafahbzbmoj",DRESSES,,3,2018-01-05T16:59:24-05:00,Bar III Women's Burnout Bodycon Dress
2172653,free s&h w/beauty item,$15,https://www.dealnews.com/Tommy-Hilfiger-Home-Supraloft-Pillow-2-Pack-for-15-free-s-h-w-beauty-item/2172653.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172653"">Tommy Hilfiger Home Supraloft Down Alternative Standard Pillow 2-Pack</a> in Tossed Anchor Print for $24.99. Coupon code ""WKND25"" cuts the price to <strong>$14.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098046,2172653"">beauty item</a> (eligible items start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $35 off list and the lowest price we could find, although we saw them for $5 less in August. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsh49yhfubvp2jjze4mb",BEDDING,2018-01-05T11:52:49-05:00,2,,Tommy Hilfiger Home Supraloft Pillow 2-Pack
2172659,free shipping,35% off sitewide,https://www.dealnews.com/Dell-Refurbished-Store-coupon-35-off-sitewide-free-shipping/2172659.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172659"">Dell Refurbished Store</a> takes <strong>35% off</strong> sitewide via coupon code ""WISH35DEAL"". Plus, the same coupon bags <strong>free shipping</strong> on all orders. Some exclusions apply, including clearance items and E7240 models. Deal ends January 8.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybw9207lrm0smvbn1ylz",COMPUTERS,,3,2018-01-05T16:58:24-05:00,Dell Refurbished Store coupon
2172614,,Up to 50% off + coupon,https://www.dealnews.com/Finish-Line-End-of-Season-Sale-Up-to-50-off-coupon/2172614.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172614"">Finish Line</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097974,2172614"">men's, women's, and kids' apparel and shoes</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097977,2172614"">End of Season Sale</a>. Plus, coupon code ""15WINTER"" cuts an <strong>extra $15 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098028,2172614"">$150 or more</a>. Shipping adds <strong>$7</strong>, but select items may qualify for free shipping. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s682/Finish-Line/"">Finish Line Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo8grdb5xraf2zcfkc5e",SHOES,,4,2018-01-05T16:15:16-05:00,Finish Line End of Season Sale
2172656,,$50,https://www.dealnews.com/60-in-Nike-Gift-Cards-for-50/2172656.html,,"Newegg offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172656"">$50 Nike Gift Card</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098055,2172656"">$10 Nike Gift Card</a> for <strong>$50</strong>. (The cards will be delivered by email.) That's a $10 savings, tied with our mention from June, and the lowest price we could find.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/skkalfcrhwszcwpcamcb",GIFT CARDS,2018-01-05T11:51:23-05:00,2,,$60 in Nike Gift Cards
2172641,free shipping,$17,https://www.dealnews.com/Gotham-Steel-Bacon-Bonanza-Drip-Rack-Tray-for-17-free-shipping/2172641.html,,"As Seen On TV via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172641"">Gotham Steel Bacon Bonanza Drip Rack Tray with Pan</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktceoeqivfz6ddeycwdn",KITCHEN,,3,2018-01-05T16:57:51-05:00,Gotham Steel Bacon Bonanza Drip Rack Tray
2172638,free shipping w/ $75,Up to 70% off + 30% off,https://www.dealnews.com/Gap-Factory-End-of-Season-Clearance-Sale-Up-to-70-off-30-off-free-shipping-w-75/2172638.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172638"">Gap Factory</a> takes <strong>up to 70% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098019,2172638"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098022,2172638"">End of Season Clearance Sale</a>. Plus, coupon code ""TOTALLY"" cuts an <strong>extra 30% off</strong>. Better yet, that same coupon bags this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098025,2172638"">Gap Nylon Shopping Tote</a> for <strong>free</strong>. (It will be added to your cart automatically.) Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s42141/Gap-Factory/"">Gap Factory Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xktxdo1tpe80ek1jpa0g",CLOTHING & ACCESSORIES,,4,2018-01-05T17:38:39-05:00,Gap Factory End of Season Clearance Sale
2172635,free s&h w/beauty item,$40,https://www.dealnews.com/Style-Co.-Womens-Hooded-Anorak-Jacket-for-40-free-s-h-w-beauty-item/2172635.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172635"">Style &amp; Co. Women's Hooded Anorak Jacket</a> in several colors (Deep Black pictured) for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098016,2172635"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $40 off and the lowest price we could find, although we saw it for $5 less in October. It's available in sizes from XS to XXL. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x5amzgixyfahapmoolh3",COATS,2018-01-05T11:42:03-05:00,2,,Style & Co. Women's Hooded Anorak Jacket
2172611,free shipping,$18,https://www.dealnews.com/Refurb-Fitbit-Flex-Activity-Tracker-Wristband-for-18-free-shipping/2172611.html,,"Ritz Cameras via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172611"">Fitbit Flex Wireless Activity and Sleep Tracker Wristband</a> in several colors (Black pictured) for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for a refurbished model by $32. It tracks your daily activity and sleep patterns to help you attain your fitness goals.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t0zva3vfrefxykc6b6e5",EXERCISE EQUIPMENT,,3,2018-01-05T16:57:31-05:00,Refurb Fitbit Flex Activity Tracker Wristband
2172617,free shipping,$200,https://www.dealnews.com/Dyson-Ball-Origin-Vacuum-for-200-free-shipping/2172617.html,,"Target via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172617"">Dyson Ball Origin Vacuum</a> in Red for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention (although that deal included three add-on tools) and the lowest price we could find by $100. It features a 0.55-gallon capacity, 30-foot cord, and self-adjusting cleaning head.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7p7bpdgindj1nwoyubw",VACUUM CLEANERS,,2,2018-01-05T16:57:07-05:00,Dyson Ball Origin Vacuum
2172626,free shipping,$31,https://www.dealnews.com/Auking-S3-1080-p-Dash-Cam-for-31-free-shipping/2172626.html,,"Auking via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172626"">Auking S3 1080p Dash Cam</a> for $46.97. Coupon code ""XL8YRPRS"" cuts it to <strong>$30.53</strong>. With <strong>free shipping</strong>, that's $16 off and the lowest price we could find. It features a 168° viewing angle and a microphone. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/quhpzjmarannehghgma1",AUTOMOTIVE,,3,2018-01-05T16:56:58-05:00,Auking S3 1080p Dash Cam
2172623,free shipping,15% off,https://www.dealnews.com/Rakuten-New-Years-Apparel-Sale-15-off-free-shipping/2172623.html,,"Rakuten takes <strong>15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097998,2172623"">apparel, shoes, and accessories</a> via coupon code ""APPAREL15"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097989,2172623"">New Year's Apparel Sale</a>. (A maximum discount of $15 applies. You must be signed in to your account to use this coupon.) Plus, most orders get <strong>free shipping</strong>. Some exclusions apply. Deal ends January 8. A couple of best bets, both with prices after coupon and <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097992,2172623"">Aeropostale Women's Solid Athletic Jogger Pants</a> for <b>$28.89</b> (low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172623"">Alpine Swiss Men's Zach Wool-Blend Overcoat</a> for <b>$29.74</b> (pictured; close in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097995,2172623"">Burgundy</a> at Amazon, low by $6)
 </li>
</ul>
Note: This coupon can only be used once per account.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lrbwh1w9qzzj1uziyllx",CLOTHING & ACCESSORIES,,3,2018-01-05T17:01:30-05:00,Rakuten New Year's Apparel Sale
2172620,free shipping w/ Prime,$18,https://www.dealnews.com/LE-Portable-Bluetooth-Speaker-Nightlight-for-18-free-shipping-w-Prime/2172620.html,,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172620"">LE Portable Bluetooth Speaker Nightlight</a> for $21.99. Coupon code ""KUF6L3GT"" drops it to <b>$18.25</b>. Plus, Prime members bag <b>free shipping</b>. That's a buck under our mention from last May and the lowest price we could find now by $3. It features three brightness levels and a built-in microphone.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mocqjktlpizxnetrppkw",LIGHTING & LAMPS,,3,2018-01-05T16:56:28-05:00,LE Portable Bluetooth Speaker Nightlight
2172569,free shipping,$30,https://www.dealnews.com/Refurb-Netgear-CM500-DOCSIS-3.0-Cable-Modem-for-30-free-shipping/2172569.html,,"Quick Ship via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172569"">Netgear CM500 DOCSIS 3.0 Cable Modem</a> for <b>$29.99</b> with <b>free shipping</b>. That's $10 under our November mention for a new one and the lowest price we've seen for this modem in any condition. (It's $30 less than a new one today.) It supports 16 download and four upload channels with speeds up to 680MB/s. It's certified for Comcast Xfinity, Time Warner Cable, Cox, and Charter, among others.<br>
<br>
Note: A 1-year Quick Ship warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l8mrhr2curra6nrycogt",MODEMS,,2,2018-01-05T16:55:37-05:00,Refurb Netgear CM500 DOCSIS 3.0 Cable Modem
2172599,pickup at Home Depot,$24,https://www.dealnews.com/Basic-Essentials-Bar-4-Piece-Set-for-24-pickup-at-Home-Depot/2172599.html,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172599"">Basic Essentials 4-Piece Stainless Steel Bar Set</a> for <strong>$23.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $16 below the lowest price we could find for a similar set elsewhere. It includes 5.7"" ice tongs, a bottle opener, 2.28-quart ice bucket, and 18-oz. cocktail shaker with built-in strainer and cap. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3cf1hmttpssbd6bd3sk",KITCHEN,2018-01-05T11:24:06-05:00,2,,Basic Essentials Bar 4-Piece Set
2172602,,,https://www.dealnews.com/features/best-freebie-deals/,,"Winter is in full swing for most of us, but you can ward off cabin fever with excellent offers! Start your weekend right with BOGO free pizza from Blaze, then spend it inside (where it's warm!) reading classics, learning something new, and more. Check out these savings in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhjhgrmde00tuqotzjn3",ROUNDUPS,2018-01-05T11:23:28-05:00,,,Best Freebies: Score BOGO Blaze Pizza or Snag a Free Cookbook
2172575,free shipping,$32,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-32-free-shipping/2172575.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in Vanilla for <strong>$32.47</strong> with <b>free shipping</b> via the steps below. That's $8 under our mention from six days ago, an all-time low, and the best deal we could find by $13. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> for $40.59
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$32.47</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u3liaocr3he76b07mzgj",SUPPLEMENTS,,3,2018-01-05T16:55:16-05:00,Optimum Nutrition Protein Powder 5-lb. Jar
2172593,free shipping,$14,https://www.dealnews.com/Yinenn-300-W-Power-Inverter-w-USB-for-14-free-shipping/2172593.html,,"Yinenn Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172593"">Yinenn 300-watt Power Inverter</a> for $25.99. Coupon code ""KVH4HSGD"" cuts that to <strong>$13.51</strong>. With <strong>free shipping</strong>, that's $12 off and the best price we could find. It features dual USB ports and two AC outlets. Deal ends January 30","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bbxxptvazydy878am1ha",AUTOMOTIVE,,2,2018-01-05T16:25:19-05:00,Yinenn 300W Power Inverter w/ USB
2172596,free shipping,$20,https://www.dealnews.com/8-Japanese-Stainless-Steel-Chefs-Knife-for-20-free-shipping/2172596.html,,"Brefac Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172596"">Zvpod Professional 8"" Chef's Knife</a> for $29.96. Coupon code ""499YMJ6S"" knocks it to <strong>$19.77</strong>. With <strong>free shipping</strong>, that's a slight drop from last month's mention and the lowest price we could find by $17. It features a full-tang Japanese AUS-8 high carbon stainless steel blade. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ylhj0ifembhonekfchlo",CUTLERY & FLATWARE,,3,2018-01-05T16:24:02-05:00,"8"" Japanese Stainless Steel Chef's Knife"
2172587,free shipping,$70 after rebate,https://www.dealnews.com/ASUS-Frameless-22-1080-p-IPS-LED-LCD-Display-for-70-after-rebate-free-shipping/2172587.html,True,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172587"">ASUS Frameless 21.5"" 1080p IPS LED-Backlit LCD Monitor</a> for <strong>$69.99</strong> with <strong>free shipping</strong> via the directions below. That's tied with our mention from last November and the lowest price we could find by $68. It features a 1920x1080 (1080p) native resolution, blue light filter, and HDMI and VGA inputs. Deal ends January 10. To get this deal:
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097938,2172587"">ASUS Frameless 21.5"" 1080p IPS LED LCD Display</a> to your cart for $99.99
 </li>
 <li>apply coupon code ""EMCPEPT46"" to cut that to $89.99
 </li>
 <li>redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097920,2172587"">$20 mail-in rebate</a> for a final price of <strong>$69.99</strong>
 </li>
</ol>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a40ithjgcqkeic3bvlpr",MONITORS,,3,2018-01-05T14:40:01-05:00,"ASUS Frameless 22"" 1080p IPS LED LCD Display"
2172566,free shipping,$794,https://www.dealnews.com/Dell-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-794-free-shipping/2172566.html,,"Dell Home, via its Member Purchase Program, offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172566"">Dell Inspiron 15 5000 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Gaming Laptop</a> for $881.99. Coupon code ""TENOFF"" cuts it to <strong>$793.79</strong>. With <strong>free shipping</strong>, that's the best price we could find for this popular build by $106, although it was $59 less in November. Deal ends January 11.<br>
<br>
It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD display, 8GB RAM, 128GB SSD, 1TB hard drive, Nvidia GeForce GTX 1050 4GB graphics, 6-cell battery, and Windows 10 Home 64-bit.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rkujjxwl1dnhbrr3f9ug",LAPTOPS,2018-01-05T11:17:50-05:00,1,,"Dell Kaby Lake i7 Quad 16"" 1080p Laptop"
