category,shipping,time_published,uuid,price,editors_choice,picture_url,time_modified,description,hotness,url,title
KIDS' SHOES,pickup at REI,2018-01-05T19:48:10-05:00,2172950,$10,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/agu3sc0ks815vzvrqswz",,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172950"">Reef Ahi Kids' Flip-Flops</a> in Aqua or Blue Floral for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $5. They're available in select sizes from 5 to 8.",2,https://www.dealnews.com/Reef-Ahi-Kids-Flip-Flops-for-10-pickup-at-REI/2172950.html,Reef Ahi Kids' Flip-Flops
BICYCLING,pickup at REI,2018-01-05T19:47:49-05:00,2172938,$9,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vayt6ht46hfd8uxlilpj",,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172938"">Diamondback Reflect 5-LED Rear Light</a> for <strong>$8.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $4. It features constant and flash modes and runs on two AAA batteries (included).",3,https://www.dealnews.com/Diamondback-Reflect-5-LED-Rear-Light-for-9-pickup-at-REI/2172938.html,Diamondback Reflect 5-LED Rear Light
SKIN CARE,free shipping,2018-01-05T19:47:43-05:00,2172962,$27,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv01ggma29otyow7rl8w",,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172962"">Clinique For Men Oil Control Essentials Kit</a> for <strong>$27</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8. It includes face scrub, oil-control face wash, oil-control mattifiying moisturizer, and anti-age eye cream.",3,https://www.dealnews.com/Clinique-For-Men-Oil-Control-Essentials-Kit-for-27-free-shipping/2172962.html,Clinique For Men Oil Control Essentials Kit
CREDIT CARDS,,2018-01-03T11:25:50-05:00,2170991,$150 cash rewards offer,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,"https://www.dealnews.com/lw/click.html?20,2,2170991",Bank of America® Cash Rewards Credit Card
KIDS' CLOTHES,pickup at REI,2018-01-05T19:34:40-05:00,2172941,$26,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vqgpmeoxyexm9kgxij1f",,"REI Garage offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172941"">REI Co-op Boys' Quartz Peak Fleece Jacket</a> in several colors (Cabin Wood pictured) for $34.73. In cart, it drops to <strong>$26.04</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's tied with our November mention, $43 off, and the lowest price we've seen. It's available in select sizes from XXS to XL. Deal ends January 8.",3,https://www.dealnews.com/REI-Co-op-Boys-Quartz-Peak-Fleece-Jacket-for-26-pickup-at-REI/2172941.html,REI Co-op Boys' Quartz Peak Fleece Jacket
SHOES,pickup at REI,2018-01-05T19:34:25-05:00,2172935,$45,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzisiplyxo49uwvadfuv",,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172935"">Chaco Women's OutCross Evo 4 Water Shoes</a> in Iris or Crown Blue for $59.73. In cart, that drops to <strong>$44.79</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $75 off list and the lowest price we could find. They're available in select sizes from 6 to 11. Deal ends January 8.",2,https://www.dealnews.com/Chaco-Womens-Out-Cross-Evo-4-Water-Shoes-for-45-pickup-at-REI/2172935.html,Chaco Women's OutCross Evo 4 Water Shoes
SHOES,free shipping,2018-01-05T19:34:15-05:00,2172929,$48,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrziami4okirkrbnuhcz",,"Rockport offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172929"">Rockport Men's Charson Chukka Boots</a> in Coach Brown or Bitter Chocolate for $79.99. Coupon code ""BOOT40"" cuts it to <b>$47.99</b>. With <b>free shipping</b>, that's tied with our November mention and the lowest price we could find by $31. They're available in select sizes from 7 to 11.5. Deal ends January 6.",3,https://www.dealnews.com/Rockport-Mens-Charson-Chukka-Boots-for-48-free-shipping/2172929.html,Rockport Men's Charson Chukka Boots
CLOTHING & ACCESSORIES,free shipping w/ $40,2018-01-05T19:33:53-05:00,2172926,Up to 80% off,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjlxhxzcl7elufa6f6yy",,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172926"">H&amp;M</a> takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098781,2172926"">apparel, shoes, accessories, and home items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098784,2172926"">Winter Blowout Sale</a>. (Prices are as marked.) Shipping adds <strong>$5.99</strong>, although orders of $40 or more receive free shipping via coupon code ""0040"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2604/H-M/"">H&amp;M Coupons</a>.</p>",5,https://www.dealnews.com/H-M-Winter-Blowout-Sale-Up-to-80-off-free-shipping-w-40/2172926.html,H&M Winter Blowout Sale
CAMPING & OUTDOORS,free shipping w/ $50,2018-01-05T19:31:31-05:00,2172932,Up to 60% off,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rx5eor9sqmb7cm4nwbfy",,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172932"">The House</a> takes <strong>up to 60% off</strong> over 8,500 items, including <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098787,2172932"">apparel, camping, and ski items</a>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098790,2172932"">New Year Sale</a>. Shipping starts at <strong>$6.95</strong>, but orders of $50 or more qualify for free shipping. (Large items may have additional fees.) Some exclusions apply.",3,https://www.dealnews.com/The-House-New-Year-Sale-Up-to-60-off-free-shipping-w-50/2172932.html,The House New Year Sale
TOYS & HOBBIES,pickup at Walmart,2018-01-05T19:31:04-05:00,2172914,$10,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzczmvl3pcoqqd8xg5lr",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172914"">Trademark Games Dart Game Set</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $12 off and the lowest price we could find. It includes a dart board and six darts.",3,https://www.dealnews.com/Trademark-Games-Dart-Game-Set-for-10-pickup-at-Walmart/2172914.html,Trademark Games Dart Game Set
SWEATSHIRTS & HOODIES,free s&h w/beauty item,2018-01-05T19:30:20-05:00,2172803,$24,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgcnmdiye3mro2h7mtmn",,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172803"">Alfani Men's Knit Essentials Stretch Travel Hoodie</a> in Alf Night or Deep Black for <strong>$23.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098553,2172803"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $46 off list and the lowest price we could find. It's available in sizes M to XXL.",3,https://www.dealnews.com/Alfani-Mens-Knit-Stretch-Travel-Hoodie-for-24-free-s-h-w-beauty-item/2172803.html,Alfani Men's Knit Stretch Travel Hoodie
LAPTOPS,,2018-01-05T19:28:23-05:00,2172812,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vd6v8qivhscrbeyhgdy0",,"HP has announced a voluntary recall of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172812"">HP laptop batteries</a> due to an overheating defect that could result in a fire or burn hazard to customers. For affected customers, HP is providing battery replacement services by an authorized technician for <strong>free</strong>. (For some models, the battery is built-in and cannot be removed by the customer.)<br>
<br>
For a list of laptop models that may be affected, scroll down to the bottom of the page at this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098586,2172812"">link</a>. Then, if you have one of these models, download this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098589,2172812"">validation tool</a> to see if you need to replace your battery. (Not all batteries have the defect and require replacement.)",5,https://www.dealnews.com/HP-Laptop-Battery-Recall/2172812.html,HP Laptop Battery Recall
SPORTS & FITNESS,free shipping,2018-01-05T19:22:48-05:00,2172953,$55,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nomhcuesmccufyv6vkdz",,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172953"">High Sierra Deluxe Snowboard Bag</a> in Black for <strong>$54.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It fits snowboards up to 67"" and features a padded bottom, front zip accessory pocket, and padded handle.",2,https://www.dealnews.com/High-Sierra-Deluxe-Snowboard-Bag-for-55-free-shipping/2172953.html,High Sierra Deluxe Snowboard Bag
CREDIT CARDS,,2018-01-03T12:34:27-05:00,2171069,"50,000 bonus points",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy",,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,"https://www.dealnews.com/lw/click.html?20,2,2171069",Chase Sapphire Reserve℠ Card
