title,url,picture_url,time_published,description,editors_choice,time_modified,uuid,category,shipping,hotness,price
GoPro HERO6 Black 4K Action Camera,https://www.dealnews.com/Go-Pro-HERO6-Black-4-K-Action-Camera-for-400-free-shipping/2168630.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bcbjeoyylhwq8gsjlxoa",2017-12-29T18:10:38-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168630"">GoPro HERO6 Black 4K Action Camera</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $49 under our Cyber Monday mention (although that included a $75 B&H gift card) and the lowest outright price we've seen. (It's the best deal now by $59, although most retailers charge upwards of $479.) It's waterproof to 33 feet <i>without</i> a housing and features a 2"" touchscreen LCD, up to 4K video recording at 60fps, 12-megapixel still image resolution, three microphones, 5GHz WiFi, Bluetooth, GPS (with data overlay via the free Quik desktop app), microSDXC card slot, micro HDMI, and rechargeable Li-ion battery.",,,2168630,DIGITAL CAMCORDERS,free shipping,3,$400
Serta Luxury Hybrid Shoreway Mattress Set,https://www.dealnews.com/Serta-Luxury-Hybrid-Shoreway-Mattress-Set-from-699-free-shipping/2168582.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjztd46vih4mntti82up",2017-12-29T18:10:30-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168582"">Serta Ultra Luxury Hybrid Shoreway Plush Mattress Queen Set</a> with 5.75"" or 9"" boxspring for <b>$699</b> with <b>free white glove delivery</b>. (Delivery includes basic set-up and haul-away. Non-members pay an additional $69.90, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45.) That's $600 off and the lowest price we could find, although we saw it for $100 less last week. This smooth-top mattress features a 14.75"" profile and hybrid gel memory foam / individually-wrapped coil design. It's compatible with Serta adjustable foundations (sold separately).<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089646,2168582"">King</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089649,2168582"">California King</a> for <b>$999</b> with <b>free shipping</b>. (As above, non-members should purchase a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45 to avoid the $99.90 surcharge.) That's also a tie from three weeks ago, $700 off, and the lowest price we could find.",,,2168582,MATTRESSES,free shipping,3,from $699
Sperry Men's Star Wars Cloud Duel Shoes,https://www.dealnews.com/Sperry-Mens-Star-Wars-Cloud-Duel-Shoes-for-37-free-shipping/2168555.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uvxwtwkyzlvvtec6bcxw",,"Sperry offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168555"">Sperry Men's Star Wars Cloud Duel Slip-On Shoes</a> for <b>$37.48</b> with <b>free shipping</b>. That's $37 off list and the lowest price we could find. They're available in sizes 7 to 13.",,2017-12-30T12:57:47-05:00,2168555,SHOES,free shipping,3,$37
AT&T Internet 50 w/ $100 Reward Card,https://www.dealnews.com/AT-T-Internet-50-w-100-Reward-Card-for-40-per-month/2168477.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzvonpwi0mxqnq1mgamg",,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168477"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089436,2168477"">$100 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends January 4.",,2017-12-29T16:53:28-05:00,2168477,COMPUTER SERVICES,,,$40 per month
Emery Upholstered Chair,https://www.dealnews.com/Emery-Upholstered-Chair-from-200-free-shipping/2168588.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sanlalnxqycpl7beksld",,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168588"">Emery Upholstered Chair</a> in several colors (Natural pictured) for <b>$199.98</b> with <b>free shipping</b>. (Non-members pay a $20 surcharge.) That's the lowest price we could find by $27. It features straight edge arms and nailhead trim.",,2017-12-30T12:56:44-05:00,2168588,CHAIRS,free shipping,3,from $200
Optimum Nutrition Protein Powder 5-lb. Jar,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-40-free-shipping/2168573.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hov7g1focbwcbycjvgfx",,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in several flavors (Chocolate Mint pictured) for <strong>$39.99</strong> with <b>free shipping</b> via the steps below. That's $2 below our mention from Black Friday weeked and the lowest price we could find by $8. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in flavor for $49.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$39.99</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",,2017-12-30T13:02:04-05:00,2168573,SUPPLEMENTS,free shipping,3,$40
Alder Creek Executive Gourmet Gift Basket,https://www.dealnews.com/Alder-Creek-Executive-Gourmet-Gift-Basket-from-65-free-shipping/2168570.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nh60fftynwzkngzszdeb",,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168570"">Alder Creek Executive Gourmet Gift Basket</a> for <b>$64.91</b> with <b>free shipping</b>. (Non-members pay a $6.49 surcharge.) That's $20 off list and the lowest price we could find. The basket includes Portlock salmon, Jack Allen Chocolate Eclairs, Lindt Truffles Truffle Cookies, Olli Salumeria Mild Genoa Salami, and more.",,2017-12-30T15:06:18-05:00,2168570,CHOCOLATES,free shipping,1,from $65
New Nintendo 3DS XL Game Console Bundle,https://www.dealnews.com/New-Nintendo-3-DS-XL-Game-Console-Bundle-from-249-free-shipping/2168558.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxirauchv5dxvsrxcxem",,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168558"">New Nintendo 3DS XL Game Console</a> in Black bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089589,2168558"">Super Smash Bros. for 3DS</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089592,2168558"">The Legend of Zelda: Ocarina of Time for 3DS</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089595,2168558"">Nintendo 3DS AC Adapter</a> for <strong>$249</strong> with <strong>free shipping</strong>. (Non-members pay an additional $24.90.) That's $8 under the lowest price we could find for these items sold separately elsewhere. The console features Amiibo support and is compatible with all Nintendo DS games.",,2017-12-30T15:06:05-05:00,2168558,CONSOLES,free shipping,1,from $249
Civilization III Complete Edition for PC,https://www.dealnews.com/Civilization-III-Complete-Edition-for-PC-for-1/2168543.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k0bpusm0b6c4cagctx6h",,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168543"">Sid Meier's Civilization III Complete Edition for Windows</a> for <strong>$1.49</strong>. That's the lowest price we could find for this classic game now by $4, although we saw it for free in October.",,2017-12-30T12:56:05-05:00,2168543,PC GAMES,,3,$1
Cylen Ventilated Foam Orthopedic Seat Cushion,https://www.dealnews.com/Cylen-Ventilated-Foam-Orthopedic-Seat-Cushion-for-14-free-shipping-w-Prime/2168540.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lshcvy71qvvzomnyjsdf",,"Hulislem via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168540"">Cylen Home Ventilated Memory Foam Orthopedic Seat Cushion</a> in Blue for $21.99. Coupon code ""6CPWVGSG"" drops it to <strong>$13.75</strong>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best deal now by about $12.) It features memory foam with an activated charcoal-infused bamboo core, an anti-slip bottom, and removable washable cover. Deal ends January 31.",,2017-12-30T13:00:49-05:00,2168540,HEALTH,free shipping w/ Prime,3,$14
"Hotel and Ski Packages in Salt Lake City, UT",https://www.dealnews.com/Hotel-and-Ski-Packages-in-Salt-Lake-City-UT-from-115-per-person/2168552.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hoos3ecvlzsaczxxnffo",,"Visit Salt Lake via Dunhill Travel continues to discount a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168552"">hotel stays during ski season</a> with prices starting from <b>$115 per person per night</b>. Plus, many of these properties offer further discounts on ski passes, extra days, and ski shuttles. Hotels include Solitude Resort Lodging, Staybridge Midvale, Snowbird Ski Resort, Hyatt Place Cottonwood, and more. Book this travel deal by December 31 for stays throughout the 2017-2018 ski season.",,2017-12-30T12:59:12-05:00,2168552,HOTELS,,3,from $115 per person
Cruise.com Carnival Cruises Sale,https://www.dealnews.com/Cruise.com-Carnival-Cruises-Sale-from-229-per-person/2168549.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168549"">Carnival Cruises 2018 Cruises</a> with prices starting from <strong>$229 per person</strong>. That yields low starting prices for Carnival cruises. Additional fees and blackout dates apply. Save on a range of itineraries, including departures from Miami, Port Canaveral, Jacksonville, and Baltimore. This travel deal ends December 31.",,2017-12-30T15:13:08-05:00,2168549,CRUISES,,5,from $229 per person
Return to Castle Wolfenstein for PC,https://www.dealnews.com/Return-to-Castle-Wolfenstein-for-PC-for-1/2168537.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3kmlnmb7odoik9ort15",,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168537"">Return to Castle Wolfenstein for Windows</a> for <strong>$1.24</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089544,2168537"">Steam</a> charges the same.) That's tied with our August mention, a current best by $4, and the lowest price we've seen.",,2017-12-30T11:58:32-05:00,2168537,PC GAMES,,4,$1
Southwest Rapid Rewards® Plus Credit Card,"https://www.dealnews.com/lw/click.html?20,2,2168492","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq",2017-12-29T15:35:48-05:00,"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,2168492,CREDIT CARDS,,,"40,000 points"
Ubiquiti Unifi Gateway Gigabit Router,https://www.dealnews.com/Ubiquiti-Unifi-Gateway-Gigabit-Router-for-95-free-shipping/2168483.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvsxbaafnie5wfa4iraw",,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168483"">Ubiquiti Networks Unifi Enterprise Gateway Router with Gigabit Ethernet</a> for $109.99. Coupon code ""EMCBCCG29"" cuts that to <strong>$94.99</strong>. With <strong>free shipping</strong>, that's $11 under our August mention and the lowest price we could find now by $15. It features a 500MHz dual-core processor, 512MB RAM, 2GB flash storage, and three Gigabit Ethernet ports. Deal ends January 1.",,2017-12-30T12:55:34-05:00,2168483,ROUTERS,free shipping,3,$95
Playmobil Space Shuttle,https://www.dealnews.com/Playmobil-Space-Shuttle-for-18-pickup-at-Walmart/2168468.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kakvqkgiguumbkcsl0zr",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168468"">Playmobil Space Shuttle</a> for <strong>$17.95</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089397,2168468"">Amazon</a>, for Prime members only, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089400,2168468"">Target</a> charge cents less if you prefer those stores.) That's the lowest price we could find by $12. It includes two figures.",,2017-12-30T12:54:19-05:00,2168468,TOYS & HOBBIES,pickup at Walmart,3,$18
American Airlines Nationwide Fares,https://www.dealnews.com/American-Airlines-Nationwide-Fares-from-66-Roundtrip/2168534.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpyj1lbcxn3fdo7xlsjp",2017-12-29T16:18:09-05:00,"American Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168534"">American Airlines Nationwide Roundtrip Fares</a>, with prices starting from <strong>$66.39</strong>. (On the ShermansTravel landing page, click on ""AA.com"" in the top paragraph to see this sale.) We found this price departing on January 22, 2018, from Miami, FL, (MIA) with arrival in New Orleans, LA, (MSY) and return on January 26, 2018. That's the lowest price we could find for select routes by at least $39. Book this travel deal by January 31 for travel in January and February 2018.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",,,2168534,AIRFARE,,5,from $66 Roundtrip
Air Hogs Mission Alpha RC Helicopter,https://www.dealnews.com/Air-Hogs-Mission-Alpha-RC-Helicopter-for-18-pickup-at-Walmart/2168522.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrcnqflkwsnz60uh8wdb",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168522"">Air Hogs Mission Alpha Ultimate Mission RC Helicopter</a> for <strong>$17.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $42. It features an extending hook & crane plus gyro-stabilization. Included are pick-up loads and drop-off points to create missions; six AA batteries are required, but not included.",True,2017-12-30T15:32:50-05:00,2168522,TOYS & HOBBIES,pickup at Walmart,3,$18
6pm $20.18 Sale,https://www.dealnews.com/6-pm-20.18-Sale-Over-1-000-items-for-20-free-shipping-w-50/2168474.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm",,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168474"">6pm</a> discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089424,2168474"">over 1,000 items</a> to <strong>$20.18</strong> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089427,2168474"">$20.18 Sale</a>. (Prices are as marked.) Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do orders of any two items. Discounted brands include Guess, Nine West, Nike, adidas, and more.",,2017-12-30T15:12:54-05:00,2168474,CLOTHING & ACCESSORIES,free shipping w/ $50,5,"Over 1,000 items for $20"
Pyrex Items at Macy's,https://www.dealnews.com/Pyrex-Items-at-Macys-20-off-extra-20-off-free-s-h-w-beauty-item/2168312.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldsyvmaxbyol6kgjm0o9",,"Macy's takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089889,2168312"">Pyrex food storage and kitchen items</a>. (Discount applies in-cart.) Plus, it takes an <strong>extra 20% off</strong> via coupon code ""FIT"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088851,2168312"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $25 or more bag free shipping automatically.) Some exclusions apply. Deal ends December 30. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168312"">Pyrex 12-Piece Simply Store Set w/ Colored Lids</a> for <b>$15.35</b> <s>$19.19</s> ($25 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089886,2168312"">Pyrex 5-Piece Atlantic Blue Bakeware Set</a> for <b>$19.19</b> (low by $8)
 </li>
</ul>",,2017-12-30T15:12:20-05:00,2168312,KITCHEN,free s&h w/beauty item,5,20% off + extra 20% off
5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,https://www.dealnews.com/features/morning-jolt/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",2017-12-29T09:50:34-05:00,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",,,2168186,MORNING JOLT,,,
Samples w/ $2 Amazon Credit,https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.",True,2017-12-30T15:09:51-05:00,2168111,AMAZON COUPONS,free shipping,5,$2 w/ Prime
VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",2017-12-29T07:00:01-05:00,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>",,,2158745,BUYING GUIDES,,,
Oneida Year-End Clearance Sale,https://www.dealnews.com/Oneida-Year-End-Clearance-Sale-Up-to-80-off-20-off-free-shipping/2167826.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dinmxwtooqabltmtcbpg",,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167826"">Oneida</a> cuts <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087741,2167826"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087744,2167826"">Year-End Clearance Sale</a>. Plus, coupon code ""DEALNEWSFREE"" takes an <strong>extra 20% off</strong> and bags <strong>free shipping</strong>. Save on food storage items, flatware, bakeware, and dinnerware. Deal ends December 30.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2334/Oneida/"">Oneida Coupons</a>.</p>",,2017-12-30T10:56:54-05:00,2167826,KITCHEN,free shipping,4,Up to 80% off + 20% off
9 Ways to Eat Healthy on a Budget in 2018,https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgcpw7qdjaobbvzyvjjz",2017-12-28T07:00:01-05:00,"Want to eat healthier and save more money in the new year? Contrary to popular belief, those two things aren't mutually exclusive. We rounded up a <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/"">few tips to help you get started on your 2018 resolutions</a>.",,,2163920,CONSUMER NEWS,,,
7 New Year's Resolutions That Will Save You Money,https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkbpd9vzxgwwk7eixh86",2017-12-27T07:00:01-05:00,"Most sites will tell you to quit smoking or stop buying Starbucks every day if you want to save money in the new year. Here are seven different New Year's resolutions for you to consider, all of which will <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/"">save you money in 2018</a>.",,,2160185,CONSUMER NEWS,,,
The 11 Best Things to Buy Before (and Immediately After) Christmas,https://www.dealnews.com/features/what-to-buy-in-december/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2l8kjxjdu4wu24hqkyy",2017-12-01T07:00:01-05:00,"Black Friday makes November a prime time for deals, but December still has a lot to offer. We've scoured the DealNews archives from years gone by, to guide you in your quest for <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-december/"">the best purchases for December</a>.",,,2144621,WHAT TO BUY IN DECEMBER,,,
