shipping,hotness,picture_url,price,title,url,time_published,uuid,editors_choice,category,description,time_modified
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbb4mkkya2esnxelebmi","60% off, from $40","Pogo Pass to Las Vegas, Dallas, Austin, more",https://www.dealnews.com/Pogo-Pass-to-Las-Vegas-Dallas-Austin-more-60-off-from-40/2168519.html,2017-12-29T16:01:57-05:00,2168519,,THINGS TO DO,"DestinationCoupons continues to take <b>60% off</b> a selection of Pogo Passes for select cities via coupon code ""DEST"", as listed below. (Click ""Buy Now"" next to your desired location; the coupon may apply automatically.) It offers discounts on local attractions, amusement parks, sporting events, zoos, and more. Each Pogo Pass is good for one year and is non-transferable. This travel deal ends December 31. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168519"">Las Vegas Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089508,2168519"">Austin Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089511,2168519"">Dallas Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089514,2168519"">San Antonio Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089517,2168519"">Phoenix and Tucson Pogo Pass</a> for <b>$49.98</b> ($60 off)
 </li>
</ul>",
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ojuxfqynwovood8i5kgy",$28,Sporto Women's Makela Waterproof Boots,https://www.dealnews.com/Sporto-Womens-Makela-Waterproof-Boots-for-28-free-shipping/2168411.html,,2168411,,SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168411"">Sporto Women's Makela Cold-Weather Waterproof Boots</a> in Pewter for <strong>$27.60</strong> with <strong>free shipping</strong>. That's $41 off list and the lowest price we could find. They're available in sizes 7 to 8.5 <del>6 to 9</del>. Deal ends December 30.",2017-12-30T12:39:00-05:00
free s&h w/beauty item,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aeubiqiauqqms2ova2ju",$3,Pyrex 2-Cup Measuring Cup,https://www.dealnews.com/Pyrex-2-Cup-Measuring-Cup-for-3-free-s-h-w-beauty-item/2168432.html,,2168432,,KITCHEN,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168432"">Pyrex 2-Cup Measuring Cup</a> for $3.99. Coupon code ""FIT"" knocks it to <strong>$2.55</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089331,2168432"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Minus padding, that's the lowest price we could find by $3. It's microwave-, fridge-, and dishwasher-safe. Deal ends December 30.",2017-12-30T12:37:14-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mymkvbjsiqmtnzktczrw",$35,Lenox Ski Shop Porcelain Building,https://www.dealnews.com/Lenox-Ski-Shop-Porcelain-Building-for-35-free-shipping/2168417.html,,2168417,,DECOR,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168417"">Lenox Mistletoe Park Ski Shop Porcelain Building</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $105 off and the lowest price we could find. It measures approximately 6.25"" x 6"" x 5"" and requires four AAA batteries. (It's unclear if batteries are included.) Deal ends December 30.",2017-12-30T12:35:54-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ekrbfkoiiljthzqr5az5",$38,Under Armour Women's Thrill 3 Running Shoes,https://www.dealnews.com/Under-Armour-Womens-Thrill-3-Running-Shoes-for-38-free-shipping/2168408.html,,2168408,,SHOES,"As one of its daily deals, Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168408"">Under Armour Women's Thrill 3 Running Shoes</a> in Black for <b>$37.48</b> with <b>free shipping</b>. That's $13 under our August mention and the lowest price we could find by $13. They're available in sizes 6 to 11. Deal ends December 30.",2017-12-30T12:34:16-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/taxcyjyfcs0dtkjhiias",$69,Milwaukee 12V LED Spot Light w/ Battery,https://www.dealnews.com/Milwaukee-12-V-LED-Spot-Light-w-Battery-for-69-free-shipping/2168375.html,,2168375,,FLASHLIGHTS & LIGHTING,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168375"">Milwaukee M12 12-volt Lithium-Ion Cordless Trueview LED Spot Light</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089043,2168375"">Milwaukee M12 XC Battery Pack</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $69 off list and the lowest price we could find. It features a 2,100-foot beam distance, three output modes, and IPX4 moisture resistance.",2017-12-30T12:33:21-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w70omtpyh8hhixntkynn",$37,Weatherproof Men's Jake Cold Weather Boots,https://www.dealnews.com/Weatherproof-Mens-Jake-Cold-Weather-Boots-for-37-free-shipping/2168399.html,,2168399,,SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168399"">Weatherproof Men's Jake Cold Weather Boots</a> in Taupe or Grey for <strong>$36.99</strong> with <strong>free shipping</strong>. That's $38 off and the lowest price we could find, although we saw them for $7 less last month. They're available in select sizes from 8 to 13. Deal ends December 30.",2017-12-30T11:56:10-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5yno52fei7d7hvvixex",$30,Levi's Men's Stanton Burnish Sneakers,https://www.dealnews.com/Levis-Mens-Stanton-Burnish-Sneakers-for-30-free-shipping/2168405.html,,2168405,,SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168405"">Levi's Men's Stanton Burnish Sneakers</a> in Black for <strong>$29.99</strong> with <strong>free shipping</strong>. That's tied with a Cyber Monday deal, $30 off list, and the lowest price we could find. They're available in sizes 8 to 11. Deal ends December 30.",2017-12-30T11:55:44-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5zc5qikrtcesy1a93te",$45,G by Guess Women's Harson Tall Boots,https://www.dealnews.com/G-by-Guess-Womens-Harson-Tall-Boots-for-45-free-shipping/2168393.html,,2168393,,SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168393"">G by Guess Women's Harson Tall Boots</a> in Brown or Black for <strong>$44.50</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago, $45 off list, and the lowest price we've seen. They're available in select sizes from 6 to 10. Deal ends December 30.",2017-12-30T12:29:59-05:00
free shipping w/ $50,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rjowtkotwklfp2g09ftq",Up to 50% off,Michael Kors Winter Sale,https://www.dealnews.com/Michael-Kors-Winter-Sale-Up-to-50-off-free-shipping-w-50/2168306.html,,2168306,,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168306"">Michael Kors</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088833,2168306"">clothing, shoes, and acessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088836,2168306"">Winter Sale</a>. (Prices are as marked.) Shipping adds <b>$5</b>, but orders of $50 or more qualify for free shipping. Some exclusions may apply. Deal ends January 2.",2017-12-30T11:21:17-05:00
free shipping,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t9hg41ax43ayilyme58j",$50,"Verso 10"" Red Speedy Balance Bike",https://www.dealnews.com/Verso-10-Red-Speedy-Balance-Bike-for-50-free-shipping/2168315.html,,2168315,,BICYCLING,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168315"">Verso 10"" Red Speedy Balance Bike</a> in Red for <strong>$49.94</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It's designed for children age 2 to 5.",2017-12-30T13:02:49-05:00
free s&h w/beauty item,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldsyvmaxbyol6kgjm0o9",20% off + extra 20% off,Pyrex Items at Macy's,https://www.dealnews.com/Pyrex-Items-at-Macys-20-off-extra-20-off-free-s-h-w-beauty-item/2168312.html,,2168312,,KITCHEN,"Macy's takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089889,2168312"">Pyrex food storage and kitchen items</a>. (Discount applies in-cart.) Plus, it takes an <strong>extra 20% off</strong> via coupon code ""FIT"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088851,2168312"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $25 or more bag free shipping automatically.) Some exclusions apply. Deal ends December 30. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168312"">Pyrex 12-Piece Simply Store Set w/ Colored Lids</a> for <s>$15.35</s> <strong>$19.19</strong> ($25 off)
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089886,2168312"">Pyrex 5-Piece Atlantic Blue Bakeware Set</a> for <s>$19.19</s> (low by $8)</del>
 </li>
</ul>",2017-12-30T11:19:30-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",,5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,https://www.dealnews.com/features/morning-jolt/,2017-12-29T09:50:34-05:00,2168186,,MORNING JOLT,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",
free shipping,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",$2 w/ Prime,Samples w/ $2 Amazon Credit,https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html,,2168111,True,AMAZON COUPONS,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.",2017-12-30T11:14:31-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",,VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html,2017-12-29T07:00:01-05:00,2158745,,BUYING GUIDES,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dinmxwtooqabltmtcbpg",Up to 80% off + 20% off,Oneida Year-End Clearance Sale,https://www.dealnews.com/Oneida-Year-End-Clearance-Sale-Up-to-80-off-20-off-free-shipping/2167826.html,,2167826,,KITCHEN,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167826"">Oneida</a> cuts <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087741,2167826"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087744,2167826"">Year-End Clearance Sale</a>. Plus, coupon code ""DEALNEWSFREE"" takes an <strong>extra 20% off</strong> and bags <strong>free shipping</strong>. Save on food storage items, flatware, bakeware, and dinnerware. Deal ends December 30.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2334/Oneida/"">Oneida Coupons</a>.</p>",2017-12-30T10:56:54-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgcpw7qdjaobbvzyvjjz",,9 Ways to Eat Healthy on a Budget in 2018,https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/,2017-12-28T07:00:01-05:00,2163920,,CONSUMER NEWS,"Want to eat healthier and save more money in the new year? Contrary to popular belief, those two things aren't mutually exclusive. We rounded up a <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/"">few tips to help you get started on your 2018 resolutions</a>.",
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkbpd9vzxgwwk7eixh86",,7 New Year's Resolutions That Will Save You Money,https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/,2017-12-27T07:00:01-05:00,2160185,,CONSUMER NEWS,"Most sites will tell you to quit smoking or stop buying Starbucks every day if you want to save money in the new year. Here are seven different New Year's resolutions for you to consider, all of which will <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/"">save you money in 2018</a>.",
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2l8kjxjdu4wu24hqkyy",,The 11 Best Things to Buy Before (and Immediately After) Christmas,https://www.dealnews.com/features/what-to-buy-in-december/,2017-12-01T07:00:01-05:00,2144621,,WHAT TO BUY IN DECEMBER,"Black Friday makes November a prime time for deals, but December still has a lot to offer. We've scoured the DealNews archives from years gone by, to guide you in your quest for <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-december/"">the best purchases for December</a>.",
